Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Function","Voltage - Supply","Trip Range","Delay Time","Mounting Type","Termination Style","Features","Operating Temperature"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q4M-ND,K2CM-Q4M,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q4MA-ND,K2CM-Q4MA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-1MA-ND,K2CM-1MA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-2H-ND,K2CM-2H,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-2HA-ND,K2CM-2HA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-2L-ND,K2CM-2L,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-2LA-ND,K2CM-2LA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-2M-ND,K2CM-2M,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-2MA-ND,K2CM-2MA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-4H-ND,K2CM-4H,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-4HA-ND,K2CM-4HA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-4L-ND,K2CM-4L,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-4LA-ND,K2CM-4LA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-4M-ND,K2CM-4M,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-4MA-ND,K2CM-4MA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"277.61000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-1M-ND,K2CM-1M,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"282.24000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_77c_kw_hp_datasheet-pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_77C.jpg,77C-KW/HP-ND,77C-KW/HP,Littelfuse Inc.,1-PHASE POWER MONITOR/ 100-240,0,0,"309.12000","0","1","77C-KW/HP","Active","Arc-Flash, Overload","100 ~ 240VAC","2 ~ 90A, 85 ~ 264VAC","0.2 ~ 500s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_77c_kw_hp_datasheet-pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_77C.jpg,77C-LR-KW/HP-ND,77C-LR-KW/HP,Littelfuse Inc.,1-PHASE POWER MONITOR/ 100-240,0,0,"309.12000","0","1","77C-KW/HP","Active","Arc-Flash, Overload","100 ~ 240VAC","1 ~ 9A, 85 ~ 264VAC","0.2 ~ 500s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q4LA-ND,K2CM-Q4LA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"309.68000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q1LS-ND,K2CM-Q1LS,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 2-8A,0,0,"337.33000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-K2N-ND,SE-K2N,Omron Automation and Safety,RELAY MOTOR PROTECT 200/220/240V,0,0,"337.84000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","200/220/240VAC","1 ~ 160A","1 ~ 40s","Panel Mount","Screw Terminal","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KP1AN-ND,SE-KP1AN,Omron Automation and Safety,RELAY MOTOR PROTECT 100/110/120V,0,0,"337.84000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","100/110/120VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Automatic Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KP1N-ND,SE-KP1N,Omron Automation and Safety,RELAY MOTOR PROTECT 100/110/120V,0,0,"337.84000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","100/110/120VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-2LS-ND,K2CM-2LS,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 2-8A,0,0,"339.54000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-K1EN-ND,SE-K1EN,Omron Automation and Safety,RELAY MOTOR PROTECT 100/110/120V,0,0,"358.63000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","100/110/120VAC","1 ~ 160A","1 ~ 40s","Panel Mount","Screw Terminal","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-K2EN-ND,SE-K2EN,Omron Automation and Safety,RELAY MOTOR PROTECT 200/220/240V,0,0,"358.63000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","200/220/240VAC","1 ~ 160A","1 ~ 40s","Panel Mount","Screw Terminal","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KP1EN-ND,SE-KP1EN,Omron Automation and Safety,RELAY MOTOR PROTECT 100/110/120V,0,0,"358.63000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","100/110/120VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KP2EN-ND,SE-KP2EN,Omron Automation and Safety,RELAY MOTOR PROTECT 200/220/240V,0,0,"358.63000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","200/220/240VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KP2N-ND,SE-KP2N,Omron Automation and Safety,RELAY MOTOR PROTECT 200/220/240V,0,0,"358.63000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","200/220/240VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KQP1N-ND,SE-KQP1N,Omron Automation and Safety,RELAY MOTOR PROTECT 100/110/120V,0,0,"358.63000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","100/110/120VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KQP2EN-ND,SE-KQP2EN,Omron Automation and Safety,RELAY MOTOR PROTECT 200/220/240V,0,0,"358.63000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","200/220/240VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KQP2N-ND,SE-KQP2N,Omron Automation and Safety,RELAY MOTOR PROTECT 200/220/240V,0,0,"358.63000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","200/220/240VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-K4EN-ND,SE-K4EN,Omron Automation and Safety,RELAY MOTOR PROTECT 380/400/440V,0,0,"363.83000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","380/400/440VAC","1 ~ 160A","1 ~ 40s","Panel Mount","Screw Terminal","Manual Reset, Test Button","-10°C ~ 60°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/product%20catalogs/selco_arc_detection_catalog.pdf,-,D0400.0010-ND,D0400.0010,Littelfuse Inc.,JUNCTION WO. INDICATION,0,0,"369.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KQP1EN-ND,SE-KQP1EN,Omron Automation and Safety,RELAY MOTOR PROTECT 100/110/120V,0,0,"379.42000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","100/110/120VAC","1 ~ 160A","1 ~ 40s","Socketable","Plug In, 8 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,-,SE-KQ2EN-ND,SE-KQ2EN,Omron Automation and Safety,RELAY MOTOR PROTECT 200/220/240V,0,0,"395.01000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","200/220/240VAC","1 ~ 160A","1 ~ 40s","Panel Mount","Screw Terminal","Manual Reset, Test Button","-10°C ~ 60°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_terminations_datasheet.pdf,-,SE-TA6A-WL-ND,SE-TA6A-WL,Littelfuse Inc.,GF/GC TERM ASSY 5.6V 50W TC WL,0,0,"398.57000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-575-LR-P2-ND,777-575-LR-P2,Littelfuse Inc.,3-PHASE OVERLOAD RELAY/500-600,0,0,"416.49000","0","1","777/77C","Active","Multiple","500 ~ 600VAC","1 ~ 800A, 170 ~ 528VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-575-P2-ND,777-575-P2,Littelfuse Inc.,3-PH OVERLOAD REL./500-600V/,0,0,"416.49000","0","1","777/77C","Active","Multiple","500 ~ 600VAC","2 ~ 800A, 450 ~ 660VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
-,-,PGR-6802-24-ND,PGR-6802-24,Littelfuse Inc.,PUMP RELAY 40A CTS 24VDC,0,0,"425.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6803-120-ND,PGR-6803-120,Littelfuse Inc.,PUMP RELAY 90A CTS 120VAC,0,0,"425.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6803-240-ND,PGR-6803-240,Littelfuse Inc.,PUMP RELAY 90A CTS 240VAC,0,0,"425.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6803-24-ND,PGR-6803-24,Littelfuse Inc.,PUMP RELAY 90A CTS 24VDC,0,0,"425.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6801-240-ND,PGR-6801-240,Littelfuse Inc.,PUMP RELAY 16A CTS 240VAC,0,0,"425.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6801-24-ND,PGR-6801-24,Littelfuse Inc.,PUMP RELAY 16A CTS 24VDC,0,0,"425.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6801-120-ND,PGR-6801-120,Littelfuse Inc.,PUMP RELAY 16A CTS 120VAC,0,0,"425.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6802-120-ND,PGR-6802-120,Littelfuse Inc.,PUMP RELAY 40A CTS 120VAC,0,0,"425.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,777-P2-DEMO-2-ND,777-P2-DEMO-2,Littelfuse Inc.,P2 DEMO KIT W/ RM1K,0,0,"435.62000","0","1","777","Active","Multiple","200 ~ 480VAC","200 ~ 480V AC","-","Chassis Mount","Screw Terminal","Demo Kit with CIO-EN and RM-1000","-20°C ~ 70°C"
-,-,K2CM-Q2LSA-ND,K2CM-Q2LSA,Omron Automation and Safety,MOTOR PROTECTIVE RELAY,0,0,"441.44000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777VA-02-ND,777VA-02,Littelfuse Inc.,3-PHASE OVLD RELAY/ RD1 MIN./,0,0,"457.62000","0","1","777/77C","Active","Multiple","200 ~ 480VAC","2 ~ 800A, 170 ~ 528VAC","0.2 ~ 0.5s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777VA-03-ND,777VA-03,Littelfuse Inc.,3-PHASE OL RELAY/ 190-480V,0,0,"457.62000","0","1","777/77C","Active","Multiple","200 ~ 480VAC","2 ~ 800A, 170 ~ 528VAC","0.2 ~ 500s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
-,-,777-KWHP-P2-DEMO2-ND,777-KWHP-P2-DEMO2,Littelfuse Inc.,KWHP P2 DEMO KIT W/ RM1K,0,0,"459.74000","0","1","777-KW/HP-P2","Active","Multiple","200 ~ 480VAC","200 ~ 480V AC","-","Chassis Mount","Screw Terminal","Demo Kit with CIO-EN and RM-1000","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_77c_datasheet.pdf,-,777-HVR-SP-ND,777-HVR-SP,Littelfuse Inc.,1-PHASE OVERLOAD RELAY/ 380-48,0,0,"473.04000","0","1","777/77C","Active","Ground Fault, Overcurrent, Undercurrent, Undervoltage","340 ~ 480VAC","2 ~ 800A, 340VAC","0.2 ~ 500s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/product%20manuals/content/littelfuse_protectionrelays_se_epi_06_manual.pdf,-,SE-EPI-06-ND,SE-EPI-06,Littelfuse Inc.,ENERGIZED PHASE INDICATOR,0,0,"488.12000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6133-120-ND,PGR-6133-120,Littelfuse Inc.,MOTOR RELAY 90A CTS 120VAC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6132-120-ND,PGR-6132-120,Littelfuse Inc.,MOTOR RELAY 40A CTS 120VAC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6133-24-ND,PGR-6133-24,Littelfuse Inc.,MOTOR RELAY 90A CTS 24VDC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6131-120-ND,PGR-6131-120,Littelfuse Inc.,MOTOR RELAY 16A CTS 120VAC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6131-24-ND,PGR-6131-24,Littelfuse Inc.,MOTOR RELAY 16A CTS 24VDC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6132-240-ND,PGR-6132-240,Littelfuse Inc.,MOTOR RELAY 40A CTS 240VAC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6133-240-ND,PGR-6133-240,Littelfuse Inc.,MOTOR RELAY 90A CTS 240VAC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6132-24-ND,PGR-6132-24,Littelfuse Inc.,MOTOR RELAY 40A CTS 24VDC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,PGR-6131-240-ND,PGR-6131-240,Littelfuse Inc.,MOTOR RELAY 16A CTS 240VAC,0,0,"488.60000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_kw_hp_p2_datasheet.pdf,-,777-575-KW/HP-P2-ND,777-575-KW/HP-P2,Littelfuse Inc.,3-PHASE POWER MONITOR/500-600V,0,0,"499.77000","0","1","777-KW/HP-P2","Active","Multiple","500 ~ 600VAC","2 ~ 800A, 450 ~ 660VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_accupower_datasheet.pdf,-,777-ACCUPOWER-ND,777-ACCUPOWER,Littelfuse Inc.,3-PHASE POWER MONITOR/190-480V,0,0,"499.77000","0","1","-","Active","Ground Fault, Overcurrent","190 ~ 480VAC","2 ~ 800A","2 ~ 500s","Chassis Mount","Screw Terminal","-","-40°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-FT-ND,777-FT,Littelfuse Inc.,3-PHASE OVERLOAD RELAY/ 190-48,0,0,"499.77000","0","1","777/77C","Active","Multiple","200 ~ 480VAC","2 ~ 800A, 170 ~ 528VAC","2 ~ 60s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-HVR-LR-P2-ND,777-HVR-LR-P2,Littelfuse Inc.,3-PH OLR/340-480V/ 1-9FLA/,0,0,"499.77000","0","1","777/77C","Active","Multiple","380 ~ 480VAC","1 ~ 800A, 340 ~ 528VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-HVR-P2-ND,777-HVR-P2,Littelfuse Inc.,3-PH OLR/340-480V/ 2-800FLA/,0,0,"499.77000","0","1","777/77C","Active","Multiple","380 ~ 480VAC","2 ~ 800A, 340 ~ 528VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_kw_hp_p2_datasheet.pdf,-,777-LR-KW/HP-P2-ND,777-LR-KW/HP-P2,Littelfuse Inc.,3-PHASE POWER MONITOR/200-480V,0,0,"499.77000","0","1","777-KW/HP-P2","Active","Multiple","200 ~ 480VAC","1 ~ 800A, 170 ~ 528VAC","0 ~ 999s","DIN Rail","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-MV-P2-ND,777-MV-P2,Littelfuse Inc.,3-PH OLR/100-240V/12.5-800FLA/,0,0,"499.77000","0","1","777/77C","Active","Multiple","100 ~ 240VAC","10 ~ 800A, 85 ~ 264VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
-,-,CGD06-T110V-ND,CGD06-T110V,Carlo Gavazzi Inc.,DSSOLR(7SEG) TUNNEL,0,0,"501.60000","0","1","CGD","Active","Multiple","110VAC","500mA ~ 6A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD06T220V-ND,CGD06T220V,Carlo Gavazzi Inc.,DSSOLR(7SEG) TUNNEL,0,0,"501.60000","0","1","CGD","Active","Multiple","220VAC","500mA ~ 6A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD60-T110V-ND,CGD60-T110V,Carlo Gavazzi Inc.,DSSOLR(7SEG) TUNNEL,0,0,"501.60000","0","1","CGD","Active","Multiple","110VAC","5 ~ 60A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD60T220V-ND,CGD60T220V,Carlo Gavazzi Inc.,DSSOLR(7SEG) TUNNEL,0,0,"501.60000","0","1","CGD","Active","Multiple","220VAC","5 ~ 60A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-575-HRG-P2-ND,777-575-HRG-P2,Littelfuse Inc.,3-PH OLR/500-600V/2-90FLA/,0,0,"512.48000","0","1","777/77C","Active","Multiple","500 ~ 600VAC","2 ~ 100A, 450 ~ 660VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-575-LR-HRG-P2-ND,777-575-LR-HRG-P2,Littelfuse Inc.,3-PH OLR/500-600V/12.5-800FLA/,0,0,"512.48000","0","1","777","Active","Multiple","500 ~ 600VAC","10 ~ 800A","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-HRG-P2-ND,777-HRG-P2,Littelfuse Inc.,3-PH OLR/200-480V/2-90FLA/,0,0,"512.48000","0","1","777/77C","Active","Multiple","200 ~ 480VAC","2 ~ 90A, 170 ~ 660VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,-,777-LR-HRG-P2-ND,777-LR-HRG-P2,Littelfuse Inc.,3-PH OLR/200-480V/12.5-800FLA/,0,0,"512.48000","0","1","777/77C","Active","Multiple","200 ~ 480VAC","10 ~ 800A, 170 ~ 528VAC","0 ~ 999s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
-,-,CGD06-S110V-ND,CGD06-S110V,Carlo Gavazzi Inc.,DSSOLR(7SEG) SCREW,0,0,"528.00000","0","1","CGD","Active","Multiple","110VAC","500mA ~ 6A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD06-S220V-ND,CGD06-S220V,Carlo Gavazzi Inc.,DSSOLR(7SEG) SCREW,0,0,"528.00000","0","1","CGD","Active","Multiple","220VAC","500mA ~ 6A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD06-TE110V-ND,CGD06-TE110V,Carlo Gavazzi Inc.,DSSOLR(7SEG) TUNNEL EXT,0,0,"528.00000","0","1","CGD","Active","Multiple","110VAC","500mA ~ 6A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD06TE220V-ND,CGD06TE220V,Carlo Gavazzi Inc.,DSSOLR(7SEG) TUNNEL EXT,0,0,"528.00000","0","1","CGD","Active","Multiple","220VAC","500mA ~ 6A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD60-S110V-ND,CGD60-S110V,Carlo Gavazzi Inc.,DSSOLR(7SEG) SCREW,0,0,"528.00000","0","1","CGD","Active","Multiple","110VAC","5 ~ 60A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD60S220V-ND,CGD60S220V,Carlo Gavazzi Inc.,DSSOLR(7SEG) SCREW,0,0,"528.00000","0","1","CGD","Active","Multiple","220VAC","5 ~ 60A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
-,-,CGD60-TE110V-ND,CGD60-TE110V,Carlo Gavazzi Inc.,DSSOLR(7SEG) TUNNEL EXT,0,0,"528.00000","0","1","CGD","Active","Multiple","110VAC","5 ~ 60A","0 ~ 60s","Chassis Mount, DIN Rail","Screw Terminal","Manual Reset, Test Button","-25°C ~ 70°C"
