Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Type","Memory Size","Speed","Technology","Operating Temperature"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/SC_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SMSC04DA1.JPG,P17013-ND,RP-SMSC04DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 4GB UHS SLC,573,0,"78.33000","0","1","SC","Active","microSDHC™","4GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=F-50/F-50_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCA008GH1AD1TO-I-GS-216-STD.jpg,1052-1324-ND,SFCA032GH1AD4TO-I-GS-216-STD,Swissbit,MEM CARD CFAST 32GB MLC,274,0,"81.95000","0","1","F-50","Active","CFast","32GB","-","MLC","-40°C ~ 85°C"
http://en.apacer.com/pub/media/file/2015/CF6_Spec_Rev1.1_20151228028.pdf,//media.digikey.com/Photos/Apacer%20Photos/AP-CF004GRANS-ETNRC.JPG,1582-1304-ND,AP-CF004GRANS-ETNRC,Apacer Memory America,MEM CARD COMPACTFLASH 4GB 10 SLC,244,0,"93.21000","0","1","CFC 6","Active","CompactFlash®","4GB","Class 10","SLC","-40°C ~ 85°C"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFSD4096N1BW1MT-I-DF-111-STD.JPG,1052-1109-ND,SFSD4096N1BW1MT-I-DF-111-STD,Swissbit,MEM CARD MICROSD 4GB CLASS10 SLC,85,0,"93.78000","0","1","S-300U","Not For New Designs","microSD™","4GB","Class 10","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-fx-series-data-sheet.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/RP-SDFC04DA1.jpg,P19752-ND,RP-SDFC04DA1,Panasonic Electronic Components,MEM CARD SDHC 4GB CLASS 10 SLC,606,0,"93.99000","0","1","FX","Active","SDHC™","4GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20CF_Series.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF8GCFI-7ABXP.JPG,AF8GCFI-OEM-ND,AF8GCFI-OEM,"ATP Electronics, Inc.",MEMORY CARD COMPACTFLASH 8GB SLC,212,0,"107.73000","0","1","-","Active","CompactFlash®","8GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20microSD_SDHC.pdf,//media.digikey.com/photos/ATP%20Electronics/AF8GUDI-2AAXX.JPG,AF8GUDI-OEM-ND,AF8GUDI-OEM,"ATP Electronics, Inc.",MEM CARD MICROSDHC 8GB CLS10 SLC,115,0,"112.15000","0","1","-","Active","microSDHC™","8GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP_SD_Series.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF8GSDI-OEM.JPG,AF8GSDI-OEM-ND,AF8GSDI-OEM,"ATP Electronics, Inc.",MEM CARD SDHC 8GB CLASS 10 SLC,938,0,"115.68000","0","1","-","Active","SDHC™","8GB","Class 10","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-pt-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMPT32DA1.jpg,P122424-ND,RP-SMPT32DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 32GB UHS PSLC,31,0,"125.10000","0","1","PT","Active","microSDHC™","32GB","Class 10, UHS Class 1","pSLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-450u/S-450u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_S-450uSeries.JPG,1052-1214-ND,SFSD8192N1BM1MT-I-QG-221-STD,Swissbit,MEM CARD MICROSDHC 8GB UHS SLC,562,0,"131.89000","0","1","S-450u","Active","microSDHC™","8GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/TT_Series_RP-SMTTxxDA1.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMTT64DA1.jpg,P122040-ND,RP-SMTT64DA1,Panasonic Electronic Components,MEMORY CARD MICROSDHC 64GB MLC,112,0,"135.58000","0","1","TT","Active","microSDXC™","64GB","Class 10, UHS Class 3","MLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/SC_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SMSC08DA1.JPG,P17014-ND,RP-SMSC08DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 8GB UHS SLC,206,0,"149.62000","0","1","SC","Active","microSDHC™","8GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFSD8192N1BW1MT-E-QG-111-STD.jpg,1052-1086-ND,SFSD8192N1BW1MT-E-QG-111-STD,Swissbit,MEM CARD MICROSD 8GB CLASS10 SLC,127,0,"155.78000","0","1","S-300U","Not For New Designs","microSD™","8GB","Class 10","SLC","-25°C ~ 85°C"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFSD8192N1BW1MT-I-QG-111-STD.JPG,1052-1110-ND,SFSD8192N1BW1MT-I-QG-111-STD,Swissbit,MEM CARD MICROSD 8GB CLASS10 SLC,876,0,"171.53000","0","1","S-300U","Not For New Designs","microSD™","8GB","Class 10","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/C-400.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCF_CompactFlash.jpg,1052-1113-ND,SFCF8192H2BU2TO-I-QT-527-STD,Swissbit,MEMORY CARD COMPACTFLASH 8GB SLC,580,0,"181.69000","0","1","C-440","Active","CompactFlash®","8GB","-","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=F-600/F-600_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCA016GH1AA2TO-I-DB-216-STD.jpg,1052-1245-ND,SFCA016GH1AA2TO-I-DB-216-STD,Swissbit,MEM CARD COMPACTFLASH 16GB SLC,66,0,"218.15000","0","1","F-600","Active","CFast","16GB","-","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-fx-series-data-sheet.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_RP-SDFC16DA1.jpg,P19754-ND,RP-SDFC16DA1,Panasonic Electronic Components,MEM CARD SDHC 16GB CLASS 10 SLC,42,0,"245.24000","0","1","FX","Active","SDHC™","16GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/C-400.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCF_CompactFlash.jpg,1052-1114-ND,SFCF16GBH2BU4TO-I-QT-527-STD,Swissbit,MEM CARD COMPACTFLASH 16GB SLC,80,0,"255.86000","0","1","C-440","Active","CompactFlash®","16GB","-","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-me-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SDME04DA1.JPG,P17018-ND,RP-SDME04DA1,Panasonic Electronic Components,MEM CARD SDHC 4GB CLASS 10 MLC,265,0,"14.09000","0","1","ME","Active","SDHC™","4GB","Class 10, UHS Class 1","MLC","-25°C ~ 85°C"
http://eflash.apacerus.com/spec/Card/SD/NEW%20Commercial%20SD%202.0%20SPEC_rev1.6%20-%20APXXXSDHCX-X.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AP8GSDHC4-B.jpg,1582-1023-ND,AP8GSDHC4-B,Apacer Memory America,MEMORY CARD SDHC 8GB CLASS 4,153,0,"14.34000","0","1","-","Active","SDHC™","8GB","Class 4","-","-25°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-me-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SDME08DA1.JPG,P17019-ND,RP-SDME08DA1,Panasonic Electronic Components,MEM CARD SDHC 8GB CLASS 10 MLC,1512,0,"22.54000","0","1","ME","Active","SDHC™","8GB","Class 10, UHS Class 1","MLC","-25°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-46/S-46_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFSD4096L3BM1TO-I-GE-2CP-STD.JPG,1052-1256-ND,SFSD4096L3BM1TO-I-GE-2CP-STD,Swissbit,MEM CARD SDHC 4GB CLASS 10 PSLC,145,0,"23.10000","0","1","S-46","Active","SDHC™","4GB","Class 10, UHS Class 1","pSLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20CF_Series.pdf,//media.digikey.com/photos/ATP%20Electronics/AF512CFI-7ACXP.JPG,AF512CFI-OEM-ND,AF512CFI-OEM,"ATP Electronics, Inc.",MEM CARD COMPACTFLASH 512MB SLC,166,0,"29.13000","0","1","-","Active","CompactFlash®","512MB","-","SLC","-40°C ~ 85°C"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCF_CompactFlash.jpg,1052-1166-ND,SFCF1024H1BK2TO-C-MS-553-SMA,Swissbit,MEMORY CARD COMPACTFLASH 1GB SLC,679,0,"38.74000","0","1","C-300","Not For New Designs","CompactFlash®","1GB","-","SLC","0°C ~ 70°C"
https://www.swissbit.com/data/view.php?q=S-200/S-200_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSD2048L1BN2TO-E-DF-161-STD.jpg,1052-1172-ND,SFSD1024L1BN2TO-I-ME-161-STD,Swissbit,MEMORY CARD SD 1GB CLASS 6 SLC,578,0,"40.71000","0","1","S-200","Not For New Designs","SD™","1GB","Class 6","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-le-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SMLE32DA1.jpg,P17030-ND,RP-SMLE32DA1,Panasonic Electronic Components,MEMORY CARD MICROSDHC 32GB MLC,123,0,"51.72000","0","1","LE","Active","microSDHC™","32GB","Class 10","MLC","-25°C ~ 85°C"
http://eflash.apacerus.com/spec/Card/SD/EDM_ISD.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AP-4GB.jpg,1582-1282-ND,AP-ISD04GIS4B-8T,Apacer Memory America,MEMORY SD CARD 4GB SLC IND,259,0,"89.77000","0","1","-","Active","SDHC™","4GB","Class 10","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-kc-series-data-sheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMKC16.jpg,PCR236-ND,RP-SMKC16DA1,Panasonic Electronic Components,MEM CARD MICROSD 16GB CLASS2 MLC,75,0,"94.31000","0","1","KC","Active","microSD™","16GB","Class 2","MLC","-40°C ~ 85°C"
http://en.apacer.com/pub/media/file/2015/CFIII_Spec_Rev1.5_20151228026.pdf,//media.digikey.com/Photos/Apacer%20Photos/CF3-Extended-Temp-series.jpg,1582-1258-ND,AP-CF004GE3NR-ETNRQ,Apacer Memory America,MEMORY CARD COMPACTFLASH 4GB SLC,334,0,"98.04000","0","1","CFCIII","Not For New Designs","CompactFlash®","4GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/C-400.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCF_CompactFlash.jpg,1052-1112-ND,SFCF4096H2BU4TO-I-MS-527-STD,Swissbit,MEMORY CARD COMPACTFLASH 4GB SLC,76,0,"107.56000","0","1","C-440","Active","CompactFlash®","4GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/RP-SMPExxDA1.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMPE32DA1.jpg,P122047-ND,RP-SMPE32DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 32GB UHS PSLC,149,0,"112.29000","0","1","PE","Active","microSDHC™","32GB","Class 10, UHS Class 1","pSLC","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/TE_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SMTE64DA1.JPG,P17031-ND,RP-SMTE64DA1,Panasonic Electronic Components,MEM CARD MICROSDXC 64GB UHS MLC,363,0,"126.90000","0","1","TE","Active","microSDXC™","64GB","Class 10, UHS Class 1","MLC","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/C-320_Rev120.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCF_CompactFlash.jpg,1052-1170-ND,SFCF4096H1BO2TO-I-D1-543-SMA,Swissbit,MEMORY CARD COMPACTFLASH 4GB SLC,288,0,"127.60000","0","1","C-320","Not For New Designs","CompactFlash®","4GB","-","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=F-600/F-600_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCA016GH1AA2TO-I-DB-216-STD.jpg,1052-1248-ND,SFCA008GH1AA1TO-I-DB-216-STD,Swissbit,MEM CARD COMPACTFLASH 8GB SLC,38,0,"166.81000","0","1","F-600","Active","CFast","8GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/CFast_Card_Spec.pdf,//media.digikey.com/photos/ATP%20Electronics/AF16GCSI-OAAXP.JPG,AF16GCSI-OEM-ND,AF16GCSI-OEM,"ATP Electronics, Inc.",MEMORY CARD CFAST 16GB SLC,79,0,"178.54000","0","1","-","Active","CFast","16GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP_SD_Series.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF8GSD3-OEM.JPG,AF8GSD3-OEM-ND,AF8GSD3-OEM,"ATP Electronics, Inc.",MEM CARD SDHC 8GB CLASS 10 MLC,290,0,"19.50000","0","1","-","Active","SDHC™","8GB","Class 10","MLC","-25°C ~ 85°C"
http://eflash.apacerus.com/spec/Card/SD/NEW%20Commercial%20SD%202.0%20SPEC_rev1.6%20-%20APXXXSDHCX-X.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AP16GSDHC4-B.jpg,1582-1006-ND,AP16GSDHC4-B,Apacer Memory America,MEMORY CARD SDHC 16GB CLASS 4,227,0,"19.79000","0","1","-","Active","SDHC™","16GB","Class 4","-","-25°C ~ 85°C"
http://eflash.apacerus.com/spec/Card/microSD/Consumer/EDM_mSD(SLC).pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AP-MSD512IDI-1T.jpg,1582-1120-ND,AP-MSD512IDI-1T,Apacer Memory America,MEMORY CARD MICROSD 512MB SLC,1304,0,"20.90000","0","1","-","Active","microSD™","512MB","-","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-450u/S-450u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_S-450uSeries.JPG,1052-1202-ND,SFSD0512N1BM1TO-I-ME-221-STD,Swissbit,MEM CARD MICROSDHC 512MB UHS SLC,227,0,"21.62000","0","1","S-450u","Active","microSD™","512MB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
http://eflash.apacerus.com/spec/Card/SD/EDM_ISD.pdf,"//media.digikey.com/Photos/Apacer%20Photos/AP-ISDxxxCSx(A,B)-8T.JPG",1582-1278-ND,AP-ISD01GCS2A-8T,Apacer Memory America,MEMORY SD CARD 1GB SLC,143,0,"27.93000","0","1","-","Active","SD™","1GB","-","SLC","0°C ~ 70°C"
http://en.apacer.com/pub/media/file/2015/CFIII_Spec_Rev1.5_20151228026.pdf,//media.digikey.com/Photos/Apacer%20Photos/CF3-Extended-Temp-series.jpg,1582-1266-ND,AP-CF128ME3NR-ETNRQ,Apacer Memory America,MEM CARD COMPACTFLASH 128MB SLC,395,0,"29.35000","0","1","CFCIII","Not For New Designs","CompactFlash®","128MB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/RP-SDQExxDA1.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SDQE08DA1.JPG,P17016-ND,RP-SDQE08DA1,Panasonic Electronic Components,MEM CARD SDHC 8GB CLS10 UHS PSLC,329,0,"36.91000","0","1","QE","Active","SDHC™","8GB","Class 10, UHS Class 1","pSLC","-25°C ~ 85°C"
http://en.apacer.com/pub/media/file/2015/CFC5-M_Spec_Rev%201.3_20151228024.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AP-CF016GL9FS-NR.jpg,1582-1034-ND,AP-CF016GL9FS-NR,Apacer Memory America,MEM CARD COMPACTFLASH 16GB MLC,272,0,"37.75000","0","1","CFC 5-M","Not For New Designs","CompactFlash®","16GB","-","MLC","0°C ~ 70°C"
https://www.swissbit.com/data/view.php?q=S-200/S-200_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSD2048L1BN2TO-E-DF-161-STD.jpg,1052-1175-ND,SFSD2048L1BN2TO-I-DF-161-STD,Swissbit,MEMORY CARD SD 2GB CLASS 6 SLC,515,0,"61.99000","0","1","S-200","Not For New Designs","SD™","2GB","Class 6","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/UE_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SDUE64DA1.JPG,P17022-ND,RP-SDUE64DA1,Panasonic Electronic Components,MEM CARD SDXC 64GB CLS10 UHS MLC,118,0,"73.00000","0","1","UE","Active","SDXC™","64GB","Class 10, UHS Class 1","MLC","-25°C ~ 85°C"
http://en.apacer.com/pub/media/file/2015/CFIII_Spec_Rev1.5_20151228026.pdf,//media.digikey.com/Photos/Apacer%20Photos/CF3-Series.jpg,1582-1259-ND,AP-CF004GE3NR-NRQ,Apacer Memory America,MEMORY CARD COMPACTFLASH 4GB SLC,241,0,"76.45000","0","1","CFCIII","Not For New Designs","CompactFlash®","4GB","-","SLC","0°C ~ 70°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-fx-series-data-sheet.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_RP-SDFC08DA1.jpg,P19753-ND,RP-SDFC08DA1,Panasonic Electronic Components,MEM CARD SDHC 8GB CLASS 10 SLC,35,0,"173.07000","0","1","FX","Active","SDHC™","8GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/UE_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SDUE12DA1.JPG,P17023-ND,RP-SDUE12DA1,Panasonic Electronic Components,MEMORY CARD SDXC 128GB CLS10 MLC,83,0,"215.53000","0","1","UE","Active","SDXC™","128GB","Class 10, UHS Class 1","MLC","-25°C ~ 85°C"
http://en.apacer.com/pub/media/file/2015/CF6_Spec_Rev1.1_20151228028.pdf,//media.digikey.com/Photos/Apacer%20Photos/AP-CF016GRANS-ETNRC.jpg,1582-1037-ND,AP-CF016GRANS-ETNRC,Apacer Memory America,MEM CARD COMPACTFLASH 16GB SLC,56,0,"260.99000","0","1","CFC 6","Active","CompactFlash®","16GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Apacer/AP-CFAxxxxACAD-XXT.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_APCFA032GACAD-AT.jpg,1582-1049-ND,APCFA032GACAD-AT,Apacer Memory America,MEMORY CARD CFAST 32GB SLC,27,0,"326.35000","0","1","CFast 2H","Active","CFast","32GB","-","SLC","0°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Apacer/AP-CFyyyyRxxS.pdf,//media.digikey.com/Photos/Apacer%20Photos/AP-CF002GR9NS-NRA.jpg,1582-1027-ND,AP-CF002GR9NS-NRA,Apacer Memory America,MEMORY CARD FLASH CARD 2GB SLC,181,0,"48.51000","0","1","CFC 5","Not For New Designs","FLASH Card","2GB","-","SLC","0°C ~ 70°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-pt-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMPT04DA1.jpg,P122421-ND,RP-SMPT04DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 4GB UHS PSLC,357,0,"26.55000","0","1","PT","Active","microSDHC™","4GB","Class 10, UHS Class 1","pSLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/SC_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMSC01DA1.jpg,P123925-ND,RP-SMSC01DA1,Panasonic Electronic Components,"SC SERIES, MICROSD MEMORY CARD -",123,0,"32.19000","0","1","SC","Active","microSD™","1GB","Class 6","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/ecatalog/series/panasonic-g-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SDGD32DA2.jpg,P123498-ND,RP-SDGD32DA2,Panasonic Electronic Components,"G SERIES, SD MEMORY CARD - INDUS",37,0,"111.98000","0","1","G","Active","SDHC™","32GB","Class 10, UHS Class 1","MLC","-40°C ~ 85°C"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFSD8192N1BM1MT-I-QG-2A1-STD.jpg,1052-1356-ND,SFSD8192N1BM1MT-I-QG-2A1-STD,Swissbit,INDUSTRIAL MICROSD CARD S-455U 8,46,0,"131.40000","0","1","S-455u","Active","microSDHC™","8GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/ecatalog/series/panasonic-ht-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SDHT64DA1.jpg,P123502-ND,RP-SDHT64DA1,Panasonic Electronic Components,"HT SERIES, SD MEMORY CARD - CONS",92,0,"207.29000","0","1","HT","Active","SDXC™","64GB","Class 10, UHS Class 1","MLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/lf-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SMLF08DA1.jpg,P17033-ND,RP-SMLF08DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 8GB CLS4 TLC,3100,0,"11.69000","0","1","LF","Obsolete","microSDHC™","8GB","Class 4","TLC","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Viking%20PDFs/PSUSDyyyyCyyyyyE.pdf,//media.digikey.com/Photos/Viking%20Technology/MFG_microSDcard.jpg,1803-1037-ND,VTUSD032GCCBMTLE,Viking Technology,MEM CARD MICROSDHC 32GB CL10 MLC,568,0,"25.28000","0","1","-","Active","microSDHC™","32GB","Class 10","MLC","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/GD_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SDGD32DA1.JPG,P17010-ND,RP-SDGD32DA1,Panasonic Electronic Components,MEM CARD SDHC 32GB CLS10 UHS MLC,76,0,"75.00000","0","1","GD","Obsolete","SDHC™","32GB","Class 10, UHS Class 1","MLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Viking%20PDFs/PSFUSDxxxxCxxx_A1_MicroSD3.0.pdf,//media.digikey.com/photos/Viking%20Technology/VAFUSD128GCEZVH2.JPG,1803-1063-ND,VAFUSD128GCEZVH2,Viking Technology,MEM CARD MICROSD 128GB CL10 MLC,82,0,"112.52000","0","1","-","Active","microSD™","128GB","Class 10","MLC","0°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/GD_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SDGD64DA1.JPG,P17011-ND,RP-SDGD64DA1,Panasonic Electronic Components,MEM CARD SDXC 64GB CLS10 UHS MLC,50,0,"166.31000","0","1","GD","Obsolete","SDXC™","64GB","Class 10, UHS Class 1","MLC","-40°C ~ 85°C"
http://eflash.apacerus.com/spec/Card/microSD/Consumer/microSD%203.0%20UHS-I%20SPEC_rev0.8%20-%20APXXXXMCSH10XX-X%20APXXXXMCSX10XX-X.pdf,//media.digikey.com/photos/Apacer%20Photos/AP32GMCSH10U1-B.JPG,1582-1012-ND,AP32GMCSH10U1-B,Apacer Memory America,MEM CARD MICROSD 32GB CLS10 UHS,51,0,"35.59000","0","1","-","Active","microSD™","32GB","Class 10, UHS Class 1","-","0°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/SC_Series_DS.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SMSC02DA1.JPG,P17012-ND,RP-SMSC02DA1,Panasonic Electronic Components,MEM CARD MICROSD 2GB CLASS 6 SLC,80,0,"42.84000","0","1","SC","Active","microSD™","2GB","Class 6","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=F-50/F-50_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCA008GH1AD1TO-I-GS-216-STD.jpg,1052-1325-ND,SFCA064GH1AD4TO-I-GS-216-STD,Swissbit,MEM CARD COMPACTFLASH 64GB MLC,23,0,"103.49000","0","1","F-50","Active","CFast","64GB","-","MLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=F-600/F-600_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCA016GH1AA2TO-I-DB-216-STD.jpg,1052-1246-ND,SFCA032GH1AA2TO-I-QC-216-STD,Swissbit,MEM CARD COMPACTFLASH 32GB SLC,16,0,"384.32000","0","1","F-600","Active","CFast","32GB","-","SLC","-40°C ~ 85°C"
