Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Type","Memory Size","Speed","Package / Case"
"//media.digikey.com/pdf/Data%20Sheets/Qimonda%20PDFs/HYS72T(64,128,256)4(00,20)HFA-(3S,3.7)-B.pdf",//media.digikey.com/photos/Quimonda%20Photos/HYS72T128420HFA-3S-B.jpg,675-1030-ND,HYS72T128420HFA-3S-B,Qimonda,MODULE DDR2 SDRAM 1GB 240DIMM,6,0,"200.00000","0","1","-","Discontinued at Digi-Key","DDR2 SDRAM","1GB","333MHz","240-DIMM"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI8192J3BP2TO-I-QT-221-STD.jpg,1052-1194-ND,SFUI8192J3BP2TO-I-QT-221-STD,Swissbit,MODULE FLASH NAND SLC 8GB,0,0,"187.20000","0","1","U-110","Not For New Designs","FLASH - NAND (SLC)","8GB","-","Module"
//media.digikey.com/pdf/Data%20Sheets/Micron%20Technology%20Inc%20PDFs/MT16KTF_64HZ_Rev2015.pdf,//media.digikey.com/Photos/Micron%20Photos/MT16KTF1G64HZ-1G9P1.JPG,557-1745-ND,MT16KTF1G64HZ-1G9P1,Micron Technology Inc.,MODULE DDR3L SDRAM 8GB 204SODIMM,0,0,"187.54000","0","1","-","Active","DDR3L SDRAM","8GB","1866MT/s","204-SODIMM"
https://www.micron.com/~/media/documents/products/data-sheet/modules/sodimm/ktf8c128_256_512x64hz.pdf,//media.digikey.com/Photos/Micron%20Photos/MT8KTF51264HZ-1G9P1.jpg,557-1767-ND,MT8KTF51264HZ-1G9P1,Micron Technology Inc.,MODULE DDR3L SDRAM 4GB 204SODIMM,0,0,"72.21000","0","1","-","Active","DDR3L SDRAM","4GB","1866MT/s","204-SODIMM"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/AW24P64F8BLK0M.pdf,//media.digikey.com/Photos/ATP%20Electronics/AW24P64F8BLK0M-%28front%29.jpg,AW24P64F8BLK0M-ND,AW24P64F8BLK0M,"ATP Electronics, Inc.",MODULE DDR3L SDRAM 8GB 204SODIMM,1,0,"120.70000","0","1","-","Active","DDR3L SDRAM","8GB","1600MT/s","204-SODIMM"
https://www.swissbit.com/data/view.php?q=U-400/U-400_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI016GJ1AB1TO-I-QT-211-STD.jpg,1052-1264-ND,SFUI016GJ1AB1TO-I-QT-211-STD,Swissbit,MODULE FLASH NAND SLC 16GB,1,0,"211.09000","0","1","U-400","Active","FLASH - NAND (SLC)","16GB","-","Module"
http://www.ia.omron.com/data_pdf/cat/nsj_v406-e1_7_5_csm2192.pdf,//media.digikey.com/Photos/Omron%20Auto/HMC-EF583.jpg,Z9648-ND,HMC-EF583,Omron Automation and Safety,MODULE FLASH 512MB,1,1,"570.57000","0","1","-","Active","FLASH","512MB","-","-"
http://advdownload.advantech.com/productfile/PIS/AQD-SD3L1GN16-SC/Product%20-%20Datasheet/AQD-SD3L1GN16-SC_DS20180515135655.pdf,-,AQD-SD3L1GN16-SC-ND,AQD-SD3L1GN16-SC,Advantech Corp,MOD DRAM SO-DDR3 1G,0,0,"18.43000","0","1","-","Active","DDR3L SDRAM","1GB","1600Mb/s","204-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-SD31GN16-HC_datasheet.pdf,-,AQD-SD31GN16-HC-ND,AQD-SD31GN16-HC,Advantech Corp,MODULE DDR3 SDRAM 1GB 204SODIMM,0,0,"22.34000","0","1","-","Last Time Buy","DDR3 SDRAM","1GB","1600Mb/s","204-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-D31GN16-HC_datasheet.pdf,-,AQD-D31GN16-HC-ND,AQD-D31GN16-HC,Advantech Corp,MODULE DDR3 SDRAM 1GB 240UDIMM,0,0,"23.35000","0","1","-","Last Time Buy","DDR3 SDRAM","1GB","1600Mb/s","240-UDIMM"
-,-,MTEDCAE002SAJ-1M4-ND,MTEDCAE002SAJ-1M4,Micron Technology Inc.,MODULE FLASH NAND SLC 2GB,0,0,"23.93687","0","150","-","Active","FLASH - NAND (SLC)","2GB","-","Module"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-SD21GN80-SX_datasheet.pdf,-,AQD-SD21GN80-SX-ND,AQD-SD21GN80-SX,Advantech Corp,MODULE DDR2 SDRAM 1GB 200SODIMM,0,0,"25.14000","0","1","-","Active","DDR2 SDRAM","1GB","800Mb/s","200-SODIMM"
http://advdownload.advantech.com/productfile/PIS/AQD-D3L2GN16-SQ1/Product%20-%20Datasheet/AQD-D3L2GN16-SQ1_DS20170822152007.pdf,-,AQD-D3L2GN16-SQ1-ND,AQD-D3L2GN16-SQ1,Advantech Corp,2G DDR3-1600 256X8 1.35V SAM,0,0,"25.81000","0","1","-","Active","DDR3L SDRAM","2GB","1600Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-D31GN13-SX_datasheet.pdf,-,AQD-D31GN13-SX-ND,AQD-D31GN13-SX,Advantech Corp,MODULE DDR3 SDRAM 1GB 240UDIMM,0,0,"26.53000","0","1","-","Active","DDR3 SDRAM","1GB","1333Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-SD31GN13-SX_datasheet.pdf,-,AQD-SD31GN13-SX-ND,AQD-SD31GN13-SX,Advantech Corp,MODULE DDR3 SDRAM 1GB 204SODIMM,0,0,"26.53000","0","1","-","Active","DDR3 SDRAM","1GB","1333Mb/s","204-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/96D2-512M667NN-TRL_datasheet.pdf,-,96D2-512M667NN-TRL-ND,96D2-512M667NN-TRL,Advantech Corp,MODULE DDR2 SDRAM 512MB 240UDIMM,0,0,"26.53000","0","1","-","Active","DDR2 SDRAM","512MB","667Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/96SD2-512M667NN-TR_datasheet.pdf,-,96SD2-512M667NN-TR-ND,96SD2-512M667NN-TR,Advantech Corp,MOD DDR2 SDRAM 512MB 200SODIMM,0,0,"26.53000","0","1","-","Active","DDR2 SDRAM","512MB","667Mb/s","200-SODIMM"
-,-,MTEDCAE002SAJ-1M3IT-ND,MTEDCAE002SAJ-1M3IT,Micron Technology Inc.,MODULE FLASH NAND SLC 2GB,0,0,"26.75293","0","150","-","Active","FLASH - NAND (SLC)","2GB","-","Module"
-,-,AZ28K64B8BJE7M-ND,AZ28K64B8BJE7M,"ATP Electronics, Inc.",1GB 200 PIN DDR2-800 UNBUFFERED,0,0,"26.75295","0","200","-","Active","DDR2 SDRAM","1GB","-","200-UDIMM"
http://advdownload.advantech.com/productfile/PIS/AQD-SD3L2GN16-SQ1/Product%20-%20Datasheet/AQD-SD3L2GN16-SQ1_DS20170822151934.pdf,-,AQD-SD3L2GN16-SQ1-ND,AQD-SD3L2GN16-SQ1,Advantech Corp,2G SO-DDR3-1600 256X8 1.35V&1.5V,0,0,"27.04000","0","1","-","Active","DDR3L SDRAM","2GB","1600Mb/s","240-SODIMM"
-,-,AJ28K64J8BJF7M-ND,AJ28K64J8BJF7M,"ATP Electronics, Inc.",1GB 240 PIN DDR2-800 UNBUFFERED,0,0,"27.40500","0","200","-","Active","DDR2 SDRAM","1GB","800MT/s","Module"
-,-,AW56M6438BKF8S-ND,AW56M6438BKF8S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"28.77525","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56M6438BKH9S-ND,AW56M6438BKH9S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"28.77525","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56M6438BKK0S-ND,AW56M6438BKK0S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"28.77525","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P6438BKF8S-ND,AW56P6438BKF8S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"28.77525","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P6438BKH9S-ND,AW56P6438BKH9S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"28.77525","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P6438BKK0S-ND,AW56P6438BKK0S,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"28.77525","0","200","-","Active","-","2GB","-","240-UDIMM"
//media.digikey.com/pdf/Data%20Sheets/Terasic%20Technologies/TS128MSQ64V6U_4-10-14_(MMM-3036-TSD).pdf,-,MMM-3036-TSD-ND,MMM-3036-TSD,Terasic Inc.,MODULE DDR2 SDRAM 1GB 200SODIMM,0,0,"29.00000","0","1","-","Active","DDR2 SDRAM","1GB","667Mb/s","200-SODIMM"
-,-,MMM-3049-DSL-ND,MMM-3049-DSL,Terasic Inc.,DDR2-800 1GB 200PIN SODIMM,0,0,"29.00000","0","1","-","Active","DDR2 SDRAM","1GB","-","200-SODIMM"
-,-,AW56M6438BKF8M-ND,AW56M6438BKF8M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"29.63165","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56M6438BKH9M-ND,AW56M6438BKH9M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"29.63165","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56M6438BKK0M-ND,AW56M6438BKK0M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"29.63165","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P6438BKF8M-ND,AW56P6438BKF8M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"29.63165","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P6438BKH9M-ND,AW56P6438BKH9M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"29.63165","0","200","-","Active","-","2GB","-","240-UDIMM"
-,-,AW56P6438BKK0M-ND,AW56P6438BKK0M,"ATP Electronics, Inc.",2GB 204 PIN UNBUFFERED NON ECC S,0,0,"29.63165","0","200","-","Active","DDR3 SDRAM","2GB","-","204-UDIMM"
-,-,AQ56M64A8BKF8S-ND,AQ56M64A8BKF8S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"30.14550","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56M64A8BKH9S-ND,AQ56M64A8BKH9S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"30.14550","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56M64A8BKK0S-ND,AQ56M64A8BKK0S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"30.14550","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P64A8BKF8S-ND,AQ56P64A8BKF8S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"30.14550","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P64A8BKH9S-ND,AQ56P64A8BKH9S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"30.14550","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P64A8BKK0S-ND,AQ56P64A8BKK0S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"30.14550","0","200","-","Active","-","2GB","-","Module"
http://wfcache.advantech.com/www/certified-peripherals/documents/96D2-1G800NN-AP3_datasheet.pdf,-,96D2-1G800NN-AP3-ND,96D2-1G800NN-AP3,Advantech Corp,MODULE DDR2 SDRAM 1GB,0,0,"30.72000","0","1","-","Active","DDR2 SDRAM","1GB","800Mb/s","-"
http://wfcache.advantech.com/www/certified-peripherals/documents/96SD1-512M400NN-AP_datasheet.pdf,-,96SD1-512M400NN-AP-ND,96SD1-512M400NN-AP,Advantech Corp,MODULE DDR SDRAM 512MB 200SODIMM,0,0,"30.72000","0","1","-","Active","DDR SDRAM","512MB","400Mb/s","200-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/96SD2-1G800NN-AP3_datasheet.pdf,-,96SD2-1G800NN-AP3-ND,96SD2-1G800NN-AP3,Advantech Corp,MODULE DDR2 SDRAM 1GB,0,0,"30.72000","0","1","-","Active","DDR2 SDRAM","1GB","800Mb/s","-"
http://advdownload.advantech.com/productfile/PIS/SQR-SD3I/Product%20-%20Datasheet/SQR-SD3M_SD3I_DS(02.22.17)20170309121719.pdf,-,SQR-SD3M-2G1K6SNLB-ND,SQR-SD3M-2G1K6SNLB,Advantech Corp,MODULE DDR3L SDRAM 2GB 204SODIMM,0,0,"30.72000","0","1","-","Active","DDR3L SDRAM","2GB","1600Mb/s","204-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-SD3L2GN16-HQ_datasheet.pdf,-,AQD-SD3L2GN16-HQ-ND,AQD-SD3L2GN16-HQ,Advantech Corp,MODULE DDR3L SDRAM 2GB 204SODIMM,0,0,"30.72000","0","1","-","Last Time Buy","DDR3L SDRAM","2GB","1600Mb/s","204-SODIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/96D2-1G800NN-TRL1_datasheet.pdf,-,96D2-1G800NN-TRL1-ND,96D2-1G800NN-TRL1,Advantech Corp,MODULE DDR2 SDRAM 1GB 240UDIMM,0,0,"30.72000","0","1","-","Active","DDR2 SDRAM","1GB","800Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/96SD2-1G800NN-TR1_datasheet.pdf,-,96SD2-1G800NN-TR1-ND,96SD2-1G800NN-TR1,Advantech Corp,MODULE DDR2 SDRAM 1GB 200SODIMM,0,0,"30.72000","0","1","-","Active","DDR2 SDRAM","1GB","800Mb/s","200-SODIMM"
-,-,AJ28K72H8BJF7M-ND,AJ28K72H8BJF7M,"ATP Electronics, Inc.",1GB 240 PIN DDR2-667 UNBUFFERED,0,0,"31.51575","0","200","-","Active","DDR2 SDRAM","1GB","667MT/s","Module"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI4096J1AB1TO-I-GS-2A1-STD.jpg,SFUI4096J1AB1TO-C-GS-2A1-STD-ND,SFUI4096J1AB1TO-C-GS-2A1-STD,Swissbit,MODULE FLASH NAND MLC 4GB,0,0,"31.95000","0","1","U-45","Not For New Designs","FLASH - NAND (MLC)","4GB","-","Module"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI4096J1AB1TO-I-GS-2A1-STD.jpg,SFUI8192J1AB1TO-C-GS-2A1-STD-ND,SFUI8192J1AB1TO-C-GS-2A1-STD,Swissbit,MODULE FLASH NAND MLC 8GB,0,0,"32.41000","0","1","U-45","Active","FLASH - NAND (MLC)","8GB","-","Module"
https://www.swissbit.com/data/view.php?q=U-400/U-400_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI016GJ1AB1TO-I-QT-211-STD.jpg,SFUI1024J1AB1TO-C-MS-211-STD-ND,SFUI1024J1AB1TO-C-MS-211-STD,Swissbit,MODULE FLASH NAND SLC 1GB,0,0,"32.50000","0","1","U-400","Active","FLASH - NAND (SLC)","1GB","-","Module"
http://www.swissbit.com/data/U-46/U-46_fact_sheet.pdf,-,SFUI2048J1AB1TO-C-GS-2AP-STD-ND,SFUI2048J1AB1TO-C-GS-2AP-STD,Swissbit,INDUSTRIAL USB FLASH DRIVE MODUL,0,0,"32.59000","0","1","Everbit™ U-46","Active","FLASH - NAND (SLC)","2GB","-","Module"
-,-,AQ56M72D8BKF8S-ND,AQ56M72D8BKF8S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"32.88600","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56M72D8BKH9S-ND,AQ56M72D8BKH9S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"32.88600","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56M72D8BKK0S-ND,AQ56M72D8BKK0S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"32.88600","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P72D8BKF8S-ND,AQ56P72D8BKF8S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"32.88600","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P72D8BKH9S-ND,AQ56P72D8BKH9S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"32.88600","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P72D8BKK0S-ND,AQ56P72D8BKK0S,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"32.88600","0","200","-","Active","-","2GB","-","Module"
http://www.swissbit.com/data/U-46/U-46_fact_sheet.pdf,-,SFUI4096J1AB1TO-C-GS-2AP-STD-ND,SFUI4096J1AB1TO-C-GS-2AP-STD,Swissbit,INDUSTRIAL USB FLASH DRIVE MODUL,0,0,"33.14000","0","1","Everbit™ U-46","Active","FLASH - NAND (SLC)","4GB","-","Module"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-D3L2GN16-HQ_datasheet.pdf,-,AQD-D3L2GN16-HQ-ND,AQD-D3L2GN16-HQ,Advantech Corp,MODULE DDR3L SDRAM 2GB 240UDIMM,0,0,"33.52000","0","1","-","Last Time Buy","DDR3L SDRAM","2GB","1600Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-D3L2GN16-SQ_datasheet.pdf,-,AQD-D3L2GN16-SQ-ND,AQD-D3L2GN16-SQ,Advantech Corp,MODULE DDR3L SDRAM 2GB 240UDIMM,0,0,"33.52000","0","1","-","Active","DDR3L SDRAM","2GB","1600Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-D3L2GE16-SQ_datasheet.pdf,-,AQD-D3L2GE16-SQ-ND,AQD-D3L2GE16-SQ,Advantech Corp,MODULE DDR3L SDRAM 2GB 240UDIMM,0,0,"33.52000","0","1","-","Active","DDR3L SDRAM","2GB","1600Mb/s","240-UDIMM"
-,-,AZ28K72D8BJE7M-ND,AZ28K72D8BJE7M,"ATP Electronics, Inc.",1GB 200 PIN DDR2-667 REGISTERED,0,0,"34.25625","0","200","-","Active","DDR2 SDRAM","1GB","667MT/s","200-RDIMM"
http://advdownload.advantech.com/productfile/PIS/SQR-SD3I/Product%20-%20Datasheet/SQR-SD3M_SD3I_DS(02.22.17)20170309121719.pdf,-,SQR-SD3I-2G1K6SNLB-ND,SQR-SD3I-2G1K6SNLB,Advantech Corp,MODULE DDR3L SDRAM 2GB 204SODIMM,0,0,"34.91000","0","1","-","Active","DDR3L SDRAM","2GB","1600Mb/s","204-SODIMM"
-,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_SQR-SD3N.jpg,SQR-SD3N2G1K6SEFFB-ND,SQR-SD3N2G1K6SEFFB,Advantech Corp,204PIN SODIMM ECC DDR3L 1600 2GB,0,0,"34.91000","0","1","SQR-SD3N","Active","DDR3L SDRAM","2GB","-","204-SODIMM"
-,-,SQR-UD3N2G1K6SEFFB-ND,SQR-UD3N2G1K6SEFFB,Advantech Corp,240PIN UDIMM ECC DDR3L 1600 2GB,0,0,"34.91000","0","1","-","Active","DDR3L SDRAM","2GB","-","240-UDIMM"
http://www.swissbit.com/data/U-46/U-46_fact_sheet.pdf,-,SFUI2048J1AB1TO-I-GS-2AP-STD-ND,SFUI2048J1AB1TO-I-GS-2AP-STD,Swissbit,INDUSTRIAL USB FLASH DRIVE MODUL,0,0,"35.14000","0","1","Everbit™ U-46","Active","FLASH - NAND (SLC)","2GB","-","Module"
http://www.swissbit.com/data/U-46/U-46_fact_sheet.pdf,-,SFUI4096J1AB1TO-I-GS-2AP-STD-ND,SFUI4096J1AB1TO-I-GS-2AP-STD,Swissbit,INDUSTRIAL USB FLASH DRIVE MODUL,0,0,"35.32000","0","1","Everbit™ U-46","Active","FLASH - NAND (SLC)","4GB","-","Module"
-,-,SFUI008GJ1AE1TO-C-GS-2A1-STD-ND,SFUI008GJ1AE1TO-C-GS-2A1-STD,Swissbit,IND USB FLASH DRIVE MODULE U-50,0,0,"35.50000","0","1","U-50","Active","FLASH - NAND (MLC)","8GB","-","Module"
-,-,AQ56M72X8BKF8S-ND,AQ56M72X8BKF8S,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"35.62650","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56M72X8BKH9S-ND,AQ56M72X8BKH9S,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"35.62650","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56M72X8BKK0S-ND,AQ56M72X8BKK0S,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"35.62650","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P72X8BKF8S-ND,AQ56P72X8BKF8S,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"35.62650","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P72X8BKH9S-ND,AQ56P72X8BKH9S,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"35.62650","0","200","-","Active","-","2GB","-","Module"
-,-,AQ56P72X8BKK0S-ND,AQ56P72X8BKK0S,"ATP Electronics, Inc.",2GB 240 PIN ULP UNBUFFERED ECC M,0,0,"35.62650","0","200","-","Active","-","2GB","-","Module"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATPAT16L64A6SQC4M.pdf,-,AT16L64A6SQC4M-ND,AT16L64A6SQC4M,"ATP Electronics, Inc.",128MB DDR1 SINGLE RANK UNBUFFERR,0,0,"35.98360","0","50","-","Active","DDR SDRAM","128MB","-","200-SODIMM"
-,-,SFUI4096J1AE1TO-C-GS-2AP-STD-ND,SFUI4096J1AE1TO-C-GS-2AP-STD,Swissbit,IND USB FLASH DRIVE MODULE U-56,0,0,"36.23000","0","1","U-56","Active","FLASH - NAND (pSLC)","4GB","-","Module"
http://wfcache.advantech.com/www/certified-peripherals/documents/96d3-2g1600nn-apl_datasheet.pdf,-,96D3-2G1600NN-APL-ND,96D3-2G1600NN-APL,Advantech Corp,MODULE DDR3 SDRAM 2GB 240UDIMM,0,0,"36.31000","0","1","-","Last Time Buy","DDR3 SDRAM","2GB","1600Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/AQD-D3L2GNV16-SQ_datasheet.pdf,-,AQD-D3L2GNV16-SQ-ND,AQD-D3L2GNV16-SQ,Advantech Corp,MODULE DDR3L SDRAM 2GB 240UDIMM,0,0,"36.31000","0","1","-","Active","DDR3L SDRAM","2GB","1600Mb/s","240-UDIMM"
http://wfcache.advantech.com/www/certified-peripherals/documents/96SD1I-512M400NN-I_datasheet.pdf,-,96SD1I-512M400NN-I-ND,96SD1I-512M400NN-I,Advantech Corp,MOD DDR SDRAM 512MB 200SODIMM,0,0,"36.31000","0","1","-","Active","DDR SDRAM","512MB","400MT/s","200-SODIMM"
-,-,AN8V64A6SEGAM-ND,AN8V64A6SEGAM,"ATP Electronics, Inc.",64 MB SDRAM SINGLE RANK UNBUFFER,0,0,"36.99675","0","200","-","Active","-","64MB","-","144-UDIMM"
-,-,SFUI008GJ1AE1TO-I-GS-2A1-STD-ND,SFUI008GJ1AE1TO-I-GS-2A1-STD,Swissbit,IND USB FLASH DRIVE MODULE U-50,0,0,"37.48000","0","1","U-50","Active","FLASH - NAND (MLC)","8GB","-","Module"
-,-,SFUI4096J1AE1TO-I-GS-2AP-STD-ND,SFUI4096J1AE1TO-I-GS-2AP-STD,Swissbit,IND USB FLASH DRIVE MODULE U-56,0,0,"38.20000","0","1","U-56","Active","FLASH - NAND (pSLC)","4GB","-","Module"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFUI8192J3BP2TO-I-QT-221-STD.jpg,SFUI1024J3BP2TO-C-MS-221-STD-ND,SFUI1024J3BP2TO-C-MS-221-STD,Swissbit,MODULE FLASH NAND SLC 1GB,0,0,"38.92000","0","1","U-110","Not For New Designs","FLASH - NAND (SLC)","1GB","-","Module"
-,-,AW56M7258BKF8S-ND,AW56M7258BKF8S,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"39.73725","0","200","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56M7258BKH9S-ND,AW56M7258BKH9S,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"39.73725","0","200","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56M7258BKK0S-ND,AW56M7258BKK0S,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"39.73725","0","200","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56P7258BKF8S-ND,AW56P7258BKF8S,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"39.73725","0","200","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56P7258BKH9S-ND,AW56P7258BKH9S,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"39.73725","0","200","-","Active","-","2GB","-","204-RDIMM"
-,-,AW56P7258BKK0S-ND,AW56P7258BKK0S,"ATP Electronics, Inc.",2GB 204 PIN REGISTERED ECC SO-DI,0,0,"39.73725","0","200","-","Active","-","2GB","-","204-RDIMM"
-,-,AQ56M64A8BKF8M-ND,AQ56M64A8BKF8M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56M64A8BKH9M-ND,AQ56M64A8BKH9M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56M64A8BKK0M-ND,AQ56M64A8BKK0M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56M72D8BKF8M-ND,AQ56M72D8BKF8M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56M72D8BKH9M-ND,AQ56M72D8BKH9M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56M72D8BKK0M-ND,AQ56M72D8BKK0M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED ECC MODUL,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
-,-,AQ56P64A8BKF8M-ND,AQ56P64A8BKF8M,"ATP Electronics, Inc.",2GB 240 PIN UNBUFFERED NON ECC M,0,0,"39.91700","0","10","-","Active","-","2GB","-","Module"
