Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Size","Memory Type","Form Factor","Speed - Read","Speed - Write","Voltage - Supply","Type","Current - Max","Operating Temperature","Weight","Size / Dimension"
-,//media.digikey.com/Photos/ATP%20Electronics/AF64GSSCJ-OEM.JPG,AF64GSSCJ-OEM-ND,AF64GSSCJ-OEM,"ATP Electronics, Inc.",SSD 64GB 2.5"" SLC SATA III,12,0,"563.75000","0","1","-","Active","64GB","FLASH - NAND (SLC)","2.5""","520MB/s","420MB/s","-","SATA III","-","-40°C ~ 85°C","-","100.0mm x 69.90mm x 9.20mm"
https://www.swissbit.com/data/view.php?q=X-600m2/X-600m2_2280_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA064GM1AA4TO-I-QC-616-STD.jpg,1052-1297-ND,SFSA064GM1AA4TO-I-QC-616-STD,Swissbit,SSD 64GB M.2 SLC SATA III 3.3V,3,0,"695.75000","0","1","X-600M2","Active","64GB","FLASH - NAND (SLC)","M.2 Module","520MB/s","400MB/s","3.3V","SATA III","715mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.30mm"
https://www.swissbit.com/data/view.php?q=X-600m/X-600m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA064GU1AA4TO-I-QC-216-STD.jpg,1052-1228-ND,SFSA064GU1AA4TO-I-QC-216-STD,Swissbit,SSD 64GB MSATA SLC SATA III 3.3V,5,0,"697.09000","0","1","X-600M","Active","64GB","FLASH - NAND (SLC)","mSATA","520MB/s","400MB/s","3.3V","SATA III","700mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.50mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB009-1114-03-StorFly-25-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/VSFB25CC.jpg,1550-1037-ND,VSFB25PI128G-101,Virtium LLC,SSD 128GB 2.5"" SLC SATA III 5V,6,0,"1192.59000","0","1","StorFly® 25","Active","128GB","FLASH - NAND (SLC)","2.5""","370MB/s","280MB/s","5V","SATA III","-","-40°C ~ 85°C","-","100.50mm x 69.85mm x 5.00mm"
-,//media.digikey.com/photos/ATP%20Electronics/AF256GSSCJ-OEM.JPG,AF256GSSCJ-OEM-ND,AF256GSSCJ-OEM,"ATP Electronics, Inc.",SSD 256GB 2.5"" SLC SATA III,7,0,"1779.75000","0","1","-","Active","256GB","FLASH - NAND (SLC)","2.5""","520MB/s","420MB/s","-","SATA III","-","-40°C ~ 85°C","-","100.0mm x 69.90mm x 9.20mm"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/X-200s_Series_FS.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA2048V1BR2TO-I-MS-236-STD.jpg,1052-1148-ND,SFSA2048V1BR2TO-I-MS-236-STD,Swissbit,SSD 2GB SLIM-SATA SLC SATA II 5V,90,0,"69.23000","0","1","X-200S","Active","2GB","FLASH - NAND (SLC)","Slim-SATA","60MB/s","26MB/s","5V","SATA II","320mA","-40°C ~ 85°C","3.17 oz (90g)","54.00mm x 39.00mm x 4.00mm"
-,//media.digikey.com/Photos/ATP%20Electronics/AF4GSSEL-BABXP.JPG,AF4GSSEL-OEM-ND,AF4GSSEL-OEM,"ATP Electronics, Inc.",SSD 4GB SLIM-SATA SLC SATA II 5V,30,0,"78.61000","0","1","-","Active","4GB","FLASH - NAND (SLC)","Slim-SATA","112MB/s","91MB/s","5V","SATA II","-","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
http://www.atpinc.com/downloadlog/c789814e1946ca03,//media.digikey.com/photos/ATP%20Electronics/AF16GSSEL-OEM.JPG,AF16GSSEL-OEM-ND,AF16GSSEL-OEM,"ATP Electronics, Inc.",SSD 16GB SLIM-SATA SLC 5V,2,0,"190.79000","0","1","-","Active","16GB","FLASH - NAND (SLC)","Slim-SATA","530MB/s","430MB/s","5V","SATA III","-","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/M.2%20ATP%20Embedded%20Modules.pdf,//media.digikey.com/photos/ATP%20Electronics/AF16GSSIA-OEM_Side-A.jpg,AF16GSSIA-OEM-ND,AF16GSSIA-OEM,"ATP Electronics, Inc.",SSD 16GB M.2 SLC SATA III,4,0,"201.29000","0","1","-","Active","16GB","FLASH - NAND (SLC)","M.2 Module","530MB/s","400MB/s","-","SATA III","-","-40°C ~ 85°C","-","42.00mm x 22.00mm x 3.50mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB010-1114-03-StorFly-200-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/VSF202PI016G-100.jpg,1550-1007-ND,VSF202PI016G-100,Virtium LLC,SSD 16GB SLIM-SATA MLC 5V,2,0,"252.70000","0","1","StorFly® 200","Active","16GB","FLASH - NAND (MLC)","Slim-SATA","370MB/s","280MB/s","5V","SATA III","-","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
http://www.atpinc.com/downloadlog/c789814e1946ca03,//media.digikey.com/photos/ATP%20Electronics/AF32GSSEL-OEM_Side-A.jpg,AF32GSSEL-OEM-ND,AF32GSSEL-OEM,"ATP Electronics, Inc.",SSD 32GB SLIM-SATA SLC 5V,6,0,"262.24000","0","1","-","Active","32GB","FLASH - NAND (SLC)","Slim-SATA","530MB/s","430MB/s","5V","SATA III","-","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/M.2%20ATP%20Embedded%20Modules.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF32GSSIA-OEM_SIDE-A.jpg,AF32GSSIA-OEM-ND,AF32GSSIA-OEM,"ATP Electronics, Inc.",SSD 32GB M.2 SLC SATA III,3,0,"282.08000","0","1","-","Active","32GB","FLASH - NAND (SLC)","M.2 Module","530MB/s","400MB/s","-","SATA III","-","-40°C ~ 85°C","-","42.00mm x 22.00mm x 3.50mm"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/M.2%20ATP%20Embedded%20Modules.pdf,//media.digikey.com/photos/ATP%20Electronics/AF32GSSIB-OEM_Side-A.jpg,AF32GSSIB-OEM-ND,AF32GSSIB-OEM,"ATP Electronics, Inc.",SSD 32GB M.2 SLC SATA III,4,0,"297.68000","0","1","-","Active","32GB","FLASH - NAND (SLC)","M.2 Module","530MB/s","390MB/s","-","SATA III","-","-40°C ~ 85°C","-","60.00mm x 22.00mm x 3.50mm"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/M.2%20ATP%20Embedded%20Modules.pdf,//media.digikey.com/photos/ATP%20Electronics/AF64GSSIA-OEM_Side-A.jpg,AF64GSSIA-OEM-ND,AF64GSSIA-OEM,"ATP Electronics, Inc.",SSD 64GB M.2 SLC SATA III,4,0,"491.40000","0","1","-","Active","64GB","FLASH - NAND (SLC)","M.2 Module","530MB/s","400MB/s","-","SATA III","-","-40°C ~ 85°C","-","42.00mm x 22.00mm x 3.50mm"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/M.2%20ATP%20Embedded%20Modules.pdf,//media.digikey.com/photos/ATP%20Electronics/AF64GSSIB-OEM_Side-A.jpg,AF64GSSIB-OEM-ND,AF64GSSIB-OEM,"ATP Electronics, Inc.",SSD 64GB M.2 SLC SATA III,5,0,"499.59000","0","1","-","Active","64GB","FLASH - NAND (SLC)","M.2 Module","530MB/s","390MB/s","-","SATA III","-","-40°C ~ 85°C","-","60.00mm x 22.00mm x 3.50mm"
http://www.atpinc.com/downloadlog/c789814e1946ca03,//media.digikey.com/photos/ATP%20Electronics/AF64GSSEL-OEM_Side-A.jpg,AF64GSSEL-OEM-ND,AF64GSSEL-OEM,"ATP Electronics, Inc.",SSD 64GB SLIM-SATA SLC SATA III,4,0,"505.05000","0","1","-","Active","64GB","FLASH - NAND (SLC)","Slim-SATA","530MB/s","430MB/s","-","SATA III","-","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB009-1114-03-StorFly-25-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/VSFB25CC.jpg,1550-1036-ND,VSFB25PI064G-100,Virtium LLC,SSD 64GB 2.5"" SLC SATA III 5V,4,0,"629.58000","0","1","StorFly® 25","Active","64GB","FLASH - NAND (SLC)","2.5""","370MB/s","280MB/s","5V","SATA III","-","-40°C ~ 85°C","-","100.50mm x 69.85mm x 5.00mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB010-1114-03-StorFly-200-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/VSF202PI064G-100.jpg,1550-1009-ND,VSF202PI064G-100,Virtium LLC,SSD 64GB SLIM-SATA MLC 5V,10,0,"632.51000","0","1","StorFly® 200","Active","64GB","FLASH - NAND (MLC)","Slim-SATA","370MB/s","280MB/s","5V","SATA III","-","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/M.2%20ATP%20Embedded%20Modules.pdf,//media.digikey.com/photos/ATP%20Electronics/AF128GSSIB-OEM_Side-A.jpg,AF128GSSIB-OEM-ND,AF128GSSIB-OEM,"ATP Electronics, Inc.",SSD 128GB M.2 SLC SATA III,5,0,"970.59000","0","1","-","Active","128GB","FLASH - NAND (SLC)","M.2 Module","530MB/s","390MB/s","-","SATA III","-","-40°C ~ 85°C","-","60.00mm x 22.00mm x 3.50mm"
http://www.atpinc.com/downloadlog/c789814e1946ca03,//media.digikey.com/photos/ATP%20Electronics/AF128GSSEL-OEM_Side-A.jpg,AF128GSSEL-OEM-ND,AF128GSSEL-OEM,"ATP Electronics, Inc.",SSD 128GB SLIM-SATA SLC SATA III,3,0,"970.59000","0","1","-","Active","128GB","FLASH - NAND (SLC)","Slim-SATA","530MB/s","430MB/s","-","SATA III","-","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
https://toshiba.semicon-storage.com/content/dam/toshiba-ss/asia-pacific/docs/product/storage/product-manual/cHDD-MQ01ABFxxx-Product-Overview.pdf,-,MQ01ABF032-ND,MQ01ABF032,Toshiba Semiconductor and Storage,2.5"" 7MM 320GB 5.4RPM SATA 512E,50,0,"53.60000","0","1","MQ01ABFxxx","Active","320GB","-","2.5""","-","-","5V","SATA III","-","5°C ~ 55°C","3.26 oz (92.89g)","100.45mm x 69.85mm x 9.50mm"
https://toshiba.semicon-storage.com/content/dam/toshiba-ss/asia-pacific/docs/product/storage/product-manual/cHDD-MQ01ABFxxx-Product-Overview.pdf,-,MQ01ABF050M-ND,MQ01ABF050M,Toshiba Semiconductor and Storage,2.5"" 7MM 500GB 5.4RPM SATA 512E,49,0,"53.60000","0","1","MQ01ABFxxx","Active","500GB","-","2.5""","-","-","5V","SATA III","-","5°C ~ 55°C","3.26 oz (92.89g)","100.45mm x 69.85mm x 9.50mm"
https://toshiba.semicon-storage.com/content/dam/toshiba-ss/asia-pacific/docs/product/storage/product-manual/cHDD-MQ01ABDxxx-Product-Overview.pdf,-,MQ01ABD100M-ND,MQ01ABD100M,Toshiba Semiconductor and Storage,2.5"" 9.5MM 1TB 5.4K RPM SATA 512,47,0,"65.60000","0","1","MQ01ABDxxx","Active","1TB","-","2.5""","-","-","5V","SATA III","-","5°C ~ 55°C","4.13 oz (117g)","100.45mm x 69.85mm x 9.50mm"
https://toshiba.semicon-storage.com/content/dam/toshiba-ss/asia-pacific/docs/product/storage/product-manual/cHDD-MQ01ACFxxx-Product-Overview.pdf,-,MQ01ACF032-ND,MQ01ACF032,Toshiba Semiconductor and Storage,2.5"" 7MM 320GB 7.2K RPM SATA 512,50,0,"67.20000","0","1","MQ01ACFxxx","Active","320GB","-","2.5""","-","-","5V","SATA III","-","5°C ~ 55°C","3.26 oz (92.89g)","100.45mm x 69.85mm x 9.50mm"
https://toshiba.semicon-storage.com/content/dam/toshiba-ss/asia-pacific/docs/product/storage/product-manual/cHDD-MQ01ACFxxx-Product-Overview.pdf,-,MQ01ACF050-ND,MQ01ACF050,Toshiba Semiconductor and Storage,2.5"" 7MM 320GB 7.2K RPM SATA 512,50,0,"70.40000","0","1","MQ01ACFxxx","Active","500GB","-","2.5""","-","-","5V","SATA III","-","5°C ~ 55°C","3.26 oz (92.89g)","100.45mm x 69.85mm x 9.50mm"
http://advdownload.advantech.com/productfile/PIS/96FD80-N128-LIS/Product%20-%20Datasheet/96FD80-N128-LIS_datasheet20170703113908.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_96FD80-N128-LIS.jpg,96FD80-N128-LIS-ND,96FD80-N128-LIS,Advantech Corp,SSD 128GB M.2 MLC SATA III 3.3V,21,0,"89.38000","0","1","-","Active","128GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","160MB/s","3.3V","SATA III","-","0°C ~ 70°C","-","80.00mm x 22.00mm x 2.30mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1393-ND,SFSA060GM3AA2TO-I-LB-226-STD,Swissbit,SSD 60GB M.2 MLC SATAIII X-60M.2,2,0,"94.49000","0","1","X-60M","Active","60GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.60mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1394-ND,SFSA060GM3AA2TO-I-LB-326-STD,Swissbit,SSD 60GB M.2 MLC SATAIII X-60M.2,2,0,"94.49000","0","1","X-60M","Active","60GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.60mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1395-ND,SFSA060GM3AA2TO-I-LB-526-STD,Swissbit,SSD 60GB M.2 MLC SATAIII X-60M.2,2,0,"94.49000","0","1","X-60M","Active","60GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.60mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1397-ND,SFSA060GV3AA2TO-I-LB-226-STD,Swissbit,SSD 60GB SLIM-SATA MLC X-60M.2,2,0,"98.55000","0","1","X-60M","Active","60GB","FLASH - NAND (MLC)","Slim-SATA","520MB/s","450MB/s","5V","SATA III","750mA","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
http://eflash.apacerus.com/spec/SATA/Drive/SU210-25_APS25AFXxxxG-XXTM1GXT_Spec_rev1%203.pdf,-,1582-1314-ND,APS25AFB016G-4DTM1GWT,Apacer Memory America,SU210-25 PLASTIC SLC-LITE 16G EX,2,0,"107.11000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
https://swissbit.com/data/X-60/X-60_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA030GQ1AA1TO-I-LB-216-STD.jpg,1052-1408-ND,SFSA030GQ1AA1TO-I-LB-226-STD,Swissbit,SSD 30GB 2.5"" MLC SATAIII 3.3/5V,4,0,"108.79000","0","1","X-60","Active","30GB","FLASH - NAND (MLC)","2.5""","525MB/s","460MB/s","3.3V, 5V","SATA III","800mA","-40°C ~ 85°C","-","-"
https://swissbit.com/data/X-60/X-60_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA030GQ1AA1TO-I-LB-216-STD.jpg,1052-1409-ND,SFSA060GQ1AA2TO-I-LB-226-STD,Swissbit,SSD 60GB 2.5"" MLC SATAIII 3.3/5V,5,0,"135.65000","0","1","X-60","Active","60GB","FLASH - NAND (MLC)","2.5""","525MB/s","460MB/s","3.3V, 5V","SATA III","800mA","-40°C ~ 85°C","-","-"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1398-ND,SFSA120GM3AA2TO-I-HC-226-STD,Swissbit,SSD 120GB MLC SATA III X-60M.2,2,0,"149.13000","0","1","X-60M","Active","120GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.60mm"
http://eflash.apacerus.com/spec/SATA/Drive/SU210-25_APS25AFXxxxG-XXTM1GXT_Spec_rev1%203.pdf,-,1582-1315-ND,APS25AFB032G-4DTM1GWT,Apacer Memory America,SU210-27 PLASTIC SCL-LITE 32G EX,2,0,"151.60000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1399-ND,SFSA120GV3AA4TO-I-LB-226-STD,Swissbit,SSD 120GB SLIM MLC III X-60M.2,2,0,"153.16000","0","1","X-60M","Active","120GB","FLASH - NAND (MLC)","Slim-SATA","520MB/s","450MB/s","5V","SATA III","750mA","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
https://swissbit.com/data/X-60/X-60_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA030GQ1AA1TO-I-LB-216-STD.jpg,1052-1410-ND,SFSA120GQ1AA4TO-I-LB-226-STD,Swissbit,SSD 120GB 2.5"" MLC SATA III,3,0,"196.39000","0","1","X-60","Active","120GB","FLASH - NAND (MLC)","2.5""","525MB/s","460MB/s","3.3V, 5V","SATA III","800mA","-40°C ~ 85°C","-","-"
https://www.micron.com/~/media/documents/products/data-sheet/ssd/5100_ssd.pdf,-,557-1814-ND,MTFDDAV240TCB-1AR1ZABYY,Micron Technology Inc.,SSD 5100 240GB M.2,3,0,"198.45000","0","1","5100","Active","240GB","FLASH - NAND (TLC)","M.2 Module","540MB/s","250MB/s","3.3V","SATA III","-","0°C ~ 70°C","0.353 oz (10g)","80.00mm x 22.00mm x 3.80mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1400-ND,SFSA240GM3AA2TO-I-OC-226-STD,Swissbit,SSD 240GB MLC SATA III X-60M.2,2,0,"243.82000","0","1","X-60M","Active","240GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.60mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1401-ND,SFSA240GM3AA4TO-I-HC-426-STD,Swissbit,SSD 240GB MLC SATA III X-60M.2,2,0,"243.82000","0","1","X-60M","Active","240GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.60mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1402-ND,SFSA240GU4AA4TO-I-HC-226-STD,Swissbit,SSD 240GB MLC SATAIII X-60M,2,0,"245.05000","0","1","X-60M","Active","240GB","FLASH - NAND (MLC)","mSATA","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.30mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1403-ND,SFSA240GV3AA4TO-I-HC-226-STD,Swissbit,SSD 240GB SLIM MLC III X-60M.2,2,0,"248.02000","0","1","X-60M","Active","240GB","FLASH - NAND (MLC)","Slim-SATA","520MB/s","450MB/s","5V","SATA III","750mA","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
http://eflash.apacerus.com/spec/SATA/Drive/SU210-25_APS25AFXxxxG-XXTM1GXT_Spec_rev1%203.pdf,-,1582-1317-ND,APS25AFB128G-4DTM1GWT,Apacer Memory America,SU210-27 PLAST SCL-LITE 128G EX,2,0,"271.47000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
https://swissbit.com/data/X-60/X-60_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA030GQ1AA1TO-I-LB-216-STD.jpg,1052-1411-ND,SFSA240GQ1AA4TO-I-HC-226-STD,Swissbit,SSD 240GB 2.5"" MLC SATA III,3,0,"273.86000","0","1","X-60","Active","240GB","FLASH - NAND (MLC)","2.5""","525MB/s","460MB/s","3.3V, 5V","SATA III","800mA","-40°C ~ 85°C","-","-"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,-,1052-1404-ND,SFSA480GM3AA4TO-I-OC-426-STD,Swissbit,SSD 480GB MLC SATA III X-60M.2,2,0,"365.18000","0","1","X-60M","Active","480GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.60mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFSA480GM3AA4TO-I-OC-626-STD.JPG,1052-1405-ND,SFSA480GM3AA4TO-I-OC-626-STD,Swissbit,SSD 480GB MLC SATA III X-60M.2,2,0,"365.18000","0","1","X-60M","Active","480GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.60mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,//media.digikey.com/photos/Swissbit%20NA%20Inc/SFSA480GU4AA4TO-I-OC-226-STD.JPG,1052-1406-ND,SFSA480GU4AA4TO-I-OC-226-STD,Swissbit,SSD 480GB MLC SATAIII X-60M,3,0,"366.16000","0","1","X-60M","Active","480GB","FLASH - NAND (MLC)","mSATA","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.30mm"
https://swissbit.com/wp-content/uploads/2018/02/Swissbit_Product_Guide.pdf,//media.digikey.com/photos/Swissbit%20NA%20Inc/SFSA480GV3AA4TO-I-OC-226-STD.JPG,1052-1407-ND,SFSA480GV3AA4TO-I-OC-226-STD,Swissbit,SSD 480GB SLIM MLC III X-60M.2,2,0,"368.54000","0","1","X-60M","Active","480GB","FLASH - NAND (MLC)","Slim-SATA","520MB/s","450MB/s","5V","SATA III","750mA","-40°C ~ 85°C","-","54.00mm x 39.00mm x 4.00mm"
https://swissbit.com/data/X-60/X-60_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA030GQ1AA1TO-I-LB-216-STD.jpg,1052-1412-ND,SFSA480GQ1AA4TO-I-OC-226-STD,Swissbit,SSD 480GB 2.5"" MLC SATA III,3,0,"481.65000","0","1","X-60","Active","480GB","FLASH - NAND (MLC)","2.5""","525MB/s","460MB/s","3.3V, 5V","SATA III","800mA","-40°C ~ 85°C","-","-"
http://eflash.apacerus.com/spec/SATA/Drive/SU210-25_APS25AFXxxxG-XXTM1GXT_Spec_rev1%203.pdf,-,1582-1318-ND,APS25AFB256G-4DTM1GWT,Apacer Memory America,SU210-27 PLAST SCL-LITE 256G EX,2,0,"506.73000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
http://advdownload.advantech.com/productfile/PIS/SQF-S25%20630/Product%20-%20Datasheet/SQF-S25%20630_830_DS(02.22.16)20160317192116.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/SQF-S25M8-512G-SAE.JPG,SQF-S25M8-2T-SAE-ND,SQF-S25M8-2T-SAE,Advantech Corp,SSD 2TB MLC 2.5"" SATAIII,23,0,"1854.55000","0","1","SQF-S25 830","Active","2TB","FLASH - NAND (MLC)","2.5""","540MB/s","520MB/s","-","SATA III","2A","-40°C ~ 85°C","-","100.20mm x 69.85mm x 7.00mm"
-,-,1984-1007-ND,SM659GE8 CDZ,"Silicon Motion, Inc.",FERRISSD BGA SSD SLCMODE NAND DR,10,0,"35.18000","0","1","-","Active","8GB","FLASH - NAND (SLC)","-","-","-","-","SATA III","-","-40°C ~ 85°C (TA)","-","20.00mm x 16.00mm"
https://www.swissbit.com/data/view.php?q=X-60m/X-60m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA008GU2AA1TO-I-GS-216-STD.jpg,1052-1305-ND,SFSA008GU2AA1TO-I-GS-216-STD,Swissbit,SSD 8GB MSATA MLC SATA III 3.3V,93,0,"57.66000","0","1","X-60M","Active","8GB","FLASH - NAND (MLC)","mSATA","145MB/s","25MB/s","3.3V","SATA III","210mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.50mm"
https://www.micron.com/~/media/documents/products/data-sheet/ssd/1100_ssd.pdf,-,557-1816-ND,MTFDDAV256TBN-1AR1ZABYY,Micron Technology Inc.,SSD 1100 256GB M.2,69,0,"75.94000","0","1","1100","Not For New Designs","256GB","FLASH - NAND (TLC)","M.2 Module","530MB/s","500MB/s","3.3V","SATA III","-","0°C ~ 70°C","0.353 oz (10g)","80.00mm x 22.00mm x 2.15mm"
https://www.micron.com/~/media/documents/products/data-sheet/ssd/1100_ssd.pdf,-,557-1815-ND,MTFDDAV256TBN-1AR12ABYY,Micron Technology Inc.,SSD 1100 256GB M.2,41,0,"79.47000","0","1","1100","Not For New Designs","256GB","FLASH - NAND (TLC)","M.2 Module","530MB/s","500MB/s","3.3V","SATA III","-","0°C ~ 70°C","0.353 oz (10g)","80.00mm x 22.00mm x 2.15mm"
http://en.siliconmotion.com/EW_Pages/SATAPATA_FERRISSD_PB_%20201805.pdf,-,1984-1004-ND,SM631GE4-BA,"Silicon Motion, Inc.",FERRISSD BGA SSD SLC NAND I-TEMP,23,0,"80.36000","0","1","FerriSSD®","Active","4GB","FLASH - NAND (SLC)","-","-","-","-","SATA II","-","-40°C ~ 85°C (TA)","-","20.00mm x 16.00mm"
https://www.swissbit.com/data/view.php?q=X-60m2/X-60m2_2260_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA060GM1AA2TO-I-LB-416-STD.jpg,1052-1224-ND,SFSA060GM1AA2TO-I-LB-416-STD,Swissbit,SSD 60GB M.2 MLC SATA III 3.3V,6,0,"103.32000","0","1","X-60M2","Active","60GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","90MB/s","3.3V","SATA III","365mA","-40°C ~ 85°C","0.24 oz (6.84g)","60.00mm x 22.00mm x 3.32mm"
https://www.micron.com/~/media/documents/products/data-sheet/ssd/1100_ssd.pdf,//media.digikey.com/photos/Micron%20Photos/MTFDDAK256TBN-1AR1ZABYY.JPG,557-1809-ND,MTFDDAK256TBN-1AR1ZABYY,Micron Technology Inc.,SSD 1100 256GB 2.5"",12,0,"120.34000","0","1","1100","Not For New Designs","256GB","FLASH - NAND (TLC)","2.5""","530MB/s","500MB/s","5V","SATA III","-","0°C ~ 70°C","1.98 oz (56g)","100.45mm x 69.85mm x 7.00mm"
https://www.micron.com/~/media/documents/products/data-sheet/ssd/1100_ssd.pdf,//media.digikey.com/Photos/Micron%20Photos/MTFDDAK512TBN-1AR1ZABYY.JPG,557-1808-ND,MTFDDAK256TBN-1AR12ABYY,Micron Technology Inc.,SSD 1100 256GB 2.5"",25,0,"120.77000","0","1","1100","Not For New Designs","256GB","FLASH - NAND (TLC)","2.5""","530MB/s","500MB/s","5V","SATA III","-","0°C ~ 70°C","1.98 oz (56g)","100.45mm x 69.85mm x 7.00mm"
