Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Motor Type","Voltage - Rated","RPM","Torque - Rated (oz-in / mNm)","Power - Rated","Encoder Type","Size / Dimension","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Features","Gear Reduction Ratio","Torque - Max Momentary (oz-in / mNm)","Operating Temperature"
-,//media.digikey.com/Photos/Jinlong/MFG_W0625AB001G.jpg,1670-1072-ND,W0625AB001G,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR BLDC COIN,946,0,"4.04000","0","1","-","Active","DC Motor","Vibration, ERM","Brushless (BLDC)","3VDC","15000 RPM","-","-","-","Round - 0.236"" Dia (6.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C"
-,//media.digikey.com/Photos/Jinlong/MFG_W0825AB001G.jpg,1670-1071-ND,W0825AB001G,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR BLDC COIN,852,0,"4.04000","0","1","-","Active","DC Motor","Vibration, ERM","Brushless (BLDC)","3VDC","15000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C"
http://www.vibration-motor.com/products/download/W0934AB007G.pdf,//media.digikey.com/Photos/Jinlong/MFG_W0934AB007G.jpg,1670-1073-ND,W0934AB007G,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR BLDC COIN,498,0,"4.04000","0","1","-","Active","DC Motor","Vibration, ERM","Brushless (BLDC)","3VDC","11500 RPM","-","-","-","Round - 0.354"" Dia (9.00mm)","-","-","-","Solder Tab","-","-","-","-30°C ~ 70°C"
-,//media.digikey.com/Photos/Jinlong/W0625SS001D.JPG,1670-1070-ND,W0625SS001D,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR BLDC COIN,491,0,"4.04000","0","1","-","Active","DC Motor","Vibration, ERM","Brushless (BLDC)","3VDC","15000 RPM","-","-","-","Round - 0.236"" Dia (6.00mm)","-","-","-","Pressure Contact","-","-","-","-20°C ~ 60°C"
http://www.vibration-motor.com/products/download/JP08-74D160A.pdf,//media.digikey.com/Photos/Jinlong/MFG_JP08-74D160A.jpg,1670-1086-ND,JP08-74D160A,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR CYL 4.5V,994,0,"6.34000","0","1","-","Active","DC Motor","Vibration, ERM","-","4.5VDC","15000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0578_Web.pdf,-,1738-1416-ND,FIT0578,DFRobot,MICRO METAL DC GEARED MOTOR WITH,140,0,"8.76000","0","1","-","Active","DC Motor","Gearmotor","-","6VDC","98 RPM","7.64 / 53.94","-","-","Rectangular - 0.472"" x 0.394"" (12.00mm x 10.00mm)","0.118"" (3.00mm)","1.024"" (26.00mm)","-","Solder Tab","-","150","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0577_Web.pdf,-,1738-1415-ND,FIT0577,DFRobot,MICRO METAL DC GEARED MOTOR WITH,143,0,"9.27000","0","1","-","Active","DC Motor","Gearmotor","-","6VDC","98 RPM","7.64 / 53.94","-","-","Rectangular - 0.472"" x 0.394"" (12.00mm x 10.00mm)","0.118"" (3.00mm)","0.787"" (20.00mm)","-","Solder Tab","-","150","-","-"
http://media.crouzet.com/datasheets/english/dc-motors-d-c-geared-motors-with-brushes-5-nm-rc5-33-watts-33-w-Part%20number-80835006.pdf,//media.digikey.com/Photos/Crouzet%20Photos/80835004.jpg,966-1863-ND,80835006,Crouzet,GEARMOTOR 14.7 RPM 24VDC,38,0,"289.46000","0","1","80835","Active","DC Motor","Gearmotor","Brushed","24VDC","14.7 RPM","708.1 / 5000","33W","-","Square - 2.559"" x 2.559"" (65.00mm x 65.00mm)","0.315"" (8.00mm)","0.894"" (22.70mm)","3.118"" (79.20mm)","Wire Leads","-","122.5","-","-"
-,//media.digikey.com/Photos/Jinlong/MFG_Z43FC1B5640005L.jpg,1670-1061-2-ND,Z43FC1B5640005L,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR CYL 3V SMD,0,0,"1.96938","0","1000","-","Active","DC Motor","Vibration, ERM","-","1.3VDC","9000 RPM","-","-","-","Rectangular - 0.177"" L x 0.169"" W (4.50mm x 4.30mm)","-","0.217"" (5.50mm)","-","Solder Tab","-","-","-","-30°C ~ 70°C"
-,//media.digikey.com/Photos/Jinlong/MFG_Z43FC1B5640005L.jpg,1670-1061-1-ND,Z43FC1B5640005L,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR CYL 3V SMD,995,0,"3.29000","0","1","-","Active","DC Motor","Vibration, ERM","-","1.3VDC","9000 RPM","-","-","-","Rectangular - 0.177"" L x 0.169"" W (4.50mm x 4.30mm)","-","0.217"" (5.50mm)","-","Solder Tab","-","-","-","-30°C ~ 70°C"
-,//media.digikey.com/Photos/Jinlong/MFG_Z43FC1B5640005L.jpg,1670-1061-6-ND,Z43FC1B5640005L,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR CYL 3V SMD,995,0,"Digi-Reel","0","1","-","Active","DC Motor","Vibration, ERM","-","1.3VDC","9000 RPM","-","-","-","Rectangular - 0.177"" L x 0.169"" W (4.50mm x 4.30mm)","-","0.217"" (5.50mm)","-","Solder Tab","-","-","-","-30°C ~ 70°C"
-,//media.digikey.com/Photos/Jinlong/MFG_Z30C1T9870088L.jpg,1670-1062-2-ND,Z30C1T9870088L,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR CYL 3V SMD,0,0,"1.96938","0","1000","-","Active","DC Motor","Vibration, ERM","-","2.3VDC","8500 RPM","-","-","-","Round - 0.165"" Dia (4.20mm)","-","0.124"" (3.15mm)","-","Solder Tab","-","-","-","-30°C ~ 70°C"
-,//media.digikey.com/Photos/Jinlong/MFG_Z30C1T9870088L.jpg,1670-1062-1-ND,Z30C1T9870088L,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR CYL 3V SMD,995,0,"3.29000","0","1","-","Active","DC Motor","Vibration, ERM","-","2.3VDC","8500 RPM","-","-","-","Round - 0.165"" Dia (4.20mm)","-","0.124"" (3.15mm)","-","Solder Tab","-","-","-","-30°C ~ 70°C"
-,//media.digikey.com/Photos/Jinlong/MFG_Z30C1T9870088L.jpg,1670-1062-6-ND,Z30C1T9870088L,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR CYL 3V SMD,995,0,"Digi-Reel","0","1","-","Active","DC Motor","Vibration, ERM","-","2.3VDC","8500 RPM","-","-","-","Round - 0.165"" Dia (4.20mm)","-","0.124"" (3.15mm)","-","Solder Tab","-","-","-","-30°C ~ 70°C"
http://www.vibration-motor.com/products/download/Z30C1T8460001.pdf,//media.digikey.com/Photos/Jinlong/MFG_Z30C1T8460001.jpg,1670-1031-2-ND,Z30C1T8460001,"Jinlong Machinery & Electronics, Inc.",SMD VIBRATION MOTOR 3MM LOW PROF,0,0,"2.08438","0","1000","-","Active","DC Motor","Vibration, ERM","-","2.7VDC","15000 RPM","-","-","-","Round - 0.158"" Dia (4.00mm)","-","0.146"" (3.70mm)","-","J Lead","-","-","-","-20°C ~ 70°C"
http://www.vibration-motor.com/products/download/Z30C1T8460001.pdf,//media.digikey.com/Photos/Jinlong/MFG_Z30C1T8460001.jpg,1670-1031-1-ND,Z30C1T8460001,"Jinlong Machinery & Electronics, Inc.",SMD VIBRATION MOTOR 3MM LOW PROF,700,0,"3.49000","0","1","-","Active","DC Motor","Vibration, ERM","-","2.7VDC","15000 RPM","-","-","-","Round - 0.158"" Dia (4.00mm)","-","0.146"" (3.70mm)","-","J Lead","-","-","-","-20°C ~ 70°C"
http://www.vibration-motor.com/products/download/Z30C1T8460001.pdf,//media.digikey.com/Photos/Jinlong/MFG_Z30C1T8460001.jpg,1670-1031-6-ND,Z30C1T8460001,"Jinlong Machinery & Electronics, Inc.",SMD VIBRATION MOTOR 3MM LOW PROF,700,0,"Digi-Reel","0","1","-","Active","DC Motor","Vibration, ERM","-","2.7VDC","15000 RPM","-","-","-","Round - 0.158"" Dia (4.00mm)","-","0.146"" (3.70mm)","-","J Lead","-","-","-","-20°C ~ 70°C"
https://www.parallax.com/sites/default/files/downloads/900-00005-Standard-Servo-Product-Documentation-v2.2.pdf,//media.digikey.com/photos/Parallax%20Photos/900-00005.jpg,900-00005-ND,900-00005,Parallax Inc.,GEARMOTOR 6VDC SERVO,63,0,"13.95000","0","1","-","Active","DC Motor","Servomotor, RC (Hobby)","Positional Rotation","6VDC","-","38 / 268.4","-","-","Rectangular - 0.787"" x 1.594"" (20.00mm x 40.50mm)","-","-","1.988"" (50.50mm)","Wire Leads with Connector","-","-","-","-10°C ~ 50°C"
https://www.parallax.com/sites/default/files/downloads/900-00008-Continuous-Rotation-Servo-Documentation-v2.2.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_900-00008.jpg,900-00008-ND,900-00008,Parallax Inc.,GEARMOTOR 6VDC SERVO,42,0,"14.99000","0","1","-","Active","DC Motor","Servomotor, RC (Hobby)","Continuous Rotation","6VDC","-","38 / 268.4","-","-","Rectangular - 0.787"" x 1.594"" (20.00mm x 40.50mm)","-","-","1.988"" (50.50mm)","Wire Leads with Connector","-","-","-","-10°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0441_Web.pdf,//media.digikey.com/Photos/DFRobot/FIT0441.JPG,1738-1157-ND,FIT0441,DFRobot,BRUSHLESS DC MOTOR WITH ENCODER,90,0,"20.50000","0","1","-","Active","DC Motor","Gearmotor","Brushless (BLDC)","12VDC","159 RPM","33.33 / 235.4","-","Incremental","Round - 0.984"" Dia (25.00mm)","0.157"" (4.00mm)","0.472"" (12.00mm)","0.670"" (17.00mm)","Wire Leads with Connector","Integrated Controller","45","-","-"
https://www.tdk-electronics.tdk.com/inf/20/10/ds/1313H018V120.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_PowerHap-7G-Type.jpg,495-76127-ND,Z63000Z2910Z 1Z 4,EPCOS (TDK),VIB PIEZO HAPTIC MOTOR 15G 120V,58,0,"79.35000","0","1","PowerHap™","Active","-","Vibration (Piezo)","-","0 ~ 120 V","-","-","-","-","Square - 1.024"" x 1.024"" (26.00mm x 26.00mm)","-","-","-","Solder Pad","-","-","-","-40°C ~ 85°C"
http://www.portescap.com/sites/default/files/17n78_specifications_0.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_17N78.jpg,403-1073-ND,17N78210E.1,Portescap,STANDARD MOTOR 10000 RPM 12VDC,24,0,"86.90000","0","1","17N78","Active","DC Motor","Standard","Brushed","12VDC","10000 RPM","0.69 / 4.89","3.1W","-","Round - 0.669"" Dia (17.00mm)","0.059"" (1.50mm)","0.295"" (7.50mm)","0.394"" (10.00mm)","Solder Tab","-","-","-","-30°C ~ 85°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSMD021P1S.jpg,1110-3692-ND,MSMD021G1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,24,0,"494.00000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","90.63 / 640","200W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.457"" (11.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Wire Leads","Key","-","270.5 / 1910","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSMD042G1S.jpg,1110-3035-ND,MSMD042G1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,16,0,"543.40000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Wire Leads","Key","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSMD042P1S.jpg,1110-3666-ND,MHMD042G1S,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 200VAC,13,0,"555.75000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","200VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Wire Leads","Key","-","538.1 / 3800","0°C ~ 40°C"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MSMD042G1T.jpg,1110-3706-ND,MSMD041G1T,Panasonic Industrial Automation Sales,SERVOMOTOR 3000 RPM 100VAC,13,0,"703.95000","0","1","MINAS A5","Active","AC Motor","Servomotor","-","100VAC","3000 RPM","184.1 / 1300","400W","Incremental","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","0.551"" (14.00mm)","1.181"" (30.00mm)","2.756"" (70.00mm)","Wire Leads","Brake, Key","-","538.1 / 3800","0°C ~ 40°C"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Motors.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_2546.jpg,1927-1023-ND,2546,Kitronik Ltd.,LOW INERTIA SOLAR MOTOR - 1820 R,86,0,"1.44000","0","1","-","Active","DC Motor","-","-","0.5 ~ 3VDC","1820 RPM","-","-","-","Round - 0.961"" Dia (24.40mm)","0.079"" (2.00mm)","0.413"" (10.50mm)","-","Wire Leads","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-11696_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-11696.jpg,1568-1660-ND,ROB-11696,SparkFun Electronics,HOBBY MOTOR - GEAR,318,0,"1.95000","0","1","-","Active","DC Motor","Standard","-","12VDC","6600 RPM","-","-","-","-","-","-","-","Wire Leads","-","-","-","-"
http://www.vibration-motor.com/products/download/C0827B059F.pdf,//media.digikey.com/Photos/Jinlong/MFG_C0827B059F.jpg,1670-1053-ND,C0827B059F,"Jinlong Machinery & Electronics, Inc.",VIBRATION MOTOR COIN 3V FPC,53,0,"3.10000","0","1","-","Active","DC Motor","Vibration, ERM","-","3VDC","12000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Solder Tab","-","-","-","-20°C ~ 60°C"
https://cdn.sparkfun.com/datasheets/Robotics/DG01D.jpg,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-13302.jpg,1568-1645-ND,ROB-13302,SparkFun Electronics,GEARMOTOR 140 RPM 4.5VDC QTY 2,76,0,"4.95000","0","1","DG01D","Active","DC Motor","Gearmotor","-","4.5VDC","140 RPM","11.11 / 78.45","-","-","Square - 0.740"" x 0.740"" (18.80mm x 18.80mm)","0.142"" (3.60mm)","0.386"" (9.80mm)","0.689"" (17.50mm)","Wire Leads","-","48","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/SER0011_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_SER0011.jpg,1738-1232-ND,SER0011,DFRobot,GOTECK MICRO METAL GEAR SERVO (2,28,0,"7.11000","0","1","-","Active","DC Motor","Servomotor, RC (Hobby)","-","6VDC","-","34.72 / 245.2","-","-","Rectangular - 0.472"" x 0.906"" (12.00mm x 23.00mm)","-","-","-","Wire Leads with Connector","-","-","-","-"
https://cdn.shopify.com/s/files/1/0174/1800/files/JL-12FN20-298-0675_XG2014111403-Model.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_COM0806-05.jpg,1778-1127-ND,COM0806,Pimoroni Ltd,MICRO METAL GEARMOTOR WITH PUSH,56,0,"7.63000","0","1","-","Active","DC Motor","Gearmotor","Brushed","6VDC","75 RPM","4.1 / 28.93","-","-","Rectangular - 0.394"" x 0.472"" (10.00mm x 12.00mm)","0.118"" (3.00mm)","0.354"" (9.00mm)","0.354"" (9.00mm)","Solder Tab","-","298","-","0°C ~ 40°C"
https://cdn.shopify.com/s/files/1/0174/1800/files/JL-12FN20-50-06420_XG2014111401-Model.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_COM0806-05.jpg,1778-1126-ND,COM0805,Pimoroni Ltd,MICRO METAL GEARMOTOR WITH PUSH,55,0,"7.63000","0","1","-","Active","DC Motor","Gearmotor","Brushed","6VDC","420 RPM","1.39 / 9.8","-","-","Rectangular - 0.394"" x 0.472"" (10.00mm x 12.00mm)","0.118"" (3.00mm)","0.354"" (9.00mm)","0.354"" (9.00mm)","Solder Tab","-","50","-","0°C ~ 40°C"
http://cdn.sparkfun.com/datasheets/Robotics/Small%20Servo%20-%20ROB-09065.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/ROB-09065.jpg,1568-1320-ND,ROB-09065,SparkFun Electronics,SERVOMOTOR 6VDC GENERIC SUB-MICR,45,0,"8.95000","0","1","-","Active","DC Motor","Servomotor, RC (Hobby)","Positional Rotation","6VDC","-","-","-","-","Rectangular - 0.453"" x 0.906"" (11.50mm x 23.00mm)","-","-","-","Wire Leads with Connector","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0495-B_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0495-A.jpg,1738-1282-ND,FIT0495-B,DFRobot,METAL DC GEARED MOTOR - 6V 20RPM,33,0,"10.20000","0","1","-","Active","DC Motor","Gearmotor","-","6VDC","20 RPM","-","-","-","Round - 0.984"" Dia (25.00mm)","0.157"" (4.00mm)","0.472"" (12.00mm)","0.670"" (17.00mm)","Solder Tab","-","362","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-14760_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-14760.jpg,1568-1878-ND,ROB-14760,SparkFun Electronics,SERVO - GENERIC METAL GEAR (MICR,73,0,"10.95000","0","1","-","Active","DC Motor","Servomotor, RC (Hobby)","Positional Rotation","6VDC","-","44.4 / 313.5","-","-","Rectangular - 1.134"" x 0.543"" (28.80mm x 13.80mm)","-","-","-","Wire Leads with Connector","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0481_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0481.jpg,1738-1261-ND,FIT0481,DFRobot,MICRO METAL GEARED MOTOR W/ENCOD,49,0,"12.26000","0","1","-","Active","DC Motor","Gearmotor","-","6VDC","530 RPM","2.78 / 19.61","-","Incremental","Rectangular - 0.394"" x 0.472"" (10.00mm x 12.00mm)","0.118"" (3.00mm)","0.394"" (10.00mm)","0.472"" (12.00mm)","Connector","-","30","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT048_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0481.jpg,1738-1264-ND,FIT0484,DFRobot,MICRO METAL GEARED MOTOR W/ENCOD,46,0,"12.26000","0","1","-","Active","DC Motor","Gearmotor","-","6VDC","105 RPM","13.89 / 98.07","-","Incremental","Rectangular - 0.394"" x 0.472"" (10.00mm x 12.00mm)","0.118"" (3.00mm)","0.394"" (10.00mm)","0.472"" (12.00mm)","Connector","-","150","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0492-B_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0492-B.jpg,1738-1271-ND,FIT0492-B,DFRobot,METAL DC GEARED MOTOR - 12V 100R,33,0,"12.26000","0","1","-","Active","DC Motor","Gearmotor","-","12VDC","100 RPM","97.21 / 686.5","5W","-","Round - 1.457"" Dia (37.00mm)","0.236"" (6.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Solder Tab","-","100","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0487_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0481.jpg,1738-1267-ND,FIT0487,DFRobot,MICRO METAL GEARED MOTOR W/ENCOD,22,0,"12.26000","0","1","-","Active","DC Motor","Gearmotor","-","6VDC","41 RPM","34.72 / 245.2","-","Incremental","Rectangular - 0.394"" x 0.472"" (10.00mm x 12.00mm)","0.118"" (3.00mm)","0.394"" (10.00mm)","0.472"" (12.00mm)","Connector","-","380","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/SE24P.pdf,-,P121383-ND,SE24P2CTCE,NMB Technologies Corporation,BRUSH MOTOR DC 24MM X 40MM,61,0,"12.38000","0","1","-","Active","DC Motor","Standard","Brushed","24VDC","7770 RPM","2.83 / 20","-","-","Square - 0.945"" x 0.945"" (24.00mm x 24.00mm)","0.098"" (2.50mm)","0.984"" (25.00mm)","0.630"" (16.00mm)","Connector","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-12285_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/ROB-12285.JPG,1568-1161-ND,ROB-12285,SparkFun Electronics,GEARMOTOR 90 RPM 12VDC,89,0,"12.95000","0","1","-","Active","DC Motor","Gearmotor","-","12VDC","90 RPM","-","-","-","-","0.118"" (3.00mm)","-","-","Solder Tab","-","298","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-12125_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/ROB-12125.JPG,1568-1157-ND,ROB-12125,SparkFun Electronics,GEARMOTOR 270 RPM 12VDC,32,0,"12.95000","0","1","-","Active","DC Motor","Gearmotor","-","12VDC","270 RPM","-","-","-","-","0.118"" (3.00mm)","-","-","Solder Tab","-","100","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/SER0019_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_SER0019.jpg,1738-1231-ND,SER0019,DFRobot,DF METAL GEARED 15KG STANDARD SE,7,0,"14.81000","0","1","DF Metal","Active","DC Motor","Servomotor, RC (Hobby)","Positional Rotation","6VDC","-","-","-","-","-","-","-","-","Wire Leads with Connector","-","-","-","-"
https://github.com/Arduinolibrary/DFRobot_DF_Metal_Geared_15Kg_Standard_Servo_270_SER0038/blob/master/SER0038_v1_MechanicalDrawing.pdf?raw=true,//media.digikey.com/Photos/DFRobot/MFG_SER0038.jpg,1738-1252-ND,SER0038,DFRobot,DF METAL GEARED 15KG STANDARD SE,97,0,"15.35000","0","1","DF Metal","Active","DC Motor","Servomotor, RC (Hobby)","Positional Rotation","6VDC","-","-","-","-","-","-","-","-","Wire Leads with Connector","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/SER0044_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_SER0044.jpg,1738-1395-ND,SER0044,DFRobot,DSS-M15S 270 15KG DF METAL SERVO,53,0,"16.38000","0","1","DF Metal","Active","DC Motor","Servomotor, RC (Hobby)","Positional Rotation","4.8 ~ 7.2VDC","-","-","-","-","Rectangular - 0.772"" x 2.110"" (19.60mm x 53.60mm)","-","-","-","Wire Leads with Connector","-","-","-","-"
https://www.parallax.com/sites/default/files/downloads/900-00025-High-Speed-CR-Servo-Guide-v1.1.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_900-00025.jpg,900-00025-ND,900-00025,Parallax Inc.,HIGH SPEED SERVO,7,0,"16.99000","0","1","-","Active","DC Motor","Servomotor, RC (Hobby)","Continuous Rotation","6 ~ 8VDC","180 RPM","22 / 155.4","-","-","Rectangular - 2.200"" x 0.800"" (55.88mm x 20.32mm)","-","-","-","Wire Leads with Connector","-","-","-","-10°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/SER0035_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_SER0035.jpg,1738-1245-ND,SER0035,DFRobot,DF15RSMG 360 DEGREE MOTOR (20KG),9,0,"18.59000","0","1","-","Active","DC Motor","Servomotor, RC (Hobby)","Continuous Rotation","5VDC","-","-","-","-","-","-","-","-","Wire Leads with Connector","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0489-D_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0489-D.jpg,1738-1276-ND,FIT0489-D,DFRobot,TURBO METAL GEAR WORM MOTOR (12V,14,0,"19.47000","0","1","-","Active","DC Motor","Gearmotor","-","12VDC","40 RPM","30.55 / 215.8","1.1W","-","-","0.236"" (6.00mm)","0.728"" (18.50mm)","-","Solder Tab","-","150","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0489-B_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0489-B.jpg,1738-1274-ND,FIT0489-B,DFRobot,TURBO METAL GEAR WORM MOTOR (6V,9,0,"19.47000","0","1","-","Active","DC Motor","Gearmotor","-","6VDC","40 RPM","34.72 / 245.2","-","-","-","0.236"" (6.00mm)","0.728"" (18.50mm)","-","Solder Tab","-","150","-","-"
-,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_KIT%20MOTOR.jpg",1286-1056-ND,290-008,"Digilent, Inc.",GEARMOTOR W/ 1/53 GEARBOX KIT,52,0,"19.99000","0","1","IG-22GM","Active","DC Motor","Gearmotor","Brushed","-","-","-","-","-","Round - 0.807"" Dia (20.50mm)","0.157"" (4.00mm)","0.472"" (12.00mm)","-","Solder Tab","-","53","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0521_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0521.jpg,1738-1344-ND,FIT0521,DFRobot,METAL DC GEARED MOTOR W/ENCODER,22,0,"20.50000","0","1","-","Active","DC Motor","Gearmotor","-","6VDC","210 RPM","138.8 / 980","3.1W","Incremental","Round - 0.984"" Dia (25.00mm)","0.157"" (4.00mm)","0.472"" (12.00mm)","-","Connector","-","34","-","-"
http://media.crouzet.com/datasheets/english/dc-motors-dc-direct-drive-brushed-motors-36-mm-30-watts-30-w-Part%20number-82740402.pdf,//media.digikey.com/photos/Crouzet%20Photos/82740402.JPG,966-1741-ND,82740402,Crouzet,STANDARD MOTOR 4800 RPM 24VDC,32,0,"23.40000","0","1","82740","Active","DC Motor","Standard","Brushed","24VDC","4800 RPM","5.66 / 40","30W","-","Round - 1.409"" Dia (35.80mm)","0.125"" (3.18mm)","0.591"" (15.00mm)","0.984"" (25.00mm)","Solder Tab","Noise Filter","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/81330_Web.pdf,//media.digikey.com/Photos/Makeblock/MFG_81330.jpg,1890-1041-ND,81330,"Makeblock Co., LTD.",WORM GEARED MOTOR DC12.0V/6RPM,24,0,"23.99000","0","1","-","Active","DC Motor","Gearmotor","Brushed","12VDC","6 RPM","138.9 / 981","-","-","Rectangular - 0.988"" x 3.024"" (25.10mm x 76.80mm)","0.315"" (8.00mm)","-","1.299"" (33.00mm)","Wire Leads with Connector","Key","1012","-","-"
