Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Technology","Type","Duty Cycle","Voltage - Rated","Stroke Length","Power (Watts)","DC Resistance (DCR)","Bushing Thread","Mounting Type","Termination Style","Size / Dimension","Diameter - Shaft","Shaft Detail"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-04.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0451A.JPG,527-1016-ND,F0451A,Pontiac Coil Inc.,SOLENOID PULL CONTINUOUS 12V,217,0,"23.08000","0","1","L-04","Active","Electromechanical","Open Frame (Pull)","Continuous","12VDC","1.000"" (25.40mm)","11W","13Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","2.020"" L x 1.440"" W x 1.630"" H (51.31mm x 36.58mm x 41.40mm)","0.500"" (12.70mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-04.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0453A.JPG,527-1018-ND,F0453A,Pontiac Coil Inc.,SOLENOID PULL CONTINUOUS 24V,1145,0,"23.23000","0","1","L-04","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","1.000"" (25.40mm)","11W","52Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","2.020"" L x 1.440"" W x 1.630"" H (51.31mm x 36.58mm x 41.40mm)","0.500"" (12.70mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0829.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0829-xx.jpg,1144-1285-ND,DSTL-0829-09,Delta Electronics,SOLENOID PULL CONTINUOUS 9V,168,0,"23.49000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","9VDC","0.500"" (12.70mm)","73W","1.1Ohm","3/4-16 UNF-2A","Chassis Mount","Wire Leads with Connector","0.961"" Dia x 1.142"" L (24.40mm x 29.00mm)","0.307"" (7.80mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0829.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0829-xx.jpg,1144-1284-ND,DSTL-0829-05,Delta Electronics,SOLENOID PULL CONTINUOUS 5V,113,0,"23.49000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","5VDC","0.500"" (12.70mm)","70W","360mOhm","3/4-16 UNF-2A","Chassis Mount","Wire Leads with Connector","0.961"" Dia x 1.142"" L (24.40mm x 29.00mm)","0.307"" (7.80mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0840.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0840-24.jpg,1144-1289-ND,DSTL-0840-05,Delta Electronics,SOLENOID PULL CONTINUOUS 5V,193,0,"24.43000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","5VDC","0.500"" (12.70mm)","7.6W","3.3Ohm","9/16-18 UNF-2A","Chassis Mount","Wire Leads with Connector","0.772"" Dia x 1.575"" L (19.60mm x 40.00mm)","0.307"" (7.80mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-10.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0483A.jpg,527-1030-ND,F0483A,Pontiac Coil Inc.,SOLENOID PULL CONTINUOUS 24V,391,0,"27.65000","0","1","L-10-2","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","24VDC","0.750"" (19.05mm)","8W","72Ohm","3/4-24 UNS-2A","Panel Mount","Wire Leads","0.990"" Dia x 2.010"" L (25.15mm x 51.05mm)","0.437"" (11.10mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-10.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0481A.JPG,527-1028-ND,F0481A,Pontiac Coil Inc.,SOLENOID PULL CONTINUOUS 12V,111,0,"29.48000","0","1","L-10-2","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","12VDC","0.750"" (19.05mm)","8W","18Ohm","3/4-24 UNS-2A","Panel Mount","Wire Leads","2.010"" Dia x 0.990"" L (51.05mm x 25.15mm)","0.437"" (11.10mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSOS-0416-D.pdf,//media.digikey.com/Photos/Delta%20Photos/DSOS-Series.jpg,1144-1400-ND,DSOS-0416-18D,Delta Electronics,"DC SOLENOID, OPEN FRAME PUSH TYP",289,0,"5.50000","0","1","DSOS","Active","Electromechanical","Open Frame (Push)","Intermittent","18VDC","0.060"" (1.52mm)","3.6W","88Ohm","-","Chassis Mount","-","0.622"" L x 0.304"" W x 0.393"" H (15.80mm x 7.72mm x 9.98mm)","0.165"" (4.19mm)","Round"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSML-0224.pdf,//media.digikey.com/photos/Delta%20Photos/DSML-0224-05.jpg,1144-1323-ND,DSML-0224-18,Delta Electronics,SOLENOID PULL PULSE 18V,117,0,"9.13000","0","1","DSML","Active","Electromechanical","Open Frame (Pull)","Pulse","18VDC","0.200"" (5.08mm)","13W","24.6Ohm","-","Chassis Mount","Wire Leads","0.910"" L x 0.280"" W x 0.330"" H (23.11mm x 7.11mm x 8.38mm)","0.130"" (3.30mm)","Round"
http://www.deltaww.com/filecenter/Products/download/04/0409/SFA%20DSOL-0630_0307.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-Series.jpg,1144-1407-ND,DSOL-0630-18E,Delta Electronics,"DC SOLENOID, OPEN FRAME PULL TYP",324,0,"12.40000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Intermittent","18VDC","0.500"" (12.70mm)","8.5W","38Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/SFA%20DSOL-0630_0307.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-Series.jpg,1144-1406-ND,DSOL-0630-18C,Delta Electronics,"DC SOLENOID, OPEN FRAME PULL TYP",323,0,"12.40000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Continuous","18VDC","0.500"" (12.70mm)","4.8W","66Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSOL-1333_Spec.pdf,//media.digikey.com/Photos/Delta%20Photos/DSOL-1333-36.JPG,1144-1307-ND,DSOL-1333-36A,Delta Electronics,SOLENOID PULL CONTINUOUS 36V,113,0,"13.61000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Continuous","36VAC","0.500"" (12.70mm)","10W","130Ohm","-","Chassis Mount","Quick Connect","1.250"" L x 1.280"" W x 1.380"" H (32.51mm x 31.75mm x 35.05mm)","0.500"" (12.70mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1415-ND,DSML-1153-18P,Delta Electronics,SOLENOID LATCH PULL PULSE 18V,297,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Pulse","18VDC","0.750"" (19.05mm)","70W","4.4Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1413-ND,DSML-1153-18C,Delta Electronics,SOLENOID LATCH PULL CONT 18V,296,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Continuous","18VDC","0.750"" (19.05mm)","7W","45.8Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1414-ND,DSML-1153-18E,Delta Electronics,SOLENOID LATCH PULL INTER 18V,295,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Intermittent","18VDC","0.750"" (19.05mm)","20W","16.8Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-11.pdf,//media.digikey.com/photos/Pontiac%20Coil%20Inc%20Photos/F0432A.JPG,527-1009-ND,F0432A,Pontiac Coil Inc.,SOLENOID PULL INTERMITTENT 12V,546,0,"19.53000","0","1","L-11","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.750"" (19.05mm)","19W","7.6Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.870"" L x 0.940"" W x 1.190"" H (47.50mm x 20.57mm x 30.23mm)","0.312"" (7.93mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-22.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0412A.JPG,527-1001-ND,F0412A,Pontiac Coil Inc.,SOLENOID PULL INTERMITTENT 12V,513,0,"19.63000","0","1","L-22","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.500"" (12.70mm)","8.5W","16.9Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-20.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0423A.JPG,527-1006-ND,F0423A,Pontiac Coil Inc.,SOLENOID PULL CONTINUOUS 24V,143,0,"24.09000","0","1","L-20","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","0.500"" (12.70mm)","6.4W","90Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.810"" W x 0.940"" H (29.46mm x 20.57mm x 23.88mm)","0.312"" (7.93mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-20.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0421A.JPG,527-1004-ND,F0421A,Pontiac Coil Inc.,SOLENOID PULL CONTINUOUS 12V,141,0,"25.32000","0","1","L-20","Active","Electromechanical","Open Frame (Pull)","Continuous","12VDC","0.500"" (12.70mm)","6.4W","22.5Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.810"" W x 0.940"" H (29.46mm x 20.57mm x 23.88mm)","0.312"" (7.93mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/M-22.pdf,//media.digikey.com/photos/Pontiac%20Coil%20Inc%20Photos/G0403A.JPG,527-1038-ND,G0403A,Pontiac Coil Inc.,SOLENOID LATCH PULL PULSE 12V,94,0,"28.16000","0","1","M-22","Active","Electromechanical","Open Frame Latching (Pull)","Pulse","12VDC","0.250"" (6.35mm)","40W","3.6Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Pontiac%20Coil%20Inc%20PDFs/G041xA_Dwg.PDF,//media.digikey.com/photos/Pontiac%20Coil%20Inc%20Photos/G0412A.JPG,527-1043-ND,G0412A,Pontiac Coil Inc.,SOLENOID LATCH PULL INTER 12V,352,0,"31.59000","0","1","M-82","Active","Electromechanical","Open Frame Latching (Pull)","Intermittent","12VDC","0.750"" (19.05mm)","20W","7.5Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm), 0.110"" (2.8mm)","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-15.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0492A.JPG,527-1033-ND,F0492A,Pontiac Coil Inc.,SOLENOID PULL INTERMITTENT 12V,186,0,"51.17000","0","1","L-15-2","Active","Electromechanical","Closed Frame (Pull), Tubular","Intermittent","12VDC","1.250"" (31.75mm)","60W","2.2Ohm","1-27 UNS-2A","Panel Mount","Wire Leads","1.490"" Dia x 2.380"" L (37.85mm x 60.45mm)","0.500"" (12.70mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/C5-XXX-B-1.pdf,-,2024-1059-ND,C5-267-B-1,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID C5 - 24 VDC,721,0,"10.08000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","0.125"" (3.18mm)","3W","191.7Ohm","-","Chassis Mount","Quick Connect","0.940"" L x 0.410"" W x 0.460"" H (23.88mm x 10.41mm x 11.68mm)","0.157"" (4.00mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/C5-XXX-B-1.pdf,-,2024-1058-ND,C5-272-B-1,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID C5 - 12 VDC,220,0,"10.08000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.125"" (3.18mm)","12W","11.5Ohm","-","Chassis Mount","Quick Connect","0.940"" L x 0.410"" W x 0.460"" H (23.88mm x 10.41mm x 11.68mm)","0.157"" (4.00mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B17-2XX-A-1.pdf,-,2024-1045-ND,B17-254-A-1,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B17 - 12 VDC,250,0,"12.04000","0","1","-","Active","Electromechanical","Open Frame (Pull)","-","-","-","-","89Ohm","-","Chassis Mount","Wire Leads","0.790"" L x 0.510"" W x 0.590"" H (20.07mm x 12.95mm x 14.99mm)","0.190"" (4.83mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B17-2XX-A-1.pdf,-,2024-1046-ND,B17-255-A-1,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B17 - 12 VDC,239,0,"12.04000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.100"" (2.54mm)","6.4W","21.9Ohm","-","Chassis Mount","Wire Leads","0.790"" L x 0.510"" W x 0.590"" H (20.07mm x 12.95mm x 14.99mm)","0.190"" (4.83mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B17-2XX-A-1.pdf,-,2024-1047-ND,B17-253-A-1,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B17 - 24 VDC,232,0,"12.04000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","0.100"" (2.54mm)","1.6W","337Ohm","-","Chassis Mount","Wire Leads","0.790"" L x 0.510"" W x 0.590"" H (20.07mm x 12.95mm x 14.99mm)","0.190"" (4.83mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B12-2XX-B-3.pdf,-,2024-1030-ND,B12-254-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B12 - 12 VDC,248,0,"12.38000","0","1","-","Active","Electromechanical","Open Frame (Pull)","-","-","-","-","110.8Ohm","-","Chassis Mount","Wire Leads","0.630"" L x 0.320"" W x 0.400"" H (16.00mm x 8.13mm x 10.16mm)","0.157"" (4.00mm)","Round"
https://library.johnsonelectric.com/2d/solenoids/B12-2XX-B-3.pdf,-,2024-1031-ND,B12-255-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B12 - 12 VDC,248,0,"12.38000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.100"" (2.54mm)","5.2W","27.7Ohm","-","Chassis Mount","Wire Leads","0.630"" L x 0.320"" W x 0.400"" H (16.00mm x 8.13mm x 10.16mm)","0.157"" (4.00mm)","Round"
https://library.johnsonelectric.com/2d/solenoids/B12-2XX-B-3.pdf,-,2024-1032-ND,B12-253-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B12 - 24 VDC,248,0,"12.38000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","0.100"" (2.54mm)","1.3W","443.1Ohm","-","Chassis Mount","Wire Leads","0.630"" L x 0.320"" W x 0.400"" H (16.00mm x 8.13mm x 10.16mm)","0.157"" (4.00mm)","Round"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-0630_Series_Ds.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-0630.jpg,1144-1424-ND,DSML-0630-18P,Delta Electronics,SOLENOID LATCH PULL PULSE 18V,382,0,"13.65000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Pulse","18VDC","0.500"" (12.70mm)","40W","8Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-0630_Series_Ds.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-0630.jpg,1144-1423-ND,DSML-0630-18E,Delta Electronics,SOLENOID LATCH PULL INTER 18V,377,0,"13.65000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Intermittent","18VDC","0.500"" (12.70mm)","9W","38Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-0630_Series_Ds.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-0630.jpg,1144-1426-ND,DSML-0630-24E,Delta Electronics,SOLENOID LATCH PULL INTER 24V,372,0,"13.65000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Intermittent","24VDC","0.500"" (12.70mm)","9W","64Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-0630_Series_Ds.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-0630.jpg,1144-1420-ND,DSML-0630-12E,Delta Electronics,SOLENOID LATCH PULL INTER 12V,360,0,"13.65000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Intermittent","12VDC","0.500"" (12.70mm)","9W","16Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-0630_Series_Ds.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-0630.jpg,1144-1425-ND,DSML-0630-24C,Delta Electronics,SOLENOID LATCH PULL CONT 24V,353,0,"13.65000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Continuous","24VDC","0.500"" (12.70mm)","4W","144Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-0630_Series_Ds.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-0630.jpg,1144-1422-ND,DSML-0630-18C,Delta Electronics,SOLENOID LATCH PULL CONT 18V,220,0,"13.65000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Continuous","18VDC","0.500"" (12.70mm)","4W","82Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-0630_Series_Ds.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-0630.jpg,1144-1427-ND,DSML-0630-24P,Delta Electronics,SOLENOID LATCH PULL PULSE 24V,265,0,"13.65000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Pulse","24VDC","0.500"" (12.70mm)","40W","14Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B17-L-XXX-B-3.pdf,-,2024-1049-ND,B17-L-155-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B17-L - LATC,250,0,"13.73000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Intermittent","-","0.180"" (4.57mm)","1.6W","21.93Ohm","-","Chassis Mount","Wire Leads","1.120"" L x 0.512"" W x 0.594"" H (28.45mm x 13.01mm x 15.09mm)","0.190"" (4.83mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B17-L-XXX-B-3.pdf,-,2024-1048-ND,B17-L-154-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B17-L - LATC,245,0,"13.73000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Continuous","12VDC","0.180"" (4.57mm)","1.6W","89Ohm","-","Chassis Mount","Wire Leads","1.120"" L x 0.512"" W x 0.594"" H (28.45mm x 13.01mm x 15.09mm)","0.190"" (4.83mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B17-L-XXX-B-3.pdf,-,2024-1050-ND,B17-L-153-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B17-L - LATC,243,0,"13.73000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","0.180"" (4.57mm)","1.6W","337Ohm","-","Chassis Mount","Wire Leads","1.120"" L x 0.512"" W x 0.594"" H (28.45mm x 13.01mm x 15.09mm)","0.190"" (4.83mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B12P-2XX-B-3.pdf,-,2024-1033-ND,B12P-254-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B12P - 12 VD,247,0,"14.18000","0","1","-","Active","Electromechanical","Open Frame (Push)","-","-","-","-","110.8Ohm","-","Chassis Mount","Wire Leads","0.630"" L x 0.320"" W x 0.400"" H (16.00mm x 8.13mm x 10.16mm)","0.157"" (4.00mm)","Groove"
https://library.johnsonelectric.com/2d/solenoids/B12P-2XX-B-3.pdf,-,2024-1034-ND,B12P-255-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B12P - 12 VD,244,0,"14.18000","0","1","-","Active","Electromechanical","Open Frame (Push)","Intermittent","12VDC","0.100"" (2.54mm)","5.2W","27.7Ohm","-","Chassis Mount","Wire Leads","0.630"" L x 0.320"" W x 0.400"" H (16.00mm x 8.13mm x 10.16mm)","0.157"" (4.00mm)","Groove"
https://library.johnsonelectric.com/2d/solenoids/B12P-2XX-B-3.pdf,-,2024-1035-ND,B12P-253-B-3,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B12P - 24 VD,242,0,"14.18000","0","1","-","Active","Electromechanical","Open Frame (Push)","Continuous","24VDC","0.100"" (2.54mm)","1.3W","443.1Ohm","-","Chassis Mount","Wire Leads","0.630"" L x 0.320"" W x 0.400"" H (16.00mm x 8.13mm x 10.16mm)","0.157"" (4.00mm)","Groove"
https://library.johnsonelectric.com/2d/solenoids/B14HD-2XX-B-4.pdf,-,2024-1036-ND,B14HD-254-B-4,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B14HD - 12 V,250,0,"15.08000","0","1","-","Active","Electromechanical","Open Frame (Pull)","-","-","-","-","27.5Ohm","-","Chassis Mount","Wire Leads","1.460"" L x 0.790"" W x 1.020"" H (37.08mm x 20.07mm x 25.91mm)","0.390"" (9.91mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B14HD-2XX-B-4.pdf,-,2024-1037-ND,B14HD-257-B-4,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B14HD - 12 V,250,0,"15.08000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.500"" (12.70mm)","20.6W","7Ohm","-","Chassis Mount","Wire Leads","1.460"" L x 0.790"" W x 1.020"" H (37.08mm x 20.07mm x 25.91mm)","0.390"" (9.91mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B14HD-2XX-B-4.pdf,-,2024-1038-ND,B14HD-253-B-4,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B14HD - 24 V,238,0,"15.08000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","0.500"" (12.70mm)","5.5W","110.2Ohm","-","Chassis Mount","Wire Leads","1.460"" L x 0.790"" W x 1.020"" H (37.08mm x 20.07mm x 25.91mm)","0.390"" (9.91mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/B14HDP-2XX-B-4.pdf,-,2024-1042-ND,B14HDP-254-B-4,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B14HDP - 12,242,0,"16.54000","0","1","-","Active","Electromechanical","Open Frame (Push)","-","-","-","-","27.5Ohm","-","Chassis Mount","Wire Leads","1.460"" L x 0.790"" W x 1.020"" H (37.08mm x 20.07mm x 25.91mm)","0.390"" (9.91mm)","Groove"
https://library.johnsonelectric.com/2d/solenoids/B14HDP-2XX-B-4.pdf,-,2024-1044-ND,B14HDP-253-B-4,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B14HDP - 24,238,0,"16.54000","0","1","-","Active","Electromechanical","Open Frame (Push)","Continuous","24VDC","0.500"" (12.70mm)","5.5W","110.2Ohm","-","Chassis Mount","Wire Leads","1.460"" L x 0.790"" W x 1.020"" H (37.08mm x 20.07mm x 25.91mm)","0.390"" (9.91mm)","Groove"
https://library.johnsonelectric.com/2d/solenoids/B14HDP-2XX-B-4.pdf,-,2024-1043-ND,B14HDP-257-B-4,"Ledex Dormeyer Saia, a Division of Johnson Electric",OPEN FRAME SOLENOID B14HDP - 12,231,0,"16.54000","0","1","-","Active","Electromechanical","Open Frame (Push)","Intermittent","12VDC","0.500"" (12.70mm)","20.6W","7Ohm","-","Chassis Mount","Wire Leads","1.460"" L x 0.790"" W x 1.020"" H (37.08mm x 20.07mm x 25.91mm)","0.390"" (9.91mm)","Groove"
