Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Motor Type","Control / Drive Type","Number of Motors","Voltage - Load","Current - Output","Wattage - Load","Voltage - Supply","Interface","Mounting Type","Operating Temperature","Features","For Use With/Related Products"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865609,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2865492.jpg,277-17312-ND,2865609,Phoenix Contact,SOLENOID DRIVER 0.04A 10.5V LOAD,3,0,"194.51000","0","1","EX-I","Active","Module","Solenoid","Solenoid","1","10.5V","0.04A","1.4W","Loop Power","-","DIN Rail","-20°C ~ 55°C","-","EX-I Series"
//media.digikey.com/pdf/Data%20Sheets/Sensata/DRMS_DS.pdf,//media.digikey.com/Photos/Sensata%20Tech%20Photos/DRMS48D91.jpg,CC2766-ND,DRMS48D91,Sensata-Crydom,HYBRID MOTOR STARTER DIN,5,0,"201.89000","0","1","DRMS","Active","Module","AC Motor","Motor Starter, Reversible","1","200 ~ 480V","9A","4000W","10 ~ 30VDC","-","DIN Rail","0°C ~ 60°C","Load Monitor","DRMS Series"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-3230_hardware_manual.pdf,//media.digikey.com/photos/Trinamic%20Motion%20Control%20Photos/TMCM-3230-CANOPEN.JPG,1460-1235-ND,TMCM-3230-CANOPEN,Trinamic Motion Control GmbH,BOARD CONTROL STEPPER MOTOR CANO,12,0,"206.40000","0","1","TMCM","Active","Board","Stepper","Stepper, Bipolar","3","12 ~ 24V","1A","-","12 ~ 24VDC","CAN, SPI, UART","Chassis Mount","-30°C ~ 40°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2906059.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903910.jpg,277-17334-ND,2906059,Phoenix Contact,MOTOR STARTER REV 2.4A 42-550V,2,126,"209.09000","0","1","ELR","Active","Module","AC Motor","Motor Starter, Reversible","3","42 ~ 550V","2.4A","4.1W","24VDC","-","DIN Rail","5°C ~ 70°C","-","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/2900420.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2900420.jpg,277-17321-ND,2900420,Phoenix Contact,MOTOR STARTER REV 2.4A 42-550V,3,2,"217.30000","0","1","ELR","Active","Module","AC Motor","Motor Starter, Reversible","3","42 ~ 550V","2.4A","4.1W","230VAC","-","DIN Rail","-25°C ~ 70°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sensata/DRMS_DS.pdf,//media.digikey.com/Photos/Sensata%20Tech%20Photos/DRMS48D92.jpg,CC2767-ND,DRMS48D92,Sensata-Crydom,HYBRID MOTOR STARTER SS/ST DIN,5,0,"220.50000","0","1","DRMS","Active","Module","AC Motor","Motor Starter, Reversible","1","200 ~ 480V","9A","4000W","10 ~ 30VDC","-","DIN Rail","0°C ~ 60°C","Load Monitor","DRMS Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_VFD-E_C_EN_20180301_web.pdf,-,2039-VFD007E43A-ND,VFD007E43A,Delta Electronics/Industrial Automation,"VFD-E, 1HP 460V, MICRO VECTOR DR",5,0,"224.91000","0","1","VFD-E","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","2.5A","750W","460VAC","RS-485","Chassis Mount, DIN Rail","-10°C ~ 50°C","-","VFD-E Series"
https://www.gavazzionline.com/pdf/RSE23bs.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSE2312-BS.jpg,1864-2805-ND,RSE2312-BS,Carlo Gavazzi Inc.,MTR SFT STRT SPC 230V 12A,2,0,"228.80000","0","1","RSE","Active","Module","AC Motor","Soft Start / Stop","1","230V","12A","-","24 ~ 110VAC/DC, 110 ~ 480VAC","-","DIN Rail","-20°C ~ 50°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sensata/DRMS_DS.pdf,//media.digikey.com/Photos/Sensata%20Tech%20Photos/DRMS48D93.jpg,CC2768-ND,DRMS48D93,Sensata-Crydom,HYBRID MOTOR STARTER SS/ST DIN,5,0,"245.21000","0","1","DRMS","Active","Module","AC Motor","Motor Starter, Reversible","1","200 ~ 480V","9A","4000W","10 ~ 30VDC","-","DIN Rail","0°C ~ 60°C","Load Monitor","DRMS Series"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_MS300_C_EN_20180122_web.pdf,-,2039-VFD11AMS23ANSAA-ND,VFD11AMS23ANSAA,Delta Electronics/Industrial Automation,"VFD-MS300, 3HP 2.2KW 230V 11A HD",5,0,"250.11000","0","1","MS300","Active","Module","AC Motor","Variable Frequency Drive (VFD)","4","-","11A","2200W","230VAC","USB, RS-485","Chassis Mount","-20°C ~ 60°C","-","MS300 Series"
https://www.gavazzionline.com/pdf/MC_RSGD_45_75mm_DS.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RSGD4012E0VD210.jpg,1864-2806-ND,RSGD4012E0VD210,Carlo Gavazzi Inc.,2PH S/ST 220-400V 12A I/P + O/L,2,0,"268.95000","0","1","RSGD","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 400V","12A","-","110 ~ 400VAC","RS-485","DIN Rail","-20°C ~ 60°C","-","-"
https://www.gavazzionline.com/pdf/RSBSAV2Ceng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RSBS2325A2V12C24.jpg,1864-2798-ND,RSBS2325A2V12C24,Carlo Gavazzi Inc.,1PH S/ST 230V 25A 240 CASE 6MM,2,0,"274.73000","0","1","RSB","Active","Module","AC Motor","Soft Start / Stop","1","230V","25A","-","230VAC","-","Chassis Mount, DIN Rail","-20°C ~ 65°C","-","-"
https://www.gavazzionline.com/pdf/MC_RSGD_45_75mm_DS.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSGD6012GGVD210.jpg,1864-2809-ND,RSGD6012GGVD210,Carlo Gavazzi Inc.,2PH S/ST 220-600V 12A I/P + O/L,2,0,"287.10000","0","1","RSGD","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 600V","12A","-","100 ~ 240VAC","RS-485","DIN Rail","-20°C ~ 60°C","-","-"
https://www.gavazzionline.com/pdf/RSE4003.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSE4812-B.jpg,1864-1253-ND,RSE4812-B,Carlo Gavazzi Inc.,SSR MOTOR SOFT START 480V 12A,6,0,"306.08000","0","1","RSE","Active","Module","AC Motor","Soft Start / Stop","1","277/480V","12A","-","24 ~ 110VAC/DC, 110 ~ 480VAC","-","Chassis Mount","-20°C ~ 50°C","-","-"
https://www.gavazzionline.com/pdf/RSE4003.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RSE2212-B.JPG,1864-2804-ND,RSE2212-B,Carlo Gavazzi Inc.,MTR DIN MT SOFT START 220V 12A,2,0,"306.08000","0","1","RSE","Active","Module","AC Motor","Soft Start / Stop","1","127/220V","12A","-","24 ~ 110VAC/DC, 110 ~ 480VAC","-","DIN Rail","-20°C ~ 50°C","-","-"
https://www.gavazzionline.com/pdf/RSBSAV2Ceng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSBS2332A2V12C24.jpg,1864-2799-ND,RSBS2332A2V12C24,Carlo Gavazzi Inc.,1PH S/ST 230V 32A 240 CASE 6MM,2,0,"315.15000","0","1","RSB","Active","Module","AC Motor","Soft Start / Stop","1","230V","32A","-","230VAC","-","Chassis Mount, DIN Rail","-20°C ~ 65°C","-","-"
http://www.ia.omron.com/data_pdf/cat/mx2-v1_i920-e1_14_7_csm1010813.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/3G3MX2-A4004-V1.jpg,Z7876-ND,3G3MX2-A2002-V1,Omron Automation and Safety,VARI FREQ DRIVE 1.6A 240V LOAD,2,46,"336.70000","0","1","MX2","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","240V","1.6A","200W","200 ~ 240VAC","-","Chassis Mount","-10°C ~ 50°C","-","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-6214_Hw1.30_Rev1.10.pdf,-,1460-1388-ND,TMCM-6214-CANOPEN,Trinamic Motion Control GmbH,STEPPER DRIVER 2A 10-30V,0,0,"340.07000","0","1","TMCM","Active","Board","Stepper","Stepper, Bipolar","6","9 ~ 30V","2A","-","24VDC","CAN, RS-232, RS-485, USB","Chassis Mount","-30°C ~ 40°C","-","-"
http://www.ia.omron.com/data_pdf/cat/mx2-v1_i920-e1_14_7_csm1010813.pdf,//media.digikey.com/photos/Omron%20Auto/3G3MX2-A2004-V1.JPG,Z7877-ND,3G3MX2-A2004-V1,Omron Automation and Safety,VARI FREQ DRIVE 3A 240V LOAD,7,38,"352.24000","0","1","MX2","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","240V","3A","400W","200 ~ 240VAC","-","Chassis Mount","-10°C ~ 50°C","-","-"
https://www.gavazzionline.com/pdf/RSE23bs.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RSGD4025E0VX210.jpg,1864-2807-ND,RSGD4025E0VX210,Carlo Gavazzi Inc.,2PH S/ST 220-400V 25A I/P + O/L,4,0,"364.98000","0","1","RSGD","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 400V","25A","-","110 ~ 400VAC","RS-485","DIN Rail","-20°C ~ 60°C","-","-"
http://catalog.ebmpapst.us/allpdfs/950.10040.V.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/MFG_VZ.VTD2440K4.jpg,381-3650-ND,VZ.VTD2440K4,ebm-papst Inc.,CONTROLLER FOR BLDC 24V 40A,10,0,"387.45000","0","1","-","Active","Module","Brushless (BLDC)","Brushless","1","24V","40A","-","18 VDC ~ 30 VDC","RS-485","Chassis Mount","-","-","-"
http://catalog.ebmpapst.us/allpdfs/950.10040.V.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/MFG_VZ.VTD2440K4.jpg,381-3651-ND,VZ.VTD4820K4,ebm-papst Inc.,CONTROLLER FOR BLDC 48V 20A,10,0,"387.45000","0","1","-","Active","Module","Brushless (BLDC)","Brushless","1","48V","20A","-","18 VDC ~ 53 VDC","RS-485","Chassis Mount","-","-","-"
https://www.gavazzionline.com/pdf/MC_RSGD_45_75mm_DS.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSGD6025GGVX210.jpg,1864-2810-ND,RSGD6025GGVX210,Carlo Gavazzi Inc.,2PH S/ST 220-600V 25A I/P + O/L,2,0,"394.24000","0","1","RSGD","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 600V","25A","-","100 ~ 240VAC","RS-485","DIN Rail","-20°C ~ 60°C","-","-"
http://www.ia.omron.com/data_pdf/cat/mx2-v1_i920-e1_14_7_csm1010813.pdf,//media.digikey.com/photos/Omron%20Auto/3G3MX2-A2007-V1.JPG,Z7878-ND,3G3MX2-A2007-V1,Omron Automation and Safety,VARI FREQ DRIVE 5A 240V LOAD,3,39,"424.76000","0","1","MX2","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","240V","5A","750W","200 ~ 240VAC","-","Chassis Mount","-10°C ~ 50°C","-","-"
https://www.gavazzionline.com/pdf/MC_RSWT_EN.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSWT4016E0V10.jpg,1864-2819-ND,RSWT4016E0V10,Carlo Gavazzi Inc.,3PH SSR 220-400V 16A I/P+O/L,2,0,"428.89000","0","1","RSWT","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 400V","16A","-","220 ~ 400VAC","-","DIN Rail","-20°C ~ 60°C","-","-"
http://www.ia.omron.com/data_pdf/cat/mx2-v1_i920-e1_14_7_csm1010813.pdf,//media.digikey.com/photos/Omron%20Auto/3G3MX2-AB004-V1.JPG,Z7886-ND,3G3MX2-AB004-V1,Omron Automation and Safety,VARI FREQ DRIVE 3A 240V LOAD,3,44,"435.12000","0","1","MX2","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","240V","3A","400W","200 ~ 240VAC","-","Chassis Mount","-10°C ~ 50°C","-","-"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_C2000_C_EN_20180131_web.pdf,-,2039-VFD007C23A-ND,VFD007C23A,Delta Electronics/Industrial Automation,"VFD-C2000, 1HP 230V, FOC & TRQ D",4,0,"466.20000","0","1","C2000","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","5A","750W","230VAC","CAN","Chassis Mount","-10°C ~ 50°C","-","C2000 Series"
https://www.gavazzionline.com/pdf/MC_RSWT_EN.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RSWT4025E0V10.jpg,1864-2820-ND,RSWT4025E0V10,Carlo Gavazzi Inc.,3PH SSR 220-400V 25A I/P+O/L,2,0,"478.17000","0","1","RSWT","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 400V","25A","-","220 ~ 400VAC","-","DIN Rail","-20°C ~ 60°C","-","-"
http://www.ia.omron.com/data_pdf/cat/mx2-v1_i920-e1_14_7_csm1010813.pdf,//media.digikey.com/photos/Omron%20Auto/3G3MX2-A2015-V1.JPG,Z7879-ND,3G3MX2-A2015-V1,Omron Automation and Safety,VARI FREQ DRIVE 8A 240V LOAD,3,40,"523.18000","0","1","MX2","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","240V","8A","1.5kW","200 ~ 240VAC","-","Chassis Mount","-10°C ~ 50°C","-","-"
http://www.ia.omron.com/data_pdf/cat/mx2-v1_i920-e1_14_7_csm1010813.pdf,//media.digikey.com/Photos/Omron%20Auto/3G3MX2-AB007-V1.JPG,Z7887-ND,3G3MX2-AB007-V1,Omron Automation and Safety,VARI FREQ DRIVE 5A 240V LOAD,2,21,"523.18000","0","1","MX2","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","240V","5A","750W","200 ~ 240VAC","-","Chassis Mount","-10°C ~ 50°C","-","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-3351_hardware_manual_Hw1.00_Rev0.91.pdf,-,1460-1277-ND,TMCM-3351-CANOPEN,Trinamic Motion Control GmbH,STEPPER MOTOR CONTROLLER/DRIVER,10,0,"531.77000","0","1","TMCM","Active","Module","Stepper","Stepper, Bipolar","3","-","3A","-","11 ~ 28VDC","CAN, RS-232, RS-485, USB","Chassis Mount","-","-","-"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-3351_hardware_manual_Hw1.00_Rev0.91.pdf,-,1460-1278-ND,TMCM-3351-TMCL,Trinamic Motion Control GmbH,STEPPER MOTOR CONTROLLER/DRIVER,5,0,"531.77000","0","1","TMCM","Active","Module","Stepper","Stepper, Bipolar","3","-","3A","-","11 ~ 28VDC","CAN, RS-232, RS-485, USB","Chassis Mount","-","-","-"
https://www.gavazzionline.com/pdf/MC_RSWT_EN.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSWT6016GGV10.jpg,1864-2827-ND,RSWT6016GGV10,Carlo Gavazzi Inc.,3PH SSR 220-600V 16A O/L,2,0,"544.39000","0","1","RSWT","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 600V","16A","-","100 ~ 240VAC","-","DIN Rail","-20°C ~ 60°C","-","-"
http://www.deltaww.com/filecenter/Products/download/06/060101/Catalogue/DELTA_IA-MDS_C2000_C_EN_20180131_web.pdf,-,2039-VFD022C43A-ND,VFD022C43A,Delta Electronics/Industrial Automation,"VFD-C2000, 3HP 460V, FOC & TRQ D",5,0,"556.29000","0","1","C2000","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","-","6A","2200W","460VAC","CAN","Chassis Mount","-10°C ~ 50°C","-","C2000 Series"
https://www.gavazzionline.com/pdf/MC_RSGD_45_75mm_DS.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSGD4045E0VX210.jpg,1864-2808-ND,RSGD4045E0VX210,Carlo Gavazzi Inc.,2PH S/ST 220-400V 45A I/P + O/L,2,0,"562.10000","0","1","RSGD","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 400V","45A","-","110 ~ 400VAC","RS-485","DIN Rail","-20°C ~ 60°C","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MCDHT3520E.jpg,1110-4398-ND,MADHT1505E,Panasonic Industrial Automation Sales,SERVO DRIVER 10A 240V LOAD,5,0,"590.00000","0","1","MINAS A5E","Active","Module","Servo","Servo AC","1","240V","10A","200W","200 ~ 240VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A5 Series"
https://www.gavazzionline.com/pdf/MC_RSWT_EN.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSWT6025GGV10.jpg,1864-2828-ND,RSWT6025GGV10,Carlo Gavazzi Inc.,3PH SSR 220-600V 25A O/L,2,0,"601.37000","0","1","RSWT","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 600V","25A","-","100 ~ 240VAC","-","DIN Rail","-20°C ~ 60°C","-","-"
http://www.ia.omron.com/data_pdf/cat/mx2-v1_i920-e1_14_7_csm1010813.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/3G3MX2-A4004-V1.jpg,Z7882-ND,3G3MX2-A4007-V1,Omron Automation and Safety,VARI FREQ DRIVE 3.4A 480V LOAD,2,47,"611.24000","0","1","MX2","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","480V","3.4A","750W","380 ~ 480VAC","-","Chassis Mount","-10°C ~ 50°C","-","-"
https://www.gavazzionline.com/pdf/MC_RSGD_45_75mm_DS.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RSGD6045GGVX210.jpg,1864-2811-ND,RSGD6045GGVX210,Carlo Gavazzi Inc.,2PH S/ST 220-600V 45A I/P + O/L,2,0,"618.31000","0","1","RSGD","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 600V","45A","-","100 ~ 240VAC","RS-485","DIN Rail","-20°C ~ 60°C","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4199-ND,MADLN15SE,Panasonic Industrial Automation Sales,SERVO DRIVE A6N 200V 100W,4,0,"620.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","200V","8A","200W","200VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4196-ND,MADLN01SE,Panasonic Industrial Automation Sales,SERVO DRIVE A6N 100V 50W,3,0,"620.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","100V","6A","50W","100VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4198-ND,MADLN11SE,Panasonic Industrial Automation Sales,SERVO DRIVE A6N 100V 100W,3,0,"620.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","100V","8A","100W","100VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4201-ND,MBDLN25SE,Panasonic Industrial Automation Sales,SERVO DRIVE A6N 200V 400W,3,0,"630.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","200V","12A","400W","200VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4200-ND,MBDLN21SE,Panasonic Industrial Automation Sales,SERVO DRIVE A6N 100V 200W,3,0,"630.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","100V","12A","200W","100VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
http://www.deltaww.com/filecenter/Products/download/06/060201/Catalogue/DELTA_IA-ASDA_ASDA-A2_C_EN_20180302.pdf,-,2039-ASD-A2-0121-M-ND,ASD-A2-0121-M,Delta Electronics/Industrial Automation,"A2 SERVO DRIVE, 100W, 230V 1PH/3",6,0,"643.86000","0","1","ASDA-A2","Active","Module","Servo","Servo AC","1","-","0.9A","100W","220VAC","CAN, RS-485","Chassis Mount","0°C ~ 55°C","-","ASDA-A2 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,-,1110-4397-ND,MADHT1505,Panasonic Industrial Automation Sales,SERVO DRIVER 10A 240V LOAD,5,0,"650.00000","0","1","MINAS A5","Active","Module","Servo","Servo AC","1","240V","10A","200W","200 ~ 240VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A5 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,-,1110-4399-ND,MADHT1507,Panasonic Industrial Automation Sales,SERVO DRIVER 10A 240V LOAD,3,0,"650.00000","0","1","MINAS A5","Active","Module","Servo","Servo AC","1","240V","10A","200W","200 ~ 240VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A5 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,-,1110-4268-ND,MADHT1107,Panasonic Industrial Automation Sales,SERVO DRIVER 10A 120V LOAD,2,0,"650.00000","0","1","MINAS A5","Active","Module","Servo","Servo AC","1","120V","10A","200W","100 ~ 120VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A5 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,-,1110-4270-ND,MBDHT2110,Panasonic Industrial Automation Sales,SERVO DRIVER 15A 120V LOAD,2,0,"660.00000","0","1","MINAS A5","Active","Module","Servo","Servo AC","1","120V","15A","400W","100 ~ 120VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A5 Series"
http://www.ia.omron.com/data_pdf/cat/mx2-v1_i920-e1_14_7_csm1010813.pdf,//media.digikey.com/photos/Omron%20Auto/3G3MX2-A4015-V1.JPG,Z7883-ND,3G3MX2-A4015-V1,Omron Automation and Safety,VARI FREQ DRIVE 4.8A 480V LOAD,2,46,"678.58000","0","1","MX2","Active","Module","AC Motor","Variable Frequency Drive (VFD)","1","480V","4.8A","1.5kW","380 ~ 480VAC","-","Chassis Mount","-10°C ~ 50°C","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4113-ND,MADLN15SG,Panasonic Industrial Automation Sales,SERVO DRIVE A6 RS485 8A 200V W/O,12,0,"680.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","200V","8A","200W","200VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4112-ND,MADLN05SG,Panasonic Industrial Automation Sales,SERVO DRIVE A6 RS485 6A 200V W/O,8,0,"680.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","200V","6A","100W","200VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4114-ND,MADLN11SG,Panasonic Industrial Automation Sales,SERVO DRIVE A6 RS485 8A 100V W/O,8,0,"680.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","100V","8A","100W","100VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4116-ND,MBDLN21SG,Panasonic Industrial Automation Sales,SERVO DRIVE A6 RS485 12A 100V W/,11,0,"690.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","100V","12A","200W","100VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4115-ND,MBDLN25SG,Panasonic Industrial Automation Sales,SERVO DRIVE A6 RS485 12A 200V W/,10,0,"690.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","200V","12A","400W","200VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www.gavazzionline.com/pdf/MC_RSWT_EN.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RSWT4032F0V110.jpg,1864-2821-ND,RSWT4032F0V110,Carlo Gavazzi Inc.,3PH SSR 220-400V 32A I/P+O/L,2,0,"733.59000","0","1","RSWT","Active","Module","AC Motor","Soft Start / Stop","1","220 ~ 400V","32A","-","24VAC","-","DIN Rail","-20°C ~ 60°C","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,//media.digikey.com/photos/Panasonic%20Photos/MADLT15SF.JPG,1110-4104-ND,MADLT15SF,Panasonic Industrial Automation Sales,SERVO DRIVE A6 RS485 8A 200V W/,5,0,"740.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","200V","8A","200W","200VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
-,-,1110-4105-ND,MADLT11SF,Panasonic Industrial Automation Sales,SERVO DRIVE A6 RS485 8A 100V W/,4,0,"740.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","100V","8A","100W","100VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4203-ND,MCDLN35SE,Panasonic Industrial Automation Sales,SERVO DRIVE A6N 200V 750W,3,0,"740.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","200V","22A","750W","200VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,-,1110-4202-ND,MCDLN31SE,Panasonic Industrial Automation Sales,SERVO DRIVE A6N 100V 400W,3,0,"740.00000","0","1","MINAS A6","Active","Module","Servo","Servo AC","1","100V","22A","400W","100VAC","RS-232, RS-485, USB","Chassis Mount","0°C ~ 55°C","-","MINAS A6 Series"
