Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Usage","Specifications"
-,//media.digikey.com/Photos/Panasonic%20Photos/MFECA0030ESE.jpg,1110-3624-ND,MFECA0030ESE,Panasonic Industrial Automation Sales,3M 1.0KW 5.0KW ABSOLUTE ENCODER,3,0,"323.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor with Encoder","3 Meters"
-,//media.digikey.com/Photos/Panasonic%20Photos/MFECA0050ESE.jpg,1110-3635-ND,MFECA0050ESE,Panasonic Industrial Automation Sales,5M 1.0KW 5.0KW ABSOLUTE ENCODER,3,0,"356.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor with Encoder","5 Meters"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFMCA0032ECD.jpg,1110-3644-ND,MFMCA0032ECD,Panasonic Industrial Automation Sales,3M 400W 1.5KW POWER CABLE W/OUT,3,0,"394.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor","3 Meters"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/acs/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFMCA0032FCT.jpg,1110-3646-ND,MFMCA0032FCT,Panasonic Industrial Automation Sales,3M 2.0KW POWER CABLE W BRAKE,2,0,"424.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor with Brake","3 Meters"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/acs/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFMCA0032FCD.jpg,1110-3645-ND,MFMCA0032FCD,Panasonic Industrial Automation Sales,3M 0.9KW 2.0KW POWER CABLE,8,0,"425.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor with Brake","3 Meters"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFMCA0032ECD.jpg,1110-3648-ND,MFMCA0052ECD,Panasonic Industrial Automation Sales,5M 400W 1.5KW POWER CABLE,2,0,"438.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor","5 Meters"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/acs/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/photos/Panasonic%20Photos/MFMCD00xxxECD.jpg,1110-3015-ND,MFMCD0102ECD,Panasonic Industrial Automation Sales,10M 1.0KW 2.0KW POWER CABLE,2,0,"464.00000","0","1","-","Active","Cable Assembly","MINAS A5 Series","Motor","10 Meters"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20036.jpg,1110-3583-ND,DV0PM20036,Panasonic Industrial Automation Sales,A5 MOTOR & ENCODER CONN KIT,7,0,"750.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20038.jpg,1110-3584-ND,DV0PM20038,Panasonic Industrial Automation Sales,A5 MOTOR & ENCODER CONN KIT,5,0,"870.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20056.jpg,1110-3596-ND,DV0PM20056,Panasonic Industrial Automation Sales,MOTOR CONN,2,0,"900.00000","0","1","-","Active","Connector Kit","MINAS A5 Series","-","-"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20043.jpg,1110-3587-ND,DV0PM20043,Panasonic Industrial Automation Sales,NOISE FILTER,2,0,"1100.00000","0","1","-","Active","Noise Filter","MINAS A5 Series","-","200V"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/acs/minas-a5-2_ctlg_e_201504.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0P4220.JPG,1110-3566-ND,DV0P4220,Panasonic Industrial Automation Sales,NOISE FILTER 145MM X 70MM,2,0,"1836.01000","0","1","-","Active","Noise Filter","MINAS A4 Series","-","500V, 30A"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0036_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0036.jpg,1738-1329-ND,FIT0036,DFRobot,PLASTIC SERVO HORN,26,0,"1.96000","0","1","-","Active","Servo Horn","DF Series","-","20mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/DV0PM20094.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DV0PM20094.JPG,1110-4380-ND,DV0PM20094,Panasonic Industrial Automation Sales,PLUG SAFETY BYPASS A5/A6 SERVO,26,0,"14.89000","0","1","-","Active","Bypass Plug","MINAS A6, MINAS A5 Series (Excluding A6SE, A6SG, A5IIE, A5E Series)","-","-"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CNK81S.jpg,Z9958-ND,R88A-CNK81S,Omron Automation and Safety,SAFETY CONNECTOR,17,0,"40.66000","0","1","-","Active","Connector Kit","SMARTSTEP2 Series","-","Safety"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,-,1110-4216-ND,MX7G15BA,Panasonic Industrial Automation Sales,GEARHEAD 1/15 RATIO 70MM,10,0,"41.41000","0","1","-","Active","Gearbox","Shin-G Series","Motor","1/15 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MX6G12.5BA.jpg,1110-4212-ND,MX6G12.5BA,Panasonic Industrial Automation Sales,GEARHEAD 1/12.5 RATIO 60MM METRI,9,0,"43.63000","0","1","-","Active","Gearbox","Shin-G Series","Motor","1/12.5 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MX6G90B.jpg,1110-4214-ND,MX6G90B,Panasonic Industrial Automation Sales,GEARHEAD 1/90 RATIO 60MM,6,0,"49.55000","0","1","-","Active","Gearbox","Shin-G Series","Motor","1/90 Ratio"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,//media.digikey.com/photos/Panasonic%20Photos/MX7G120B.jpg,1110-4215-ND,MX7G120B,Panasonic Industrial Automation Sales,GEARHEAD 1/120 RATIO 70MM,10,0,"56.94000","0","1","-","Active","Gearbox","Shin-G Series","Motor","1/120 Ratio"
-,//media.digikey.com/Photos/Omron%20Auto/R88A-CSK003S-E.jpg,Z9978-ND,R88A-CSK003S-E,Omron Automation and Safety,G5 SAFETY CABLE,17,25,"64.38000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Safety","3 Meters"
-,-,Z9935-ND,R7A-CPZ001S,Omron Automation and Safety,CABLE SMARTSTEP JR CONTROL 1M,2,0,"75.92000","0","1","-","Active","Cable Assembly","SMARTSTEP Junior Series","Motor Driver","1 Meter"
https://industrial.panasonic.com/content/data/MT/PDF/catalog/en/gr/shin-G_ctlg_e_201604.pdf,//media.digikey.com/photos/Panasonic%20Photos/MX7G120B.jpg,1110-4221-ND,MZ9G5B,Panasonic Industrial Automation Sales,GEARHEAD 1/5 RATIO 90MM,5,0,"82.12000","0","1","-","Active","Gearbox","Shin-G Series","Motor","1/5 Ratio"
http://www.omron.com.au/data_pdf/cat/r88m-g_r7d-bp_i813-e1_9_7_csm2685.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-RR08050S.jpg,Z9988-ND,R88A-RR08050S,Omron Automation and Safety,RESISTOR REGENERATION 80W 50 OHM,6,53,"90.29000","0","1","-","Active","Braking Resistor","SMARTSTEP2 Series","-","50Ohm, 80W"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/photos/Omron%20Auto/R88A-CNK11A.jpg,Z9956-ND,R88A-CNK11A,Omron Automation and Safety,CONNECTOR FOR POWER CABLE,3,0,"97.81000","0","1","-","Active","Connector Kit","SMARTSTEP2 Series","-","Power"
-,-,Z12659-ND,R88A-CRGB003C,Omron Automation and Safety,3M ENCODER CABLE CRGB,2,46,"102.29000","0","1","-","Active","Cable Assembly","Accurax G Series","Motor with Encoder","3 Meters"
-,-,Z9965-ND,R88A-CRGA003C,Omron Automation and Safety,3M ENCODER CABLE CRGA,2,0,"103.34000","0","1","-","Active","Cable Assembly","Accurax G Series","Motor with Encoder","3 Meters"
-,//media.digikey.com/Photos/Omron%20Auto/R88A-CPKB001S-E.jpg,Z9961-ND,R88A-CPKB001S-E,Omron Automation and Safety,1M G5 FLYINGLEADCABLE 26PIN,3,4,"104.40000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Control","1 Meter"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-FIK102-RE.jpg,Z9980-ND,R88A-FIK102-RE,Omron Automation and Safety,SERVO DRIVE FILTER 2.4A 250VAC,4,19,"105.34000","0","1","-","Active","Noise Filter","Accurax G5 Series","-","120V, 2.4A"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CNK04R.JPG,Z9955-ND,R88A-CNK04R,Omron Automation and Safety,CONNECTOR FOR ENCODER CABLE,3,0,"106.59000","0","1","-","Active","Connector Kit","SMARTSTEP2 Series","-","Encoder"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,-,Z9981-ND,R88A-FIK104-RE,Omron Automation and Safety,SERVO DRIVE FILTER 4.1A 250VAC,2,9,"106.59000","0","1","-","Active","Noise Filter","Accurax G5 Series","-","120V, 4.1A"
-,-,Z9962-ND,R88A-CPKB002S-E,Omron Automation and Safety,2M G5 FLYINGLEADCABLE 26PIN,3,12,"108.78000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Control","2 Meters"
-,//media.digikey.com/Photos/Omron%20Auto/R88A-BAT01G.JPG,Z9940-ND,R88A-BAT01G,Omron Automation and Safety,BATTERY ABSOLUTE ENCODER,3,44,"111.89000","0","1","-","Active","Battery","Accurax G5 Series","-","Lithium, 3.6V"
http://www.omron.com.au/data_pdf/cat/r88m-g_r7d-bp_i813-e1_9_7_csm2685.pdf,//media.digikey.com/Photos/Omron%20Auto/R7A-CAB003SR.jpg,Z9924-ND,R7A-CAB003SR,Omron Automation and Safety,CABLE SERVOMOTOR FOR CNB 3M,2,0,"113.34000","0","1","-","Active","Cable Assembly","SMARTSTEP2 Series","Motor","3 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30627-M3.pdf,-,889-2691-ND,P30627-M3,Amphenol Sine Systems Corp,MOTOR CABLE 8POS 3M,5,0,"114.92000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","3 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CRKA001-5CR-E.jpg,Z9967-ND,R88A-CRKA001-5CR-E,Omron Automation and Safety,1.5M CRKA HIGH FLEX ENCODER CA,2,5,"115.81000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Encoder","1.5 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-FIK107-RE.jpg,Z9982-ND,R88A-FIK107-RE,Omron Automation and Safety,SERVO DRIVE FILTER 6.6A 250VAC,2,24,"118.27000","0","1","-","Active","Noise Filter","Accurax G5 Series","-","120V, 6.6A"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/Motion_Control_Br.pdf,-,Z9973-ND,R88A-CRWA003C,Omron Automation and Safety,ENCODER CABLE 3M,2,0,"124.32000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Encoder","3 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/photos/Omron%20Auto/R88A-CAGB001-5SR-E.jpg,Z9946-ND,R88A-CAGB001-5SR-E,Omron Automation and Safety,CABLE HIGH FLEX POWER 1.5M,2,0,"129.50000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor","1.5 Meters"
-,//media.digikey.com/photos/Omron%20Auto/R88A-CRGB003CRE.jpg,Z9966-ND,R88A-CRGB003CRE,Omron Automation and Safety,3M ENCODER CABLE CRGB,2,0,"129.50000","0","1","-","Active","Cable Assembly","Accurax G Series","Motor with Encoder","3 Meters"
http://catalog.ebmpapst.us/allpdfs/250.30217.V.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/MFG_VZ.K4M16.G1M.jpg,381-3652-ND,VZ.K4M16.G1M,ebm-papst Inc.,CABLE FOR ECI K4 1M STRAIGHT,10,0,"134.12000","0","1","-","Active","Cable Assembly","-","Motor with Brake","1 Meter"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CAKA005BR-E.jpg,Z7985-ND,R88A-CAKA005BR-E,Omron Automation and Safety,5M CAKA HIGH FLEX BRAKE CABLE,5,23,"141.68000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Brake","5 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30628-M5.pdf,//media.digikey.com/Photos/Amphenol%20Photos/P30628-M5.jpg,889-2683-ND,P30628-M5,Amphenol Sine Systems Corp,MOTOR CABLE 4 POWER 2 SIGNAL 5M,5,0,"143.31000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","5 Meters"
https://www.trinamic.com/fileadmin/assets/Products/Modules_Documents/TMCM-0010-OPC_Hardware_Firmware_Manual_V1.00.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_TMCM-0010-OPC.jpg,1460-1391-ND,TMCM-0010-OPC,Trinamic Motion Control GmbH,OVER-VOLTAGE PROTECTION MODULE,10,0,"143.97000","0","1","-","Active","Voltage Protection Module","TMCM-0010 Series","Safety","USB"
http://www.amphenol-sine.com/pdf/datasheet/P30627-M5.pdf,//media.digikey.com/Photos/Amphenol%20Photos/P30627-M5.jpg,889-2692-ND,P30627-M5,Amphenol Sine Systems Corp,MOTOR CABLE 8POS 5M,4,0,"144.11000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","5 Meters"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/Motion_Control_Br.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CCW002P2.jpg,Z9953-ND,R88A-CCW002P2,Omron Automation and Safety,CABLE PC MONITORING 2M,3,22,"145.04000","0","1","-","Active","Cable Assembly","OMNUC W Series","Remote Operator","2 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/photos/Omron%20Auto/R88A-CRKA0xxCR-E.jpg,Z9968-ND,R88A-CRKA003CR-E,Omron Automation and Safety,3M CRKA HIGH FLEX ENCODER CABL,4,12,"147.84000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Encoder","3 Meters"
http://www.omron.com.au/data_pdf/cat/r88m-g_r7d-bp_i813-e1_9_7_csm2685.pdf,//media.digikey.com/Photos/Omron%20Auto/R7A-CAB005SR.jpg,Z9925-ND,R7A-CAB005SR,Omron Automation and Safety,CABLE SERVOMOTOR FOR CNB 5M,2,0,"147.84000","0","1","-","Active","Cable Assembly","SMARTSTEP2 Series","Motor","5 Meters"
https://www.fa.omron.com.cn/data_pdf/closed/mnu/i533-e1-04_r7m-a_r7d-ap.pdf,-,Z9927-ND,R7A-CCA002P2,Omron Automation and Safety,CABLE COMPUTER MONITOR DOS 2M,6,9,"150.22000","0","1","-","Active","Cable Assembly","Smartstep A Series","Remote Operator","2 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30626-M5.pdf,-,889-2688-ND,P30626-M5,Amphenol Sine Systems Corp,MOTOR CABLE 8POS 5M,5,0,"152.76000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","5 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-FIK114-RE.JPG,Z9983-ND,R88A-FIK114-RE,Omron Automation and Safety,SERVO DRIVE FILTER 14.2A 250VAC,3,10,"154.00000","0","1","-","Active","Noise Filter","Accurax G5 Series","-","120V, 14.2A"
http://www.omron.com.au/data_pdf/cat/r88m-g_r7d-bp_i813-e1_9_7_csm2685.pdf,-,Z9926-ND,R7A-CAB020S,Omron Automation and Safety,CABLE SERVOMOTOR FOR CNB 20M,2,3,"154.00000","0","1","-","Active","Cable Assembly","SMARTSTEP2 Series","Motor","20 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CRKA005CR-E.JPG,Z9969-ND,R88A-CRKA005CR-E,Omron Automation and Safety,5M CRKA HIGH FLEX ENCODER CABL,3,72,"160.16000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Encoder","5 Meters"
-,//media.digikey.com/Photos/Omron%20Auto/R7A-CPB001S.jpg,Z9933-ND,R7A-CPB001S,Omron Automation and Safety,CABLE UNIVER CONTROL FOR CN1 1M,2,14,"160.16000","0","1","-","Active","Cable Assembly","CP1H, CP1L Series","Motor Driver","1 Meter"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CAKA005BR-E.jpg,Z7987-ND,R88A-CAKA010BR-E,Omron Automation and Safety,10M CAKA HIGH FLEX BRAKE CABLE,2,27,"160.16000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Brake","10 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CAGB005SR-E.jpg,Z9947-ND,R88A-CAGB005SR-E,Omron Automation and Safety,CABLE HIGH FLEX POWER 5M,2,18,"165.76000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor","5 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CRKC003NR-E.jpg,Z9971-ND,R88A-CRKC003NR-E,Omron Automation and Safety,3M CRKC HIGH FLEX ENCODER CABL,2,0,"166.32000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Encoder","3 Meters"
-,//media.digikey.com/Photos/Omron%20Auto/R88A-CCM002P4-E.jpg,Z9952-ND,R88A-CCM002P4-E,Omron Automation and Safety,ANALOG MONITORING CABLE 1M,3,0,"169.26000","0","1","-","Active","Cable Assembly","Sigma-II Series","Programming","2 Meters"
-,//media.digikey.com/Photos/Omron%20Auto/R7A-CPB00xx.jpg,Z9934-ND,R7A-CPB002S,Omron Automation and Safety,CABLE UNIVER CONTROL FOR CN1 2M,2,48,"178.64000","0","1","-","Active","Cable Assembly","CP1H, CP1L Series","Motor Driver","2 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30629-M10.pdf,-,889-2687-ND,P30629-M10,Amphenol Sine Systems Corp,MOTOR CABLE 4 POWER 2 SIGNAL 10M,5,0,"180.81000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","10 Meters"
http://www.omron.com.au/data_pdf/cat/r88m-g_r88d-gt_i814-e1_14_1_csm2686.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CCG002P2.jpg,Z9951-ND,R88A-CCG002P2,Omron Automation and Safety,RS232 CABLE FOR G/R7 SERVO,2,8,"184.80000","0","1","-","Active","Cable Assembly","G Series","Communications","2 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/photos/Omron%20Auto/R88A-CRKA0xxCR-E.jpg,Z9970-ND,R88A-CRKA010CR-E,Omron Automation and Safety,10M CRKA HIGH FLEX ENCODER CAB,4,25,"190.96000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Encoder","10 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30627-M10.pdf,-,889-2693-ND,P30627-M10,Amphenol Sine Systems Corp,MOTOR CABLE 8POS 10M,5,0,"191.54000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","10 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30628-M10.pdf,//media.digikey.com/Photos/Amphenol%20Photos/P30628-M5.jpg,889-2684-ND,P30628-M10,Amphenol Sine Systems Corp,MOTOR CABLE 4 POWER 2 SIGNAL 10M,5,0,"193.52000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","10 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30626-M10.pdf,//media.digikey.com/Photos/Amphenol%20Photos/P30627-M5.jpg,889-2689-ND,P30626-M10,Amphenol Sine Systems Corp,MOTOR CABLE 8POS 10M,5,0,"210.17000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","10 Meters"
https://www3.panasonic.biz/ac/e_download/motor/fa-motor/ac-servo/catalog/minas-a6_ctlg_e.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFMCA0030VFD.jpg,1110-4122-ND,MFMCA0030VFD,Panasonic Industrial Automation Sales,CABLE MOTOR A6 3M IP67 BRAKE,2,0,"213.00000","0","1","-","Active","Cable Assembly","MINAS A6 Series","Motor with Brake","3 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CAKA0xxxxR-E.jpg,Z7984-ND,R88A-CAKA003SR-E,Omron Automation and Safety,3M CAKA HIGH FLEXPWR CABLE-EU,4,12,"215.60000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor","3 Meters"
-,-,Z9949-ND,R88A-CAGE040B,Omron Automation and Safety,40M BRAKE CABLE CAGE,2,0,"233.10000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor with Brake","40 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30628-M15.pdf,//media.digikey.com/Photos/Amphenol%20Photos/P30627-M5.jpg,889-2685-ND,P30628-M15,Amphenol Sine Systems Corp,MOTOR CABLE 4 POWER 2 SIGNAL 15M,5,0,"243.81000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","15 Meters"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CAKA0xxxxR-E.jpg,Z7986-ND,R88A-CAKA005SR-E,Omron Automation and Safety,5M CAKA HIGH FLEXPWR CABLE -EU,5,13,"252.56000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor","5 Meters"
http://www.amphenol-sine.com/pdf/datasheet/P30626-M15.pdf,//media.digikey.com/Photos/Amphenol%20Photos/P30627-M5.jpg,889-2690-ND,P30626-M15,Amphenol Sine Systems Corp,MOTOR CABLE 8POS 15M,5,0,"268.16000","0","1","-","Active","Cable Assembly","Allen-Bradley® Kinetix Series","Motor with Encoder","15 Meters"
https://industrial.omron.us/en/media/I06E-ES-02_CS1W-MC_Datasheet_tcm849-107290.pdf,-,Z9963-ND,R88A-CPW002S,Omron Automation and Safety,CABLE FOR MC MODULE,2,0,"273.42000","0","1","W","Active","Cable Assembly","C200H, CS1, CV Series","Control","2 Meters"
-,-,Z9979-ND,R88A-CTW001N,Omron Automation and Safety,CONTROL CABLE 1M,2,0,"273.42000","0","1","-","Active","Cable Assembly","OMNUC W Series","Motor","1 Meter"
https://downloads.omron.eu/IAB/Products/Motion%20and%20Drives/Servo%20Systems/Rotary%20Servo%20Motors/Accurax%20G5%20(servo%20motor)/I100E/I100E-EN-04A+Accurax-G5_Motors+Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/R88A-CAKA0xxxxR-E.jpg,Z7988-ND,R88A-CAKA010SR-E,Omron Automation and Safety,10M CAKA HIGH FLEXPWR CABLE-EU,10,23,"283.36000","0","1","-","Active","Cable Assembly","Accurax G5 Series","Motor","10 Meters"
