Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Technology","Type","Isolated Power","Number of Channels","Inputs - Side 1/Side 2","Channel Type","Voltage - Isolation","Common Mode Transient Immunity (Min)","Data Rate","Propagation Delay tpLH / tpHL (Max)","Pulse Width Distortion (Max)","Rise / Fall Time (Typ)","Voltage - Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3210_3211.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM3210BRZ-RL7CT-ND,ADUM3210BRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,12876,0,"3.45000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3210_3211.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM3210BRZ-RL7DKR-ND,ADUM3210BRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,12876,0,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7221c-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,296-24954-2-ND,ISO7221CQDRQ1,Texas Instruments,DGTL ISO 4KV 2CH GEN PURP 8SOIC,2500,10000,"1.79417","0","2500","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","General Purpose","No","2","1/1","Unidirectional","4000Vpk","25kV/µs","25Mbps","42ns, 42ns","2ns","1ns, 1ns","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7221c-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,296-24954-1-ND,ISO7221CQDRQ1,Texas Instruments,DGTL ISO 4KV 2CH GEN PURP 8SOIC,6750,10001,"3.68000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","General Purpose","No","2","1/1","Unidirectional","4000Vpk","25kV/µs","25Mbps","42ns, 42ns","2ns","1ns, 1ns","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7221c-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,296-24954-6-ND,ISO7221CQDRQ1,Texas Instruments,DGTL ISO 4KV 2CH GEN PURP 8SOIC,6750,10001,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","General Purpose","No","2","1/1","Unidirectional","4000Vpk","25kV/µs","25Mbps","42ns, 42ns","2ns","1ns, 1ns","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1210.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1210BRZ-RL7TR-ND,ADUM1210BRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4000,1000,"1.80992","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1210.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1210BRZ-RL7CT-ND,ADUM1210BRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4899,1000,"3.53000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1210.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1210BRZ-RL7DKR-ND,ADUM1210BRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4899,1000,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","10Mbps","50ns, 50ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7760,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4214846;DBQ;16.jpg,296-49447-2-ND,ISO7760DBQR,Texas Instruments,DIGTL ISO ROBUST EMC 6CH,5000,0,"1.81545","0","2500","Tape & Reel (TR)","-","Active","Capacitive Coupling","General Purpose","No","6","6/0","Unidirectional","3000Vrms","85kV/µs","100Mbps","16ns, 16ns","4.9ns","1.1ns, 1.4ns","2.25V ~ 5.5V","-55°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-SSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7760,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4214846;DBQ;16.jpg,296-49447-1-ND,ISO7760DBQR,Texas Instruments,DIGTL ISO ROBUST EMC 6CH,5000,544,"3.73000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","General Purpose","No","6","6/0","Unidirectional","3000Vrms","85kV/µs","100Mbps","16ns, 16ns","4.9ns","1.1ns, 1.4ns","2.25V ~ 5.5V","-55°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-SSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7760,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4214846;DBQ;16.jpg,296-49447-6-ND,ISO7760DBQR,Texas Instruments,DIGTL ISO ROBUST EMC 6CH,5000,544,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","General Purpose","No","6","6/0","Unidirectional","3000Vrms","85kV/µs","100Mbps","16ns, 16ns","4.9ns","1.1ns, 1.4ns","2.25V ~ 5.5V","-55°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-SSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7760,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4214846;DBQ;16.jpg,296-49452-2-ND,ISO7762FDBQR,Texas Instruments,ISO7762DBQ 6CH - DIGITAL ISOLATO,2500,5000,"1.81545","0","2500","Tape & Reel (TR)","-","Active","Capacitive Coupling","General Purpose","No","6","4/2","Unidirectional","3000Vrms","85kV/µs","100Mbps","16ns, 16ns","4.9ns","1.1ns, 1.4ns","2.25V ~ 5.5V","-55°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-SSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7760,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4214846;DBQ;16.jpg,296-49452-1-ND,ISO7762FDBQR,Texas Instruments,ISO7762DBQ 6CH - DIGITAL ISOLATO,4004,5128,"3.73000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","General Purpose","No","6","4/2","Unidirectional","3000Vrms","85kV/µs","100Mbps","16ns, 16ns","4.9ns","1.1ns, 1.4ns","2.25V ~ 5.5V","-55°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-SSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7760,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4214846;DBQ;16.jpg,296-49452-6-ND,ISO7762FDBQR,Texas Instruments,ISO7762DBQ 6CH - DIGITAL ISOLATO,4004,5128,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","General Purpose","No","6","4/2","Unidirectional","3000Vrms","85kV/µs","100Mbps","16ns, 16ns","4.9ns","1.1ns, 1.4ns","2.25V ~ 5.5V","-55°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-SSOP"
https://www.silabs.com/documents/public/data-sheets/si861x-2x-datasheet.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-2056-5-ND,SI8610BC-B-IS,Silicon Labs,DGTL ISO 3.75KV GEN PURP 8SOIC,20542,0,"1.84000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","1","1/0","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1201CRZ-RL7TR-ND,ADUM1201CRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4000,0,"1.86648","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","1/1","Unidirectional","2500Vrms","25kV/µs","25Mbps","45ns, 45ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1201CRZ-RL7CT-ND,ADUM1201CRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4344,0,"3.64000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","1/1","Unidirectional","2500Vrms","25kV/µs","25Mbps","45ns, 45ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1201CRZ-RL7DKR-ND,ADUM1201CRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4344,0,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","1/1","Unidirectional","2500Vrms","25kV/µs","25Mbps","45ns, 45ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1200CRZ-RL7TR-ND,ADUM1200CRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4000,0,"1.86648","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","45ns, 45ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1200CRZ-RL7CT-ND,ADUM1200CRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4250,0,"3.64000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","45ns, 45ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1200CRZ-RL7DKR-ND,ADUM1200CRZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4250,0,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","2","2/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","45ns, 45ns","3ns","2.5ns, 2.5ns","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si844x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-1761-5-ND,SI8441AB-D-IS,Silicon Labs,DGTL ISO 2.5KV GEN PURP 16SOIC,5602,0,"1.88000","0","1","Tube","-","Not For New Designs","Capacitive Coupling","General Purpose","No","4","3/1","Unidirectional","2500Vrms","25kV/µs (Typ)","1Mbps","35ns, 35ns","25ns","3.8ns, 2.8ns","2.7V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si844x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-1759-5-ND,SI8440AB-D-IS,Silicon Labs,DGTL ISO 2.5KV GEN PURP 16SOIC,5383,0,"1.88000","0","1","Tube","-","Not For New Designs","Capacitive Coupling","General Purpose","No","4","4/0","Unidirectional","2500Vrms","25kV/µs (Typ)","1Mbps","35ns, 35ns","25ns","3.8ns, 2.8ns","2.7V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si844x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-1763-5-ND,SI8442AB-D-IS,Silicon Labs,DGTL ISO 2.5KV GEN PURP 16SOIC,3966,0,"1.88000","0","1","Tube","-","Not For New Designs","Capacitive Coupling","General Purpose","No","4","2/2","Unidirectional","2500Vrms","25kV/µs (Typ)","1Mbps","35ns, 35ns","25ns","3.8ns, 2.8ns","2.7V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7631fm,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-35465-2-ND,ISO7631FCDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,26000,10000,"1.88461","0","2000","Tape & Reel (TR)","-","Active","Capacitive Coupling","General Purpose","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","25Mbps","28ns, 28ns","3ns","2.8ns, 2.9ns","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7631fm,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-35465-1-ND,ISO7631FCDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,27795,10001,"3.87000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","General Purpose","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","25Mbps","28ns, 28ns","3ns","2.8ns, 2.9ns","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7631fm,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-35465-6-ND,ISO7631FCDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,27795,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","General Purpose","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","25Mbps","28ns, 28ns","3ns","2.8ns, 2.9ns","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7230c,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-46103-2-ND,ISO7230CDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,2000,10000,"1.88461","0","2000","Tape & Reel (TR)","-","Active","Capacitive Coupling","General Purpose","No","3","3/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","42ns, 42ns","2.5ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7230c,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-46103-1-ND,ISO7230CDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,2341,10001,"3.87000","0","1","Cut Tape (CT)","-","Active","Capacitive Coupling","General Purpose","No","3","3/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","42ns, 42ns","2.5ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso7230c,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-46103-6-ND,ISO7230CDWR,Texas Instruments,DGTL ISO 2.5KV GEN PURP 16SOIC,2341,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Capacitive Coupling","General Purpose","No","3","3/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","42ns, 42ns","2.5ns","2ns, 2ns","3.15V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/si865x-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8651BB-B-IS1-ND,SI8651BB-B-IS1,Silicon Labs,DGTL ISO 2.5KV GEN PURP 16SOIC,7580,0,"1.93000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","5","4/1","Unidirectional","2500Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.silabs.com/documents/public/data-sheets/si861x-2x-datasheet.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-2060-5-ND,SI8620BC-B-IS,Silicon Labs,DGTL ISO 3.75KV GEN PURP 8SOIC,19419,0,"1.95000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","2","2/0","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/si861x-2x-datasheet.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-2068-5-ND,SI8622BC-B-IS,Silicon Labs,DGTL ISO 3.75KV GEN PURP 8SOIC,8717,0,"1.95000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","2","1/1","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/si861x-2x-datasheet.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-2070-5-ND,SI8622EC-B-IS,Silicon Labs,DGTL ISO 3.75KV GEN PURP 8SOIC,3856,0,"1.95000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","2","1/1","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/si861x-2x-datasheet.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-2066-5-ND,SI8621EC-B-IS,Silicon Labs,DGTL ISO 3.75KV GEN PURP 8SOIC,2822,0,"1.95000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","2","1/1","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/si861x-2x-datasheet.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-2064-5-ND,SI8621BC-B-IS,Silicon Labs,DGTL ISO 3.75KV GEN PURP 8SOIC,2281,0,"1.95000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","2","1/1","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/si861x-2x-datasheet.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-2062-5-ND,SI8620EC-B-IS,Silicon Labs,DGTL ISO 3.75KV GEN PURP 8SOIC,2013,0,"1.95000","0","1","Tube","-","Active","Capacitive Coupling","General Purpose","No","2","2/0","Unidirectional","3750Vrms","35kV/µs","150Mbps","13ns, 13ns","4.5ns","2.5ns, 2.5ns","2.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1100.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1100ARZ-RL7TR-ND,ADUM1100ARZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4000,1000,"2.06444","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","1","1/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","18ns, 18ns","2ns","3ns, 3ns","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1100.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1100ARZ-RL7CT-ND,ADUM1100ARZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4316,1000,"4.02000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","1","1/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","18ns, 18ns","2ns","3ns, 3ns","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1100.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/8-SOIC.jpg,ADUM1100ARZ-RL7DKR-ND,ADUM1100ARZ-RL7,Analog Devices Inc.,DGTL ISO 2.5KV GEN PURP 8SOIC,4316,1000,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","1","1/0","Unidirectional","2500Vrms","25kV/µs","25Mbps","18ns, 18ns","2ns","3ns, 3ns","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiso1541,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,296-34872-2-ND,ISO1541DR,Texas Instruments,DGTL ISO 2.5KV 2CH I2C 8SOIC,35000,10000,"2.10672","0","2500","Tape & Reel (TR)","-","Active","Capacitive Coupling","I²C","No","2","2/1","Bidirectional, Unidirectional","2500Vrms","25kV/µs","1Mbps","-","80ns, 21ns","-","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
