Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Technology","Number of Channels","Voltage - Isolation","Common Mode Transient Immunity (Min)","Propagation Delay tpLH / tpHL (Max)","Pulse Width Distortion (Max)","Rise / Fall Time (Typ)","Current - Output High, Low","Current - Peak Output","Voltage - Forward (Vf) (Typ)","Current - DC Forward (If) (Max)","Voltage - Output Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","Approvals"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/336;6SDIP-GW-7.5;M;6.JPG,336-5207-2-ND,SI8261BAD-C-ISR,Silicon Labs,DGTL ISO 5KV 1CH GATE DRVR 6SDIP,1000,0,"1.65000","0","1000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","6.5V ~ 30V","-40°C ~ 125°C","Surface Mount","6-SOIC (0.295"", 7.50mm Width)","6-SDIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/336;6SDIP-GW-7.5;M;6.JPG,336-5207-1-ND,SI8261BAD-C-ISR,Silicon Labs,DGTL ISO 5KV 1CH GATE DRVR 6SDIP,1093,0,"1.95000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","6.5V ~ 30V","-40°C ~ 125°C","Surface Mount","6-SOIC (0.295"", 7.50mm Width)","6-SDIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/336;6SDIP-GW-7.5;M;6.JPG,336-5207-6-ND,SI8261BAD-C-ISR,Silicon Labs,DGTL ISO 5KV 1CH GATE DRVR 6SDIP,1093,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","6.5V ~ 30V","-40°C ~ 125°C","Surface Mount","6-SOIC (0.295"", 7.50mm Width)","6-SDIP Gull Wing","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-3531-5-ND,SI8271BB-IS,Silicon Labs,DGTL ISO 2.5KV GATE DRIVER 8SOIC,3098,0,"1.71000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","1","2500Vrms","150kV/µs","60ns, 60ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","6.7V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,SI8261BAC-C-IP-ND,SI8261BAC-C-IP,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,839,0,"1.71000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","6.5V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8230BB-D-IS-ND,SI8230BB-D-IS,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,394,0,"1.71000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","20ns, 20ns (Max)","250mA, 500mA","500mA","-","-","9.4V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-3530-5-ND,SI8271AB-IS,Silicon Labs,DGTL ISO 2.5KV GATE DRIVER 8SOIC,309,0,"1.71000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","1","2500Vrms","150kV/µs","60ns, 60ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","4.6V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8230BB-D-IS1-ND,SI8230BB-D-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,858,0,"1.79000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","20ns, 20ns (Max)","250mA, 500mA","500mA","-","-","9.4V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
http://www.vishay.com/docs/81314/vo3120.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,VO3120-ND,VO3120,Vishay Semiconductor Opto Division,OPTOISO 5.3KV 1CH GATE DRVR 8DIP,2215,0,"1.83000","0","1","Tube","-","Active","Optical Coupling","1","5300Vrms","25kV/µs","400ns, 400ns","200ns","100ns, 100ns","2.5A, 2.5A","2.5A","1.6V (Max)","25mA","15V ~ 32V","-40°C ~ 110°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","cUR, UR"
https://toshiba.semicon-storage.com/info/docget.jsp?did=16841&prodName=TLP351,//media.digikey.com/Renders/Toshiba%20Renders/264;-11-10C4S;-;-8.jpg,TLP351F-ND,TLP351(F),Toshiba Semiconductor and Storage,OPTOISO 3.75KV 1CH GATE DVR 8DIP,6347,0,"1.85000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","10kV/µs","700ns, 700ns","-","50ns, 50ns","400mA, 400mA","600mA","1.55V","20mA","10V ~ 30V","-40°C ~ 100°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV01-0367EN,//media.digikey.com/Renders/Avago%20Tech%20Renders/8-SOIC.jpg,516-2970-ND,HCPL-0302-000E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,5951,0,"1.94000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","10kV/µs","700ns, 700ns","-","50ns, 50ns","200mA, 200mA","400mA","1.5V","20mA","10V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SO","CSA, UR"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/336;6SDIP-GW-7.5;M;6.JPG,SI8261BBD-C-IS-ND,SI8261BBD-C-IS,Silicon Labs,DGTL ISO 5KV 1CH GATE DRVR 6SDIP,729,0,"1.95000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","9.4V ~ 30V","-40°C ~ 125°C","Surface Mount","6-SOIC (0.295"", 7.50mm Width)","6-SDIP Gull Wing","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/14-LGA.jpg,336-4909-2-ND,SI8235AB-D-IMR,Silicon Labs,DGTL ISO 2.5KV GATE DRIVER 14LGA,2500,0,"2.05659","0","2500","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","14-VFLGA","14-LGA (5x5)","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/14-LGA.jpg,336-4909-1-ND,SI8235AB-D-IMR,Silicon Labs,DGTL ISO 2.5KV GATE DRIVER 14LGA,2803,0,"4.35000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","14-VFLGA","14-LGA (5x5)","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/14-LGA.jpg,336-4909-6-ND,SI8235AB-D-IMR,Silicon Labs,DGTL ISO 2.5KV GATE DRIVER 14LGA,2803,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","14-VFLGA","14-LGA (5x5)","CQC, CSA, UR, VDE"
https://docs.broadcom.com/docs/AV02-0161EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3207-2-ND,HCNW3120-500E,Broadcom Limited,OPTOISO 5KV GATE DRIVER 8DIP GW,750,0,"2.14928","0","750","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","500ns, 500ns","300ns","100ns, 100ns","2A, 2A","2.5A","1.6V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, IEC/EN/DIN, UR"
https://docs.broadcom.com/docs/AV02-0161EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3207-1-ND,HCNW3120-500E,Broadcom Limited,OPTOISO 5KV GATE DRIVER 8DIP GW,1339,0,"5.06000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","500ns, 500ns","300ns","100ns, 100ns","2A, 2A","2.5A","1.6V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, IEC/EN/DIN, UR"
https://docs.broadcom.com/docs/AV02-0161EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,516-3207-6-ND,HCNW3120-500E,Broadcom Limited,OPTOISO 5KV GATE DRIVER 8DIP GW,1339,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","500ns, 500ns","300ns","100ns, 100ns","2A, 2A","2.5A","1.6V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CSA, IEC/EN/DIN, UR"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1590.pdf/$file/CPC1590.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,CLA412-ND,CPC1590P,IXYS Integrated Circuits Division,OPTOISO 3.75KV GATE DRVR 8FLTPCK,3450,0,"2.23000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","-","-","-","-","-","-","1.27V","50mA","-","-40°C ~ 110°C","Surface Mount","8-SMD, Gull Wing","8-Flatpack","UR"
http://www.onsemi.com/pub/Collateral/FOD3180-D.pdf,//media.digikey.com/Photos/Fairchild%20Optoelectronics/FOD3180TV.JPG,FOD3180TV-ND,FOD3180TV,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8DIP,1941,0,"2.26000","0","1","Tube","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","200ns, 200ns","65ns","75ns, 55ns","2A, 2A","2.5A","1.43V","25mA","10V ~ 20V","-40°C ~ 100°C","Through Hole","8-DIP (0.400"", 10.16mm)","8-DIP","cUL, UL, VDE"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fucc20225,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_UCC20225.jpg,296-48220-2-ND,UCC20225NPLR,Texas Instruments,UCC20225NPLR,3000,0,"2.31686","0","3000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","100V/ns","30ns, 30ns","6ns","6ns, 7ns","4A, 6A","-","-","-","3V ~ 18V","-40°C ~ 125°C","Surface Mount","13-VFLGA","13-VLGA (5x5)","CQC, CSA, UR, VDE"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fucc20225,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_UCC20225.jpg,296-48220-1-ND,UCC20225NPLR,Texas Instruments,UCC20225NPLR,3742,0,"4.75000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","100V/ns","30ns, 30ns","6ns","6ns, 7ns","4A, 6A","-","-","-","3V ~ 18V","-40°C ~ 125°C","Surface Mount","13-VFLGA","13-VLGA (5x5)","CQC, CSA, UR, VDE"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fucc20225,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_UCC20225.jpg,296-48220-6-ND,UCC20225NPLR,Texas Instruments,UCC20225NPLR,3742,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","100V/ns","30ns, 30ns","6ns","6ns, 7ns","4A, 6A","-","-","-","3V ~ 18V","-40°C ~ 125°C","Surface Mount","13-VFLGA","13-VLGA (5x5)","CQC, CSA, UR, VDE"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fucc21225a,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4222800;-NPL;-13.jpg,296-48221-2-ND,UCC21225ANPLR,Texas Instruments,UCC21225ANPLR,3000,9000,"2.31686","0","3000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","100V/ns","30ns, 30ns","6ns","6ns, 7ns","4A, 6A","-","-","-","3V ~ 18V","-40°C ~ 125°C","Surface Mount","13-VFLGA","13-VLGA (5x5)","CQC, CSA, UR, VDE"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fucc21225a,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4222800;-NPL;-13.jpg,296-48221-1-ND,UCC21225ANPLR,Texas Instruments,UCC21225ANPLR,5187,10001,"4.75000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","100V/ns","30ns, 30ns","6ns","6ns, 7ns","4A, 6A","-","-","-","3V ~ 18V","-40°C ~ 125°C","Surface Mount","13-VFLGA","13-VLGA (5x5)","CQC, CSA, UR, VDE"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fucc21225a,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4222800;-NPL;-13.jpg,296-48221-6-ND,UCC21225ANPLR,Texas Instruments,UCC21225ANPLR,5187,10001,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","100V/ns","30ns, 30ns","6ns","6ns, 7ns","4A, 6A","-","-","-","3V ~ 18V","-40°C ~ 125°C","Surface Mount","13-VFLGA","13-VLGA (5x5)","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8235BB-D-IS-ND,SI8235BB-D-IS,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,681,0,"2.32000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","9.4V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3542-5-ND,SI8274AB1-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,2113,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","150kV/µs","75ns, 60ns","19ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","4.6V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8235AB-D-IS1-ND,SI8235AB-D-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,1722,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8238BB-D-IS1-ND,SI8238BB-D-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,1434,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","9.4V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,SI8235BB-D-IS1-ND,SI8235BB-D-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,1227,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","12ns, 12ns (Max)","2A, 4A","4A","-","-","9.4V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3540-5-ND,SI8273GB-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,1126,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","150kV/µs","60ns, 60ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","4.2V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3539-5-ND,SI8273DBD-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,482,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","200kV/µs","75ns, 75ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","9.6V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3552-5-ND,SI8275GB-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,464,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","150kV/µs","60ns, 60ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","4.2V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3553-5-ND,SI8275GBD-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,310,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","200kV/µs","75ns, 75ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","4.2V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3541-5-ND,SI8273GBD-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,267,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","200kV/µs","75ns, 75ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","4.2V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3535-5-ND,SI8273ABD-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,235,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","200kV/µs","75ns, 75ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","4.6V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si827x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3534-5-ND,SI8273AB-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,224,0,"2.40000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","150kV/µs","60ns, 60ns","8ns","10.5ns, 13.3ns","1.8A, 4A","4A","-","-","4.6V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://docs.broadcom.com/docs/AV02-0162EN,//media.digikey.com/Renders/Avago%20Tech%20Renders/8-SOIC.jpg,516-1527-5-ND,HCPL-0314-000E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,5643,0,"2.47000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","700ns, 700ns","-","50ns, 50ns","400mA, 400mA","600mA","1.5V","25mA","10V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-0162EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,516-1583-5-ND,HCPL-3140-000E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DVR 8DIP,2544,0,"2.47000","0","1","Tube","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","700ns, 700ns","-","50ns, 50ns","400mA, 400mA","600mA","1.5V","25mA","10V ~ 30V","-40°C ~ 100°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","CSA, UR"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3223_4223.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM3223BRZ-RL7TR-ND,ADUM3223BRZ-RL7,Analog Devices Inc.,DGTL ISO 3KV 2CH GATE DVR 16SOIC,3000,1000,"2.51197","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","2","3000Vrms","50kV/µs","54ns, 54ns","-","12ns, 12ns","-","4A","-","-","7.5V ~ 18V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CSA, UR, VDE"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3223_4223.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM3223BRZ-RL7CT-ND,ADUM3223BRZ-RL7,Analog Devices Inc.,DGTL ISO 3KV 2CH GATE DVR 16SOIC,3526,1000,"6.23000","0","1","Cut Tape (CT)","iCoupler®","Active","Magnetic Coupling","2","3000Vrms","50kV/µs","54ns, 54ns","-","12ns, 12ns","-","4A","-","-","7.5V ~ 18V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CSA, UR, VDE"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3223_4223.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM3223BRZ-RL7DKR-ND,ADUM3223BRZ-RL7,Analog Devices Inc.,DGTL ISO 3KV 2CH GATE DVR 16SOIC,3526,1000,"Digi-Reel","0","1","Digi-Reel®","iCoupler®","Active","Magnetic Coupling","2","3000Vrms","50kV/µs","54ns, 54ns","-","12ns, 12ns","-","4A","-","-","7.5V ~ 18V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CSA, UR, VDE"
