Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Voltage - Rated","Size / Dimension","Width","Air Flow","Static Pressure","Bearing Type","Fan Type","Features","Noise","Power (Watts)","RPM","Termination","Ingress Protection","Operating Temperature","Approvals","Weight"
//media.digikey.com/pdf/Data%20Sheets/ebm-papst%20Industries%20PDFs/W2E200-HK38-01.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/W2E200-HK38-01.jpg,381-2442-ND,W2E200-HK38-01,ebm-papst Inc.,FAN AXIAL 225X80MM BALL 230VAC,352,310,"159.51000","0","1","W2E200","Active","230VAC","Square - 225mm L x 225mm H","80.00mm","606.0 CFM (16.97m³/min)","0.381 in H2O (95.0 Pa)","Ball","Tubeaxial","-","61.0 dB(A)","80.0W","2800 RPM","Terminal Block","-","-40 ~ 176°F (-40 ~ 80°C)","CCC, CE, CSA, GOST, UL, VDE","4.7 lbs (2.1kg)"
//media.digikey.com/pdf/Data%20Sheets/ebm-papst%20Industries%20PDFs/W2E143-AB09-01.pdf,//media.digikey.com/photos/EBM-Papst%20Ind%20Photos/W2E143-AB09-01.jpg,381-1066-ND,W2E143-AB09-01,ebm-papst Inc.,FAN AXIAL 172X51MM 230VAC TERM,36,0,"160.53000","0","1","W2E143","Active","230VAC","Round - 171.5mm Dia","51.00mm","294.2 CFM (8.24m³/min)","-","Ball","Tubeaxial","-","58.0 dB(A)","30.00W","3300 RPM","2 Terminals","-","-40 ~ 176°F (-40 ~ 80°C)","CCC, CE, CSA, GOST, UL, VDE","2 lbs (907.2g)"
//media.digikey.com/pdf/Data%20Sheets/ebm-papst%20Industries%20PDFs/W2E200-HH86-01.pdf,//media.digikey.com/photos/EBM-Papst%20Ind%20Photos/W2E200-HH86-01.jpg,381-2571-ND,W2E200-HH86-01,ebm-papst Inc.,FAN AXIAL 225X80MM BALL 115VAC,33,617,"169.54000","0","1","W2E200H","Active","115VAC","Square - 225mm L x 225mm H","80.00mm","607.0 CFM (17.00m³/min)","-","Ball","Tubeaxial","-","61.0 dB(A)","80.0W","2800 RPM","Terminal Block","-","-","CCC, CE, CSA, EAC, UL, VDE","4.7 lbs (2.1kg)"
//media.digikey.com/pdf/Data%20Sheets/ebm-papst%20Industries%20PDFs/G2E120.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/G2E120-AR54-43.jpg,381-2511-ND,G2E120-AR54-43,ebm-papst Inc.,FAN BLWR CENT 174X115MM 115VAC,40,0,"175.58000","0","1","G2E120","Active","115VAC","Rectangular - 174mm L x 190mm H (120mm Dia)","115.0mm","152.0 CFM (4.26m³/min)","-","Ball","Blower, Centrifugal","-","62.0 dB(A)","105W","-","4 Wire Leads","-","-","-","4.5 lbs (2kg)"
http://catalog.ebmpapst.us/allpdfs/R2E225.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/R2E225-BE51-09.jpg,381-2546-ND,R2E225-BE51-09,ebm-papst Inc.,FAN IMP MTRZD 225X107MM 115VAC,316,0,"208.74000","0","1","R2E225","Active","115VAC","Round - 225mm Dia","107.0mm","756.0 CFM (21.17m³/min)","-","Ball","Motorized Impellers","-","75.0 dB(A)","185W","-","4 Wire Leads","-","-","CE, CSA, UL","6 lbs (2.7kg)"
//media.digikey.com/pdf/Data%20Sheets/ebm-papst%20Industries%20PDFs/W2E200H.pdf,//media.digikey.com/photos/EBM-Papst%20Ind%20Photos/W2E200-HH86-01.jpg,381-2817-ND,W2E200-HH82-01,ebm-papst Inc.,FAN AXIAL 225X80MM BALL 115VAC,56,290,"215.04000","0","1","W2E200H","Active","115VAC","Square - 225mm L x 225mm H","80.00mm","500.0 CFM (14.00m³/min)","-","Ball","Tubeaxial","-","56.0 dB(A)","60.0W","-","Terminal Block","-","-","CE, CSA, UL, VDE","4.4 lbs (2kg)"
//media.digikey.com/pdf/Data%20Sheets/ebm-papst%20Industries%20PDFs/W2E250-HJ32-01.PDF,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/W2E250-HJ32-01.jpg,381-2572-ND,W2E250-HJ32-01,ebm-papst Inc.,FAN AXIAL 280X80MM BALL 115VAC,141,0,"228.72000","0","1","W2E250","Active","115VAC","Square - 280mm L x 280mm H","80.00mm","1100.0 CFM (30.80m³/min)","0.482 in H2O (120.0 Pa)","Ball","Tubeaxial","-","73.0 dB(A)","160W","2850 RPM","Terminal Block","IP44","-13 ~ 131°F (-25 ~ 55°C)","CCC, CE, CSA, UL","7.2 lbs (3.3kg)"
http://catalog.ebmpapst.us/allPDFs/W2E208.PDF,//media.digikey.com/photos/EBM-Papst%20Ind%20Photos/MFG_W2E208_Series.jpg,381-2825-ND,W2E208-BA20-51,ebm-papst Inc.,FAN AXIAL 260X80MM 230VAC TERM,116,20,"254.09000","0","1","W2E208","Active","230VAC","Round - 260mm Dia","80.00mm","544.0 CFM (15.23m³/min)","-","Ball","Tubeaxial","-","70.0 dB(A)","87.0W","-","2 Terminals","-","-","CE, CSA, UL","6.4 lbs (2.9kg)"
//media.digikey.com/pdf/Data%20Sheets/ebm-papst%20Industries%20PDFs/R2E250-RA50-09.pdf,//media.digikey.com/photos/EBM-Papst%20Ind%20Photos/R2E250-RA50-09.jpg,381-2659-ND,R2E250-RA50-09,ebm-papst Inc.,FAN IMP MTRZD 250X99MM 230VAC,32,0,"360.95000","0","1","RadiCal® R2E250RA","Active","230VAC","Round - 250mm Dia","99.00mm","-","-","Ball","Motorized Impellers","-","-","210W","2500 RPM","-","IP44","-40 ~ 176°F (-40 ~ 80°C)","CCC, EAC","6.1 lbs (2.8kg)"
//media.digikey.com/PDF/Data%20Sheets/ebm-papst%20Industries%20PDFs/G2E14x.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/G2E146-BF01-35.jpg,381-2512-ND,G2E146-BF01-35,ebm-papst Inc.,FAN BLWR CENT 226X130MM 230VAC,85,0,"396.51000","0","1","G2E146","Active","230VAC","Rectangular - 226mm L x 261mm H (126mm Dia)","130.0mm","318.0 CFM (8.90m³/min)","-","Ball","Blower, Centrifugal","-","69.0 dB(A)","330W","-","3 Wire Leads","-","-","CCC, CE, CSA, UL","8.5 lbs (3.9kg)"
http://catalog.ebmpapst.us/allpdfs/W3G250.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/MFG_W3G250.jpg,381-2816-ND,W3G250-HK35-11,ebm-papst Inc.,FAN AXIAL 115V 280X80MM 1120CFM,32,0,"399.00000","0","1","W3G250","Active","115VAC","Square - 280mm L x 280mm H","80.00mm","1120.0 CFM (31.36m³/min)","0.520 in H2O (129.5 Pa)","Ball","Tubeaxial","PWM Control, Speed Sensor (Tach)","-","125W","2700 RPM","Terminal Block","IP54 - Dust Protected, Water Resistant","-13 ~ 140°F (-25 ~ 60°C)","UL","7.6 lbs (3.4kg)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/08038FB.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/3115FS-23T-B30-A00.JPG,P12876-ND,3115FS-23T-B30-A00,NMB Technologies Corporation,FAN AXIAL 80X38MM 230VAC TERM,417,0,"13.56000","0","1","08038FB","Active","230VAC","Square - 80mm L x 80mm H","38.00mm","33.0 CFM (0.924m³/min)","0.180 in H2O (44.8 Pa)","Ball","Tubeaxial","-","44.0 dB","8.00W","3250 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","0.74 lb (335.66g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/08038PB.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/3115PS23WB30A00.jpg,P12999-ND,3115PS-23W-B30-A00,NMB Technologies Corporation,FAN AXIAL 80X38MM 230VAC WIRE,217,0,"13.56000","0","1","08038PB","Active","230VAC","Square - 80mm L x 80mm H","38.00mm","32.0 CFM (0.896m³/min)","0.200 in H2O (49.8 Pa)","Ball","Tubeaxial","-","38.0 dB","8.00W","3200 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","0.59 lb (267.62g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/08038PB.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/3115PS12WB20A00,%203115PS12WB10A00.jpg",P12994-ND,3115PS-12W-B20-A00,NMB Technologies Corporation,FAN AXIAL 80X38MM 115VAC WIRE,158,0,"13.56000","0","1","08038PB","Active","115VAC","Square - 80mm L x 80mm H","38.00mm","24.0 CFM (0.672m³/min)","0.120 in H2O (30.0 Pa)","Ball","Tubeaxial","-","32.0 dB","4.50W","2300 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","0.59 lb (267.62g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/4715FS.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/4715fs-12t-b40-d00.JPG,P13107-ND,4715FS-12T-B40-D00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC TERM,252,0,"13.61000","0","1","11938FB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","100.0 CFM (2.80m³/min)","0.291 in H2O (72.5 Pa)","Ball","Tubeaxial","-","42.0 dB","14.00W","2800 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/4715FS.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/4715FS-12T-B10-D00.jpg,P12895-ND,4715FS-12T-B10-D00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC TERM,204,0,"13.61000","0","1","11938FB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","70.0 CFM (1.96m³/min)","0.120 in H2O (30.0 Pa)","Ball","Tubeaxial","-","33.0 dB","10.00W","1900 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/4715MS23TB20A00,%204715MS23TB30A00,%204715MS23TB50A00.jpg",P13111-ND,4715MS-23T-B30-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 230VAC TERM,166,0,"13.61000","0","1","11938MB","Active","230VAC","Square - 119mm L x 119mm H","38.00mm","88.2 CFM (2.47m³/min)","0.208 in H2O (51.9 Pa)","Ball","Tubeaxial","-","37.0 dB","11.00W","2600 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/4715MS%20SERIES%20Wire%20Leads.jpg,P16834-ND,4715MS-12W-B50-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC WIRE,131,0,"13.61000","0","1","11938MB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","102.0 CFM (2.86m³/min)","0.306 in H2O (76.4 Pa)","Ball","Tubeaxial","-","41.0 dB","14.50W","2900 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
http://www.qualtekusa.com/images/Fans/pdf_files/FAA1-08025.pdf,//media.digikey.com/Photos/Qualtek%20Photos/FAA1-08025NBHW31.jpg,Q560-ND,FAA1-08025NBHW31,Qualtek,FAN AXIAL 80X25MM 115VAC WIRE,865,300,"14.03000","0","1","FAA1-08025","Active","115VAC","Square - 80mm L x 80mm H","25.00mm","21.0 CFM (0.588m³/min)","0.125 in H2O (31.1 Pa)","Ball","Tubeaxial","-","27.8 dB(A)","7.00W","2800 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.463 lb (210.01g)"
http://www.qualtekusa.com/images/Fans/pdf_files/FAA1-08025.pdf,//media.digikey.com/Photos/Qualtek%20Photos/FAA1-08025QBHW31.jpg,Q561-ND,FAA1-08025QBHW31,Qualtek,FAN AXIAL 80X25MM 230VAC WIRE,213,400,"14.03000","0","1","FAA1-08025","Active","230VAC","Square - 80mm L x 80mm H","25.00mm","21.0 CFM (0.588m³/min)","0.125 in H2O (31.1 Pa)","Ball","Tubeaxial","-","27.8 dB(A)","10.00W","2800 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.463 lb (210.01g)"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/SP103A-1123LST.GN.pdf,//media.digikey.com/photos/Sunon%20Photos/SP103A-1123LST.GN.jpg,259-1390-ND,SP103A-1123LST.GN,Sunon Fans,FAN AXIAL 120X38MM 115VAC TERM,311,0,"17.98000","0","1","SP","Active","115VAC","Square - 120mm L x 120mm H","38.00mm","70.0 CFM (1.96m³/min)","0.080 in H2O (20.0 Pa)","Sleeve","Tubeaxial","-","36.0 dB(A)","11.00W","2000 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","1.2 lbs (544.3g)"
https://orionfans.com/productFiles/datasheet/OA109AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA109-2TERMINALS.JPG,1053-1471-ND,OA109AP-11-1TS,Orion Fans,FAN AXIAL 120X38MM 115VAC TERM,313,0,"14.41000","0","1","OA109","Active","115VAC","Square - 119.5mm L x 119.5mm H","38.00mm","110.0 CFM (3.08m³/min)","0.280 in H2O (69.7 Pa)","Sleeve","Tubeaxial","-","37.0 dB","15.00W","3000 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/09225PB.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/3610PS-23T-B30-A00.JPG,P12885-ND,3610PS-23T-B30-A00,NMB Technologies Corporation,FAN AXIAL 92X25MM 230VAC TERM,214,0,"14.85000","0","1","09225PB","Active","230VAC","Square - 92mm L x 92mm H","25.00mm","34.5 CFM (0.966m³/min)","0.243 in H2O (60.7 Pa)","Ball","Tubeaxial","-","39.0 dB","10.00W","3100 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","0.66 lb (299.37g)"
https://orionfans.com/productFiles/datasheet/OA4715.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_OA4715%20Series.jpg,1053-1073-ND,OA4715-23TB,Orion Fans,FAN AXIAL 120X38MM 230VAC TERM,127,0,"14.97000","0","1","OA4715","Active","230VAC","Square - 120mm L x 120mm H","38.00mm","110.0 CFM (3.08m³/min)","0.370 in H2O (92.2 Pa)","Ball","Tubeaxial","-","44.0 dB","23.00W","3000 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","cURus, TUV","-"
http://www.qualtekusa.com/images/Fans/pdf_files/FAA1-09225.pdf,//media.digikey.com/Photos/Qualtek%20Photos/FAA1-09225NBHW31.jpg,Q576-ND,FAA1-09225NBHW31,Qualtek,FAN AXIAL 92X25MM 115VAC WIRE,297,0,"15.34000","0","1","FAA1-09225","Active","115VAC","Square - 92mm L x 92mm H","25.00mm","34.0 CFM (0.952m³/min)","0.116 in H2O (28.9 Pa)","Ball","Tubeaxial","-","30.1 dB(A)","5.00W","2400 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.507 lb (229.97g)"
https://orionfans.com/productFiles/datasheet/OA80AP.pdf,//media.digikey.com/Photos/Orion%20Fans/0A80-2%20WIRELEADS.JPG,1053-1080-ND,OA80AP-11-1WB,Orion Fans,FAN AXIAL 80X38MM 115VAC WIRE,146,0,"16.08000","0","1","OA80","Active","115VAC","Square - 80mm L x 80mm H","38.00mm","30.0 CFM (0.840m³/min)","0.220 in H2O (54.8 Pa)","Ball","Tubeaxial","-","36.0 dB","9.00W","3000 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA80AP.pdf,//media.digikey.com/Photos/Orion%20Fans/0A80-2%20WIRELEADS.JPG,1053-1086-ND,OA80AP-22-1WB,Orion Fans,FAN AXIAL 80X38MM 230VAC WIRE,125,0,"16.08000","0","1","OA80","Active","230VAC","Square - 80mm L x 80mm H","38.00mm","30.0 CFM (0.840m³/min)","0.220 in H2O (54.8 Pa)","Ball","Tubeaxial","-","36.0 dB","12.00W","3000 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://www.mechatronics.com/pdf/UF12A.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/UF12A23-BTHNSR.JPG,1570-1001-ND,UF12A23-BTHR,Mechatronics Fan Group,FAN AXIAL 120X38MM 230VAC,430,0,"16.45000","0","1","UF12A","Active","230VAC","Square - 120mm L x 120mm H","38.00mm","106.0 CFM (2.97m³/min)","0.350 in H2O (87.2 Pa)","Ball","Tubeaxial","-","46.0 dB(A)","15.00W","3100 RPM","2 Terminals","-","-40 ~ 158°F (-40 ~ 70°C)","CE, cUL, TUV, UL","1.2 lbs (544.3g)"
https://orionfans.com/productFiles/datasheet/OA109AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA109-2WIRELEADS.jpg,1053-1004-ND,OA109AP-11-1WB,Orion Fans,FAN AXIAL 120X38MM 115VAC WIRE,150,0,"17.19000","0","1","OA109","Active","115VAC","Square - 119.5mm L x 119.5mm H","38.00mm","110.0 CFM (3.08m³/min)","0.280 in H2O (69.7 Pa)","Ball","Tubeaxial","-","37.0 dB","15.00W","3000 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://www.mechatronics.com/pdf/UF13A.pdf,//media.digikey.com/photos/Mechatronics%20Fan%20Group/UF13A12-BTHR.JPG,1570-1021-ND,UF13A12-BTHR,Mechatronics Fan Group,FAN AXIAL 127X38MM 115VAC,162,0,"17.64000","0","1","UF13A","Active","115VAC","Square - 127mm L x 127mm H","38.00mm","120.0 CFM (3.36m³/min)","0.140 in H2O (34.9 Pa)","Ball","Tubeaxial","-","50.0 dB(A)","12.00W","3000 RPM","2 Terminals","-","-40 ~ 158°F (-40 ~ 70°C)","CE, cUL, TUV, UL","1.2 lbs (544.3g)"
https://orionfans.com/productFiles/datasheet/OA60AP.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_OA60%20Series.jpg,1053-1077-ND,OA60AP-22-1WB,Orion Fans,FAN AXIAL 60X30MM 230VAC WIRE,1174,0,"17.74000","0","1","OA60","Active","230VAC","Square - 60mm L x 60mm H","30.00mm","11.0 CFM (0.308m³/min)","0.110 in H2O (27.4 Pa)","Ball","Tubeaxial","-","28.0 dB","4.00W","3100 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA125AP.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_OA125%20Series.jpg,1053-1469-ND,OA125AP-11-3TB,Orion Fans,FAN AXIAL 119.5X26.2MM 115VAC,831,0,"17.74000","0","1","OA125","Active","115VAC","Square - 120.1mm L x 120.1mm H","25.00mm","42.0 CFM (1.18m³/min)","0.110 in H2O (27.4 Pa)","Ball","Tubeaxial","-","33.0 dB","11.00W","2000 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","0.73 lb (331.12g)"
https://orionfans.com/productFiles/datasheet/OA825AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA825-2%20WIRELEADS.JPG,1053-1093-ND,OA825AP-11-1WB,Orion Fans,FAN AXIAL 80X27MM 115VAC WIRE,403,0,"17.74000","0","1","OA825","Active","115VAC","Square - 80mm L x 80mm H","27.00mm","25.0 CFM (0.700m³/min)","0.210 in H2O (52.3 Pa)","Ball","Tubeaxial","-","28.0 dB","9.00W","3000 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA125AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA125AP-22-1WB.JPG,1053-1022-ND,OA125AP-11-1WB,Orion Fans,FAN AXIAL 119.5X26.2MM 115VAC,393,0,"17.74000","0","1","OA125","Active","115VAC","Square - 120.1mm L x 120.1mm H","25.00mm","81.0 CFM (2.27m³/min)","0.230 in H2O (57.3 Pa)","Ball","Tubeaxial","-","33.0 dB","13.00W","2900 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA92AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA92-2%20WIRELEADS.jpg,1053-1108-ND,OA92AP-22-1WB,Orion Fans,FAN AXIAL 92X26MM 230VAC WIRE,193,0,"17.74000","0","1","OA92","Active","230VAC","Square - 92mm L x 92mm H","26.00mm","35.0 CFM (0.980m³/min)","0.200 in H2O (49.8 Pa)","Ball","Tubeaxial","-","30.0 dB","13.00W","3000 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA825AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA825-2%20WIRELEADS.JPG,1053-1097-ND,OA825AP-11-3WB,Orion Fans,FAN AXIAL 80X27MM 115VAC WIRE,165,0,"17.74000","0","1","OA825","Active","115VAC","Square - 80mm L x 80mm H","27.00mm","16.0 CFM (0.448m³/min)","0.110 in H2O (27.4 Pa)","Ball","Tubeaxial","-","19.0 dB","4.00W","1900 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA125AP.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_OA125%20Series.jpg,1053-1025-ND,OA125AP-22-1TB,Orion Fans,FAN AXIAL 119.5X26.2MM 230VAC,151,0,"17.74000","0","1","OA125","Active","230VAC","Square - 120.1mm L x 120.1mm H","25.00mm","81.0 CFM (2.27m³/min)","0.230 in H2O (57.3 Pa)","Ball","Tubeaxial","-","32.0 dB","13.00W","2900 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA938AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA938-2TERMINALS.JPG,1053-1111-ND,OA938AP-11-1TB,Orion Fans,FAN AXIAL 92X38.5MM 115VAC TERM,110,0,"17.74000","0","1","OA938","Active","115VAC","Square - 92mm L x 92mm H","38.50mm","50.0 CFM (1.40m³/min)","0.220 in H2O (54.8 Pa)","Ball","Tubeaxial","-","32.0 dB","9.00W","3100 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313330372F3136353330372F28413132303033363030472D3030292D332E706466,//media.digikey.com/Photos/Sunon%20Photos/DP%20SERIES.jpg,259-1632-ND,DP200A-2123XST.GN,Sunon Fans,FAN AXIAL 120X38MM 220/240VAC,290,0,"20.31000","0","1","DP","Active","220 ~ 240VAC","Square - 120mm L x 120mm H","38.00mm","115.0 CFM (3.22m³/min)","0.380 in H2O (94.6 Pa)","Sleeve","Tubeaxial","-","49.0 dB(A)","21.00W","3100 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL","1.2 lbs (544.3g)"
http://www.qualtekusa.com/images/Fans/pdf_files/FAA1-12025.pdf,//media.digikey.com/Photos/Qualtek%20Photos/FAA1-12025QBMW31.jpg,Q585-ND,FAA1-12025QBMW31,Qualtek,FAN AXIAL 120X25MM 230VAC WIRE,269,120,"18.23000","0","1","FAA1-12025","Active","230VAC","Square - 120mm L x 120mm H","25.00mm","71.0 CFM (1.99m³/min)","0.156 in H2O (38.8 Pa)","Ball","Tubeaxial","-","44.1 dB(A)","20.70W","2300 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.749 lb (339.74g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313330372F3136353330372F28413132303033323330472D3030292D312E706466,//media.digikey.com/Photos/Sunon%20Photos/MFG_DP201A%202123HSL.GN.jpg,259-1811-ND,DP201A-2123HSL.GN,Sunon Fans,FAN AXIAL 120X38MM 220/240VAC,324,0,"20.31000","0","1","DP","Active","220 ~ 240VAC","Square - 119mm L x 119mm H","38.50mm","105.0 CFM (2.94m³/min)","-","Sleeve","Tubeaxial","-","48.0 dB(A)","19.00W","2900 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","1.2 lbs (544.3g)"
https://www.mechatronics.com/pdf/LPH60B99.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/LPH60B99-BWHR.jpg,1570-1398-ND,LPH60B99-BWHR,Mechatronics Fan Group,FAN AXIAL 60X25.50MM 100-240VAC,371,0,"21.68000","0","1","LPH60B99","Active","100 ~ 240VAC","Square - 60mm L x 60mm H","25.50mm","17.0 CFM (0.476m³/min)","0.240 in H2O (59.8 Pa)","Ball","Tubeaxial","Auto Restart, Electronic Commutation (EC)","35.0 dB(A)","2.30W","4500 RPM","2 Wire Leads","-","-40 ~ 158°F (-40 ~ 70°C)","-","0.154 lb (69.85g)"
https://www.mechatronics.com/pdf/UF12A.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/UF12A12%5E23-BWHR.jpg,1570-1008-ND,UF12A12/23-BWHR,Mechatronics Fan Group,FAN AXIAL 120X38MM 115/230VAC,96,0,"21.97000","0","1","UF12A","Active","115/230VAC","Square - 120mm L x 120mm H","38.00mm","106.0 CFM (2.97m³/min)","0.350 in H2O (87.2 Pa)","Ball","Tubeaxial","Dual Voltage","46.0 dB(A)","12.00W, 15.00W","3100 RPM","2 Wire Leads","-","-40 ~ 158°F (-40 ~ 70°C)","CE, cUL, UL","1.2 lbs (544.3g)"
https://orionfans.com/productFiles/datasheet/OA938AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA938-4WIRELEADS.jpg,1053-1110-ND,OA938AP-11/22-1WB,Orion Fans,FAN AXIAL 92X38.5MM 115/230VAC,188,0,"22.87000","0","1","OA938","Active","115/230VAC","Square - 92mm L x 92mm H","38.50mm","50.0 CFM (1.40m³/min)","0.220 in H2O (54.8 Pa)","Ball","Tubeaxial","Dual Voltage","32.0 dB","9.00W","3100 RPM","4 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://www.mechatronics.com/pdf/LPH12B99.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/LPH12B99-BTHR.jpg,1570-1396-ND,LPH12B99-BTHR,Mechatronics Fan Group,FAN AXIAL 120X25.5MM 100-240VAC,1174,0,"23.13000","0","1","LPH12B99","Active","100 ~ 240VAC","Square - 120mm L x 120mm H","25.50mm","79.0 CFM (2.21m³/min)","0.180 in H2O (44.8 Pa)","Ball","Tubeaxial","Auto Restart, Electronic Commutation (EC), Speed Sensor (Tach)","44.0 dB(A)","6.00W","3000 RPM","2 Terminals","-","-40 ~ 158°F (-40 ~ 70°C)","-","0.325 lb (147.42g)"
