Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Voltage - Rated","Size / Dimension","Width","Air Flow","Static Pressure","Bearing Type","Fan Type","Features","Noise","Power (Watts)","RPM","Termination","Ingress Protection","Operating Temperature","Approvals","Weight"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313330372F3136353331362F28443035303139363130472D3030292D312E706466,"//media.digikey.com/photos/Sunon%20Photos/GB1205PKV3-8AY.GN,%20GB1205PKV1-8AY.GN.jpg",259-1317-ND,GB1205PKV1-8AY.GN,Sunon Fans,FAN BLOWER 50X20MM 12VDC WIRE,3123,0,"10.06000","0","1","MagLev® GB","Active","12VDC","Square/Rounded - 50mm L x 50mm H","20.00mm","5.7 CFM (0.160m³/min)","0.660 in H2O (164.4 Pa)","Vapo-Bearing™","Blower","-","35.0 dB(A)","1.50W","5200 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.073 lb (33.11g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/3110kl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/3110KL2%20Series.JPG,P13490-ND,3110KL-05W-B50-D00,NMB Technologies Corporation,FAN AXIAL 80X25MM 24VDC WIRE,2139,0,"9.49000","0","1","3110KL","Active","24VDC","Square - 80mm L x 80mm H","25.00mm","38.8 CFM (1.09m³/min)","0.149 in H2O (37.1 Pa)","Ball","Tubeaxial","-","34.0 dB","2.88W","3250 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.209 lb (94.8g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/3110kl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/3110KL2%20Series.JPG,P13487-ND,3110KL-04W-B50-D00,NMB Technologies Corporation,FAN AXIAL 80X25MM 12VDC WIRE,1318,0,"9.49000","0","1","3110KL","Active","12VDC","Square - 80mm L x 80mm H","25.00mm","38.8 CFM (1.09m³/min)","0.149 in H2O (37.1 Pa)","Ball","Tubeaxial","-","34.0 dB","2.76W","3250 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.209 lb (94.8g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/3110kl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/3110KL2%20Series.JPG,P13485-ND,3110KL-04W-B10-D00,NMB Technologies Corporation,FAN AXIAL 80X25MM 12VDC WIRE,705,0,"9.49000","0","1","3110KL","Active","12VDC","Square - 80mm L x 80mm H","25.00mm","24.7 CFM (0.692m³/min)","0.067 in H2O (16.7 Pa)","Ball","Tubeaxial","-","22.0 dB","1.20W","2150 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.209 lb (94.8g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/06015KA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2406KL-2WireLeads.jpg,P13494-ND,2406KL-04W-B30-L00,NMB Technologies Corporation,FAN AXIAL 60X15MM 12VDC WIRE,10302,0,"9.50000","0","1","06015KA","Active","12VDC","Square - 60mm L x 60mm H","15.00mm","14.1 CFM (0.395m³/min)","0.125 in H2O (31.1 Pa)","Ball","Tubeaxial","-","28.0 dB","1.08W","3600 RPM","2 Wire Leads","-","14 ~ 140°F (-10 ~ 60°C)","CE, CSA, UL, VDE","0.099 lb (44.91g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/06015KA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2406KL-2WireLeads.jpg,P12829-ND,2406KL-05W-B50-L00,NMB Technologies Corporation,FAN AXIAL 60X15MM 24VDC WIRE,5352,0,"9.50000","0","1","06015KA","Active","24VDC","Square - 60mm L x 60mm H","15.00mm","18.3 CFM (0.512m³/min)","0.205 in H2O (51.2 Pa)","Ball","Tubeaxial","-","34.0 dB","2.40W","4600 RPM","2 Wire Leads","-","14 ~ 140°F (-10 ~ 60°C)","CE, CSA, UL, VDE","0.099 lb (44.91g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/06015KA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2406KL-2WireLeads.jpg,P12828-ND,2406KL-04W-B50-L00,NMB Technologies Corporation,FAN AXIAL 60X15MM 12VDC WIRE,2198,0,"9.50000","0","1","06015KA","Active","12VDC","Square - 60mm L x 60mm H","15.00mm","18.3 CFM (0.512m³/min)","0.205 in H2O (51.2 Pa)","Ball","Tubeaxial","-","34.0 dB","1.92W","4600 RPM","2 Wire Leads","-","14 ~ 140°F (-10 ~ 60°C)","CE, CSA, UL, VDE","0.099 lb (44.91g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/06015KA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2406KL-2WireLeads.jpg,P12827-ND,2406KL-04W-B10-L00,NMB Technologies Corporation,FAN AXIAL 60X15MM 12VDC WIRE,753,0,"9.50000","0","1","06015KA","Active","12VDC","Square - 60mm L x 60mm H","15.00mm","6.7 CFM (0.188m³/min)","0.034 in H2O (8.5 Pa)","Ball","Tubeaxial","-","19.0 dB","480mW","1800 RPM","2 Wire Leads","-","14 ~ 140°F (-10 ~ 60°C)","CE, CSA, UL, VDE","0.099 lb (44.91g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/06015KA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2406KL-2WireLeads.jpg,P13496-ND,2406KL-05W-B30-L00,NMB Technologies Corporation,FAN AXIAL 60X15MM 24VDC WIRE,457,0,"9.50000","0","1","06015KA","Active","24VDC","Square - 60mm L x 60mm H","15.00mm","14.1 CFM (0.395m³/min)","0.125 in H2O (31.1 Pa)","Ball","Tubeaxial","-","28.0 dB","1.44W","3600 RPM","2 Wire Leads","-","14 ~ 140°F (-10 ~ 60°C)","CE, CSA, UL, VDE","0.099 lb (44.91g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/04010KA.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/1604KL01WB50B00.jpg,P12812-ND,1604KL-01W-B50-B00,NMB Technologies Corporation,FAN AXIAL 40X10MM BALL 5VDC WIRE,3797,0,"9.52000","0","1","04010KA","Active","5VDC","Square - 40mm L x 40mm H","10.00mm","6.0 CFM (0.168m³/min)","0.184 in H2O (46.0 Pa)","Ball","Tubeaxial","-","29.0 dB","775mW","6500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.033 lb (14.97g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/04010KA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/1604KL-04W-B50-B00.jpg,P15608-ND,1604KL-04W-B50-B00,NMB Technologies Corporation,FAN AXIAL 40X10MM 12VDC WIRE,1897,0,"9.52000","0","1","04010KA","Active","12VDC","Square - 40mm L x 40mm H","10.00mm","6.0 CFM (0.168m³/min)","0.184 in H2O (46.0 Pa)","Ball","Tubeaxial","-","29.0 dB","880mW","6500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.033 lb (14.97g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/04010KA.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/1604KL04WB40B00.jpg,P12813-ND,1604KL-04W-B40-B00,NMB Technologies Corporation,FAN AXIAL 40X10MM 12VDC WIRE,1764,0,"9.52000","0","1","04010KA","Active","12VDC","Square - 40mm L x 40mm H","10.00mm","5.3 CFM (0.148m³/min)","0.136 in H2O (33.9 Pa)","Ball","Tubeaxial","-","25.0 dB","880mW","5500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.033 lb (14.97g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/04010KA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/1604KL-01W-B40-B00.jpg,P15606-ND,1604KL-01W-B40-B00,NMB Technologies Corporation,FAN AXIAL 40X10MM BALL 5VDC WIRE,1007,0,"9.52000","0","1","04010KA","Active","5VDC","Square - 40mm L x 40mm H","10.00mm","5.3 CFM (0.148m³/min)","0.136 in H2O (33.9 Pa)","Ball","Tubeaxial","-","25.0 dB","600mW","5500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.033 lb (14.97g)"
https://www.sanyodenki.com/archive/document/product/cooling/catalog_E_pdf/San_Ace_40P28_E.pdf,//media.digikey.com/Photos/Sanyo%20Photos/San-40-3-wire.jpg,1688-1106-ND,109P0412J3013,Sanyo Denki America Inc.,FAN 40X28MM 12VDC TACH,1968,0,"9.65000","0","1","San Ace 40","Active","12VDC","Square - 40mm L x 40mm H","28.00mm","16.2 CFM (0.454m³/min)","0.843 in H2O (210.0 Pa)","Ball","Tubeaxial","Speed Sensor (Tach)","44.0 dB(A)","4.20W","12500 RPM","3 Wire Leads","-","-4 ~ 140°F (-20 ~ 60°C)","CSA, TUV, UL","0.115 lb (52.16g)"
https://www.sanyodenki.com/archive/document/product/cooling/catalog_E_pdf/San_Ace_40P28_E.pdf,//media.digikey.com/Photos/Sanyo%20Photos/San-40-3-wire.jpg,1688-1137-ND,109P0424J3013,Sanyo Denki America Inc.,FAN 40X28MM 24VDC TACH,688,0,"9.65000","0","1","San Ace 40","Active","24VDC","Square - 40mm L x 40mm H","28.00mm","16.2 CFM (0.454m³/min)","-","Ball","Tubeaxial","Speed Sensor (Tach)","44.0 dB(A)","4.32W","12500 RPM","3 Wire Leads","-","-4 ~ 140°F (-20 ~ 60°C)","CSA, TUV, UL","-"
https://www.cui.com/product/resource/digikeypdf/cfm-80-series.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CFM-8010.jpg,102-4021-ND,CFM-8025-23-10,CUI Inc.,"DC AXIAL FAN, 80 MM SQUARE, 25 M",538,0,"9.69000","0","1","CFM-80","Active","24VDC","Square - 80mm L x 80mm H","25.40mm","69.2 CFM (1.94m³/min)","0.424 in H2O (105.6 Pa)","Ball","Tubeaxial","-","47.0 dB(A)","4.80W","5100 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","-"
http://www.delta-fan.com/Download/Spec/AFB0412VHA-A.pdf,//media.digikey.com/Photos/Delta%20Photos/AFB0405MA-A.JPG,603-1898-ND,AFB0412VHA-A,Delta Electronics,FAN AXIAL 40X10MM 12VDC WIRE,1855,0,"9.71000","0","1","AFB","Active","12VDC","Square - 40mm L x 40mm H","10.00mm","9.3 CFM (0.260m³/min)","0.242 in H2O (60.3 Pa)","Ball","Tubeaxial","-","35.5 dB(A)","720mW","8000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.031 lb (14.06g)"
http://www.delta-fan.com/Download/Spec/AFB0405HHA-A.pdf,//media.digikey.com/Photos/Delta%20Photos/AFB0405MA-A.JPG,603-1512-ND,AFB0405HHA-A,Delta Electronics,FAN AXIAL 40X10MM BALL 5VDC WIRE,1442,0,"9.71000","0","1","AFB","Active","5VDC","Square - 40mm L x 40mm H","10.00mm","8.2 CFM (0.230m³/min)","0.190 in H2O (47.3 Pa)","Ball","Tubeaxial","-","31.5 dB(A)","450mW","7000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.031 lb (14.06g)"
http://www.delta-fan.com/Download/Spec/AFB0412HA-A.pdf,//media.digikey.com/Photos/Delta%20Photos/AFB0405MA-A.JPG,603-1513-ND,AFB0412HA-A,Delta Electronics,FAN AXIAL 40X10MM 12VDC WIRE,1301,0,"9.71000","0","1","AFB","Active","12VDC","Square - 40mm L x 40mm H","10.00mm","6.9 CFM (0.193m³/min)","0.140 in H2O (34.9 Pa)","Ball","Tubeaxial","-","27.0 dB(A)","480mW","6000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.031 lb (14.06g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/1606kl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/1606KL-05W-B30-L00.jpg,P15610-ND,1606KL-05W-B30-L00,NMB Technologies Corporation,FAN AXIAL 40X15MM 24VDC WIRE,635,0,"9.71000","0","1","1606KL","Active","24VDC","Square - 40mm L x 40mm H","15.00mm","6.0 CFM (0.168m³/min)","0.145 in H2O (36.1 Pa)","Ball","Tubeaxial","-","28.0 dB","1.08W","6000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.044 lb (19.96g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/2408nl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2408NL-2WireLeads.jpg,P15619-ND,2408NL-04W-B30-L00,NMB Technologies Corporation,FAN AXIAL 60X20MM 12VDC WIRE,414,0,"9.71000","0","1","2408NL","Active","12VDC","Square - 60mm L x 60mm H","20.00mm","14.8 CFM (0.414m³/min)","0.115 in H2O (28.7 Pa)","Ball","Tubeaxial","-","27.0 dB","960mW","3600 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.187 lb (84.82g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/2408nl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2408NL-2WireLeads.jpg,P12831-ND,2408NL-04W-B50-L00,NMB Technologies Corporation,FAN AXIAL 60X20MM 12VDC WIRE,313,0,"9.71000","0","1","2408NL","Active","12VDC","Square - 60mm L x 60mm H","20.00mm","17.6 CFM (0.493m³/min)","0.162 in H2O (40.5 Pa)","Ball","Tubeaxial","-","31.5 dB","1.32W","4400 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.187 lb (84.82g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/1606kl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/1606KL-05W-B50-L00.jpg,P15611-ND,1606KL-05W-B50-L00,NMB Technologies Corporation,FAN AXIAL 40X15MM 24VDC WIRE,197,0,"9.71000","0","1","1606KL","Active","24VDC","Square - 40mm L x 40mm H","15.00mm","8.1 CFM (0.227m³/min)","0.252 in H2O (62.8 Pa)","Ball","Tubeaxial","-","34.0 dB","1.49W","8000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.044 lb (19.96g)"
https://www.sanyodenki.com/archive/document/product/cooling/catalog_E_pdf/San_Ace_80P15_E.pdf,//media.digikey.com/photos/Sanyo%20Photos/109P0824H701.JPG,1688-1199-ND,109P0824H701,Sanyo Denki America Inc.,FAN 80X15MM 24VDC TACH,557,0,"9.75000","0","1","San Ace 80","Active","24VDC","Square - 80mm L x 80mm H","15.00mm","-","-","Ball","Tubeaxial","Speed Sensor (Tach)","31.0 dB(A)","2.40W","3100 RPM","3 Wire Leads","-","-4 ~ 158°F (-20 ~ 70°C)","CSA, TUV, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/MEC0251V3-0000-A99.pdf,//media.digikey.com/Photos/Sunon%20Photos/DR%28ME%29120-SERIES.jpg,259-1472-ND,MEC0251V3-000U-A99,Sunon Fans,FAN AXIAL 120X25MM 12VDC WIRE,4204,0,"10.83000","0","1","MagLev® MEC","Active","12VDC","Square - 120mm L x 120mm H","25.00mm","75.0 CFM (2.10m³/min)","0.160 in H2O (39.8 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","34.0 dB(A)","1.90W","2200 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CUR, TUV, UL","0.357 lb (161.93g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/1204kl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/1204KL-01W-B50-B00.jpg,P12809-ND,1204KL-04W-B50-B00,NMB Technologies Corporation,FAN AXIAL 30X10MM 12VDC WIRE,977,0,"9.82000","0","1","1204KL","Active","12VDC","Square - 30mm L x 30mm H","10.00mm","3.8 CFM (0.106m³/min)","0.216 in H2O (53.8 Pa)","Ball","Tubeaxial","-","27.0 dB","960mW","10500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.019 lb (8.62g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/2410ml.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2410ML-3WireLeads.jpg,P14515-ND,2410ML-05W-B69-B00,NMB Technologies Corporation,FAN AXIAL 60X25MM 24VDC WIRE,4859,0,"9.84000","0","1","2410ML","Active","24VDC","Square - 60mm L x 60mm H","25.00mm","25.0 CFM (0.700m³/min)","0.293 in H2O (73.0 Pa)","Ball","Tubeaxial","Locked Rotor Sensor","36.0 dB","3.12W","5300 RPM","3 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.143 lb (64.86g)"
https://www.nidec-copal-electronics.com/e/catalog/dc-fan/f17ha.pdf,//media.digikey.com/photos/Copal%20Photos/F17HA-05MC.jpg,563-1108-ND,F17HA-05MC,Nidec Copal Electronics,FAN AXIAL 17X8MM 5VDC WIRE,2062,0,"9.84000","0","1","F17HA","Active","5VDC","Square - 17mm L x 17mm H","8.00mm","0.530 CFM (0.015m³/min)","0.040 in H2O (10.0 Pa)","Sleeve","Tubeaxial","-","7.0 dB(A)","150mW","8000 RPM","2 Wire Leads","-","14 ~ 140°F (-10 ~ 60°C)","-","0.005 lb (2.27g)"
https://www.mechatronics.com/pdf/MD4028.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/MD4028X24B-RSR.jpg,1570-1127-ND,MD4028X24B-RSR,Mechatronics Fan Group,FAN AXIAL 40X28MM 24VDC,1229,0,"9.85000","0","1","MD4028","Active","24VDC","Square - 40mm L x 40mm H","28.00mm","18.7 CFM (0.524m³/min)","0.709 in H2O (176.6 Pa)","Ball","Tubeaxial","Thermal Overload Protector (TOP)","47.3 dB(A)","-","11500 RPM","2 Wire Leads","-","-","cUL, TUV, UL","0.111 lb (50.35g)"
https://www.sanyodenki.com/archive/document/product/cooling/catalog_E_pdf/San_Ace_60R25_E.pdf,//media.digikey.com/photos/Sanyo%20Photos/109R0624M401.JPG,1688-1245-ND,109R0612S401,Sanyo Denki America Inc.,FAN 60X25MM 12VDC TACH,391,0,"9.88000","0","1","San Ace 60","Active","12VDC","Square - 60mm L x 60mm H","25.00mm","-","-","Ball","Tubeaxial","Speed Sensor (Tach)","33.0 dB(A)","2.04W","4600 RPM","3 Wire Leads","-","-4 ~ 158°F (-20 ~ 70°C)","CSA, TUV, UL","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/3108nl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/3108NL2%20SERIES.JPG,P12837-ND,3108NL-04W-B50-P00,NMB Technologies Corporation,FAN AXIAL 80X20MM 12VDC WIRE,1118,0,"9.94000","0","1","3108NL","Active","12VDC","Square - 80mm L x 80mm H","20.00mm","44.0 CFM (1.23m³/min)","0.201 in H2O (50.1 Pa)","Ball","Tubeaxial","-","42.0 dB","3.36W","3750 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.187 lb (84.82g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/3108nl.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/3108NL2%20SERIES.JPG,P12839-ND,3108NL-05W-B50-P00,NMB Technologies Corporation,FAN AXIAL 80X20MM 24VDC WIRE,501,0,"9.94000","0","1","3108NL","Active","24VDC","Square - 80mm L x 80mm H","20.00mm","44.0 CFM (1.23m³/min)","0.201 in H2O (50.1 Pa)","Ball","Tubeaxial","-","42.0 dB","3.60W","3750 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.187 lb (84.82g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/1608kl.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/1608KL04WB50L00,%201608KL04WB10L00.jpg",P13578-ND,1608KL-04W-B20-L00,NMB Technologies Corporation,FAN AXIAL 40X20MM 12VDC WIRE,1079,0,"9.99000","0","1","1608KL","Active","12VDC","Square - 40mm L x 40mm H","20.00mm","6.0 CFM (0.168m³/min)","0.121 in H2O (30.1 Pa)","Ball","Tubeaxial","-","22.5 dB","720mW","5500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.055 lb (24.95g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/1608kl.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/1608KL01WB50L00.jpg,P12819-ND,1608KL-01W-B50-L00,NMB Technologies Corporation,FAN AXIAL 40X20MM BALL 5VDC WIRE,677,0,"9.99000","0","1","1608KL","Active","5VDC","Square - 40mm L x 40mm H","20.00mm","9.5 CFM (0.266m³/min)","0.278 in H2O (69.2 Pa)","Ball","Tubeaxial","-","33.0 dB","1.90W","8500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.055 lb (24.95g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/1608kl.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/1608KL05WB50L00,%201608KL05WB10L00.jpg",P12822-ND,1608KL-05W-B10-L00,NMB Technologies Corporation,FAN AXIAL 40X20MM 24VDC WIRE,420,0,"9.99000","0","1","1608KL","Active","24VDC","Square - 40mm L x 40mm H","20.00mm","4.9 CFM (0.137m³/min)","0.080 in H2O (19.9 Pa)","Ball","Tubeaxial","-","20.0 dB","960mW","4500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.055 lb (24.95g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/06015VA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_06015VA.jpg,P16994-ND,06015VA-24L-AT-00,NMB Technologies Corporation,FAN 24VDC 60X15MM TACH,1977,0,"10.01000","0","1","06015VA","Active","24VDC","Square - 60mm L x 60mm H","15.00mm","14.5 CFM (0.406m³/min)","0.160 in H2O (39.8 Pa)","Ball","Tubeaxial","Speed Sensor (Tach)","28.5 dB","960mW","4100 RPM","3 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","-","0.121 lb (54.88g)"
https://www.mechatronics.com/pdf/F8025-H.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/MFG_F8025-H.jpg,1570-1063-ND,F8025X12B1-FHR,Mechatronics Fan Group,FAN AXIAL 80X25MM 12VDC TACH,446,0,"10.05000","0","1","F8025-H","Active","12VDC","Square - 80mm L x 80mm H","25.00mm","53.0 CFM (1.48m³/min)","0.260 in H2O (64.8 Pa)","Ball","Tubeaxial","Speed Sensor (Tach), Thermal Overload Protector (TOP)","39.0 dB(A)","-","4200 RPM","3 Wire Leads","-","-","CE, cUL, TUV, UL","0.182 lb (82.55g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/04020VA-xxQ-CA-00.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_04020VA.jpg,P19874-ND,04020VA-12Q-CA-00,NMB Technologies Corporation,FAN 40X20MM 12VDC IP69K,1087,0,"10.06000","0","1","04020VA","Active","12VDC","Square - 40mm L x 40mm H","20.00mm","12.4 CFM (0.347m³/min)","0.570 in H2O (142.0 Pa)","Ball","Tubeaxial","-","42.0 dB","1.56W","11000 RPM","2 Wire Leads","IP69K - Dust Tight, High Temp Water Jets, Waterproof","14 ~ 158°F (-10 ~ 70°C)","-","0.088 lb (39.92g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/04020VA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_1608VL.JPG,P14797-ND,1608VL-05W-B50-B00,NMB Technologies Corporation,FAN AXIAL 40.1X20MM 24VDC WIRE,810,0,"10.06000","0","1","04020VA","Active","24VDC","Square - 40.1mm L x 40.1mm H","20.00mm","10.2 CFM (0.286m³/min)","0.308 in H2O (76.6 Pa)","Ball","Tubeaxial","-","31.4 dB(A)","1.68W","8500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, UL, VDE","0.088 lb (39.92g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/04020VA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/1608VL-04W-B40-B00.jpg,P14676-ND,1608VL-05W-B60-B00,NMB Technologies Corporation,FAN AXIAL 40X20MM 24VDC WIRE,703,0,"10.06000","0","1","04020VA","Active","24VDC","Square - 40.1mm L x 40.1mm H","20.00mm","11.3 CFM (0.316m³/min)","0.399 in H2O (99.3 Pa)","Ball","Tubeaxial","-","34.6 dB(A)","2.40W","9500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, UL, VDE","0.088 lb (39.92g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/04020VA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/1608VL-04W-B40-B00.jpg,P14674-ND,1608VL-04W-B60-B00,NMB Technologies Corporation,FAN AXIAL 40X20MM 12VDC WIRE,340,0,"10.06000","0","1","04020VA","Active","12VDC","Square - 40.1mm L x 40.1mm H","20.00mm","11.3 CFM (0.316m³/min)","0.399 in H2O (99.3 Pa)","Ball","Tubeaxial","-","34.6 dB(A)","1.56W","9500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, UL, VDE","0.088 lb (39.92g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/2404KL.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2404KL-04W-B50-B00.jpg,P15615-ND,2404KL-04W-B50-B00,NMB Technologies Corporation,FAN AXIAL 60X10.3MM 12VDC WIRE,2579,0,"10.08000","0","1","2404KL","Active","12VDC","Square - 60mm L x 60mm H","10.30mm","19.0 CFM (0.532m³/min)","0.121 in H2O (30.1 Pa)","Ball","Tubeaxial","-","36.0 dB","3.24W","4800 RPM","2 Wire Leads","-","14 ~ 140°F (-10 ~ 60°C)","CE, CSA, UL, VDE","0.055 lb (24.95g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/2106KL(52x15).pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/2106kl-04w-b50-l00.JPG,P12826-ND,2106KL-04W-B50-L00,NMB Technologies Corporation,FAN AXIAL 52X15MM 12VDC WIRE,362,0,"10.08000","0","1","2106KL","Active","12VDC","Square - 52mm L x 52mm H","15.00mm","14.1 CFM (0.395m³/min)","0.140 in H2O (34.9 Pa)","Ball","Tubeaxial","-","30.0 dB","1.56W","4900 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.055 lb (24.95g)"
