Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","Technology","Frequency","Memory Type","Writable Memory","Standards","Operating Temperature","Size / Dimension"
https://www.nxp.com/docs/en/data-sheet/HTSICH56_48_SDS.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/HTSH5601ETK,118.JPG",568-8620-6-ND,"HTSH4801ETK,118",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,2367,0,"Digi-Reel","0","1","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","2kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
https://www.nxp.com/docs/en/data-sheet/HT2X_SDS.pdf,-,568-11654-ND,HT2DC20S20/F/RSP,NXP USA Inc.,RFID TAG R/W 125KHZ ENCAP,10851,0,"2.91000","0","1","-","Active","Encapsulated","Passive","125kHz","Read/Write","256b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","11.90mm x 5.90mm x 2.90mm"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4034_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_4034.jpg,1528-2798-ND,4034,Adafruit Industries LLC,RFID TAG R/W 13.56MHZ CARD,255,0,"2.95000","0","1","-","Active","Card","Passive","13.56MHz","Read/Write","144B (User)","ISO 14443, NFC","-25°C ~ 70°C","-"
-,-,568-14866-ND,PCF7937EA/C1AB5901,NXP USA Inc.,RFID TAG R/W 125KHZ PLLMC,5000,0,"4.21000","0","1","-","Active","-","-","125kHz","Read/Write","-","-","-","-"
-,"//media.digikey.com/photos/Omron%20Elect%20Photos/Omron%20Electronics,%20Inc-ECB%20Div%20-V750-D22M01-IM-R5K.jpg",Z2642TR-ND,V750-D22M01-IM-R5K,Omron Automation and Safety,RFID TAG R/W 860-960MHZ INLAY,0,0,"1.97760","0","5000","V750","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","96b (EPC)","EPC","-","94.00mm x 16.00mm"
-,"//media.digikey.com/photos/Omron%20Elect%20Photos/Omron%20Electronics,%20Inc-ECB%20Div%20-V750-D22M01-IM-R5K.jpg",Z2642CT-ND,V750-D22M01-IM-R5K,Omron Electronics Inc-EMC Div,RFID TAG R/W 860-960MHZ INLAY,4999,0,"4.46000","0","1","V750","Discontinued at Digi-Key","Inlay","Passive","860MHz ~ 960MHz","Read/Write","96b (EPC)","EPC","-","94.00mm x 16.00mm"
http://www.nxp.com/documents/leaflet/75016809.pdf,//media.digikey.com/Photos/NXP%20USA/PCF7939VA%5ECABC0600.jpg,568-14858-ND,PCF7939VA/CABC0600,NXP USA Inc.,IC TRANSPONDER IMMOBILIZER PLLMC,4989,0,"5.27000","0","1","*","Active","-","-","-","-","-","-","-","-"
http://www.nxp.com/documents/leaflet/75016809.pdf,-,568-14072-ND,PCF7939MA/CABC0800,NXP USA Inc.,IC TRANSPONDER IMMOBILIZER PLLMC,3245,0,"5.27000","0","1","-","Active","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Parallax%20Photos/32397.JPG,32397-ND,32397,Parallax Inc.,RFID TAG READ ONLY 125KHZ COIN,523,0,"1.61000","0","1","-","Active","Coin","-","125kHz","Read Only","-","-","-","25.00mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/28140.pdf,//media.digikey.com/photos/Parallax%20Photos/28142.JPG,28142-ND,28142,Parallax Inc.,RFID TAG READ ONLY 125KHZ COIN,450,0,"1.61000","0","1","-","Active","Coin","Passive","125kHz","Read Only","-","-","-","50.00mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/WRL_14147_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_WRL-14147.jpg,1568-1518-ND,WRL-14147,SparkFun Electronics,RFID TAG R/W 860-960MZ INLAY 5PC,114,0,"1.95000","0","1","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","512b (User)","ISO 18000-6","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0314_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0314.jpg,1738-1241-ND,FIT0314,DFRobot,RFID TAG R/W 13.56MHZ COIN,54,0,"2.01000","0","1","-","Active","Coin","Passive","13.56MHz","Read/Write","1kB (User)","ISO 14443","-","1.260"" L x 1.102"" W (32.00mm x 28.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/RF100419%20Datasheet.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_RF100419.jpg,1543-1062-ND,RF100419,Avery Dennison RFID,TT SENSOR PLUS TIME/TEMP LOGGER,40,0,"18.00000","0","1","-","Active","Inlay","Active","13.56MHz","-","-","ISO 15693","-20°C ~ 50°C","-"
https://www.parallax.com/sites/default/files/downloads/28449-Clear-Disc-RFID-Tag-Datasheet.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_28449.jpg,28449PAR-ND,28449,Parallax Inc.,RFID TAG 125KHZ COIN,57,0,"2.49000","0","1","-","Active","Coin","-","125kHz","-","-","-","-20°C ~ 60°C","-"
https://www.parallax.com/sites/default/files/downloads/28448-Epoxy-Disc-RFID-Tag-Datasheet.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_28448.jpg,28448-ND,28448,Parallax Inc.,RFID TAG 125KHZ COIN,54,0,"2.49000","0","1","-","Active","Coin","-","125kHz","-","-","-","-40°C ~ 85°C","-"
-,//media.digikey.com/Photos/Parallax%20Photos/32399.JPG,32399-ND,32399,Parallax Inc.,RFID TAG R/W 125KHZ COIN,46,0,"2.80000","0","1","World Tag","Active","Coin","-","125kHz","Read/Write","-","-","-","30.00mm Dia"
-,//media.digikey.com/Photos/Parallax%20Photos/28441.JPG,28441PAR-ND,28441,Parallax Inc.,RFID TAG R/W 125KHZ CARD,29,0,"3.11000","0","1","-","Active","Card","-","125kHz","Read/Write","-","-","-","-"
https://abracon.com/RFID-Tags-and-IC/ART915X3030YZ30-IC.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_ART915X3030YZ30-IC.jpg,535-13560-ND,ART915X3030YZ30-IC,Abracon LLC,RFID TAG R/W 902-928MHZ ENCAP,85,0,"6.66000","0","1","-","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read/Write","512b (User)","ISO 18000-6, EPC","-30°C ~ 85°C","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/365_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/365.jpg,1528-1134-ND,365,Adafruit Industries LLC,RFID TAG R/W 13.56MHZ INLAY 5PC,28,0,"10.00000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","1kB (User)","ISO 14443","-","-"
//media.digikey.com/pdf/Data%20Sheets/Harting%20PDFs/Ha-VIS%20RFID%20VT%2086(HT).pdf,//media.digikey.com/Photos/Harting/20926410202.jpg,1195-3433-ND,20926410202,HARTING,RFID TAG R/W 860-960MHZ ENCAP,36,0,"21.24000","0","1","-","Active","Encapsulated","Passive","860MHz ~ 960MHz","Read/Write","512b (EPC)","EPC","-50°C ~ 85°C","41.00mm x 11.00mm x 5.00mm"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/MN63Y3212N4~.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_MN63Y3212N4.jpg,P17700-ND,MN63Y3212N4,Panasonic Electronic Components,RFID TAG R/W 13.56MHZ COIN,33,0,"22.82000","0","1","-","Active","Coin","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-20°C ~ 80°C","30.00mm Dia x 3.00mm"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/MN63Y3212N5~.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_MN63Y3212N5.jpg,P17701-ND,MN63Y3212N5,Panasonic Electronic Components,RFID TAG R/W 13.56MHZ ENCAP,7,0,"26.13000","0","1","-","Active","Encapsulated","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-20°C ~ 80°C","30.00mm x 15.00mm x 2.40mm"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1482_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1482.jpg,1528-2006-ND,1482,Adafruit Industries LLC,RFID TAG R/W 13.56MHZ KEY FOB,36,0,"2.95000","0","1","-","Active","Key Fob","Passive","13.56MHz","Read/Write","1kB (User)","ISO 14443","-","-"
http://www.clare.com/home/pdfs.nsf/www/NCD1015ZP.pdf/$file/NCD1015ZP.pdf,//media.digikey.com/Photos/IXYS%20Photos/MFG_NCD1050ZP.jpg,NCD1015ZP-ND,NCD1015ZP,IXYS Integrated Circuits Division,RFID TAG RD ONLY 134.2KHZ ENCAP,26,0,"15.00000","0","1","-","Active","Encapsulated","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-20°C ~ 60°C","2.059"" L x 0.669"" D (52.30mm x 17.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-I4TR-ND,AS3956-ATDM-I4,ams,RFID TAG R/W 13.56MHZ INLAY,500,0,"1.17250","0","500","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-I4CT-ND,AS3956-ATDM-I4,ams,RFID TAG R/W 13.56MHZ INLAY,500,0,"2.18000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-I4DKR-ND,AS3956-ATDM-I4,ams,RFID TAG R/W 13.56MHZ INLAY,500,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
-,//media.digikey.com/Photos/Omron%20Auto/V680-D1KP52MT.jpg,Z12673-ND,V680-D1KP52MT,Omron Automation and Safety,RFID TAG R/W 13.56MHZ ENCAP,20,0,"33.97000","0","1","-","Active","Encapsulated","Passive","13.56MHz","Read/Write","1kB (User)","-","-25°C ~ 85°C","8.00mm Dia x 5.00mm"
-,-,1195-7182-ND,20926411600,HARTING,TRANSPONDERKIT HA-VIS RFID SL89,15,0,"35.68000","0","1","-","Active","-","-","-","-","-","-","-","-"
http://www.powercastco.com/wp-content/uploads/2017/07/PCT100-Datasheet-Rev-3.pdf,//media.digikey.com/Photos/Powercast/MFG_PCT100.jpg,1964-1005-ND,PCT100-TH,Powercast Corporation,RFID TAG R/W 860-960MHZ ENCAP,10,0,"104.00000","0","1","PCT100","Active","Encapsulated","Passive","860MHz ~ 960MHz","Read/Write","-","EPC, ISO 18000-6C","-40°C ~ 85°C","104.14mm x 58.42mm x 7.62mm"
http://www.powercastco.com/wp-content/uploads/2017/07/PCT100-Datasheet-Rev-3.pdf,//media.digikey.com/Photos/Powercast/MFG_PCT100.jpg,1964-1006-ND,PCT100-TLH,Powercast Corporation,RFID TAG R/W 860-960MHZ ENCAP,5,0,"104.00000","0","1","PCT100","Active","Encapsulated","Passive","860MHz ~ 960MHz","Read/Write","-","EPC, ISO 18000-6C","-40°C ~ 85°C","104.14mm x 58.42mm x 7.62mm"
https://www.murata.com/~/media/webrenewal/products/rfid/magicstrap/datasheetstechinfor/uhf%20magicstrap%20lxms21ncnh_147%20datesheet%20170519%20rev1_2.ashx,//media.digikey.com/photos/Murata%20Photos/LXMS21NCNH-147.JPG,490-9649-2-ND,LXMS21NCNH-147,Murata Electronics North America,RFID TAG R/W 865-920MHZ ENCAP,0,0,"0.34819","0","5000","MAGICSTRAP®","Active","Encapsulated","Passive","865MHz ~ 920MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","2.00mm x 1.25mm x 0.60mm"
https://www.murata.com/~/media/webrenewal/products/rfid/magicstrap/datasheetstechinfor/uhf%20magicstrap%20lxms21ncnh_147%20datesheet%20170519%20rev1_2.ashx,//media.digikey.com/photos/Murata%20Photos/LXMS21NCNH-147.JPG,490-9649-1-ND,LXMS21NCNH-147,Murata Electronics North America,RFID TAG R/W 865-920MHZ ENCAP,499,0,"0.90000","0","1","MAGICSTRAP®","Active","Encapsulated","Passive","865MHz ~ 920MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","2.00mm x 1.25mm x 0.60mm"
https://www.murata.com/~/media/webrenewal/products/rfid/magicstrap/datasheetstechinfor/uhf%20magicstrap%20lxms21ncnh_147%20datesheet%20170519%20rev1_2.ashx,//media.digikey.com/photos/Murata%20Photos/LXMS21NCNH-147.JPG,490-9649-6-ND,LXMS21NCNH-147,Murata Electronics North America,RFID TAG R/W 865-920MHZ ENCAP,499,0,"Digi-Reel","0","1","MAGICSTRAP®","Active","Encapsulated","Passive","865MHz ~ 920MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","2.00mm x 1.25mm x 0.60mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590152,//media.digikey.com/Photos/Atmel%20Photos/AT88SC6416CRF-MR1.jpg,AT88SC6416CRF-MR1TR-ND,AT88SC6416CRF-MR1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"1.04288","0","40000","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","64kb (User)","ISO 14443","-25°C ~ 85°C","8.00mm x 5.06mm x 0.38mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590152,//media.digikey.com/Photos/Atmel%20Photos/AT88SC6416CRF-MR1.jpg,AT88SC6416CRF-MR1CT-ND,AT88SC6416CRF-MR1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,910,0,"1.19000","0","1","CryptoMemory®, CryptoRF®","Discontinued at Digi-Key","Inlay","Passive","13.56MHz","Read/Write","64kb (User)","ISO 14443","-25°C ~ 85°C","8.00mm x 5.06mm x 0.38mm"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-I3TR-ND,AS3956-ATWM-I3,ams,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.58650","0","12000","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-I3CT-ND,AS3956-ATWM-I3,ams,RFID TAG R/W 13.56MHZ INLAY,500,0,"1.69000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-I3DKR-ND,AS3956-ATWM-I3,ams,RFID TAG R/W 13.56MHZ INLAY,500,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-I4TR-ND,AS3956-ATWM-I4,ams,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.58650","0","12000","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-I4CT-ND,AS3956-ATWM-I4,ams,RFID TAG R/W 13.56MHZ INLAY,500,0,"1.69000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-I4DKR-ND,AS3956-ATWM-I4,ams,RFID TAG R/W 13.56MHZ INLAY,500,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-S4TR-ND,AS3956-ATWM-S4,ams,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.58650","0","12000","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-S4CT-ND,AS3956-ATWM-S4,ams,RFID TAG R/W 13.56MHZ INLAY,370,0,"1.69000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWM-S4DKR-ND,AS3956-ATWM-S4,ams,RFID TAG R/W 13.56MHZ INLAY,370,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-S4TR-ND,AS3956-ATDM-S4,ams,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.83750","0","10000","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-S4CT-ND,AS3956-ATDM-S4,ams,RFID TAG R/W 13.56MHZ INLAY,389,0,"2.18000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-S4DKR-ND,AS3956-ATDM-S4,ams,RFID TAG R/W 13.56MHZ INLAY,389,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-I3TR-ND,AS3956-ATDM-I3,ams,RFID TAG R/W 13.56MHZ INLAY,0,0,"1.17250","0","500","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-I3CT-ND,AS3956-ATDM-I3,ams,RFID TAG R/W 13.56MHZ INLAY,364,0,"2.18000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDM-I3DKR-ND,AS3956-ATDM-I3,ams,RFID TAG R/W 13.56MHZ INLAY,364,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-INL-R9QM,%20-W9QM.pdf",//media.digikey.com/photos/Texas%20Instr%20Photos/RI-INL-W9QM-30.JPG,296-46484-ND,RI-INL-W9QM-30,Texas Instruments,RFID TAG R/W 134.2KHZ INLAY,34,0,"2.51000","0","1","-","Obsolete","Inlay","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-25°C ~ 70°C","24.10mm Dia x 2.70mm"
https://abracon.com/Support/RFID_Tags_and_Readers_PTM.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ART923X1015YZ10.jpg,535-12929-ND,ART923X1015YZ10,Abracon LLC,RFID TAG 920-925MHZ ENCAP,73,0,"4.99000","0","1","-","Active","Encapsulated","Passive","920MHz ~ 925MHz","-","-","EPC","-40°C ~ 85°C","10.00mm Dia x 1.50mm"
http://www.powercastco.com/wp-content/uploads/2017/06/PCT200-Datasheet-Rev-1.pdf,//media.digikey.com/Photos/Powercast/MFG_PCT100.jpg,PCT200-TL-ND,PCT200-TL,Powercast Corporation,RFID TAG R/W 860-960MHZ ENCAP,9,0,"104.00000","0","1","PCT200","Active","Encapsulated","Passive","860MHz ~ 960MHz","Read/Write","-","EPC, ISO 18000-6C","-40°C ~ 85°C","104.14mm x 58.42mm x 7.62mm"
https://www.murata.com/~/media/webrenewal/products/rfid/magicstrap/datasheetstechinfor/hf%20magicstrap%20lxmsapha08_136%20datasheet%20160121%20v1_1.ashx,//media.digikey.com/photos/Murata%20Photos/LXMSAPHA08-136.JPG,490-14393-2-ND,LXMSAPHA08-136,Murata Electronics North America,RFID TAG R/W 13.56MHZ INLAY,0,0,"1.65426","0","2500","-","Active","Inlay","Passive","13.56MHz","Read/Write","896b (User)","ISO 15693","-40°C ~ 70°C","0.327"" L x 0.327"" W (8.30mm x 8.30mm)"
https://www.murata.com/~/media/webrenewal/products/rfid/magicstrap/datasheetstechinfor/hf%20magicstrap%20lxmsapha08_136%20datasheet%20160121%20v1_1.ashx,//media.digikey.com/photos/Murata%20Photos/LXMSAPHA08-136.JPG,490-14393-1-ND,LXMSAPHA08-136,Murata Electronics North America,RFID TAG R/W 13.56MHZ INLAY,0,0,"3.59000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","896b (User)","ISO 15693","-40°C ~ 70°C","0.327"" L x 0.327"" W (8.30mm x 8.30mm)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf-hdt-dvbb,//media.digikey.com/Photos/Texas%20Instr%20Photos/RF-HDT-DVBB-N2.JPG,296-24841-ND,RF-HDT-DVBB-N2,Texas Instruments,RFID TAG R/W 13.56MHZ ENCAP,0,0,"2.78000","0","1","Encapsulated Plus","Active","Encapsulated","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 90°C","22.00mm Dia x 3.00mm"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-236u7-Datasheet-v3.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_AD-236u7.jpg,1543-1050-ND,100306,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,0,0,"0.61000","0","1","NXP UCODE 7","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","128b (EPC)","EPC, ISO 18000-6","-40°C ~ 85°C","70.00mm x 14.50mm"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/28140.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_28141.jpg,28141-ND,28141,Parallax Inc.,RFID TAG READ ONLY 125KHZ CARD,0,0,"1.24000","0","1","-","Active","Card","Passive","125kHz","Read Only","-","-","-","85.00mm x 54.00mm"
-,//media.digikey.com/Photos/Parallax%20Photos/28161.JPG,28161-ND,28161,Parallax Inc.,RFID TAG RD ONLY 125KHZ KEY FOB,0,0,"1.24000","0","1","-","Active","Key Fob","-","125kHz","Read Only","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0313_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0313.jpg,1738-1240-ND,FIT0313,DFRobot,RFID TAG R/W 13.56MHZ CARD,10,0,"1.70000","0","1","-","Active","Card","Passive","13.56MHz","Read/Write","1kB (User)","NFC","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V600_Series.pdf,//media.digikey.com/Photos/Omron%20Auto/V600-D23P53.jpg,Z12667-ND,V600-D23P53,Omron Automation and Safety,RFID TAG R/W ENCAP,4,366,"79.37000","0","1","-","Active","Encapsulated","Passive","-","Read/Write","254kB (User)","-","-25°C ~ 70°C","8.00mm Dia x 5.00mm"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/MN63Y3212N1~.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_MN63Y3212N1.jpg,P17699-ND,MN63Y3212N1,Panasonic Electronic Components,RFID TAG R/W 13.56MHZ ENCAP,2,0,"17.64000","0","1","-","Active","Encapsulated","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-25°C ~ 85°C","25.00mm x 11.50mm x 0.85mm"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/MN63Y3213N1~.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_MN63Y3213N1.jpg,P17702-ND,MN63Y3213N1,Panasonic Electronic Components,RFID TAG R/W 13.56MHZ ENCAP,4,0,"19.50000","0","1","-","Active","Encapsulated","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-20°C ~ 75°C","30.00mm x 9.00mm x 1.40mm"
