Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Inductance","Tolerance","Q @ Freq","Mounting Type","Package / Case","Size / Dimension","Height"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4902-S-ND,4902-S,Bourns Inc.,INDUCTOR ADJUST 59NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","59nH","-","95 @ 75MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4903-S-ND,4903-S,Bourns Inc.,INDUCTOR ADJUST 86NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","86nH","-","90 @ 75MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4904-S-ND,4904-S,Bourns Inc.,INDUCTOR ADJUST 117NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","117nH","-","90 @ 50MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4905-S-ND,4905-S,Bourns Inc.,INDUCTOR ADJUST 150NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","150nH","-","80 @ 45MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4906-S-ND,4906-S,Bourns Inc.,INDUCTOR ADJUST 184NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","184nH","-","70 @ 45MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4907-S-ND,4907-S,Bourns Inc.,INDUCTOR ADJUST 226NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","226nH","-","65 @ 45MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4908-S-ND,4908-S,Bourns Inc.,INDUCTOR ADJUST 258NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","258nH","-","60 @ 45MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4909-ND,4909,Bourns Inc.,INDUCTOR ADJUST 390NH THRU HOLE,0,0,"Obsolete","0","1500","Bulk","4900","Obsolete","390nH","-","76 @ 45MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4909-S-ND,4909-S,Bourns Inc.,INDUCTOR ADJUST 296NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","296nH","-","55 @ 45MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4910-ND,4910,Bourns Inc.,INDUCTOR ADJUST 460NH THRU HOLE,0,0,"Obsolete","0","1500","Bulk","4900","Obsolete","460nH","-","72 @ 45MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
//media.digikey.com/pdf/Data%20Sheets/JW%20Miller%20PDFs/4900%20Series.pdf,-,4910-S-ND,4910-S,Bourns Inc.,INDUCTOR ADJUST 335NH THRU HOLE,0,0,"Obsolete","0","300","Bulk","4900","Obsolete","335nH","-","50 @ 45MHz","Through Hole","Radial","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.562"" (14.27mm)"
-,-,308-2339-ND,M8GNP-472,Sumida America Components Inc.,INDUCTOR ADJUST 4.7MH THRU HOLE,0,0,"Obsolete","0","1000","Bulk","M-8","Obsolete","4.7mH","±6%","100 @ 100kHz","Through Hole","-","0.303"" L x 0.303"" W (7.70mm x 7.70mm)","0.433"" (11.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Sumida%20PDFs/CP55.pdf,-,308-2328-2-ND,CP55-T308-NP,Sumida America Components Inc.,INDUCTOR ADJUSTABLE 10UH SMD,0,0,"Obsolete","0","750","Tape & Reel (TR)","CP","Obsolete","10µH","±3%","45 @ 15MHz","Surface Mount","Nonstandard","0.244"" L x 0.232"" W (6.20mm x 5.90mm)","0.217"" (5.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Sumida%20PDFs/CP55.pdf,-,308-2328-1-ND,CP55-T308-NP,Sumida America Components Inc.,INDUCTOR ADJUSTABLE 10UH SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CP","Obsolete","10µH","±3%","45 @ 15MHz","Surface Mount","Nonstandard","0.244"" L x 0.232"" W (6.20mm x 5.90mm)","0.217"" (5.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Sumida%20PDFs/CP55.pdf,-,308-2328-6-ND,CP55-T308-NP,Sumida America Components Inc.,INDUCTOR ADJUSTABLE 10UH SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CP","Obsolete","10µH","±3%","45 @ 15MHz","Surface Mount","Nonstandard","0.244"" L x 0.232"" W (6.20mm x 5.90mm)","0.217"" (5.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB120K-ND,WVL9EB120K,Vishay Dale,WVL 12 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","12µH","±10%","96 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB180K-ND,WVL9EB180K,Vishay Dale,WVL 18 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","18µH","±10%","92 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB1R0J-ND,WVL9EB1R0J,Vishay Dale,WVL 1 5% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","1µH","±5%","68 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB1R2K-ND,WVL9EB1R2K,Vishay Dale,WVL 1.2 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.2µH","±10%","72 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB1R5K-ND,WVL9EB1R5K,Vishay Dale,WVL 1.5 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.5µH","±10%","80 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB1R8K-ND,WVL9EB1R8K,Vishay Dale,WVL 1.8 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.8µH","±10%","92 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB270K-ND,WVL9EB270K,Vishay Dale,WVL 27 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","27µH","±10%","92 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB2R2K-ND,WVL9EB2R2K,Vishay Dale,WVL 2.2 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","2.2µH","±10%","88 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB2R7K-ND,WVL9EB2R7K,Vishay Dale,WVL 2.7 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","2.7µH","±10%","88 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB330K-ND,WVL9EB330K,Vishay Dale,WVL 33 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","33µH","±10%","96 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB3R9K-ND,WVL9EB3R9K,Vishay Dale,WVL 3.9 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","3.9µH","±10%","72 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB561K-ND,WVL9EB561K,Vishay Dale,WVL 560 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB5R6K-ND,WVL9EB5R6K,Vishay Dale,WVL 5.6 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","5.6µH","±10%","76 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9EB8R2K-ND,WVL9EB8R2K,Vishay Dale,WVL 8.2 10% EB E2,0,0,"Obsolete","0","40","-","WVL","Obsolete","8.2µH","±10%","76 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ100K-ND,WVL9FJ100K,Vishay Dale,WVL 10 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","10µH","±10%","72 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ101K-ND,WVL9FJ101K,Vishay Dale,WVL 100 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","100µH","±10%","76 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ102K-ND,WVL9FJ102K,Vishay Dale,WVL 1K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1mH","±10%","80 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ103K-ND,WVL9FJ103K,Vishay Dale,WVL 10K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","10mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ104K-ND,WVL9FJ104K,Vishay Dale,WVL 100K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","100mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ120K-ND,WVL9FJ120K,Vishay Dale,WVL 12 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","12µH","±10%","96 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ121K-ND,WVL9FJ121K,Vishay Dale,WVL 120 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","120µH","±10%","76 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ122K-ND,WVL9FJ122K,Vishay Dale,WVL 1.2K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.2mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ123K-ND,WVL9FJ123K,Vishay Dale,WVL 12K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","12mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ150K-ND,WVL9FJ150K,Vishay Dale,WVL 15 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","15µH","±10%","96 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ151K-ND,WVL9FJ151K,Vishay Dale,WVL 150 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","150µH","±10%","72 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ152K-ND,WVL9FJ152K,Vishay Dale,WVL 1.5K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.5mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ153K-ND,WVL9FJ153K,Vishay Dale,WVL 15K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","15mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ180K-ND,WVL9FJ180K,Vishay Dale,WVL 18 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","18µH","±10%","92 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ181K-ND,WVL9FJ181K,Vishay Dale,WVL 180 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","180µH","±10%","76 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ182K-ND,WVL9FJ182K,Vishay Dale,WVL 1.8K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.8mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ1R0J-ND,WVL9FJ1R0J,Vishay Dale,WVL 1 5% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1µH","±5%","68 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ1R0K-ND,WVL9FJ1R0K,Vishay Dale,WVL 1 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1µH","±10%","68 @ 25MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ1R2K-ND,WVL9FJ1R2K,Vishay Dale,WVL 1.2 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.2µH","±10%","72 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ1R5K-ND,WVL9FJ1R5K,Vishay Dale,WVL 1.5 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.5µH","±10%","80 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ1R8K-ND,WVL9FJ1R8K,Vishay Dale,WVL 1.8 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","1.8µH","±10%","92 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ220K-ND,WVL9FJ220K,Vishay Dale,WVL 22 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","22µH","±10%","100 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ221K-ND,WVL9FJ221K,Vishay Dale,WVL 220 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","220µH","±10%","76 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ222K-ND,WVL9FJ222K,Vishay Dale,WVL 2.2K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","2.2mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ223K-ND,WVL9FJ223K,Vishay Dale,WVL 22K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","22mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ270K-ND,WVL9FJ270K,Vishay Dale,WVL 27 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","27µH","±10%","92 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ271K-ND,WVL9FJ271K,Vishay Dale,WVL 270 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","270µH","±10%","80 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ272K-ND,WVL9FJ272K,Vishay Dale,WVL 2.7K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","2.7mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ2R2K-ND,WVL9FJ2R2K,Vishay Dale,WVL 2.2 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","2.2µH","±10%","88 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ2R7K-ND,WVL9FJ2R7K,Vishay Dale,WVL 2.7 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","2.7µH","±10%","88 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ2R7KH-ND,WVL9FJ2R7KH,Vishay Dale,WVL-H 2.7 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","2.7µH","±10%","88 @ 7.9MHz","Through Hole","Radial, Horizontal Cylinder","0.320"" Dia x 0.400"" L (8.13mm x 10.16mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ330K-ND,WVL9FJ330K,Vishay Dale,WVL 33 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","33µH","±10%","96 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ331K-ND,WVL9FJ331K,Vishay Dale,WVL 330 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","330µH","±10%","80 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ332K-ND,WVL9FJ332K,Vishay Dale,WVL 3.3K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","3.3mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ333K-ND,WVL9FJ333K,Vishay Dale,WVL 33K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","33mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ390K-ND,WVL9FJ390K,Vishay Dale,WVL 39 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","39µH","±10%","96 @ 2.5MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ390KH-ND,WVL9FJ390KH,Vishay Dale,WVL-H 39 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","39µH","±10%","96 @ 2.5MHz","Through Hole","Radial, Horizontal Cylinder","0.320"" Dia x 0.400"" L (8.13mm x 10.16mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ391K-ND,WVL9FJ391K,Vishay Dale,WVL 390 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","390µH","±10%","80 @ 790kHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ392K-ND,WVL9FJ392K,Vishay Dale,WVL 3.9K 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","3.9mH","±10%","-","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/WVL_Series_Rev_Aug_2007.pdf,-,WVL9FJ3R3K-ND,WVL9FJ3R3K,Vishay Dale,WVL 3.3 10% F09,0,0,"Obsolete","0","40","-","WVL","Obsolete","3.3µH","±10%","77 @ 7.9MHz","Through Hole","Radial, Vertical Cylinder","0.300"" Dia (7.62mm)","0.430"" (10.92mm)"
