Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Convert From (Adapter End)","Convert To (Adapter End)","Features","Color"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404548.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1404548.jpg,277-8051-ND,1404548,Phoenix Contact,ADAPT CIRC 8POS TO RJ45 JACK BLK,49,0,"68.92000","0","1","-","Active","Circular Connector, Female Sockets, 8 Pos","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Right Angle, Waterproof","Black"
https://belfuse.com/resources/AIMCambridge/dr-278110.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/CP-AD-501.jpg,367-1012-ND,27-8110,Cinch Connectivity Solutions AIM-Cambridge,ADAPT BNC JACK TO RCA PLUG SILV,562,0,"2.00000","0","1","-","Active","BNC Jack, Female Socket","RCA Plug, Male Pin","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10287_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-10287.jpg,1568-1509-ND,PRT-10287,SparkFun Electronics,ADAPT TERM BL 2POS TO 2.1MM PLG,79,0,"2.95000","0","1","-","Active","Terminal Blocks, Screw Connection, 2 Pos, 1 Row","2.1mm DC Plug","-","Black, Green"
https://www.pomonaelectronics.com/file/17044/download?token=Ha8lVPds,//media.digikey.com/photos/Pomona%20Photos/1614A-0.JPG,501-1587-ND,1614A-0,Pomona Electronics,ADAPT SPADE LUG TO BAN JACK BLK,99,0,"2.99000","0","1","-","Active","Spade Lug","Banana Jack","-","Black"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/Cal-Test-Electronics/MFG_CT2708.jpg,CT2708-ND,CT2708,Cal Test Electronics,BNC ADAPTER 5MM NONTERMINATED,45,0,"3.50000","0","1","*","Active","-","-","-","-"
https://cinchconnectivity.com/OA_MEDIA/drawings/dr-VA212.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/MFG_VA212.jpg,1427-1098-ND,VA212,Cinch Connectivity Solutions Vitelec,ADAPT RCA PLUG TO BNC JACK SILV,71,0,"4.08000","0","1","-","Active","Phono (RCA) Plug","BNC Jack, Female Socket","-","Silver"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_CT2939.jpg,BKCT2939-ND,CT2939,Cal Test Electronics,BNC(F) ADAPTER 4MM BPLUGS BLA,88,0,"5.45000","0","1","*","Active","-","-","-","-"
https://www.pomonaelectronics.com/file/17295/download?token=YV4OHqA-,//media.digikey.com/Photos/Pomona%20Photos/MFG_3565-0.jpg,501-1862-ND,3565-0,Pomona Electronics,ADAPT PIN 0.093"" TO BAN JCK BLK,72,0,"5.49000","0","1","-","Active","Pin, 0.093"" Dia","Banana Jack","-","Black"
https://www.pomonaelectronics.com/file/17295/download?token=YV4OHqA-,//media.digikey.com/Photos/Pomona%20Photos/MFG_3565-2.jpg,501-1863-ND,3565-2,Pomona Electronics,ADAPT PIN 0.093"" TO BAN JCK RED,50,0,"5.49000","0","1","-","Active","Pin, 0.093"" Dia","Banana Jack","-","Red"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_CT2941.jpg,BKCT2941-ND,CT2941,Cal Test Electronics,BNC(F) ADAPTER 4MM BPOST BLAC,60,0,"7.60000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/CT2410.JPG,BKCT2410-ND,CT2410,Cal Test Electronics,BNC(M) ADAPTER 4MM BPOST BLAC,86,0,"8.20000","0","1","*","Active","-","-","-","-"
https://muellerelectric.com/wp-content/uploads/DS-BU-P1269.pdf,//media.digikey.com/Photos/Mueller%20Photos/BU-P1269.JPG,314-1294-ND,BU-P1269,Mueller Electric Co,STACKABLE BANANA PLUG TO FEM BNC,36,0,"8.68000","0","1","*","Active","-","-","-","-"
http://www.keyelco.com/userAssets/store/files/p70.pdf,//media.digikey.com/Photos/Keystone%20Elect%20Photos/7021.jpg,36-7021-ND,7021,Keystone Electronics,ADAPT BNC JACK TO BAN PLUG DBL,84,320,"11.77000","0","1","-","Active","BNC Female","Banana Plug, Double","-","-"
https://muellerelectric.com/wp-content/uploads/DS-BU-P1296.pdf,//media.digikey.com/Photos/Mueller%20Photos/MFG_BU-P1296.jpg,314-1170-ND,BU-P1296,Mueller Electric Co,ADAPT BNC PLUG TO DBL BIND POST,30,752,"17.22000","0","1","BU","Active","BNC Male","Binding Post, Double","-","Black"
https://www.pomonaelectronics.com/file/17532/download?token=VaWAF1ag,//media.digikey.com/photos/Pomona%20Photos/MFG_4684.jpg,501-2276-ND,4684,Pomona Electronics,ADAPT BNC JACK TO BAN PLUG RED,31,0,"18.49000","0","1","-","Active","BNC Female","Banana Plug","Grounding Lead, 4.1"" (104mm)","Red"
https://www.pomonaelectronics.com/file/17359/download?token=q12n6iDU,//media.digikey.com/photos/Pomona%20Photos/3837.jpg,501-1138-ND,3837,Pomona Electronics,ADAPT BNC JACK TO 3.55MM PLUG,44,0,"19.99000","0","1","-","Active","BNC Jack, Female Socket","Phone Plug, Mono, Tini-Plug, 3.55mm (0.14"")","-","-"
https://www.pomonaelectronics.com/file/17113/download?token=lz1FmXBN,//media.digikey.com/photos/Pomona%20Photos/MFG_2305.jpg,501-1560-ND,2305,Pomona Electronics,ADAPT SPADE LUG TO BAN JACK 2PC,68,0,"20.49000","0","1","-","Active","Spade Lug","Banana Jack","-","Black, Red"
https://www.pomonaelectronics.com/sites/default/files/Pomona_Electronics_Catalog_2016.pdf#page=18,//media.digikey.com/Photos/Pomona%20Photos/72938.JPG,501-1243-ND,72938,Pomona Electronics,ADAPT BNC JACK TO BAN JACK DBL,45,0,"25.49000","0","1","-","Active","BNC Female","Banana Jack, Double","-","-"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/mrj59xxx1.pdf,//media.digikey.com/photos/Amphenol%20Photos/MRJ598001.JPG,MRJ598001-ND,MRJ598001,Amphenol ICC (Commercial Products),RJ45 JACK R/A 8POS W/TERM BLCK,28,0,"34.91000","0","1","*","Active","-","-","-","-"
https://www.pomonaelectronics.com/file/17038/download?token=h-NuqpTE,//media.digikey.com/photos/Pomona%20Photos/1469.JPG,501-1614-ND,1469,Pomona Electronics,ADAPT BNC PLUG TO DBL BIND POST,62,0,"40.99000","0","1","-","Active","BNC Male","Binding Post, Double","Solder Turrets","Black"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033812401_100513256DRW007C.pdf,//media.digikey.com/Photos/Harting/21033812401.jpg,1195-5837-ND,21033812401,HARTING,ADAPTER M12-RJ45 STRAIGHT,26,0,"42.75000","0","1","*","Active","-","-","-","-"
https://www.pomonaelectronics.com/file/17261/download?token=PHqw3STn,//media.digikey.com/photos/Pomona%20Photos/MFG_3296.jpg,501-1807-ND,3296,Pomona Electronics,ADAPT BNC PLUG TO DBL BIND POST,51,0,"43.99000","0","1","-","Active","BNC Male","Binding Post, Miniature, Double","-","-"
https://muellerelectric.com/wp-content/uploads/DS-BU-30211-0.pdf,//media.digikey.com/Photos/Mueller%20Photos/MFG_BU-30211-6.jpg,314-1382-ND,BU-30211-6,Mueller Electric Co,ADAPT SPADE LUG TO BAN JACK BLU,411,0,"1.85000","0","1","BU","Active","Spade Lug","Banana Jack","-","Blue"
https://muellerelectric.com/wp-content/uploads/DS-BU-30211-0.pdf,//media.digikey.com/Photos/Mueller%20Photos/MFG_BU-30211-4.jpg,314-1381-ND,BU-30211-4,Mueller Electric Co,ADAPT SPADE LUG TO BAN JACK YLW,228,1065,"1.85000","0","1","BU","Active","Spade Lug","Banana Jack","-","Yellow"
http://www.caltestelectronics.com/images/attachments/CT2553_drawing.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/CT2553-0.JPG,BKCT2553-0-ND,CT2553-0,Cal Test Electronics,ADAPTER 6MM SPADE 4MM J BLACK,93,0,"2.75000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/images/attachments/CT2553_drawing.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/CT2553-5.JPG,BKCT2553-5-ND,CT2553-5,Cal Test Electronics,ADAPTER 6MM SPADE 4MM J GREEN,88,0,"2.75000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/images/attachments/CT2553_drawing.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/CT2553-6.JPG,BKCT2553-6-ND,CT2553-6,Cal Test Electronics,ADAPTER 6MM SPADE 4MM J BLUE,63,0,"2.75000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/images/attachments/CT2553_drawing.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/CT2553-9.JPG,BKCT2553-9-ND,CT2553-9,Cal Test Electronics,ADAPTER 6MM SPADE 4MM J WHITE,28,0,"2.75000","0","1","*","Active","-","-","-","-"
https://www.pomonaelectronics.com/file/17044/download?token=Ha8lVPds,//media.digikey.com/Photos/Pomona%20Photos/1614A-2.JPG,501-1588-ND,1614A-2,Pomona Electronics,ADAPT SPADE LUG TO BAN JACK RED,79,0,"2.99000","0","1","-","Active","Spade Lug","Banana Jack","-","Red"
https://belfuse.com/resources/AIMCambridge/dr-40-9588M.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/40-9588M.jpg,367-1141-ND,40-9588M,Cinch Connectivity Solutions AIM-Cambridge,ADAPTER RJ-45 TO DB25 MALE,62,0,"3.10000","0","1","*","Active","-","-","-","-"
https://belfuse.com/resources/AIMCambridge/dr-40-9538M.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/40-9538M.jpg,367-1142-ND,40-9538M,Cinch Connectivity Solutions AIM-Cambridge,CONN ADAPTER RJ-45 TO DB9 MALE,2,0,"3.10000","0","1","*","Active","-","-","-","-"
https://belfuse.com/resources/AIMCambridge/dr-40-9536F.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/40-9536F.jpg,367-1113-ND,40-9536F,Cinch Connectivity Solutions AIM-Cambridge,CONN ADAPTER RJ-12 TO DB9 FEMALE,47,0,"3.10000","0","1","*","Active","-","-","-","-"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK15S70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/RJADK15S7080831.JPG,RJADK15S7080831-ND,RJADK15S7080831,NorComp Inc.,ADAPT DB15F TO RJ45 JACK GRAY,85,0,"4.18000","0","1","RJADK","Active","D-Sub, 15 Pin Female","Modular, Female Jack, 8p8c (RJ45)","-","Gray"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3628_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3628_A.jpg,1528-2460-ND,3628,Adafruit Industries LLC,ADAPT USB-A PLG TO TERM BLK 5POS,50,0,"4.95000","0","1","-","Active","USB - A, Plug","Terminal Blocks, Header, 5 Pos, 1 Row","-","-"
https://www.pomonaelectronics.com/file/18459/download?token=MnpgMXkh,//media.digikey.com/photos/Pomona%20Photos/MFG_5532_01a_c.jpg,501-1690-ND,5532,Pomona Electronics,ADAPT SNAP BUTTON TO BANANA JACK,54,0,"5.69000","0","1","-","Active","Snap Button","Banana Jack","-","-"
https://assets.tripplite.com/product-pdfs/en/p120000.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P120-000.jpg,TL1135-ND,P120-000,Tripp Lite,ADAPTER DVI ANALOG TO HD15F,38,0,"6.79000","0","1","-","Active","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u219000r.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U219-000-R.jpg,TL1194-ND,U219-000-R,Tripp Lite,ADAPTER USB A M 2X MINI-DIN6 F,85,0,"13.33000","0","1","*","Active","-","-","-","-"
http://www.amphenolltw.com/2012download/2D PDF/08_RJ Connectors/RJS-12D04FM-RS8001.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_RJS-12D04FM-RS8001.jpg,1754-1179-ND,RJS-12D04FM-RS8001,Amphenol LTW,ADAPT CIRC 4POS TO RJ45 JACK BLK,57,0,"18.15000","0","1","-","Active","Circular, Male Pins, 4 Pos, M12","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Shielded, Waterproof","Black"
https://www.pomonaelectronics.com/file/17239/download?token=Ej3kPjuj,//media.digikey.com/photos/Pomona%20Photos/MFG_3269.jpg,501-1584-ND,3269,Pomona Electronics,ADAPT BNC JCK TO DBL BAN PLG BLK,25,0,"19.49000","0","1","-","Active","BNC Female","Banana Plug, Miniature, Double","-","Black"
https://belfuse.com/resources/Trompeter/Drawings/dr-J3.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/J3.jpg,1097-1170-ND,J3,Cinch Connectivity Solutions Trompeter,ADAPT BNC JACK TO RCA JACK SILV,14,0,"20.05000","0","1","-","Active","BNC Jack, Female Socket","RCA Jack","Flange","Silver"
https://www.pomonaelectronics.com/sites/default/files/Pomona_Electronics_Catalog_2016.pdf,//media.digikey.com/photos/Pomona%20Photos/4054.jpg,501-1096-ND,4054,Pomona Electronics,ADAPT BNC PLUG TO RCA JACK,11,0,"25.99000","0","1","-","Active","BNC Plug, Male Pin","Phono (RCA) Jack","-","-"
https://www.pomonaelectronics.com/file/17540/download?token=oKCuGthi,//media.digikey.com/photos/Pomona%20Photos/MFG_4719.jpg,501-1619-ND,4719,Pomona Electronics,ADAPT BNC JACK TO BANTAM PLG BLK,18,0,"31.99000","0","1","-","Active","BNC Jack, Female Socket","Phone Plug, Bantam, 0.173"" (4.39mm)","-","Black"
https://b2b.harting.com/files/download/PRD/PDF_TS/09352410401_100194300DRW002E.pdf,//media.digikey.com/Photos/Harting/MFG_09352410401.jpg,1195-2100-ND,09352410401,HARTING,HAN PUSHPULL SCRJ POF METAL,7,0,"47.14000","0","1","*","Active","-","-","-","-"
-,//media.digikey.com/photos/Fluke%20Elect%20Photos/PM9082^001.JPG,614-1124-ND,PM9082/001,Fluke Electronics,ADAPT BNC PLUG TO BAN JACK DBL,10,0,"51.49000","0","1","-","Active","BNC Male","Banana Jack, Double","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1414393.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1414393.jpg,277-11911-ND,1414393,Phoenix Contact,ADAPT CIRC 8POS TO RJ45 JACK BLK,30,0,"52.01000","0","1","PLUSCON","Active","Circular Connector, Female Sockets, 8 Pos","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Right Angle, Waterproof","Black"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1414397.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1414397.jpg,277-11913-ND,1414397,Phoenix Contact,ADAPT CIRC 4POS TO RJ45 JACK BLK,17,312,"52.01000","0","1","PLUSCON","Active","Circular Connector, Female Sockets, 4 Pos","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Right Angle, Waterproof","Black"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902326,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902326.jpg,277-14815-ND,2902326,Phoenix Contact,SUBCON-PLUS-CAN/AX/M12,6,0,"55.00000","0","1","*","Active","-","-","-","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-J13-50.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/J13-50.jpg,1097-1066-ND,J13-50,Cinch Connectivity Solutions Trompeter,ADAPT BNC JACK TO RCA PLUG,10,0,"112.06000","0","1","-","Active","BNC Jack, Female Socket","RCA Plug, Male Pin","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/09455411902_100215721DRW006A.pdf,//media.digikey.com/Photos/Harting/9455411902.JPG,1195-3478-ND,09455411902,HARTING,CONN ADAPTER,52,0,"10.42000","0","1","Han® PushPull","Active","-","-","-","-"
http://www.switchcraft.com/Drawings/EHRCABNC_X_SERIES_CD.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/EHRCABNCBXPKG.jpg,SC2115-ND,EHRCABNCBXPKG,Switchcraft Inc.,RCA-BNC PANEL MOUNT BLACK-BAG,31,0,"13.86000","0","1","*","Active","-","-","-","-"
//media.digikey.com/PDF/Data%20Sheets/Switchcraft%20PDFs/Q-G%20Connector-Adapters.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/324X.jpg,SC1598-ND,324X,Switchcraft Inc.,ADAPT MALE XLR TO RCA JACK,13,0,"15.42000","0","1","Q-G®","Active","XLR, Male Pins, 3 Positions","Phono (RCA) Jack","Insulated, Shielded","-"
https://assets.tripplite.com/product-pdfs/en/u2380001.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U238-000-1.jpg,TL1196-ND,U238-000-1,Tripp Lite,USB 2.0 TO SATA 2.5"" 3.5"" ADAPT,19,0,"35.88000","0","1","*","Active","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u244001r.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U244-001-R.jpg,TL1197-ND,U244-001-R,Tripp Lite,USB 2.0 TO DVI AND VGA ADAPTER,20,0,"80.36000","0","1","*","Active","-","-","-","-"
https://muellerelectric.com/wp-content/uploads/DS-BU-30211-0.pdf,-,314-1626-ND,BU-30211A-4,Mueller Electric Co,ADAPT SPADE LUG TO BAN JACK YLW,80,2126,"1.85000","0","1","BU","Active","Spade Lug","Banana Jack","-","Yellow"
https://muellerelectric.com/wp-content/uploads/DS-BU-30211-0.pdf,-,314-1628-ND,BU-30211A-6,Mueller Electric Co,ADAPT SPADE LUG TO BAN JACK BLU,80,7415,"1.85000","0","1","BU","Active","Spade Lug","Banana Jack","-","Blue"
https://muellerelectric.com/wp-content/uploads/DS-BU-30211-0.pdf,-,314-1629-ND,BU-30211A-9,Mueller Electric Co,ADAPT SPADE LUG TO BAN JACK WHT,76,3183,"1.85000","0","1","BU","Active","Spade Lug","Banana Jack","-","White"
https://muellerelectric.com/wp-content/uploads/DS-BU-30211-0.pdf,-,314-1627-ND,BU-30211A-5,Mueller Electric Co,ADAPT SPADE LUG TO BAN JACK GRN,74,5186,"1.85000","0","1","BU","Active","Spade Lug","Banana Jack","-","Green"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/photos/Cal-Test-Electronics/CT3161-2.JPG,CT3161-2-ND,CT3161-2,Cal Test Electronics,ADAPTER BNC M TO 4MM BINDING POS,85,0,"5.00000","0","1","*","Active","-","-","-","-"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,//media.digikey.com/photos/Pomona%20Photos/5699-2.JPG,501-2451-ND,5699-2,Pomona Electronics,ADAPT 6/32 SCRW TO BAN JACK RED,79,0,"5.69000","0","1","-","Active","6/32"" Threaded Screw","Banana Jack","-","Red"
https://muellerelectric.com/wp-content/uploads/BU-P5319.pdf,//media.digikey.com/Photos/Mueller%20Photos/MFG_BU-P5319.jpg,314-1671-ND,BU-P5319,Mueller Electric Co,ADAP BNC F TO PHONO PLUG,40,512,"8.31000","0","1","*","Active","-","-","-","-"
https://catalog.rosenberger.com/images/documents/db/MU1S199-K01L-Y.pdf,//media.digikey.com/Photos/Rosenberger/MFG_MU1S199-K01L-A.jpg,1868-1573-ND,MU1S199-K01L-A,Rosenberger,ADAPT USB-A PLG TO 6POS CONN WHT,100,0,"10.14000","0","1","-","Active","USB - A, Plug","Rectangular Connector, 6 Pos","-","White"
//media.digikey.com/pdf/Data%20Sheets/Cal%20Test%20PDFs/CT3889_Dwg.pdf,//media.digikey.com/Photos/Cal-Test-Electronics/MFG_CT3889.jpg,CT3889-ND,CT3889,Cal Test Electronics,COAX ADAPTER INSULATED BNC (F) T,28,0,"13.00000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/Cal-Test-Electronics/MFG_CT2985.jpg,CT2985-ND,CT2985,Cal Test Electronics,BNCF ADAPTER 4MM SAFETY JACKS,14,0,"17.95000","0","1","*","Active","-","-","-","-"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/Cal-Test-Electronics/MFG_CT3956.jpg,CT3956-ND,CT3956,Cal Test Electronics,BNCF ADAPTER 4MM SAFETY BANANA P,9,0,"19.20000","0","1","*","Active","-","-","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/M12-and-XCode-Connectors-Data-Sheet.pdf,//media.digikey.com/Photos/Bulgin%20Photos/PXMBNI12RAF08XRJM16.JPG,708-2894-ND,PXMBNI12RAF08XRJM16,Bulgin,ADAPT CIRC 8POS TO RJ45 JACK BLK,40,0,"30.04000","0","1","M12","Active","Circular, Female Sockets, 8 Pos, M12","Modular, Female Jack, 8p8c (RJ45)","Right Angle","Black"
https://www.bulgin.com/products/pub/media/bulgin/data/M12-and-XCode-Connectors-Data-Sheet.pdf,-,708-2897-ND,PXMBNI12RPM08XRJM16,Bulgin,ADAPT CIRC 8POS TO RJ45 JACK BLK,41,0,"32.58000","0","1","M12","Active","Circular, Female Sockets, 8 Pos, M12","Modular, Female Jack, 8p8c (RJ45)","-","Black"
https://www.pomonaelectronics.com/file/17036/download?token=Fk1SEW9T,//media.digikey.com/Photos/Pomona%20Photos/MFG_1468.jpg,501-2265-ND,1468,Pomona Electronics,ADAPT BNC JACK TO BAN PLUG DBL,42,0,"32.99000","0","1","-","Active","BNC Female","Banana Plug, Double","Solder Turrets","Black"
https://www.pomonaelectronics.com/file/17085/download?token=ransahds,//media.digikey.com/photos/Pomona%20Photos/MFG_2112.jpg,501-2170-ND,2112,Pomona Electronics,ADAPT PHONE PLG TO DBL BIND POST,10,0,"34.99000","0","1","-","Active","Phone Plug","Binding Post, Double","-","Black"
http://www.amphenolltw.com/download/product_item/RJS-12X08FF-RS7001.pdf,//media.digikey.com/Photos/Amphenol%20Photos/RJS-12X08FF-RS7001.JPG,1754-1259-ND,RJS-12X08FF-RS7001,Amphenol LTW,ADAPT CIRC 8POS TO RJ45 JACK BLK,52,0,"37.02000","0","1","-","Active","Circular Connector, Female Sockets, 8 Pos","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Waterproof","Black"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902318_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902318.jpg,277-16804-ND,2902318,Phoenix Contact,CONN D-SUB PLUG 9POS STR,7,0,"51.00000","0","1","SUBCON","Active","-","-","Backshell, Grounding Indents","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/i/ic/ica/icam/icam12drjs/media/C-COICAM12DRJS--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_ICAM12DRJS.JPG,298-12757-ND,ICAM12DRJS,Panduit Corp,ADAPT CIRC 4POS TO RJ45 JACK BLK,27,0,"53.28000","0","1","-","Active","Circular Connector, Female Sockets, 4 Pos","Modular, Female Jack, 8p8c (RJ45)","Insulated, Shielded","Black"
https://www.pomonaelectronics.com/file/17398/download?token=Y-JNx7xf,//media.digikey.com/photos/Pomona%20Photos/MFG_4043.jpg,501-2123-ND,4043,Pomona Electronics,ADAPT BNC PLUG TO 6.35MM PLUG,26,0,"54.99000","0","1","-","Active","BNC Plug, Male Pin","Phone Jack, Mono, 6.35mm (0.250"", 1/4"")","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/i/ic/ica/icam/icam12xrjs/media/C-COICAM12XRJS--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ICAM12XRJS.JPG,298-13364-ND,ICAM12XRJS,Panduit Corp,"INDUSTRIAL M12, X-CODE, 8 PIN FE",10,0,"78.75000","0","1","IndustrialNet™","Active","Circular, Female Sockets, 8 Pos, M12","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Shielded, Waterproof","Black"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pl/pld/pldc/pldc25ehc350/media/C-CTPLDC25EH-C305--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ICAM12X90RJS.JPG,298-13363-ND,ICAM12X90RJS,Panduit Corp,"INDUSTRIAL M12, X-CODE, 8 PIN FE",7,0,"78.75000","0","1","IndustrialNet™","Active","Circular, Female Sockets, 8 Pos, M12","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Right Angle, Shielded, Waterproof","Black"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/8901620000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_8901620000.JPG,281-3469-ND,8901620000,Weidmüller,ADAPT CIRC 4POS TO RJ45 JCK SILV,2,268,"100.40000","0","1","-","Active","Circular, Female Sockets, 4 Pos, M12","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Shielded, Waterproof","Silver"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/8901630000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_8901630000.JPG,281-3474-ND,8901630000,Weidmüller,ADAPT CIRC 4POS TO RJ45 JCK SILV,2,34,"103.64000","0","1","-","Active","Circular, Female Sockets, 4 Pos, M12","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Right Angle, Shielded, Waterproof","Silver"
-,//media.digikey.com/Photos/Switchcraft%20Photos/MFG_319.jpg,SC3520-ND,319,Switchcraft Inc.,ADAPT 3.5MM JCK TO TERM BLK 3POS,4,0,"124.95000","0","1","-","Active","3.5mm Jack, Female Socket","Terminal Block, 3 Positions","-","-"
//media.digikey.com/pdf/Data%20Sheets/Trenz%20Electronic%20PDFs/TE0422-02_Web.pdf,-,1686-1173-ND,TE0422-02,Trenz Electronic GmbH,SFP 2 SMA ADAPTER,5,0,"158.10000","0","1","TE0422","Active","SFP Plug","SMA Jack, Female Socket (4)","-","-"
http://www.switchcraft.com/Drawings/318_CD_Rev0A.PDF,//media.digikey.com/Photos/Switchcraft%20Photos/MFG_318.jpg,SC3519-ND,318,Switchcraft Inc.,ADAPT 3.5MM JACK TO MALE XLR,22,0,"160.65000","0","1","-","Active","3.5mm Jack, Female Socket","XLR, Male Pins, 3 Positions","Volume Control","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2790_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2790.jpg,1528-2866-ND,2790,Adafruit Industries LLC,ADAPT 1/8"" PLG TO TERM BLK 3POS,91,0,"2.50000","0","1","-","Active","Phone Plug, Stereo, 3.50mm (0.141"", 1/8"")","Terminal Block, 3 Positions","-","Black, Green"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2915_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2915.jpg,1528-2263-ND,2915,Adafruit Industries LLC,ADAPT 1/8"" JCK TO TERM BLK 4POS,54,0,"2.50000","0","1","-","Active","Phone Jack, Stereo, 3.50mm (0.141"", 1/8"")","Terminal Block, 4 Positions","-","Black, Green"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2791_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2791.jpg,1528-2867-ND,2791,Adafruit Industries LLC,ADAPT 1/8"" JCK TO TERM BLK 3POS,40,0,"2.50000","0","1","-","Active","Phone Jack, Stereo, 3.50mm (0.141"", 1/8"")","Terminal Block, 3 Positions","-","Black, Green"
