Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Outputs","Voltage - Input","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Applications","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension"
https://www.recom-power.com/pdf/Powerline_AC-DC/RAC05-K_277.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC05-05SK-277.jpg,945-3194-ND,RAC05-05SK/277,Recom Power,5W AC/DC-CONVERTER 'POWERLINE' 4,158,996,"10.15000","0","1","POWERLINE RAC05-K/277 (5W)","Active","Enclosed","1","85 ~ 305 VAC, 120 ~ 430 VDC","5V","-","-","-","1A","5W","Household Appliances, ITE (Commercial)","-","-40°C ~ 85°C (With Derating)","80%","Through Hole","9-DIP Module, 4 Leads","1.25"" L x 1.05"" W x 0.86"" H (31.7mm x 26.7mm x 21.8mm)"
https://www.meanwell.com/Upload/PDF/IRM-15/IRM-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-15.jpg,1866-3037-ND,IRM-15-5,MEAN WELL USA Inc.,AC/DC CONVERTER 5V 15W,5045,0,"10.63000","0","1","IRM-15 (15W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","5V","-","-","-","3A","15W","ITE (Commercial)","DC Input Capable, Universal Input","-30°C ~ 70°C (With Derating)","78%","Through Hole","4-DIP Module","2.06"" L x 1.07"" W x 0.94"" H (52.4mm x 27.2mm x 24.0mm)"
https://www.meanwell.com/Upload/PDF/IRM-15/IRM-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-15.jpg,1866-3033-ND,IRM-15-12,MEAN WELL USA Inc.,AC/DC CONVERTER 12V 15W,3405,0,"10.63000","0","1","IRM-15 (15W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","12V","-","-","-","1.25A","15W","ITE (Commercial)","DC Input Capable, Universal Input","-30°C ~ 70°C (With Derating)","82%","Through Hole","4-DIP Module","2.06"" L x 1.07"" W x 0.94"" H (52.4mm x 27.2mm x 24.0mm)"
https://www.recom-power.com/pdf/Powerline_AC-DC/RAC10-K_277.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC10-K_277.jpg,945-3126-5-ND,RAC10-15DK/277,Recom Power,CONV AC/DC 10W 85-305VIN +/-15VO,2349,990,"10.78000","0","1","POWERLINE RAC10-K/277 (10W)","Active","Enclosed","2","80 ~ 305 VAC","15V","-15V","-","-","340mA, 340mA","10W","Household Appliances, ITE (Commercial)","Universal Input","-40°C ~ 80°C (With Derating)","83%","Through Hole","5-DIP Module","2.07"" L x 1.08"" W x 0.93"" H (52.5mm x 27.4mm x 23.5mm)"
https://www.recom-power.com/pdf/Powerline_AC-DC/RAC10-K_277.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC10-K_277.jpg,945-3124-5-ND,RAC10-24SK/277,Recom Power,CONV AC/DC 10W 85-305VIN 24VOUT,177,990,"10.78000","0","1","POWERLINE RAC10-K/277 (10W)","Active","Enclosed","1","80 ~ 305 VAC","24V","-","-","-","420mA","10W","Household Appliances, ITE (Commercial)","Universal Input","-40°C ~ 80°C (With Derating)","84%","Through Hole","4-DIP Module","2.07"" L x 1.08"" W x 0.93"" H (52.5mm x 27.4mm x 23.5mm)"
https://www.recom-power.com/pdf/Powerline_AC-DC/RAC10-K_277.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC10-K_277.jpg,945-3123-5-ND,RAC10-15SK/277,Recom Power,CONV AC/DC 10W 85-305VIN 15VOUT,138,990,"10.78000","0","1","POWERLINE RAC10-K/277 (10W)","Active","Enclosed","1","80 ~ 305 VAC","15V","-","-","-","670mA","10W","Household Appliances, ITE (Commercial)","Universal Input","-40°C ~ 80°C (With Derating)","85%","Through Hole","4-DIP Module","2.07"" L x 1.08"" W x 0.93"" H (52.5mm x 27.4mm x 23.5mm)"
https://www.meanwell.com/Upload/PDF/IRM-20/IRM-20-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-20.jpg,1866-3038-ND,IRM-20-12,MEAN WELL USA Inc.,AC/DC CONVERTER 12V 22W,1068,0,"11.18000","0","1","IRM-20 (20W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","12V","-","-","-","1.8A","22W","ITE (Commercial)","DC Input Capable, Universal Input","-30°C ~ 70°C (With Derating)","84%","Through Hole","4-DIP Module","2.06"" L x 1.07"" W x 0.94"" H (52.4mm x 27.2mm x 24.0mm)"
https://www.meanwell.com/Upload/PDF/IRM-20/IRM-20-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-20.jpg,1866-3042-ND,IRM-20-5,MEAN WELL USA Inc.,AC/DC CONVERTER 5V 20W,688,0,"11.18000","0","1","IRM-20 (20W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","5V","-","-","-","4A","20W","ITE (Commercial)","DC Input Capable, Universal Input","-30°C ~ 70°C (With Derating)","79%","Through Hole","4-DIP Module","2.06"" L x 1.07"" W x 0.94"" H (52.4mm x 27.2mm x 24.0mm)"
https://www.cui.com/product/resource/digikeypdf/psk-6b.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PSK-6B.jpg,102-4150-ND,PSK-6B-S5,CUI Inc.,AC/DC CONVERTER 5V 6W,397,0,"11.31000","0","1","PSK-6B (6W)","Active","Enclosed","1","85 ~ 264 VAC","5V","-","-","-","1.2A","6W","ITE (Commercial)","DC Input Capable, Universal Input","-25°C ~ 70°C (With Derating)","75.18%","Through Hole","4-DIP Module","2.00"" L x 1.00"" W x 0.66"" H (50.8mm x 25.4mm x 16.7mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s1.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S1.jpg,102-2591-ND,VSK-S1-24U,CUI Inc.,POWER SUPPLY SWITCHING 24V 1W,3049,0,"11.41000","0","1","VSK-S1 (1W)","Active","Enclosed","1","85 ~ 305 VAC","24V","-","-","-","42mA","1W","ITE (Commercial)","OCP, SCP","-25°C ~ 70°C (With Derating)","75%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s1.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S1.jpg,102-2593-ND,VSK-S1-12U,CUI Inc.,POWER SUPPLY SWITCHING 12V 1W,2681,0,"11.41000","0","1","VSK-S1 (1W)","Active","Enclosed","1","85 ~ 305 VAC","12V","-","-","-","83mA","1W","ITE (Commercial)","OCP, SCP","-25°C ~ 70°C (With Derating)","73%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.recom-power.com/pdf/Powerline_AC-DC/RAC20-K.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC20-05SK.jpg,945-3190-ND,RAC20-05SK,Recom Power,20W AC/DC-CONVERTER 'POWERLINE',366,510,"11.88000","0","1","POWERLINE RAC20-K (20W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","5V","-","-","-","4A","20W","Household Appliances, ITE (Commercial)","IP20, Universal Input","-40°C ~ 85°C (With Derating)","84%","Through Hole","5-DIP Module, 4 Leads","2.07"" L x 1.08"" W x 0.91"" H (52.5mm x 27.4mm x 23.0mm)"
https://www.recom-power.com/pdf/Powerline_AC-DC/RAC20-K.pdf,-,945-3247-ND,RAC20-24SK,Recom Power,20W AC/DC-CONVERTER 'POWERLINE',166,990,"11.88000","0","1","POWERLINE RAC20-K (20W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","24V","-","-","-","840mA","20W","Household Appliances, ITE (Commercial)","IP20, Universal Input","-40°C ~ 85°C (With Derating)","85%","Through Hole","5-DIP Module, 4 Leads","2.07"" L x 1.08"" W x 0.91"" H (52.5mm x 27.4mm x 23.0mm)"
https://www.cui.com/product/resource/digikeypdf/vof-10b.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VOF-10B.jpg,102-4241-ND,VOF-10B-S5,CUI Inc.,AC DC CONVERTER 5V 10W,196,0,"12.02000","0","1","VOF-10B (10W)","Active","Open Frame","1","85 ~ 264 VAC","5V","-","-","-","2A","10W","ITE (Commercial)","OCP, OVP, SCP","-25°C ~ 70°C (With Derating)","79%","Through Hole","4-DIP Module","1.91"" L x 0.92"" W x 0.81"" H (48.6mm x 23.3mm x 20.5mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC01_02-SC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC01-SC.jpg,945-1397-5-ND,RAC01-05SC,Recom Power,AC/DC CONVERTER 5V 1W,1207,990,"12.34000","0","1","POWERLINE RAC01-C (1W)","Active","Enclosed","1","80 ~ 264 VAC","5V","-","-","-","200mA","1W","ITE (Commercial)","SCP","-25°C ~ 85°C (With Derating)","68%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s2.pdf,//media.digikey.com/Photos/CUI%20Photos/VSK-S2-3R3U.JPG,102-2587-ND,VSK-S2-12U,CUI Inc.,POWER SUPPLY SWITCHING 12V 2W,1642,0,"13.25000","0","1","VSK-S2 (2W)","Active","Enclosed","1","85 ~ 305 VAC","12V","-","-","-","167mA","2W","ITE (Commercial)","OCP, SCP","-25°C ~ 70°C (With Derating)","76%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC01_02-SC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC02-SC.jpg,945-1772-5-ND,RAC02-15SC,Recom Power,AC/DC CONVERTER 15V 2W,117,0,"13.35000","0","1","POWERLINE RAC02-C (2W)","Active","Enclosed","1","80 ~ 264 VAC","15V","-","-","-","133mA","2W","ITE (Commercial)","SCP","-25°C ~ 85°C (With Derating)","74%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s3.pdf,//media.digikey.com/photos/CUI%20Photos/VSK-S3-24U.JPG,102-1806-ND,VSK-S3-24U,CUI Inc.,CONVERTER AC-DC 24V@125MA 3W PCB,760,0,"13.86000","0","1","VSK-S3 (3W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","125mA","3W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","78%","Through Hole","26-DIP Module, 7 Leads","1.46"" L x 0.91"" W x 0.61"" H (37.0mm x 23.0mm x 15.5mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s3.pdf,//media.digikey.com/photos/CUI%20Photos/VSK-S3-24U.JPG,102-1803-ND,VSK-S3-9U,CUI Inc.,CONVERTER AC-DC 9V@330MA 3W PCB,693,0,"13.86000","0","1","VSK-S3 (3W)","Active","Enclosed","1","85 ~ 264 VAC","9V","-","-","-","330mA","3W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","74%","Through Hole","26-DIP Module, 7 Leads","1.46"" L x 0.91"" W x 0.61"" H (37.0mm x 23.0mm x 15.5mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC03-SC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC03-SC.jpg,945-1405-5-ND,RAC03-05SC,Recom Power,AC/DC CONVERTER 5V 3W,1182,768,"14.88000","0","1","POWERLINE RAC03-C (3W)","Active","Enclosed","1","90 ~ 264 VAC","5V","-","-","-","600mA","3W","ITE (Commercial)","OTP, SCP","-25°C ~ 85°C (With Derating)","73%","Through Hole","16-DIP Module, 5 Leads","1.49"" L x 0.94"" W x 0.64"" H (37.8mm x 23.9mm x 16.2mm)"
https://www.cui.com/product/resource/digikeypdf/vof-20b.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VOF-20B.jpg,102-4148-ND,VOF-20B-S12,CUI Inc.,AC/DC CONVERTER 12V 20W,668,0,"14.95000","0","1","VOF-20B (20W)","Active","Open Frame","1","85 ~ 264 VAC","12V","-","-","-","1.6A","20W","ITE (Commercial)","DC Input Capable, Universal Input","-25°C ~ 70°C (With Derating)","85.77%","Through Hole","4-DIP Module","2.33"" L x 1.67"" W x 0.90"" H (59.2mm x 42.3mm x 22.9mm)"
https://www.recom-power.com/pdf/Powerline_AC-DC/RAC05-K_480.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC05-12SK%5E480.jpg,945-3185-ND,RAC05-05SK/480,Recom Power,5W AC/DC-CONVERTER 'POWERLINE' 4,200,0,"15.40000","0","1","POWERLINE RAC05-K/480 (5W)","Active","Enclosed","1","85 ~ 528 VAC, 120 ~ 745 VDC","5V","-","-","-","1A","5W","ITE (Commercial)","-","-40°C ~ 80°C (With Derating)","63%","Through Hole","4-DIP Module","2.07"" L x 1.08"" W x 0.91"" H (52.5mm x 27.4mm x 23.0mm)"
https://www.meanwell.com/Upload/PDF/IRM-30/IRM-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-30.jpg,1866-3043-ND,IRM-30-12,MEAN WELL USA Inc.,AC/DC CONVERTER 12V 30W,3388,0,"15.50000","0","1","IRM-30 (30W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","2.5A","30W","ITE (Commercial)","Universal Input","-30°C ~ 70°C (With Derating)","88%","Through Hole","4-DIP Module","2.74"" L x 1.54"" W x 0.94"" H (69.5mm x 39.0mm x 24.0mm)"
https://www.meanwell.com/Upload/PDF/IRM-30/IRM-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-30.jpg,1866-3047-ND,IRM-30-24,MEAN WELL USA Inc.,AC/DC CONVERTER 24V 31W,1310,0,"15.50000","0","1","IRM-30 (30W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","1.3A","31W","ITE (Commercial)","Universal Input","-30°C ~ 70°C (With Derating)","88.5%","Through Hole","4-DIP Module","2.74"" L x 1.54"" W x 0.94"" H (69.5mm x 39.0mm x 24.0mm)"
https://www.meanwell.com/Upload/PDF/IRM-30/IRM-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-30.jpg,1866-3051-ND,IRM-30-5,MEAN WELL USA Inc.,AC/DC CONVERTER 5V 30W,777,0,"15.50000","0","1","IRM-30 (30W)","Active","Enclosed","1","85 ~ 264 VAC","5V","-","-","-","6A","30W","ITE (Commercial)","Universal Input","-30°C ~ 70°C (With Derating)","83%","Through Hole","4-DIP Module","2.74"" L x 1.54"" W x 0.94"" H (69.5mm x 39.0mm x 24.0mm)"
https://en.cosel.co.jp/tool/tag/pdf/SFE_TUHS.pdf,//media.digikey.com/Photos/Cosel/MFG_TUHS3F.jpg,1776-1791-ND,TUHS3F05,"Cosel USA, Inc.",AC/DC CONVERTER,238,0,"15.51000","0","1","TUH (3W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","5V","-","-","-","600mA","3W","ITE (Commercial)","DC Input Capable, Universal Input","-40°C ~ 85°C","78%","Through Hole","6-DIP Module","1.13"" L x 0.69"" W x 0.50"" H (28.7mm x 17.5mm x 12.7mm)"
https://www.meanwell.com/Upload/PDF/IRM-45/IRM-45-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-45.jpg,1866-3057-ND,IRM-45-24,MEAN WELL USA Inc.,AC/DC CONVERTER 24V 46W,1347,0,"16.22000","0","1","IRM-45 (45W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","1.9A","46W","ITE (Commercial)","Universal Input","-30°C ~ 70°C (With Derating)","89.5%","Through Hole","4-DIP Module","3.43"" L x 2.05"" W x 1.16"" H (87.0mm x 52.0mm x 29.5mm)"
https://www.tracopower.com/products/tmlm.pdf,//media.digikey.com/Photos/Traco-Power-North-America/MFG_TMLM-04124.jpg,1951-1351-ND,TMLM 04105,Traco Power,AC/DC CONVERTER 5V 4W,137,0,"16.54000","0","1","TMLM (4W)","Active","Enclosed","1","90 ~ 264 VAC, 120 ~ 370 VDC","5V","-","-","-","800mA","4W","ITE (Commercial)","DC Input Capable, Universal Input","-25°C ~ 60°C (With Derating)","69%","Through Hole","7-DIP Module","1.44"" L x 1.06"" W x 0.67"" H (36.5mm x 27.0mm x 17.1mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-S_DC_230.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-S_DC_230.jpg,RAC04-05DC/230-ND,RAC04-05DC/230,Recom Power,AC/DC CONVERTER +/-5V 4W,318,48,"16.56000","0","1","POWERLINE RAC04-C/230 (4W)","Active","Enclosed","2","80 ~ 264 VAC","5V","-5V","-","-","400mA, 400mA","4W","ITE (Commercial)","SCP","-40°C ~ 80°C (With Derating)","76%","Through Hole","7-DIP Module, 6 Leads","1.44"" L x 1.07"" W x 0.67"" H (36.7mm x 27.2mm x 17.1mm)"
https://www.cui.com/product/resource/digikeypdf/psk-10b.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PSK-10B.jpg,102-4154-ND,PSK-10B-S24,CUI Inc.,AC/DC CONVERTER 24V 10W,499,0,"16.57000","0","1","PSK-10B (10W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","450mA","10W","ITE (Commercial)","DC Input Capable, Universal Input","-25°C ~ 70°C (With Derating)","82.49%","Through Hole","4-DIP Module","2.00"" L x 1.00"" W x 0.81"" H (50.8mm x 25.4mm x 20.6mm)"
https://www.cui.com/product/resource/digikeypdf/psk-10b.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PSK-10B.jpg,102-4153-ND,PSK-10B-S12,CUI Inc.,AC/DC CONVERTER 12V 10W,488,0,"16.57000","0","1","PSK-10B (10W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","850mA","10W","ITE (Commercial)","DC Input Capable, Universal Input","-25°C ~ 70°C (With Derating)","82.32%","Through Hole","4-DIP Module","2.00"" L x 1.00"" W x 0.81"" H (50.8mm x 25.4mm x 20.6mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-S_DC_277.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-SC%20277.jpg,945-2096-5-ND,RAC04-24SC/277,Recom Power,AC/DC CONVERTER 24V 167MA,390,216,"17.09000","0","1","POWERLINE RAC04-C/277 (4W)","Active","Enclosed","1","80 ~ 305 VAC","24V","-","-","-","167mA","4W","ITE (Commercial)","SCP","-25°C ~ 80°C (With Derating)","79%","Through Hole","7-DIP Module, 6 Leads","1.44"" L x 1.07"" W x 0.67"" H (36.7mm x 27.2mm x 17.1mm)"
https://www.meanwell.com/Upload/PDF/IRM-60/IRM-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-60.jpg,1866-3063-ND,IRM-60-12,MEAN WELL USA Inc.,AC/DC CONVERTER 12V 60W,1232,0,"17.51000","0","1","IRM-60 (60W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","5A","60W","ITE (Commercial)","Universal Input","-30°C ~ 70°C (With Derating)","87.5%","Through Hole","4-DIP Module","3.43"" L x 2.05"" W x 1.16"" H (87.0mm x 52.0mm x 29.5mm)"
https://www.meanwell.com/Upload/PDF/IRM-60/IRM-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-60.jpg,1866-3067-ND,IRM-60-24,MEAN WELL USA Inc.,AC/DC CONVERTER 24V 60W,605,0,"17.51000","0","1","IRM-60 (60W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","2.5A","60W","ITE (Commercial)","Universal Input","-30°C ~ 70°C (With Derating)","90%","Through Hole","4-DIP Module","3.43"" L x 2.05"" W x 1.16"" H (87.0mm x 52.0mm x 29.5mm)"
https://www.meanwell.com/Upload/PDF/IRM-60/IRM-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IRM-60.jpg,1866-3065-ND,IRM-60-15,MEAN WELL USA Inc.,AC/DC CONVERTER 15V 60W,380,0,"17.51000","0","1","IRM-60 (60W)","Active","Enclosed","1","85 ~ 264 VAC","15V","-","-","-","4A","60W","ITE (Commercial)","Universal Input","-30°C ~ 70°C (With Derating)","89%","Through Hole","4-DIP Module","3.43"" L x 2.05"" W x 1.16"" H (87.0mm x 52.0mm x 29.5mm)"
https://www.cui.com/product/resource/digikeypdf/psk-15b.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PSK-15B.jpg,102-4155-ND,PSK-15B-S12,CUI Inc.,AC/DC CONVERTER 12V 15W,311,0,"17.51000","0","1","PSK-15B (15W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","1.25A","15W","ITE (Commercial)","DC Input Capable, Universal Input","-25°C ~ 70°C (With Derating)","84.5%","Through Hole","4-DIP Module","2.44"" L x 1.77"" W x 0.91"" H (62.0mm x 45.0mm x 23.1mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC05-S_DC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC05-S_DC.jpg,945-2098-5-ND,RAC05-12SC,Recom Power,AC/DC CONVERTER 12V 420MA,208,70,"17.58000","0","1","POWERLINE RAC05-C (5W)","Active","Enclosed","1","90 ~ 264 VAC","12V","-","-","-","420mA","5W","ITE (Commercial)","OVP, SCP","-25°C ~ 75°C (With Derating)","76%","Through Hole","5-DIP Module, 4 Leads","2.11"" L x 1.09"" W x 0.62"" H (53.5mm x 27.8mm x 15.65mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-S_DC_277.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-S_DC_277.jpg,945-2097-5-ND,RAC04-12DC/277,Recom Power,AC/DC CONVERTER +/-12V 166MA,120,12,"17.85000","0","1","POWERLINE RAC04-C/277 (4W)","Active","Enclosed","2","80 ~ 305 VAC","12V","-12V","-","-","166mA, 166mA","4W","ITE (Commercial)","SCP","-25°C ~ 80°C (With Derating)","78%","Through Hole","7-DIP Module, 6 Leads","1.44"" L x 1.07"" W x 0.67"" H (36.7mm x 27.2mm x 17.1mm)"
https://www.tracopower.com/products/tmps05.pdf,//media.digikey.com/Photos/Traco-Power-North-America/MFG_TMPS05-112.jpg,1951-1319-ND,TMPS 05-124,Traco Power,AC/DC CONVERTER 24V 5W,152,0,"18.20000","0","1","TMPS 05 (5W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","24V","-","-","-","208mA","5W","Household Appliances, ITE (Commercial)","Universal Input","-25°C ~ 70°C (With Derating)","83%","Through Hole","5-DIP Module","1.00"" L x 1.00"" W x 0.64"" H (25.4mm x 25.4mm x 16.3mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECE05-10.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECE05.jpg,1470-1107-ND,ECE05US03,XP Power,AC/DC CONVERTER 3.3V 5W,396,0,"18.54000","0","1","ECE (5W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","3.3V","-","-","-","1.51A","5W","ITE (Commercial)","OVP, SCP","-25°C ~ 70°C (With Derating)","74%","Through Hole","5-DIP Module","1.00"" L x 1.00"" W x 0.60"" H (25.4mm x 25.4mm x 15.2mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC06-S_DC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC06.jpg,945-1411-5-ND,RAC06-12SC,Recom Power,AC/DC CONVERTER 12V 6W,1245,20,"19.06000","0","1","POWERLINE RAC06-C (6W)","Active","Enclosed","1","80 ~ 264 VAC, 115 ~ 370 VDC","12V","-","-","-","500mA","6W","ITE (Commercial)","OCP, OTP, OVP, SCP","-25°C ~ 75°C (With Derating)","78%","Through Hole","5-DIP Module, 4 Leads","2.11"" L x 1.09"" W x 0.65"" H (53.5mm x 27.8mm x 16.6mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC06-S_DC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC06.jpg,945-1409-5-ND,RAC06-05SC,Recom Power,AC/DC CONVERTER 5V 6W,1128,430,"19.35000","0","1","POWERLINE RAC06-C (6W)","Active","Enclosed","1","80 ~ 264 VAC, 115 ~ 370 VDC","5V","-","-","-","1.2A","6W","ITE (Commercial)","OCP, OTP, OVP, SCP","-25°C ~ 75°C (With Derating)","75%","Through Hole","5-DIP Module, 4 Leads","2.11"" L x 1.09"" W x 0.65"" H (53.5mm x 27.8mm x 16.6mm)"
http://www.deltaww.com/filecenter/products/download/01/0102/datasheet/DS_AA04S_D.pdf,//media.digikey.com/Photos/Delta%20Photos/AA04D-SERIES.jpg,941-1669-ND,AA04D1515A,Delta Electronics,AC/DC CONVERTER +/-15V 4W,300,0,"19.64000","0","1","AA04D (4W)","Active","Enclosed","2","85 ~ 264 VAC, 120 ~ 370 VDC","15V","-15V","-","-","133mA, 133mA","4W","ITE (Commercial)","OCP, OVP, SCP","-25°C ~ 60°C (With Derating)","77%","Through Hole","7-DIP Module","1.44"" L x 1.06"" W x 0.67"" H (36.5mm x 27.0mm x 17.1mm)"
https://www.cui.com/product/resource/digikeypdf/vof-6.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VOF-6_Series.jpg,102-2213-ND,VOF-6-12,CUI Inc.,POWER SUPPLY SWITCHING 12V 6W,1804,0,"20.03000","0","1","VOF-6 (6W)","Active","Open Frame","1","85 ~ 264 VAC, 120 ~ 375 VDC","12V","-","-","-","500mA","6W","ITE (Commercial)","OCP, OVP, SCP","0°C ~ 60°C (With Derating)","77%","Through Hole","4-DIP Module","2.16"" L x 1.38"" W x 0.83"" H (54.9mm x 35.0mm x 21.0mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s15_series.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S15.jpg,102-2400-ND,VSK-S15-5U,CUI Inc.,CONV AC/DC 15W 5V 2.8A PCB,247,0,"21.25000","0","1","VSK-S15 (15W)","Active","Enclosed","1","85 ~ 264 VAC","5V","-","-","-","2.8A","15W","ITE (Commercial)","OCP, OVP, SCP","-40°C ~ 70°C (With Derating)","76%","Through Hole","4-DIP Module","2.44"" L x 1.77"" W x 0.91"" H (62.0mm x 45.0mm x 23.0mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC06-S_DC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC06.jpg,945-1410-5-ND,RAC06-12DC,Recom Power,AC/DC CONVERTER +/-12V 6W,312,261,"21.64000","0","1","POWERLINE RAC06-C (6W)","Active","Enclosed","2","80 ~ 264 VAC, 115 ~ 370 VDC","12V","-12V","-","-","250mA, 250mA","6W","ITE (Commercial)","OCP, OTP, OVP, SCP","-25°C ~ 75°C (With Derating)","78%","Through Hole","5-DIP Module","2.11"" L x 1.09"" W x 0.65"" H (53.5mm x 27.8mm x 16.6mm)"
