Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Topology","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output","Current - Output (Max)","Power (Watts)","Dimming","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension"
https://www.meanwell.com/Upload/PDF/LDB-L/LDB-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDB-350L.jpg,1866-3085-ND,LDB-350L,MEAN WELL USA Inc.,LED DVR CC BUCK-BST 2-40V 350MA,659,0,"8.36000","0","1","LDB-L","Active","Constant Current","Buck-Boost","1","9V","36V","2 ~ 40V","350mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 71°C","90%","Through Hole","24-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.48"" H (31.8mm x 20.3mm x 12.2mm)"
https://www.meanwell.com/Upload/PDF/LDB-L/LDB-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDB-x00.jpg,1866-3083-ND,LDB-300L,MEAN WELL USA Inc.,LED DVR CC BUCK-BST 2-40V 300MA,609,0,"8.36000","0","1","LDB-L","Active","Constant Current","Buck-Boost","1","9V","36V","2 ~ 40V","300mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 71°C","90%","Through Hole","24-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.48"" H (31.8mm x 20.3mm x 12.2mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45B.jpg,1866-3128-ND,LDH-45B-350,MEAN WELL USA Inc.,LED DRIVER CC BST 21-126V 350MA,244,0,"12.92000","0","1","LDH-45","Active","Constant Current","Boost","1","18V","32V","21 ~ 126V","350mA","44W","Analog, PWM","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","93%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45A.jpg,1866-3125-ND,LDH-45A-500,MEAN WELL USA Inc.,LED DRIVER CC BOOST 12-86V 500MA,198,0,"12.92000","0","1","LDH-45","Active","Constant Current","Boost","1","9V","18V","12 ~ 86V","500mA","43W","Analog, PWM","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","90%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45B.jpg,1866-3130-ND,LDH-45B-700,MEAN WELL USA Inc.,LED DRIVER CC BOOST 21-64V 700MA,177,0,"12.92000","0","1","LDH-45","Active","Constant Current","Boost","1","18V","32V","21 ~ 64V","700mA","45W","Analog, PWM","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","95%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45B.jpg,1866-3129-ND,LDH-45B-500,MEAN WELL USA Inc.,LED DRIVER CC BOOST 21-86V 500MA,132,0,"12.92000","0","1","LDH-45","Active","Constant Current","Boost","1","18V","32V","21 ~ 86V","500mA","43W","Analog, PWM","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","94%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45A.jpg,1866-3123-ND,LDH-45A-1050,MEAN WELL USA Inc.,LED DRIVER CC BOOST 12-43V 1.05A,118,0,"12.92000","0","1","LDH-45","Active","Constant Current","Boost","1","9V","18V","12 ~ 43V","1.05A","45W","Analog, PWM","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","91%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.us.tdk-lambda.com/ftp/appnotes/ald-605012p131_tech_datasheet.pdf,//media.digikey.com/Photos/TDK%20Photos/ALD605012PS131.jpg,285-2087-ND,ALD605012PS131,TDK-Lambda Americas Inc.,LED SUPP CC BOOST 12.8-38V 50MA,111,0,"49.04000","0","1","ALD","Obsolete","Constant Current","Boost","6","10.8V","13.2V","12.8 ~ 38V","50mA","2W","Analog, PWM","Remote On/Off, OVP","-30°C ~ 80°C","-","Surface Mount","13-SMD Module","0.90"" L x 0.83"" W x 0.35"" H (22.9mm x 21.1mm x 8.8mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU05-14.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU14.jpg,1470-2155-5-ND,LDU1416S700,XP Power,LED SUPPLY CC BUCK 2-14V 700MA,75,0,"8.75000","0","1","LDU14","Active","Constant Current","Buck","1","7V","16V","2 ~ 14V","700mA","10W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","93%","Through Hole","8-DIP Module, 5 Leads","0.50"" L x 0.40"" W x 0.27"" H (12.7mm x 10.2mm x 6.9mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU24.jpg,1470-2158-5-ND,LDU2430S1000,XP Power,LED SUPPLY CC BUCK 2-28V 1000MA,37,0,"10.00000","0","1","LDU24","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","1A","24W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 70°C","95%","Through Hole","16-DIP Module, 9 Leads","0.92"" L x 0.55"" W x 0.40"" H (23.4mm x 14.0mm x 10.2mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24-Series.jpg,945-2472-ND,RCD-24-0.30/VREF,Recom Power,LED SUPPLY CC BUCK 2-35V 300MA,61,39,"13.94000","0","1","LIGHTLINE RCD-24","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","300mA","11W","Analog","SCP","-40°C ~ 85°C","96%","Through Hole","6-DIP Module","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1095-ND,3021-D-I-1000,LEDdynamics Inc.,LED SUPPLY CC BUCK 32V 1A 7SIP,98,0,"16.99000","0","1","BuckPuck™ 3021","Active","Constant Current","Buck","1","7V","32V","32V (Max)","1A","32W","Analog","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU48.jpg,1470-2163-5-ND,LDU4860S1000,XP Power,LED SUPPLY CC BUCK 2-48V 1000MA,92,0,"20.50000","0","1","LDU48","Active","Constant Current","Buck","1","7V","60V","2 ~ 48V","1A","48W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 55°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.recom-power.com/pdf/Lightline/RBD-12.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RBD-12%20Series.jpg,945-1635-5-ND,RBD-12-0.35,Recom Power,LED SUPP CC BUCK BST 2-40V 350MA,77,29,"26.87000","0","1","LIGHTLINE RBD-12","Active","Constant Current","Buck-Boost","1","8V","36V","2 ~ 40V","350mA","14W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 75°C","92%","Through Hole","7-DIP Module","1.28"" L x 0.66"" W x 0.44"" H (32.6mm x 16.7mm x 11.1mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00L.jpg,1866-3101-ND,LDD-1500L,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 1.5A,95,0,"6.27000","0","1","LDD-L","Active","Constant Current","Buck","1","6V","36V","2 ~ 30V","1.5A","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","95%","Through Hole","24-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.48"" H (31.8mm x 20.3mm x 12.2mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU08.jpg,1470-2152-5-ND,LDU0830S350,XP Power,LED SUPPLY CC BUCK 2-28V 350MA,69,0,"8.00000","0","1","LDU08","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","350mA","8W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","95%","Through Hole","14-DIP Module, 5 Leads","0.80"" L x 0.40"" W x 0.27"" H (20.3mm x 10.2mm x 6.9mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU20.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU20.jpg,1470-2157-5-ND,LDU2030S700,XP Power,LED SUPPLY CC BUCK 2-28V 700MA,42,0,"9.50000","0","1","LDU20","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","700mA","20W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 70°C","95%","Through Hole","14-DIP Module, 4 Leads","0.80"" L x 0.40"" W x 0.27"" H (20.3mm x 10.2mm x 6.9mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU20.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU20.jpg,1470-2156-5-ND,LDU2030S500,XP Power,LED SUPPLY CC BUCK 2-28V 500MA,38,0,"9.50000","0","1","LDU20","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","500mA","14W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 70°C","95%","Through Hole","14-DIP Module, 4 Leads","0.80"" L x 0.40"" W x 0.27"" H (20.3mm x 10.2mm x 6.9mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU24.jpg,1470-2162-5-ND,LDU2430S700,XP Power,LED SUPPLY CC BUCK 2-28V 700MA,68,0,"10.00000","0","1","LDU24","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","700mA","20W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","95%","Through Hole","16-DIP Module, 9 Leads","0.92"" L x 0.55"" W x 0.40"" H (23.4mm x 14.0mm x 10.2mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-dip.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VLD25-DIP.jpg,102-2640-ND,VLD25-700-DIP,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 700MA,92,0,"13.06000","0","1","VLD25-DIP","Active","Constant Current","Buck","1","5.5V","46V","3.3 ~ 36V","700mA","25W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","95%","Through Hole","6-DIP Module","0.90"" L x 0.40"" W x 0.37"" H (22.9mm x 10.2mm x 9.5mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24-Series.jpg,945-1116-ND,RCD-24-0.30,Recom Power,LED SUPPLY CC BUCK 2-35V 300MA,70,429,"13.46000","0","1","LIGHTLINE RCD-24","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","300mA","11W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","96%","Through Hole","6-DIP Module","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU56.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU56.jpg,1470-2171-5-ND,LDU5660S1000,XP Power,LED SUPPLY CC BUCK 2-56V 1000MA,38,0,"15.00000","0","1","LDU56","Active","Constant Current","Buck","1","9V","60V","2 ~ 56V","1A","50W","PWM","Remote On/Off, SCP","-40°C ~ 70°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1096-ND,3021-D-I-700,LEDdynamics Inc.,LED SUPP CC BUCK 32V 700MA 7SIP,77,0,"16.99000","0","1","BuckPuck™ 3021","Active","Constant Current","Buck","1","7V","32V","32V (Max)","700mA","22W","Analog","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
http://www.luxdrive.com/content/4015-BoostPuck1.pdf,//media.digikey.com/Photos/LEDdynamics/BoostPuck%204015%20SERIES.JPG,788-1003-ND,4015-D-I-350,LEDdynamics Inc.,LED SUPP CC BOOST 48V 350MA 7SIP,60,0,"23.99000","0","1","BoostPuck 4015","Active","Constant Current","Boost","1","5V","28V","48V (Max)","350mA","17W","Analog","Remote On/Off","-40°C ~ 85°C","95%","Through Hole","7-SIP Module","0.83"" L x 0.83"" W x 0.43"" H (21.1mm x 21.1mm x 10.9mm)"
https://www.recom-power.com/pdf/Lightline/RBD-12.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RBD-12%20Series.jpg,945-1637-5-ND,RBD-12-0.50,Recom Power,LED SUPP CC BUCK BST 2-40V 500MA,56,0,"28.08000","0","1","LIGHTLINE RBD-12","Active","Constant Current","Buck-Boost","1","8V","36V","2 ~ 40V","500mA","20W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 65°C","92%","Through Hole","7-DIP Module","1.28"" L x 0.66"" W x 0.44"" H (32.6mm x 16.7mm x 11.1mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU05-14.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU05.jpg,1470-2150-5-ND,LDU0516S300,XP Power,LED SUPPLY CC BUCK 2-14V 300MA,34,0,"7.20000","0","1","LDU05","Active","Constant Current","Buck","1","7V","16V","2 ~ 14V","300mA","4W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","93%","Through Hole","8-DIP Module, 5 Leads","0.50"" L x 0.40"" W x 0.27"" H (12.7mm x 10.2mm x 6.9mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1079-ND,3021-D-N-350,LEDdynamics Inc.,LED SUPP CC BUCK 32V 350MA 7SIP,93,0,"12.99000","0","1","BuckPuck™ 3021","Active","Constant Current","Buck","1","5V","32V","32V (Max)","350mA","11W","-","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24-Series.jpg,945-2474-ND,RCD-24-0.60/VREF,Recom Power,LED SUPPLY CC BUCK 2-35V 600MA,38,0,"15.70000","0","1","LIGHTLINE RCD-24","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","600mA","21W","Analog","SCP","-40°C ~ 75°C","96%","Through Hole","6-DIP Module","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU48.jpg,1470-2168-5-ND,LDU4860S500,XP Power,LED SUPPLY CC BUCK 2-57V 500MA,18,0,"20.50000","0","1","LDU48","Active","Constant Current","Buck","1","7V","60V","2 ~ 57V","500mA","29W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 70°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24-Series.jpg,945-1799-5-ND,RCD-24-0.60,Recom Power,LED SUPPLY CC BUCK 2-35V 600MA,39,78,"15.24000","0","1","LIGHTLINE RCD-24","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","600mA","21W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 75°C","96%","Through Hole","6-DIP Module","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://www.recom-power.com/pdf/Lightline/RCD-48.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-48-Series.jpg,945-1642-5-ND,RCD-48-0.50,Recom Power,LED SUPPLY CC BUCK 2-56V 500MA,29,116,"19.12000","0","1","LIGHTLINE RCD-48","Active","Constant Current","Buck","1","9V","60V","2 ~ 56V","500mA","28W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 80°C","96%","Through Hole","7-DIP Module","1.28"" L x 0.64"" W x 0.44"" H (32.6mm x 16.5mm x 11.1mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1078-ND,3021-A-I-350,LEDdynamics Inc.,LED SUPP CC AC/DC 32V 350MA 7SIP,15,0,"19.99000","0","1","BuckPuck™ 3021","Active","Constant Current","AC DC Converter","1","7VAC","24VAC","32V (Max)","350mA","11W","Analog","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-48.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-48-Series.jpg,945-3333-ND,RCD-48-1.00,Recom Power,LED SUPPLY CC BUCK 2-56V 1A,27,87,"21.09000","0","1","LIGHTLINE RCD-48","Active","Constant Current","Buck","1","9V","60V","2 ~ 56V","1A","56W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 80°C","96%","Through Hole","7-DIP Module","1.28"" L x 0.64"" W x 0.44"" H (32.6mm x 16.5mm x 11.1mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD-xxxL.jpg,1866-3117-ND,LDD-600L,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-32V 600MA,54,0,"4.37000","0","1","LDD-L","Active","Constant Current","Buck","1","9V","36V","2 ~ 32V","600mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","95%","Through Hole","6-DIP Module, 5 Leads","0.89"" L x 0.39"" W x 0.35"" H (22.6mm x 9.9mm x 8.9mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LS.jpg,1866-5287-ND,LDD-350LS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-28V 350MA,46,0,"5.89000","0","1","LDD-L","Active","Constant Current","Buck","1","9V","32V","2 ~ 28V","350mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","95%","Surface Mount","16-SMD Module","1.00"" L x 0.41"" W x 0.37"" H (25.4mm x 10.5mm x 9.3mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD-1200L.jpg,1866-3097-ND,LDD-1200L,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 1.2A,92,0,"6.27000","0","1","LDD-L","Active","Constant Current","Buck","1","6V","36V","2 ~ 30V","1.2A","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","95%","Through Hole","24-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.48"" H (31.8mm x 20.3mm x 12.2mm)"
https://www.meanwell.com/Upload/PDF/LDD-H/LDD-H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD-xxxH.jpg,1866-3107-ND,LDD-350H,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-52V 350MA,46,0,"6.46000","0","1","LDD-H","Active","Constant Current","Buck","1","9V","56V","2 ~ 52V","350mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","97%","Through Hole","24-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.48"" H (31.8mm x 20.3mm x 12.2mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1814-5-ND,RCD-24-0.60/PL/B,Recom Power,LED SUPPLY CC BUCK 2-35V 600MA,7,24,"13.80000","0","1","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","600mA","21W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 75°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,1486-RCD-24-0.60/PL/B-CHP,RCD-24-0.60/PL/B,Recom Power,CONV DC/DC 0.6A 4.5-36VIN 2-35VO,130,0,"6.90000","0","12","LIGHTLINE RCD-24-PL","Discontinued at Digi-Key","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","600mA","21W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 75°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.meanwell.com/Upload/PDF/LDD-H/LDD-H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD-1200H.jpg,1866-3095-ND,LDD-1200H,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-46V 1.2A,97,0,"7.98000","0","1","LDD-H","Active","Constant Current","Buck","1","9V","52V","2 ~ 46V","1.2A","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","97%","Through Hole","24-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.48"" H (31.8mm x 20.3mm x 12.2mm)"
https://www.meanwell.com/Upload/PDF/LDB-L/LDB-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDB-x00.jpg,1866-3089-ND,LDB-600L,MEAN WELL USA Inc.,LED DVR CC BUCK-BST 2-30V 600MA,36,0,"8.36000","0","1","LDB-L","Active","Constant Current","Buck-Boost","1","9V","28V","2 ~ 30V","600mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 71°C","91%","Through Hole","24-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.48"" H (31.8mm x 20.3mm x 12.2mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LS.jpg,1866-5281-ND,LDD-1500LS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 1.5A,80,0,"9.12000","0","1","LDD-L","Active","Constant Current","Buck","1","6V","36V","2 ~ 30V","1.5A","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","95%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.meanwell.com/Upload/PDF/LDD-H/LDD-H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDDx00HS.jpg,1866-5274-ND,LDD-1000HS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-52V 1A,47,0,"9.12000","0","1","LDD-H","Active","Constant Current","Buck","1","9V","56V","2 ~ 52V","1A","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","24-SMD Module, 18 Leads","1.25"" L x 0.80"" W x 0.45"" H (31.8mm x 20.3mm x 11.4mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45A.jpg,1866-3124-ND,LDH-45A-350,MEAN WELL USA Inc.,LED DRIVER CC BOOST 12-86V 350MA,84,0,"12.92000","0","1","LDH-45","Active","Constant Current","Boost","1","9V","18V","12 ~ 86V","350mA","30W","Analog, PWM","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","91%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45A.jpg,1866-3126-ND,LDH-45A-700,MEAN WELL USA Inc.,LED DRIVER CC BOOST 12-64V 700MA,50,0,"12.92000","0","1","LDH-45","Active","Constant Current","Boost","1","9V","18V","12 ~ 64V","700mA","45W","Analog, PWM","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","90%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.meanwell.com/Upload/PDF/LDD-H-DA/LDD-H-DA-SPEC.PDF,-,1866-5285-ND,LDD-350H-WDA,MEAN WELL USA Inc.,LED DRIVERS POWER SUPPLIES 6-50V,33,0,"14.88000","0","1","LDD-H-DA","Active","Constant Current","Buck","1","6V","50V","3 ~ 45V","350mA","16W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C (With Derating)","95%","Chassis Mount","Module, Wire Leads","1.60"" L x 0.93"" W x 4.34"" H (40.6mm x 23.6mm x 110.2mm)"
https://www.us.tdk-lambda.com/ftp/appnotes/ald-605012p131_tech_datasheet.pdf,//media.digikey.com/Photos/TDK%20Photos/ALD605012PD131.jpg,285-2086-ND,ALD605012PD131,TDK-Lambda Americas Inc.,LED SUPP CC BOOST 12.8-38V 50MA,96,0,"49.04000","0","1","ALD","Obsolete","Constant Current","Boost","6","10.8V","13.2V","12.8 ~ 38V","50mA","2W","Analog, PWM","Remote On/Off, OVP","-30°C ~ 80°C","-","Through Hole","13-DIP Module","0.83"" L x 0.90"" W x 0.33"" H (21.1mm x 22.9mm x 8.5mm)"
http://www.linear.com/docs/26618,//media.digikey.com/Renders/Linear%20Tech%20Renders/66%20LGA%2005-08-1810.jpg,LTM8040EV#PBF-ND,LTM8040EV#PBF,Linear Technology/Analog Devices,LED SUPPLY CC BUCK 2.5-13V 1A,2,0,"18.05000","0","1","µModule®","Active","Constant Current","Buck","1","3.5V","36V","2.5 ~ 13V","1A","13W","Analog, PWM","Remote On/Off, OTP, SCP, UVLO","0°C ~ 125°C","-","Surface Mount","66-LGA","0.59"" L x 0.35"" W x 0.17"" H (15.0mm x 9.0mm x 4.3mm)"
