Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Material","Size, Supplied","Thickness","Number of Carriers","Wire Gauge - Ends","Length"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1232?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1232S-1000-ND,1232 SV001,Alpha Wire,GROUND BRAID FLAT 0.375"" X 1000',4,0,"2458.40000","0","1","FIT®","Active","Flat","Copper, Tinned","0.375"" (9.53mm, 3/8"") - Width","0.030"" (0.76mm)","24","36 AWG","1000' (304.80m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbb.pdf,//media.digikey.com/Photos/Techflex/MFG_MBB0.25BS.jpg,1030-1241-ND,MBB0.25BS25,Techflex,GROUND BRAID TUBE 0.25""DIA X 25',6,0,"79.20000","0","1","Brass Beauty","Active","Tubular","Brass","0.250"" (6.35mm, 1/4"") - Outer Dia","0.027"" (0.69mm)","-","-","25.0' (7.62m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2132?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2132SV-100-ND,2132 SV005,Alpha Wire,GROUND BRAID TUBE 0.062""DIAX100',4,13,"125.57000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.062"" (1.57mm, 1/16"") - Inner Dia","-","16","34 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1221?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1221SV-100-ND,1221 SV005,Alpha Wire,GROUND BRAID FLAT 0.025"" X 100',2,0,"127.15000","0","1","FIT®","Active","Flat","Copper, Tinned","0.025"" (0.64mm) - Width","0.015"" (0.38mm)","8","36 AWG","100.0' (30.48m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1308-ND,MBN1.38SV50,Techflex,GROUND BRAID TUBE 1.375""DIAX50',5,0,"178.75000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","1.375"" (34.93mm, 1 3/8"") - Outer Dia","0.025"" (0.64mm)","48","30 AWG","50.0' (15.24m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2163?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2163SV-100-ND,2163 SV005,Alpha Wire,GROUND BRAID TUBE 0.078""DIAX100',3,0,"198.46000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.078"" (1.98mm, 5/64"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2138?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2138SV-100-ND,2138 SV005,Alpha Wire,GROUND BRAID TUBE 0.172""DIAX100',6,9,"267.29000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.172"" (4.37mm, 11/64"") - Inner Dia","-","24","34 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2168?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2168SV-100-ND,2168 SV005,Alpha Wire,GROUND BRAID TUBE 0.171""DIAX100',6,6,"347.30000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.171"" (4.34mm, 11/64"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2144?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2144SV005-ND,2144 SV005,Alpha Wire,GROUND BRAID TUBE 0.375""DIAX100',4,0,"386.48000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.375"" (9.53mm, 3/8"") - Inner Dia","-","24","34 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2170?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2170SV-100-ND,2170 SV005,Alpha Wire,GROUND BRAID TUBE 0.203""DIAX100',2,1,"406.46000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.203"" (5.16mm, 13/64"") - Inner Dia","-","24","34 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2171_1?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2171/1SV-100-ND,2171/1 SV005,Alpha Wire,GROUND BRAID TUBE 0.281""DIAX100',3,0,"573.55000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.281"" (7.14mm, 9/32"") - Inner Dia","-","24","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1229?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1229SV-500-ND,1229 SV002,Alpha Wire,GROUND BRAID FLAT 0.125"" X 500',3,0,"574.59000","0","1","FIT®","Active","Flat","Copper, Tinned","0.125"" (3.18mm, 1/8"") - Width","0.020"" (0.51mm)","24","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2146?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2146SV-100-ND,2146 SV005,Alpha Wire,GROUND BRAID TUBE 0.5""DIA X 100',2,8,"616.32000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.500"" (12.70mm, 1/2"") - Inner Dia","-","48","34 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2193?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2193SV-100-ND,2193 SV005,Alpha Wire,GROUND BRAID TUBE 0.109""DIAX100',4,0,"619.95000","0","1","FIT®","Active","Tubular","Copper, Silver Plated","0.109"" (2.77mm, 7/64"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2148?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2148SV-100-ND,2148 SV005,Alpha Wire,GROUND BRAID TUBE 0.625""DIAX100',2,0,"670.66000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.625"" (15.88mm, 5/8"") - Inner Dia","-","48","34 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2152?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2152SV-100-ND,2152 SV005,Alpha Wire,GROUND BRAID TUBE 0.781""DIAX100',4,2,"903.20000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.781"" (19.84mm, 25/32"") - Inner Dia","-","48","34 AWG","100.0' (30.48m)"
http://multimedia.3m.com/mws/media/287223O/3mtm-electromagnetic-shielding-sleeves-ds-fs-series.pdf,//media.digikey.com/Photos/3M%20Photos/FS-37.JPG,MC37FS-50-ND,FS-37,3M,GROUND BRAID FLAT 1.457"" X 164',2,0,"1069.50000","0","1","FS","Active","Flat","Copper, Tinned","1.457"" (37.00mm, 1 1/2"") - Width","-","-","-","164.0' (50.00m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1239?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1239SV-100-ND,1239 SV005,Alpha Wire,GROUND BRAID FLAT 1.375"" X 100',7,1,"1106.05000","0","1","FIT®","Active","Flat","Copper, Tinned","1.375"" (34.93mm, 1 3/8"") - Width","0.050"" (1.27mm)","48","30 AWG","100.0' (30.48m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LWB-10X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/INSTALITE_SERIES.jpg,A123377-100-ND,LWB-101-3.0(100),"TE Connectivity Aerospace, Defense and Marine",GRD BRAID TUBE 0.118""DIAX328.1',3,0,"1030.40000","0","1","INSTALITE","Active","Tubular","Copper, Tin Plated","0.118"" (3.00mm) - Inner Dia","-","-","-","328.1' (100.00m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1229?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1229SV-1000-ND,1229 SV001,Alpha Wire,GROUND BRAID FLAT 0.125"" X 1000',6,0,"1097.89000","0","1","FIT®","Active","Flat","Copper, Tinned","0.125"" (3.18mm, 1/8"") - Width","0.020"" (0.51mm)","24","36 AWG","1000' (304.80m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LWB-10X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/INSTALITE_SERIES.jpg,A123380-50-ND,LWB-101-20.0 (50),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.787""DIAX164',3,0,"1682.80000","0","1","INSTALITE","Active","Tubular","Copper, Tin Plated","0.787"" (20.00mm) - Inner Dia","-","-","-","164.0' (50.00m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LWB-10X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/INSTALITE_SERIES.jpg,A123384-50-ND,LWB-103-20.0 (50),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.787""DIAX164',12,0,"2102.10000","0","1","INSTALITE","Active","Tubular","Copper, Nickel Plated","0.787"" (20.00mm) - Inner Dia","-","-","-","164.0' (50.00m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025004.jpg,WM24863-ND,2076025002,Molex,GROUND BRAID FLAT 0.540"" X 1',66,0,"9.84000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","0.540"" (13.72mm) - Width","-","-","-","1.0' (0.30m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025005.JPG,WM24866-ND,2076025005,Molex,GROUND BRAID FLAT 0.750"" X 0.5',22,0,"10.03000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","0.750"" (19.05mm, 3/4"") - Width","-","-","-","0.5' (0.15m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025004.jpg,WM24864-ND,2076025003,Molex,GROUND BRAID FLAT 0.540"" X 1.5',93,0,"10.28000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","0.540"" (13.72mm) - Width","-","-","-","1.5' (0.46m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025004.jpg,WM24865-ND,2076025004,Molex,GROUND BRAID FLAT 0.540"" X 2',88,0,"10.70000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","0.540"" (13.72mm) - Width","-","-","-","2.0' (0.61m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025006.jpg,WM24867-ND,2076025006,Molex,GROUND BRAID FLAT 0.750"" X 1',0,0,"11.18000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","0.750"" (19.05mm, 3/4"") - Width","-","-","-","1.0' (0.30m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025009.JPG,WM24870-ND,2076025009,Molex,GROUND BRAID FLAT 1"" X 0.5',89,0,"11.31000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","1.000"" (25.40mm) - Width","-","-","-","0.5' (0.15m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/Photos/Molex/2076025007.jpg,WM24868-ND,2076025007,Molex,GROUND BRAID FLAT 0.750"" X 1.5',95,0,"11.86000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","0.750"" (19.05mm, 3/4"") - Width","-","-","-","1.5' (0.46m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025008.jpg,WM24869-ND,2076025008,Molex,GROUND BRAID FLAT 0.750"" X 2',93,0,"12.78000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","0.750"" (19.05mm, 3/4"") - Width","-","-","-","2.0' (0.61m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025011.jpg,WM24871-ND,2076025010,Molex,GROUND BRAID FLAT 1"" X 1',80,0,"13.02000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","1.000"" (25.40mm) - Width","-","-","-","1.0' (0.30m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132461-DS-ND,RAY-101-4.0(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.157""DIA M,79,0,"14.86000","0","1","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.157"" (4.00mm) - Inner Dia","-","24","36 AWG","Digi-Spool™, Continuous Spool"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025011.jpg,WM24872-ND,2076025011,Molex,GROUND BRAID FLAT 1"" X 1.5',98,0,"15.33000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","1.000"" (25.40mm) - Width","-","-","-","1.5' (0.46m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,-,WM24873-ND,2076025012,Molex,GROUND BRAID FLAT 1"" X 2',85,0,"16.28000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","1.000"" (25.40mm) - Width","-","-","-","2.0' (0.61m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132462-DS-ND,RAY-101-6.0(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.236""DIA M,86,0,"18.97000","0","1","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.236"" (6.00mm) - Inner Dia","-","24","36 AWG","Digi-Spool™, Continuous Spool"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132463-DS-ND,RAY-101-7.5(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.295""DIA M,88,0,"20.38000","0","1","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.295"" (7.50mm) - Inner Dia","-","24","36 AWG","Digi-Spool™, Continuous Spool"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132460-DS-ND,RAY-101-12.5(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.492""DIA M,87,0,"22.43000","0","1","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.492"" (12.50mm) - Inner Dia","-","36","36 AWG","Digi-Spool™, Continuous Spool"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132467-DS-ND,RAY-103-6.0(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.236""DIA M,98,0,"26.01000","0","1","RAYBRAID®","Active","Tubular","Copper, Nickel Plated","0.236"" (6.00mm) - Inner Dia","-","24","36 AWG","Digi-Spool™, Continuous Spool"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132468-DS-ND,RAY-103-7.5(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.295""DIA M,94,0,"26.26000","0","1","RAYBRAID®","Active","Tubular","Copper, Nickel Plated","0.295"" (7.50mm) - Inner Dia","-","24","36 AWG","Digi-Spool™, Continuous Spool"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132464-DS-ND,RAY-103-10.0(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.394""DIA M,74,0,"33.01000","0","1","RAYBRAID®","Active","Tubular","Copper, Nickel Plated","0.394"" (10.00mm) - Inner Dia","-","36","36 AWG","Digi-Spool™, Continuous Spool"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/RAY-103-20.0(50).jpg,RAY-103-20.0-DS-ND,RAY-103-20.0(50),TE Connectivity Raychem Cable Protection,GROUND BRAID TUBE 0.787""DIA M,48,0,"41.89000","0","1","RAYBRAID®","Active","Tubular","Copper, Nickel Plated","0.787"" (20.00mm) - Inner Dia","-","48","36 AWG","Digi-Spool™, Continuous Spool"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/RAY-101-3.0(10).jpg,A132114-ND,RAY-101-3.0(10),"TE Connectivity Aerospace, Defense and Marine",GRD BRAID TUBE 0.118""DIA X 32.8',40,0,"59.20000","0","1","RAYBRAID®","Active","Tubular","Copper, Tin Plated","0.118"" (3.00mm) - Inner Dia","-","16","38 AWG","32.8' (10.00m)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/25.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_25.jpg,3M158774-ND,25,3M,GROUND BRAID FLAT 0.5"" X 15',7,0,"99.20000","0","1","Scotch® 25","Active","Flat","Copper, Tinned","0.500"" (12.70mm, 1/2"") - Width","0.094"" (2.39mm)","-","30 AWG","15.0' (4.57m)"
https://catalog.belden.com/techdatam/8668.pdf,//media.digikey.com/Photos/Belden/8668-00050.jpg,BEL1715-50-ND,8668 00050,Belden Inc.,GROUND BRAID TUBE 0.170""DIAX50',17,0,"126.39000","0","1","-","Active","Tubular","Copper, Tinned","0.170"" (4.32mm, 17/100"") - Inner Dia","-","-","34 AWG","50.0' (15.24m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1222?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1222SV005-ND,1222 SV005,Alpha Wire,GROUND BRAID FLAT 0.031"" X 100',4,8,"136.24000","0","1","FIT®","Active","Flat","Copper, Tinned","0.031"" (0.79mm, 1/32"") - Width","0.020"" (0.51mm)","16","36 AWG","100.0' (30.48m)"
https://catalog.belden.com/techdata/EN/8661_techdata.pdf,-,BEL1710-50-ND,8661 00050,Belden Inc.,GROUND BRAID TUBE 0.200""DIAX50',6,0,"149.30000","0","1","-","Active","Tubular","Copper, Tinned","0.200"" (5.08mm, 1/5"") - Inner Dia","-","-","32 AWG","50.0' (15.24m)"
https://cdn.techflex.com/assets/pdfs/specification-sheets/mbs.pdf,//media.digikey.com/Photos/Techflex/MFG_MBS.jpg,1030-1392-ND,MBS1.00SV25,Techflex,GROUND BRAID TUBE 1""DIA X 25',7,0,"176.40000","0","1","Metal Braid","Active","Tubular","Copper, Silver Plated","1.000"" (25.40mm) - Outer Dia","-","48","30 AWG","25.0' (7.62m)"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITWireMgmt.pdf,-,93016NC005-ND,93016 NC005,Alpha Wire,GROUND BRAID FLAT 100',3,0,"198.20000","0","1","FIT®","Active","Flat","Copper, Tinned","0.375"" (9.53mm, 3/8"") - Inner Dia","-","-","-","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2160?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2160SV003-250-ND,2160 SV003,Alpha Wire,GROUND BRAID TUBE 0.031""DIAX250',3,0,"205.00000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.031"" (0.79mm, 1/32"") - Inner Dia","-","24","36 AWG","250.0' (76.20m)"
https://cdn.techflex.com/assets/pdfs/specification-sheets/mbs.pdf,//media.digikey.com/Photos/Techflex/MFG_MBS.jpg,1030-1394-ND,MBS1.50SV25,Techflex,GROUND BRAID TUBE 1.5""DIA X 25',3,0,"252.00000","0","1","Metal Braid","Active","Tubular","Copper, Silver Plated","1.500"" (38.10mm, 1 1/2"") - Outer Dia","-","48","30 AWG","25.0' (7.62m)"
https://cdn.techflex.com/assets/pdfs/specification-sheets/mbs.pdf,//media.digikey.com/Photos/Techflex/MFG_MBS.jpg,1030-1391-ND,MBS1.00SV,Techflex,GROUND BRAID TUBE 1""DIA X 50',3,0,"336.00000","0","1","Metal Braid","Active","Tubular","Copper, Silver Plated","1.000"" (25.40mm) - Outer Dia","-","48","30 AWG","50.0' (15.24m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2162?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2162SV003-ND,2162 SV003,Alpha Wire,GROUND BRAID TUBE 0.062""DIAX250',5,0,"355.24000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.062"" (1.57mm, 1/16"") - Inner Dia","-","24","36 AWG","250.0' (76.20m)"
https://catalog.belden.com/techdata/EN/8662_techdata.pdf,//media.digikey.com/photos/Belden/8663-00050.jpg,BEL1712-50-ND,8662 00050,Belden Inc.,GROUND BRAID TUBE 0.781""DIAX50',18,0,"371.95000","0","1","-","Active","Tubular","Copper, Tinned","0.781"" (19.84mm, 25/32"") - Inner Dia","-","-","34 AWG","50.0' (15.24m)"
https://cdn.techflex.com/assets/pdfs/specification-sheets/mbs.pdf,//media.digikey.com/Photos/Techflex/MFG_MBS.jpg,1030-1389-ND,MBS0.50SV,Techflex,GROUND BRAID TUBE 0.5""DIA X 100',4,0,"406.56000","0","1","Metal Braid","Active","Tubular","Copper, Silver Plated","0.500"" (12.70mm, 1/2"") - Outer Dia","-","48","36 AWG","100.0' (30.48m)"
https://catalog.belden.com/techdata/EN/8660_techdata.pdf,-,BEL1707-250-ND,8660 000250,Belden Inc.,GROUND BRAID TUBE 0.125""DIAX250',13,0,"409.78000","0","1","-","Active","Tubular","Copper, Tinned","0.125"" (3.18mm, 1/8"") - Inner Dia","-","-","34 AWG","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1222?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1222SV002-ND,1222 SV002,Alpha Wire,GROUND BRAID FLAT 0.031"" X 500',3,0,"416.10000","0","1","FIT®","Active","Flat","Copper, Tinned","0.031"" (0.79mm, 1/32"") - Width","0.020"" (0.51mm)","16","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2163?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2163SV003-250-ND,2163 SV003,Alpha Wire,GROUND BRAID TUBE 0.078""DIAX250',3,6,"420.41000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.078"" (1.98mm, 5/64"") - Inner Dia","-","24","36 AWG","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1221?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1221SV002-ND,1221 SV002,Alpha Wire,GROUND BRAID FLAT 0.025"" X 500',3,0,"463.94000","0","1","FIT®","Active","Flat","Copper, Tinned","0.025"" (0.64mm) - Width","0.015"" (0.38mm)","8","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2132?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2132SV002-ND,2132 SV002,Alpha Wire,GROUND BRAID TUBE 0.062""DIAX500',2,0,"472.30000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.062"" (1.57mm, 1/16"") - Inner Dia","-","16","34 AWG","500.0' (152.40m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2164?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2164SV003-250-ND,2164 SV003,Alpha Wire,GROUND BRAID TUBE 0.109""DIAX250',4,0,"475.89000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.109"" (2.77mm, 7/64"") - Inner Dia","-","24","36 AWG","250.0' (76.20m)"
https://cdn.techflex.com/assets/pdfs/specification-sheets/mbs.pdf,//media.digikey.com/Photos/Techflex/MFG_MBS.jpg,1030-1393-ND,MBS1.50SV,Techflex,GROUND BRAID TUBE 1.5""DIA X 50',2,0,"487.20000","0","1","Metal Braid","Active","Tubular","Copper, Silver Plated","1.500"" (38.10mm, 1 1/2"") - Outer Dia","-","48","30 AWG","50.0' (15.24m)"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITWireMgmt.pdf,-,95036NC005-ND,95036 NC005,Alpha Wire,GROUND BRAID FLAT 100',2,0,"491.95000","0","1","FIT®","Active","Flat","Copper","0.500"" (12.70mm, 1/2"") - Inner Dia","-","-","-","100.0' (30.48m)"
http://www.alphawire.com/~/media/Files/Brochures/AL_BrassBraid_Fly_web.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2155NA003-ND,2155 NA003,Alpha Wire,GROUND BRAID TUBE 0.25""DIAX250',2,0,"514.11000","0","1","FIT®","Active","Tubular","Brass","0.250"" (6.35mm, 1/4"") - Outer Dia","0.015"" (0.38mm)","-","-","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1224?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1224SV002-ND,1224 SV002,Alpha Wire,GROUND BRAID FLAT 0.094"" X 500',2,0,"516.27000","0","1","FIT®","Active","Flat","Copper, Tinned","0.094"" (2.39mm, 3/32"") - Width","0.020"" (0.51mm)","16","36 AWG","500.0' (152.40m)"
http://www.alphawire.com/~/media/Files/Brochures/AL_BrassBraid_Fly_web.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2156NA005-ND,2156 NA005,Alpha Wire,GROUND BRAID TUBE 0.25""DIAX100',2,0,"549.95000","0","1","FIT®","Active","Tubular","Brass","0.250"" (6.35mm, 1/4"") - Outer Dia","0.027"" (0.69mm)","-","-","100.0' (30.48m)"
http://www.alphawire.com/~/media/Files/Brochures/AL_BrassBraid_Fly_web.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2157NA005-ND,2157 NA005,Alpha Wire,GROUND BRAID TUBE 0.375""DIAX100',2,0,"566.54000","0","1","FIT®","Active","Tubular","Brass","0.375"" (9.53mm, 3/8"") - Outer Dia","0.015"" (0.38mm)","-","-","100.0' (30.48m)"
