Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Wire/Cable Tie Type","Length - Approximate","Bundle Diameter","Width","Length - Actual","Mounting Type","Tensile Strength","Features","Material","Color"
http://www.qualtekusa.com/images/Cable%20Ties/PDFs/17_series.pdf,//media.digikey.com/photos/Qualtek%20Photos/17-Series-3.60mm.jpg,Q748-ND,17-I280B-C,Qualtek,CBL TIE LOCKING BK 40LB 11.02"",8188,98,"0.10550","0","100","100 per Pkg","17","Active","Standard, Locking","11.00""","3.07"" (77.98mm)","0.141"" (3.58mm)","0.919' (280.00mm, 11.02"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT3005001CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/CTT60R0HSM4.jpg,1436-1101-ND,CTT60R0HSM4,HellermannTyton,COMPRESSION TIE 8""L 60LB BLACK,27000,0,"0.10876","0","1000","1000 per Pkg","-","Active","Contour Head Tie","8.00""","1.77"" (45.00mm)","0.185"" (4.70mm)","0.673' (205.00mm, 8.07"")","Free Hanging (In-Line)","60 lbs (27.22 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT2018004CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T18L9VOM4.jpg,1436-1104-ND,T18L9VOM4,HellermannTyton,CABLE TIE 8""L 18LB NATURAL,235873,0,"0.11398","0","1000","1000 per Pkg","-","Active","Standard, Locking","8.00""","2.17"" (55.00mm)","0.098"" (2.50mm)","0.673' (205.00mm, 8.07"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Flame Retardant","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20BLACK.jpg,298-13758-ND,PLT1.5I-M100,Panduit Corp,CABLE TIE INTERMED WR BLK 5.6"",9000,0,"0.11804","0","1000","1000 per Pkg","PAN-TY® PLT","Active","Standard, Locking","5.50""","1.38"" (35.00mm)","0.142"" (3.61mm)","0.467' (142.24mm, 5.60"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Weather Resistant","Polypropylene (PP)","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=604771&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-604771-0.jpg,A113214-ND,2-604771-0,TE Connectivity Raychem Cable Protection,CABLE TIE 4 INCH BLACK,16296,0,"0.12000","0","1","1000 per Pkg","AMP-TY","Active","Standard, Locking","4.00""","0.75"" (19.05mm)","0.096"" (2.45mm)","0.338' (103.00mm, 4.06"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HTG263CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/157-00083.jpg,1436-1106-ND,157-00083,HellermannTyton,T50SSBS6OTE 6.3MM STUD MNT TIE,39000,0,"0.12859","0","1000","1000 per Pkg","-","Active","Standard, Locking","6.25""","1.38"" (35.00mm)","0.181"" (4.60mm)","0.525' (160.00mm, 6.30"")","Stud Mount, Standoff","45 lbs (20.41 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-1018-ND,PLT.7M-C,Panduit Corp,TIE CABLE PAN-TY 18LB 3.1"",5900,0,"0.13370","0","100","100 per Pkg","PAN-TY® PLT","Active","Standard, Locking","3.00""","0.68"" (17.27mm)","0.090"" (2.29mm)","0.258' (78.74mm, 3.10"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/SS_26944Blk%20Pan-Ty.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PLT1M-M60.jpg,298-13839-ND,PLT1M-M60,Panduit Corp,CABLE TIE MINI FR BLK 3.9"",20000,0,"0.14863","0","1000","-","PAN-TY® PLT","Active","Standard Tie","4.00""","0.87"" (22.10mm)","-","0.325' (99.10mm, 3.90"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-10430-ND,PLT1M-M69,Panduit Corp,CABLE TIE MINI FR NAT 3.9"",7500,0,"0.15017","0","1000","1000 per Pkg","PAN-TY® PLT","Active","Standard, Locking","4.00""","0.87"" (22.10mm)","0.098"" (2.50mm)","0.325' (99.06mm, 3.90"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Flame Retardant","Polyamide (PA66), Nylon 6/6","Natural"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT2018003CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T18R9M4.jpg,1436-1587-ND,T18I9C2,HellermannTyton,CABLE TIE 5.5""L 18LB NATURAL,2300,0,"0.16960","0","100","100 per Pkg","-","Active","Standard, Locking","5.50""","1.38"" (35.00mm)","0.098"" (2.50mm)","0.459' (140.00mm, 5.51"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-1022-ND,PLT1.5I-C,Panduit Corp,CABLE TIE INTERMED 40LB 5.6"",1700,0,"0.17550","0","100","100 per Pkg","PAN-TY® PLT","Active","Standard, Locking","5.50""","1.38"" (35.00mm)","0.142"" (3.61mm)","0.467' (142.24mm, 5.60"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2030005CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T30MR9M4.jpg,1436-1544-ND,T30MR9M4,HellermannTyton,SCREW MOUNT 30LB 6.3""L NATURAL,5000,0,"0.17801","0","1000","1000 per Pkg","-","Active","Standard, Locking","6.25""","1.26"" (32.00mm)","0.138"" (3.50mm)","0.525' (160.00mm, 6.30"")","Screw Mount, Mounting Hole","30 lbs (13.61 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT3I-SS-5540-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-10513-ND,PLT3I-M,Panduit Corp,CABLE TIE INTERMED NAT 11.4"",5000,0,"0.17989","0","1000","1000 per Pkg","PAN-TY® PLT","Active","Standard, Locking","11.50""","3.00"" (76.20mm)","0.145"" (3.68mm)","0.950' (289.56mm, 11.40"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=603227&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/2-603227-0.jpg,A113213-ND,2-603227-0,TE Connectivity Raychem Cable Protection,CABLE TIE 6"" BLACK 30LB,25585,0,"0.18000","0","1","1000 per Pkg","AMP-TY","Active","Standard, Locking","6.00""","1.25"" (31.75mm)","0.142"" (3.61mm)","0.500' (152.40mm, 6.00"")","Free Hanging (In-Line)","30 lbs (13.61 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CT4NT18-M.jpg,3M115M-ND,CT4NT18-M,3M,4"" NATURAL 18LB CABLE TIE 1=1PC,22472,0,"0.18000","0","1","1000 per Pkg","-","Active","Standard, Locking","4.00""","0.75"" (19.05mm)","0.118"" (3.00mm)","0.342' (104.24mm, 4.10"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=604772&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Amp%20Photos/1-604772-0.jpg,1-604772-0-ND,1-604772-0,TE Connectivity Raychem Cable Protection,CABLE TIE 8"" BLACK 50LB,16966,0,"0.18000","0","1","100 per Pkg","AMP-TY","Active","Standard, Locking","8.00""","1.75"" (44.45mm)","0.181"" (4.60mm)","0.667' (203.20mm, 8.00"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA), Nylon","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=604772&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-604772-9.jpg,A112497-ND,1-604772-9,TE Connectivity AMP Connectors,CABLE TIE 8"" NATURAL,3857,0,"0.18000","0","1","100 per Pkg","AMP-TY","Active","Standard, Locking","8.00""","1.75"" (44.45mm)","0.181"" (4.60mm)","0.667' (203.20mm, 8.00"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA), Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/SS_2723.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLF%20SERIES%20NATURAL.jpg,298-10500-ND,PLF1M-M,Panduit Corp,MARKER TIE MIN 18LB NAT 4.3"",4900,0,"0.18877","0","1000","1000 per Pkg","PAN-TY® PLF","Active","Marker Strap/Flag Tie","4.25""","0.87"" (22.10mm)","0.098"" (2.50mm)","0.358' (109.12mm, 4.30"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Write-On Area","Polyamide (PA66), Nylon 6/6","Natural"
http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-604771-0&DocType=Customer+View+Model&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-604771-0.jpg,A112495-ND,1-604771-0,TE Connectivity Raychem Cable Protection,"CABLE TIE,4"", BLACK",12158,0,"0.19000","0","1","100 per Pkg","AMP-TY","Active","Standard, Locking","4.00""","0.75"" (19.05mm)","0.096"" (2.45mm)","0.338' (103.00mm, 4.06"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=604771&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/A77912-000.jpg,A112496-ND,1-604771-9,TE Connectivity Raychem Cable Protection,CABLE TIE 4"" NATURAL 18LB,5229,0,"0.19000","0","1","100 per Pkg","AMP-TY","Active","Standard, Locking","4.00""","0.75"" (19.05mm)","0.096"" (2.45mm)","0.338' (103.00mm, 4.06"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT2018004CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T18%20SERIES.jpg,1436-1595-ND,T18L0C2,HellermannTyton,CABLE TIE 8""L 18LB BLACK,3700,0,"0.19000","0","100","100 per Pkg","-","Active","Standard, Locking","8.00""","2.17"" (55.00mm)","0.098"" (2.50mm)","0.673' (205.00mm, 8.07"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2030005CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T30MR0M4.jpg,1436-1120-ND,T30MR0M4,HellermannTyton,SCRW MNT 30LB 6.3""L BLACK,2000,0,"0.19584","0","1000","1000 per Pkg","-","Active","Standard, Locking","6.25""","1.26"" (32.00mm)","0.138"" (3.50mm)","0.525' (160.00mm, 6.30"")","Screw Mount, Mounting Hole","30 lbs (13.61 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/SS_5261.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLM1M%20SERIES%20NATURAL.jpg,298-10428-ND,PLM1M-M,Panduit Corp,MARKER TIE WRAP MIN NAT 3.9"",6000,0,"0.20198","0","1000","1000 per Pkg","PAN-TY® PLM","Active","Marker Strap/Flag Tie","4.00""","0.75"" (19.05mm)","0.098"" (2.50mm)","0.325' (99.06mm, 3.90"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Write-On Area","Polyamide (PA66), Nylon 6/6","Natural"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CT4NT18-C.JPG,3M115C-ND,CT4NT18-C,3M,4"" NATURAL 18LB CABLE TIE,9490,0,"0.20430","0","100","100 per Pkg","-","Active","Standard, Locking","4.00""","0.75"" (19.05mm)","0.118"" (3.00mm)","0.342' (104.24mm, 4.10"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-C.jpg,RPC3745-ND,CT025A,Essentra Components,CABLE TIE STANDARD:NYL NATURAL,15900,0,"0.20720","0","100","100 per Pkg","CT","Active","Standard, Locking","12.00""","3.35"" (85.00mm)","0.189"" (4.80mm)","0.990' (302.00mm, 11.88"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/CT008B.jpg,RPC1929-ND,CT025B,Essentra Components,CABLE TIE STANDARD:NYL BLACK,15700,0,"0.20720","0","100","100 per Pkg","CT","Active","Standard, Locking","12.00""","3.35"" (85.00mm)","0.189"" (4.80mm)","0.990' (302.00mm, 11.88"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTBT1-5I-BT-0037-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BTSeries_Blk.jpg,298-1081-ND,BT1.5I-C0,Panduit Corp,CABLE TIE BARB TY 40LB 6.1"",5000,0,"0.21070","0","100","100 per Pkg","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","6.00""","1.50"" (38.10mm)","0.141"" (3.58mm)","0.508' (154.94mm, 6.10"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-SING004CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/150-77940.jpg,1436-1030-ND,150-77940,HellermannTyton,FIR TREE W/5.8""L TIE BLACK,23000,0,"0.21144","0","500","500 per Pkg","-","Active","Standard, Locking","5.75""","1.38"" (35.00mm)","0.140"" (3.56mm)","0.486' (148.00mm, 5.83"")","Push Mount, Fir Tree","30 lbs (13.61 kg)","Heat Stabilized, Impact Modified, UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/13-0226-001-csu.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_157-00216.jpg,1436-1974-ND,157-00216,HellermannTyton,CBL TIE FIR TREE MNT BLK,9000,0,"0.21184","0","1000","1000 per Pkg","-","Active","Standard, Locking","-","1.97"" (50.00mm)","0.201"" (5.10mm)","-","Push Mount, Fir Tree","50 lbs (22.68 kg)","Heat Stabilized, Impact Resistant, UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CT6NT18-C.JPG,3M116C-ND,CT6NT18-C,3M,6"" NATURAL 18LB CABLE TIE,2300,0,"0.21540","0","100","100 per Pkg","-","Active","Standard, Locking","6.00""","1.25"" (31.75mm)","0.118"" (3.00mm)","0.508' (154.94mm, 6.10"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-1030-ND,PLT2S-C,Panduit Corp,CABLE TIE STD 50LB 7.4"",4759,0,"0.21580","0","100","100 per Pkg","PAN-TY® PLT","Active","Standard, Locking","7.50""","1.88"" (47.75mm)","0.190"" (4.83mm)","0.617' (187.96mm, 7.40"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-SING006CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/156-00057.jpg,1436-1032-ND,156-00057,HellermannTyton,FIR TREE W/5.8""L TIE BLACK,10000,0,"0.21680","0","500","500 per Pkg","-","Active","Standard, Locking","5.75""","1.38"" (35.00mm)","0.140"" (3.56mm)","0.486' (148.00mm, 5.83"")","Push Mount, Fir Tree","30 lbs (13.61 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HTS031CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/156-00157.jpg,1436-1034-ND,156-00157,HellermannTyton,FIR TREE W/8""L TIE BLACK,6000,0,"0.21960","0","500","500 per Pkg","-","Active","Standard, Locking","8.00""","1.75"" (44.45mm)","0.181"" (4.60mm)","0.667' (203.20mm, 8.00"")","Push Mount, Fir Tree","50 lbs (22.68 kg)","Heat Stabilized, Impact Modified, UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT2050009CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T50R9M4.JPG,1436-1557-ND,T50L9M4,HellermannTyton,CABLE TIE 15.35""L 50LB NATURAL,4000,0,"0.23131","0","1000","1000 per Pkg","-","Active","Standard, Locking","15.25""","4.33"" (110.00mm)","0.181"" (4.60mm)","1.280' (390.00mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT3I-SS-5540-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20BLACK.jpg,298-1050-ND,PLT2S-C0,Panduit Corp,CABLE TIE STD 50LB 7.4"",9900,0,"0.23140","0","100","100 per Pkg","PAN-TY® PLT","Active","Standard, Locking","7.50""","1.88"" (47.75mm)","0.190"" (4.83mm)","0.617' (187.96mm, 7.40"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTBT1-5I-BT-0037-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BTSeries_Blk.jpg,298-1085-ND,BT2S-C0,Panduit Corp,CABLE TIE BARB TY 50LB 8.0"",5500,0,"0.23140","0","100","100 per Pkg","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","8.00""","2.00"" (50.80mm)","0.185"" (4.70mm)","0.667' (203.20mm, 8.00"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTBT1-5I-BT-0037-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/BTSeries_Natural.JPG,298-10477-ND,BT3S-M,Panduit Corp,CABLE TIE STD 50LB NAT 12"",7000,0,"0.23624","0","1000","1000 per Pkg","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","12.00""","3.00"" (76.20mm)","0.185"" (4.70mm)","1.000' (304.80mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CTxBK18.jpg,3M115BKC-ND,CT4BK18-C,3M,4"" BLACK 18LB CABLE TIE,2000,0,"0.24380","0","100","100 per Pkg","-","Active","Standard, Locking","4.00""","0.75"" (19.05mm)","0.118"" (3.00mm)","0.342' (104.24mm, 4.10"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/11-0063-001csu.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/156-00025.jpg,1436-1037-ND,156-00025,HellermannTyton,FIR TREE W/8""L TIE BLACK,4500,0,"0.24752","0","500","500 per Pkg","-","Active","Standard, Locking","8.00""","1.75"" (44.45mm)","0.181"" (4.60mm)","0.667' (203.20mm, 8.00"")","Push Mount, Fir Tree","50 lbs (22.68 kg)","Heat Stabilized, Impact Modified, UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20BLACK.jpg,298-1048-ND,PLT2M-C0,Panduit Corp,CABLE TIE MINI 18LB 8.0"",10700,0,"0.25390","0","100","100 per Pkg","PAN-TY® PLT","Active","Standard, Locking","8.00""","2.00"" (50.80mm)","0.098"" (2.50mm)","0.667' (203.20mm, 8.00"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-1026-ND,PLT2I-C,Panduit Corp,CABLE TIE INTERMED 40LB 8.0"",2300,0,"0.25810","0","100","100 per Pkg","PAN-TY® PLT","Active","Standard, Locking","8.00""","2.00"" (50.80mm)","0.142"" (3.61mm)","0.667' (203.20mm, 8.00"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-1036-ND,PLT4S-M,Panduit Corp,CABLE TIE HEAVY 50LB 14.5"",17000,0,"0.26402","0","1000","1000 per Pkg","PAN-TY® PLT","Active","Standard, Locking","14.50""","4.00"" (101.60mm)","0.190"" (4.83mm)","1.208' (368.30mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CT11NT50-D.jpg,3M121D-ND,CT11NT50-D,3M,11"" NATURAL 50LB CABLE TIE,7000,0,"0.26420","0","500","500 per Pkg","-","Active","Standard, Locking","11.00""","3.00"" (76.20mm)","0.181"" (4.60mm)","0.925' (281.94mm, 11.10"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CTxBK18.jpg,3M117BKC-ND,CT8BK18-C,3M,8"" BLACK 18LB CABLE TIE,31800,0,"0.26660","0","100","100 per Pkg","-","Active","Standard, Locking","8.00""","2.00"" (50.80mm)","0.118"" (3.00mm)","0.675' (205.74mm, 8.10"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HMAN107CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/157-00083.jpg,1436-1041-ND,155-30602,HellermannTyton,STANDOFF STUD MNT 5MM 6.3""L BLK,23440,0,"0.27046","0","500","500 per Pkg","-","Active","Standard, Locking","6.25""","1.38"" (35.00mm)","0.181"" (4.60mm)","0.525' (160.00mm, 6.30"")","Stud Mount, Standoff","45 lbs (20.41 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/HT.pdf,"//media.digikey.com/photos/Richco%20Photos/HT-3,9,HT-5,9.jpg",RP703-ND,HT-5.9,Essentra Components,HANKING TIE 5.9"" NATURAL,23685,0,"0.27549","0","1000","1000 per Pkg","-","Active","Hanking, Releasable","6.00""","1.40"" (35.56mm)","0.250"" (6.35mm)","0.492' (150.00mm, 5.91"")","Free Hanging (In-Line)","-","-","Polyethylene (PE)","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT3I-SS-5540-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20BLACK.jpg,298-1054-ND,PLT3S-M0,Panduit Corp,CABLE TIE STD 50LB 11.5"",8000,0,"0.28070","0","1000","1000 per Pkg","PAN-TY® PLT","Active","Standard, Locking","11.50""","3.00"" (76.20mm)","0.190"" (4.83mm)","0.958' (292.10mm, 11.50"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTBT1-5I-BT-0037-2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BTSeries_Blk.jpg,298-10478-ND,BT3S-M0,Panduit Corp,CABLE TIE STD 50LB WR BLK 12"",3000,0,"0.28070","0","1000","1000 per Pkg","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","12.00""","3.00"" (76.20mm)","0.185"" (4.70mm)","1.000' (304.80mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLWP--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLWP%20SERIES%20NATURAL.jpg,298-1351-ND,PLWP1M-C,Panduit Corp,TIE WING PUSH MOUNT MIN NAT 4.3"",1200,0,"0.28910","0","100","100 per Pkg","PAN-TY® PLWP","Active","Standard, Locking","4.25""","0.87"" (22.10mm)","0.098"" (2.50mm)","0.358' (109.12mm, 4.30"")","Push Mount, Winged Arrowhead","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
