Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Material","Features"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSB-4.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFSB-4-85-xxA.jpg,RPC4589-ND,OFSB-4-85-19A,Essentra Components,OPT FIBER SUPT BASE W/ADH FR,199,0,"5.51000","0","1","-","Active","Support Base - Fiber Optic","STL, LWS-A, WS-A Series","Polyamide (PA), Nylon","Flame Retardant"
-,-,2081-25703.9-ND,25703.9,Pflitsch,M25X1.5 TO M32X1.5 ENLARGER,100,0,"5.60000","0","1","-","Active","Adapter","Cable Glands","Brass, Nickel Plated","M25 to M32"
-,//media.digikey.com/photos/Weidmuller/2584050000.jpg,281-3847-ND,2584050000,Weidmüller,"SEPARABLE LOCKNUT, BLACK",100,120,"5.69000","0","1","Cabtite LNS","Active","Locknut","Cabtite Cable Glands","Polyamide (PA), Nylon","M40 Thread"
-,-,2081-23017.9-ND,23017.9,Pflitsch,PG 36 NPB LOCKNUT EMI/RFI,75,0,"5.79000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","PG36 Thread"
-,-,2081-25895.9-ND,25895.9,Pflitsch,M40X1.5 NPB LOCK NUT EMI/RFI,100,0,"5.92000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M40 Thread"
-,-,2080-28503.4-ND,28503.4,"Conta-Clip, Inc.",KDS INNER LOCKING FRAME BLACK,79,0,"5.99000","0","1","KDSClick","Active","Locking Frame","KDSClick Frames","Polyamide (PA66), Nylon 6/6, Glass Filled","-"
-,-,2081-23217.9-ND,23217.9,Pflitsch,NPT 1 1/2"" LOCKNUT NPB,50,0,"6.04000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","1 1/2"" NPT Thread"
-,-,2081-97604.9-ND,97604.9,Pflitsch,M30X2.0 NPB LOCK NUT EMI/RFI,100,0,"6.05000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M30 Thread"
-,//media.digikey.com/photos/Weidmuller/MFG_2584300000.JPG,281-3853-ND,2584300000,Weidmüller,T - FORM GRID INLAY,80,280,"6.32000","0","1","Cabtite GI","Active","Grid Inlay","Cabtite FR Sealing Frame","Polyamide (PA), Nylon","X Shape"
-,//media.digikey.com/photos/Weidmuller/MFG_2584320000.JPG,281-3854-ND,2584320000,Weidmüller,I - FORM GRID INLAY,80,270,"6.32000","0","1","Cabtite GI","Active","Grid Inlay","Cabtite FR Sealing Frame","Polyamide (PA), Nylon","I Shape"
-,//media.digikey.com/photos/Weidmuller/MFG_2584290000.JPG,281-3852-ND,2584290000,Weidmüller,X - FORM GRID INLAY,74,0,"6.32000","0","1","Cabtite GI","Active","Grid Inlay","Cabtite FR Sealing Frame","Polyamide (PA), Nylon","T Shape"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-WEH1822-Q.jpg,298-15742-ND,QB-WEH1822-Q,Panduit Corp,WIRE END HOLDER FOR QUICK-BUILD,48,0,"6.35000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1736240000.pdf,-,281-4708-ND,1736240000,Weidmüller,CONN GASKET SEAL RING 9005 M20,99,1400,"6.44000","0","1","GWDR","Active","Sealing Ring","Cable Glands, Sealing Plugs","Neoprene","M20 Thread"
-,-,2081-23022.9-ND,23022.9,Pflitsch,PG 11 LOCKNUT,50,0,"6.62000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","PG11 Thread"
-,-,2081-97715.9-ND,97715.9,Pflitsch,M12X1.5 STAINLESS STEEL,100,0,"6.68000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","M12 Thread"
-,-,2081-97716.9-ND,97716.9,Pflitsch,M16X1.5 STAINLESS STEEL,100,0,"6.84000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","M16 Thread"
-,-,2080-28505.4-ND,28505.4,"Conta-Clip, Inc.",KDS INNER LOCKING FRAME BLACK,50,0,"6.84000","0","1","KDSClick","Active","Locking Frame","KDSClick Frames","Polyamide (PA66), Nylon 6/6, Glass Filled","-"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0794-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-9078x.jpg,1436-1849-ND,166-90782,HellermannTyton,HELAGUARD NON-METALLIC ULTRA FIT,46,0,"6.86000","0","1","-","Active","Adapter","-","Polyamide (PA66), Nylon 6/6","IP68"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/166-90783.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-9078x.jpg,1436-1850-ND,166-90783,HellermannTyton,HELAGUARD NON-METALLIC ULTRA FIT,36,0,"6.91000","0","1","-","Active","Adapter","-","Polyamide (PA66), Nylon 6/6","IP68"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0795-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-907xx.jpg,1436-1854-ND,166-90787,HellermannTyton,"HELAGUARD NM ULTRA FITTING, 90-D",50,0,"7.16000","0","1","-","Active","Adapter, 90°","-","Polyamide (PA66), Nylon 6/6","IP68"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0796-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-9079x.jpg,1436-1858-ND,166-90791,HellermannTyton,"HELAGUARD NM ULTRA FITTING, 45-D",50,0,"7.16000","0","1","-","Active","Adapter, 45°","-","Polyamide (PA66), Nylon 6/6","IP68"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0795-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-907xx.jpg,1436-1853-ND,166-90786,HellermannTyton,"HELAGUARD NM ULTRA FITTING, 90-D",50,0,"7.24000","0","1","-","Active","Adapter, 90°","-","Polyamide (PA66), Nylon 6/6","IP68"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/166-90790.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-9079x.jpg,1436-1857-ND,166-90790,HellermannTyton,"HELAGUARD NM ULTRA FITTING, 45-D",50,0,"7.24000","0","1","-","Active","Adapter, 45°","-","Polyamide (PA66), Nylon 6/6","IP68"
-,-,2081-97717.9-ND,97717.9,Pflitsch,M20X1.5 STAINLESS STEEL,100,0,"7.56000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","M20 Thread"
-,//media.digikey.com/photos/Weidmuller/MFG_2584270000.JPG,281-3851-ND,2584270000,Weidmüller,H - FORM GRID INLAY,79,100,"7.88000","0","1","Cabtite GI","Active","Grid Inlay","Cabtite FR Sealing Frame","Polyamide (PA), Nylon","H Shape"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0795-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-907xx.jpg,1436-1855-ND,166-90788,HellermannTyton,"HELAGUARD NM ULTRA FITTING, 90-D",50,0,"8.12000","0","1","-","Active","Adapter, 90°","-","Polyamide (PA66), Nylon 6/6","IP68"
-,//media.digikey.com/photos/Weidmuller/MFG_2584030000.JPG,281-3846-ND,2584030000,Weidmüller,"SEPARABLE LOCKNUT, BLACK",80,200,"8.28000","0","1","Cabtite LNS","Active","Locknut","Cabtite Cable Glands","Polyamide (PA), Nylon","M50 Thread"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0794-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-9078x.jpg,1436-1851-ND,166-90784,HellermannTyton,HELAGUARD NON-METALLIC ULTRA FIT,40,0,"8.39000","0","1","-","Active","Adapter","-","Polyamide (PA66), Nylon 6/6","IP68"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584260000.jpg,281-3915-ND,2584260000,Weidmüller,"INNER LOCKING FRAME, BLACK",69,37,"8.50000","0","1","Cabtite FRL","Active","Locking Frame","Cabtite FR Sealing Frame","Polyamide (PA), Nylon","-"
-,//media.digikey.com/Photos/Pflitsch/97821.6.JPG,2081-97821.6-ND,97821.6,Pflitsch,PG7 EMI-RFI 1-TAPER ISR HP,50,0,"8.94000","0","1","*","Active","-","-","-","-"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0796-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-9079x.jpg,1436-1859-ND,166-90792,HellermannTyton,"HELAGUARD NM ULTRA FITTING, 45-D",50,0,"8.97000","0","1","-","Active","Adapter, 45°","-","Polyamide (PA66), Nylon 6/6","IP68"
-,-,2081-97718.9-ND,97718.9,Pflitsch,M25X1.5 STAINLESS STEEL,100,0,"9.17000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","M25 Thread"
-,-,2081-23025.9-ND,23025.9,Pflitsch,PG 21 LOCKNUT,50,0,"9.17000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","PG21 Thread"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0794-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-9078x.jpg,1436-1852-ND,166-90785,HellermannTyton,HELAGUARD NON-METALLIC ULTRA FIT,50,0,"9.27000","0","1","-","Active","Adapter","-","Polyamide (PA66), Nylon 6/6","IP68"
-,-,2081-25620.9-ND,25620.9,Pflitsch,M50X1.5 TO M40X1.5 REDUCTION,30,0,"9.55000","0","1","-","Active","Reducing Adapter","Cable Glands","Brass, Nickel Plated","M50 to M40"
-,"//media.digikey.com/Photos/Pflitsch/25704,9.jpg",2081-25704.9-ND,25704.9,Pflitsch,M32X1.5 TO M40X1.5 ENLARGER,50,0,"9.92000","0","1","-","Active","Adapter","Cable Glands","Brass, Nickel Plated","M32 to M40"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0795-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-907xx.jpg,1436-1856-ND,166-90789,HellermannTyton,"HELAGUARD NM ULTRA FITTING, 90-D",50,0,"9.95000","0","1","-","Active","Adapter, 90°","-","Polyamide (PA66), Nylon 6/6","IP68"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584240000.jpg,281-3914-ND,2584240000,Weidmüller,"INNER LOCKING FRAME, BLACK",60,92,"10.01000","0","1","Cabtite FRL","Active","Locking Frame","Cabtite FR Sealing Frame","Polyamide (PA), Nylon","-"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/17-0796-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-9079x.jpg,1436-1860-ND,166-90793,HellermannTyton,"HELAGUARD NM ULTRA FITTING, 45-D",50,0,"10.35000","0","1","-","Active","Adapter, 45°","-","Polyamide (PA66), Nylon 6/6","IP68"
-,-,3M161086-ND,CFS-.80/1.50,3M,CONSTANT FORCE SPRING (#3),35,0,"10.35000","0","1","*","Active","-","-","-","-"
-,//media.digikey.com/photos/Weidmuller/MFG_2584010000.JPG,281-3845-ND,2584010000,Weidmüller,"SEPARABLE LOCKNUT, BLACK",50,120,"11.02000","0","1","Cabtite LNS","Active","Locknut","Cabtite Cable Glands","Polyamide (PA), Nylon","M63 Thread"
-,-,TL2483-ND,N206-WK01-IND,Tripp Lite,CABLE ASSEMBLY KIT - WATER RESIS,50,0,"11.15000","0","1","-","Active","Cable Assembly Kit","-","-","IP67"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584220000.jpg,281-3913-ND,2584220000,Weidmüller,"INNER LOCKING FRAME, BLACK",60,134,"11.57000","0","1","Cabtite FRL","Active","Locking Frame","Cabtite FR Sealing Frame","Polyamide (PA), Nylon","-"
-,-,2081-25896.9-ND,25896.9,Pflitsch,M50X1.5 NPB LOCK NUT EMI/RFI,50,0,"12.03000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M50 Thread"
-,-,298-20331-ND,QB-RER.5-X,Panduit Corp,QUICK-BUILD PEG WITH RER.5 PRE-I,40,0,"12.08000","0","1","*","Active","-","-","-","-"
-,-,298-20332-ND,QB-RER.75-X,Panduit Corp,QUICK-BUILD PEG WITH RER.75 PRE-,40,0,"12.45000","0","1","*","Active","-","-","-","-"
-,//media.digikey.com/Photos/Weidmuller/2584210000.jpg,281-3912-ND,2584210000,Weidmüller,"INNER LOCKING FRAME, BLACK",60,26,"13.37000","0","1","Cabtite FRL","Active","Locking Frame","Cabtite FR Sealing Frame","Polyamide (PA), Nylon","-"
-,//media.digikey.com/photos/Weidmuller/1712360000.JPG,281-2385-ND,1712360000,Weidmüller,CONN CABLE ADPT PG 16/NPT 1/2"",50,240,"13.46000","0","1","-","Active","Adapter","Cable Glands","Brass","PG16 to NPT 1/2"""
-,//media.digikey.com/photos/Weidmuller/1712370000.JPG,281-2386-ND,1712370000,Weidmüller,CONN CABLE ADPT PG 21/NPT 3/4"",50,310,"13.46000","0","1","-","Active","Adapter","Cable Glands","Brass","PG21 to NPT 3/4"""
-,//media.digikey.com/photos/Weidmuller/1712390000.JPG,281-2387-ND,1712390000,Weidmüller,CONN CABLE ADPT PG 29/NPT 1"",48,50,"13.46000","0","1","-","Active","Adapter","Cable Glands","Brass","PG29 to NPT 1"""
-,-,298-20333-ND,QB-RER1.25-X,Panduit Corp,QUICK-BUILD PEG WITH RER1.25 PRE,30,0,"13.60000","0","1","*","Active","-","-","-","-"
-,-,2081-25897.9-ND,25897.9,Pflitsch,M63X1.5 NPB LOCK NUT EMI/RFI,50,0,"14.01000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M63 Thread"
http://www1.panduit.com/heiler/PartDrawings/C-CTPX-10--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PX-10.jpg,298-14050-ND,PX-10,Panduit Corp,PEN MARKING BROAD TIP WHITE,34,0,"15.95000","0","1","PX","Active","Marker Pen","Marker Ties and Plates","-","Broad Tip, White"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PMD.jpg,298-1294-ND,PMD,Panduit Corp,DISPENSER WIRE MARKER,15,0,"19.78000","0","1","PAN-CODE™","Active","Dispenser","Cable Markers","Polyester","Adhesive"
-,//media.digikey.com/Photos/Weidmuller/MFG_2583910000.jpg,281-3898-ND,2583910000,Weidmüller,"CABLE ENTRY PLATE , EMV",60,27,"19.79000","0","1","Cabtite CR","Active","Shielding Rail","-","Steel, Galvanized","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0f/0fm/0fms/fms1/media/FMS1%20rev01.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FMS1.JPG,298-12683-ND,FMS1,Panduit Corp,CONN FIBER OPTICOM,33,0,"19.94000","0","1","Opticom®","Active","Fiber Distribution Unit","-","-","-"
-,-,2080-28602.4-ND,28602.4,"Conta-Clip, Inc.",KDS SIZE 1 KIT,50,0,"19.98000","0","1","KDSClick","Active","Sealing Frame, Screw Locking","KDSClick Grommets","Polyamide (PA66), Nylon 6/6, Glass Filled","Includes Grid Inlay"
-,//media.digikey.com/Photos/3M%20Photos/CFS-1.50-3.jpg,3M161088-ND,CFS-1.50/3.00,3M,CONSTANT FORCE SPRING (#5),36,0,"20.31000","0","1","*","Active","-","-","-","-"
https://multimedia.3m.com/mws/media/239196O/3m-scotchcast-electrical-insulating-resin-2104.pdf,-,3M158631-ND,2104A,3M,SCOTCHCAST INSULATING SEALING,50,0,"21.43000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/UCFG1-V316_Dwg.pdf,-,298-19572-ND,UCFG1-V316,Panduit Corp,ENDURO MARINE OR STANDARD TYPE C,15,0,"22.03000","0","1","-","Active","Bracket","Ladder Cable Trays","Stainless Steel 316","-"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/15-0408-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_166-90355.jpg,1436-1876-ND,166-90355,HellermannTyton,LCKNT.5""THRD.5""DIAPA66MET 10/PKG,9,0,"22.87000","0","1","HelaGuard ALNPB","Active","Locknut","NPT 1/2"" Thread - Cable Glands","Brass, Nickel Plated","-"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/166-90356.JPG,1436-1877-ND,166-90356,HellermannTyton,LCKNT.75""THRD.75""DIAPA66MET 10/P,10,0,"23.82000","0","1","HelaGuard ALNPB","Active","Locknut","NPT 3/4"" Thread - Cable Glands","Brass, Nickel Plated","-"
-,//media.digikey.com/Photos/Weidmuller/2583490000.jpg,281-3839-ND,2583490000,Weidmüller,FRAME WITHOUT SCREWS,19,80,"24.05000","0","1","Cabtite FR","Active","Sealing Frame","Cabtite SE Grommets","Polyamide (PA), Nylon","2.76"" W x 3.19"" L (70.10mm x 81.10mm)"
-,-,2080-28603.4-ND,28603.4,"Conta-Clip, Inc.",KDS SIZE 10 KIT,50,0,"26.36000","0","1","KDSClick","Active","Sealing Frame, Screw Locking","KDSClick Grommets","Polyamide (PA66), Nylon 6/6, Glass Filled","Includes 2 Grid Inlays"
-,//media.digikey.com/Photos/Weidmuller/MFG_2583480000.jpg,281-3838-ND,2583480000,Weidmüller,FRAME WITHOUT SCREWS,19,10,"26.46000","0","1","Cabtite FR","Active","Sealing Frame","Cabtite SE Grommets","Polyamide (PA), Nylon","2.76"" W x 4.17"" L (70.10mm x 106.00mm)"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cm/cmw/cmwb/cmwb10/media/D-WACB32--SA-ENG-WaterFall-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CMWB.JPG,298-16133-ND,CMWB,Panduit Corp,CBL SPRT WTRFALL BASE CABLE TIE,25,0,"29.25000","0","1","-","Active","Bend Radius Guide","-","Polyamide (PA66), Nylon 6/6, Glass Filled","Flame Retardant"
-,//media.digikey.com/photos/Weidmuller/MFG_2583470000.JPG,281-3837-ND,2583470000,Weidmüller,FRAME WITHOUT SCREWS,20,0,"30.12000","0","1","Cabtite FR","Active","Sealing Frame","Cabtite SE Grommets","Polyamide (PA), Nylon","2.76"" W x 4.96"" L (70.10mm x 126.00mm)"
-,//media.digikey.com/Photos/Weidmuller/2583800000.jpg,281-3844-ND,2583800000,Weidmüller,"FRAME WITHOUT SCREWS, INCLUDES G",20,10,"30.40000","0","1","Cabtite FR","Active","Sealing Frame","Cabtite SE Grommets","Polyamide (PA), Nylon","2.76"" W x 6.02"" L (70.10mm x 153.00mm)"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/166-90357.JPG,1436-1878-ND,166-90357,HellermannTyton,LCKNT 1""THRD 1""DIAPA66MET 10/PKG,10,0,"30.49000","0","1","HelaGuard ALNPB","Active","Locknut","NPT 1"" Thread - Cable Glands","Brass, Nickel Plated","-"
-,//media.digikey.com/photos/Weidmuller/MFG_2583780000.JPG,281-3843-ND,2583780000,Weidmüller,"FRAME WITHOUT SCREWS, INCLUDES G",11,130,"31.27000","0","1","Cabtite FR","Active","Sealing Frame Set","-","Polyamide (PA), Nylon","-"
-,-,2080-28604.4-ND,28604.4,"Conta-Clip, Inc.",KDS SIZE 16 KIT,49,0,"31.36000","0","1","KDSClick","Active","Sealing Frame, Screw Locking","KDSClick Grommets","Polyamide (PA66), Nylon 6/6, Glass Filled","Includes 3 Grid Inlays"
-,//media.digikey.com/Photos/Pflitsch/97721.9.JPG,2081-97721.9-ND,97721.9,Pflitsch,M50X1.5 STAINLESS STEEL,20,0,"31.49000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","M50 Thread"
-,-,2081-97608.9-ND,97608.9,Pflitsch,M72X2.0 NPB LOCK NUT EMI/RFI,20,0,"31.49000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M72 Thread"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/16-1968-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_LTPxx-xxx-CUL.jpg,1436-1875-ND,LTP32-100-CUL,HellermannTyton,METTHRT1""THRD1""32MMDIAMET 2/PKG,10,0,"34.51000","0","1","HelaGuard LTP","Active","Adapter","Conduit Tubing","Brass, Nickel Plated","1"" NPT Thread"
https://multimedia.3m.com/mws/media/239196O/3m-scotchcast-electrical-insulating-resin-2104.pdf,-,3M158632-ND,2104B,3M,SCOTCHCAST INSULATING SEALING,20,0,"35.02000","0","1","*","Active","-","-","-","-"
-,-,BEL1997-ND,8800,Belden Inc.,WIRE DISPENSING RACK,15,0,"36.18000","0","1","-","Active","Wire Rack","Hook Up Wire Spools","-","-"
-,-,2080-28605.4-ND,28605.4,"Conta-Clip, Inc.",KDS SIZE 24 KIT,50,0,"37.74000","0","1","KDSClick","Active","Sealing Frame, Screw Locking","KDSClick Grommets","Polyamide (PA66), Nylon 6/6, Glass Filled","Includes 3 Grid Inlays"
-,//media.digikey.com/Photos/Weidmuller/2583760000.jpg,281-3842-ND,2583760000,Weidmüller,"FRAME WITHOUT SCREWS, INCLUDES G",10,120,"39.08000","0","1","Cabtite FR","Active","Sealing Frame Set","-","Polyamide (PA), Nylon","-"
-,//media.digikey.com/photos/Weidmuller/MFG_2583740000.JPG,281-3841-ND,2583740000,Weidmüller,"FRAME WITHOUT SCREWS, INCLUDES G",10,1580,"39.68000","0","1","Cabtite FR","Active","Sealing Frame Set","-","Polyamide (PA), Nylon","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fe/fea/feab/feabrua/media/FEABRUA_Rev_01.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FEABRUA.JPG,298-16215-ND,FEABRUA,Panduit Corp,FIBER ENCLOSURE ADAPTER BRACKET,20,0,"40.46000","0","1","Opticom®","Active","Bracket","Opticom® and QuickNet™ Series","Steel","-"
https://multimedia.3m.com/mws/media/783135O/3m-scotchcast-potting-kit-2136-data-sheet.pdf,-,3M162514-ND,2136,3M,SCOTCHCAST POTTING KIT,9,0,"42.29000","0","1","Scotchcast™","Active","Potting Kit","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1825940000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1825940000.jpg,281-4814-ND,1825940000,Weidmüller,FRAME CABLE INLET 24/5 GROMMETS,10,110,"43.10000","0","1","Cabtite KEL","Active","Sealing Frame","Cabtite KT Grommets","Polyamide (PA), Nylon","-"
http://multimedia.3m.com/mws/media/304237O/despachadores.PDF,//media.digikey.com/Photos/3M%20Photos/SWD.JPG,3M157551-ND,SWD,3M,SWD WRITEON W/DISP .75""X1.4"" LAB,30,0,"43.20000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1825900000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1825900000.jpg,281-4813-ND,1825900000,Weidmüller,FRAME CABLE INLET 16/4 GROMMETS,20,10,"43.46000","0","1","Cabtite KEL","Active","Sealing Frame","Cabtite KT Grommets","Polyamide (PA), Nylon","-"
http://www.panduit.com/heiler/CatalogCutSheets/PPC25X50%20Product%20Page.pdf,-,298-14019-ND,PPC25X50,Panduit Corp,PAN POUCH CANVAS FOR CABLE TIES,10,0,"45.04000","0","1","PPC","Active","Pouch","Cable Ties","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/3m_packaing_solutions_scotch_tape_dispensers.pdf,-,3M162284-ND,SLS,3M,WRITE-ON W/DISPENSER 1""X2.5"" LAB,10,0,"45.58000","0","1","ScotchCode™","Active","Dispenser","ScotchCode™ Wire Marker Tape","-","-"
-,//media.digikey.com/photos/Weidmuller/MFG_2583720000.JPG,281-3840-ND,2583720000,Weidmüller,"FRAME WITHOUT SCREWS, INCLUDES G",47,1400,"45.70000","0","1","Cabtite FR","Active","Sealing Frame Set","-","Polyamide (PA), Nylon","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LNCL-13-155-GK&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LNCL-13-155-GK.JPG,A139089-ND,LNCL-13-155-GK,"TE Connectivity Aerospace, Defense and Marine",ELECTRONIC KITS,20,0,"56.30000","0","1","*","Active","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/CWF400.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CWF400.JPG,298-12221-ND,CWF400,Panduit Corp,CBL SPRT WTRFALL BASE FASTENER,12,0,"56.33000","0","1","-","Active","Bend Radius Guide","-","Polyamide (PA66), Nylon 6/6, Glass Filled","Flame Retardant"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cm/cmw/cmwb/cmwb10/media/D-WACB32--SA-ENG-WaterFall-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CMW-KIT.JPG,298-16134-ND,CMW-KIT,Panduit Corp,CABLE WATERFALL KIT BLACK,25,0,"56.79000","0","1","-","Active","Kit","-","Polyamide (PA66), Nylon 6/6, Glass Filled","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fo/fos/fosm/fosmh1u/media/FOSMF%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FOSMH1U.jpg,298-16236-ND,FOSMH1U,Panduit Corp,FIBER OPTIC SPLICE MODULE HANDLE,10,0,"57.65000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fo/fos/fosm/fosmh2u/media/WW-RKSP41%20FOSM)%209-09.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FOSMH2U.jpg,298-16237-ND,FOSMH2U,Panduit Corp,FIBER OPTIC SPLICE MODULE HANDLE,6,0,"63.60000","0","1","*","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/223399O/heavy-duty-wraparound-hdcw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDCW.jpg,3M161612-ND,HDCW-55/15-500,3M,HEATSHRINK WRAPARND CBL REPAIR S,15,0,"64.28000","0","1","HDCW","Active","Cable Repair Sleeve","Cable, Wire Repair","Polyolefin (PO)","Heat Shrinkable, Meltable Adhesive, Watertight"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fs/fst/fst6/fst6h4/media/FST6H4(00466-65).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FST6H4.jpg,298-16255-ND,FST6H4,Panduit Corp,FIBER SPLICE TRAY HOLDER,8,0,"66.43000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fl/fle/flex/flexplate1u/media/C-FBFLEXPLATE1U--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FLEX-PLATE1U.jpg,298-16228-ND,FLEX-PLATE1U,Panduit Corp,HD FLEX ENCLOSURE TRUNK SLACK PL,15,0,"72.24000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fo/fos/fosm/fosmh4u/media/FOSMF%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FOSMH4U.jpg,298-16238-ND,FOSMH4U,Panduit Corp,FIBER OPTIC SPLICE MODULE HANDLE,6,0,"75.53000","0","1","*","Active","-","-","-","-"
