Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Number of Channels","Voltage - Isolation","Common Mode Transient Immunity (Min)","Input Type","Current - Output / Channel","Propagation Delay tpLH / tpHL (Max)","Rise / Fall Time (Typ)","Voltage - Forward (Vf) (Typ)","Current - DC Forward (If) (Max)","Voltage - Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","Approvals"
https://docs.broadcom.com/docs/AV02-3835EN,-,HSSR-7110#600-ND,HSSR-7110#600,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"84.57476","0","42","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-SMD Butt Joint","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,HSSR-7110#100-ND,HSSR-7110#100,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"84.57476","0","42","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-SMD Butt Joint","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,HSSR-7110#200-ND,HSSR-7110#200,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"84.57476","0","42","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,5962-9314001HPC-ND,5962-9314001HPC,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"96.86528","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,HSSR-7111#600-ND,HSSR-7111#600,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"97.21250","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-SMD Butt Joint","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,HSSR-7111#100-ND,HSSR-7111#100,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"97.21250","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-SMD Butt Joint","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,HSSR-7111#200-ND,HSSR-7111#200,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"97.21250","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,5962-9314001HPA-ND,5962-9314001HPA,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"97.21250","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,5962-9314001HYC-ND,5962-9314001HYC,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"97.21250","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-DIP Butt Joint","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,5962-9314001HZC-ND,5962-9314001HZC,Broadcom Limited,OPTOISO 1.5KV PWR MOSFET 8SMD CC,0,0,"97.21250","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint, Crew Cut","8-SMD Crew Cut","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,5962-9314001HYA-ND,5962-9314001HYA,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"97.55972","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-DIP Butt Joint","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,5962-9314001HZA-ND,5962-9314001HZA,Broadcom Limited,OPTOISO 1.5KV PWR MOSFET 8SMD CC,0,0,"97.55972","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint, Crew Cut","8-SMD Crew Cut","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,HSSR-7111#300-ND,HSSR-7111#300,Broadcom Limited,OPTOISO 1.5KV PWR MOSFET 8SMD GW,0,0,"98.25417","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-SMD Gull Wing","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,5962-9314001HXA-ND,5962-9314001HXA,Broadcom Limited,OPTOISO 1.5KV PWR MOSFET 8DIP GW,0,0,"98.25417","0","36","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,HSSR-7112-ND,HSSR-7112,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"98.83485","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,5962-9314002HPC-ND,5962-9314002HPC,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"98.83485","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,HSSR-7112-100-ND,HSSR-7112-100,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"99.15667","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-SMD Butt Joint","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,HSSR-7112-200-ND,HSSR-7112-200,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"99.15667","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,HSSR-7112-600-ND,HSSR-7112-600,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"99.15667","0","33","Bulk","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-SMD Butt Joint","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,5962-9314002HPA-ND,5962-9314002HPA,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"99.15667","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,5962-9314002HYC-ND,5962-9314002HYC,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"99.15667","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-DIP Butt Joint","-"
https://docs.broadcom.com/docs/AV00-0254EN,-,5962-9314002HZC-ND,5962-9314002HZC,Broadcom Limited,OPTOISO 1.5KV PWR MOSFET 8SMD CC,0,0,"99.15667","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint, Crew Cut","8-SMD Crew Cut","-"
https://docs.broadcom.com/docs/AV02-3835EN,-,5962-9314002HYA-ND,5962-9314002HYA,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8SMD,0,0,"99.47879","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint","8-DIP Butt Joint","-"
https://docs.broadcom.com/docs/AV00-0254EN,-,5962-9314002HZA-ND,5962-9314002HZA,Broadcom Limited,OPTOISO 1.5KV PWR MOSFET 8SMD CC,0,0,"99.47879","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD Butt Joint, Crew Cut","8-SMD Crew Cut","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,HSSR-7112-300-ND,HSSR-7112-300,Broadcom Limited,OPTOISO 1.5KV PWR MOSFET 8SMD GW,0,0,"100.12242","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-SMD Gull Wing","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,5962-9314002HXA-ND,5962-9314002HXA,Broadcom Limited,OPTOISO 1.5KV PWR MOSFET 8DIP GW,0,0,"100.12242","0","33","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,HSSR-711E-ND,HSSR-711E,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"465.18500","0","8","Bulk","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,HSSR-711E-200-ND,HSSR-711E-200,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"465.18500","0","8","Bulk","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,5962-9314001EPA-ND,5962-9314001EPA,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"465.18500","0","8","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
https://docs.broadcom.com/docs/AV02-3835EN,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,5962-9314001EPC-ND,5962-9314001EPC,Broadcom Limited,OPTOISO 1.5KV POWER MOSFET 8DIP,0,0,"465.18500","0","8","Tube","-","Active","Power MOSFET","1","1500VDC","-","DC","1.6A","6ms, 0.25ms","-","1.24V","20mA","-","-55°C ~ 125°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
//media.digikey.com/pdf/Data%20Sheets/NEC%20PDFs/PS9634.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,PS9634-ND,PS9634,CEL,OPTOISO 5KV FOR IGBT DRIVER 8DIP,0,0,"Obsolete","0","50","Tube","-","Obsolete","Power Transistor Driver","1","5000Vrms","1kV/µs","DC","500mA, 800mA","5µs, 5µs","-","1.1V","30mA","5.4V ~ 15V","-20°C ~ 80°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
//media.digikey.com/pdf/Data%20Sheets/NEC%20PDFs/PS9634.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,PS9634L-ND,PS9634L,CEL,OPTOISO 5KV FOR IGBT DVR 8SMD GW,0,0,"Obsolete","0","50","Bulk","-","Obsolete","Power Transistor Driver","1","5000Vrms","1kV/µs","DC","500mA, 800mA","5µs, 5µs","-","1.1V","30mA","5.4V ~ 15V","-20°C ~ 80°C","Surface Mount","8-SMD, Gull Wing","8-SMD Gull Wing","-"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/PC942%20Series.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,425-1545-5-ND,PC942,Sharp Microelectronics,OPTOISO 5KV OPIC 8DIP,0,0,"Obsolete","0","1000","Tube","OPIC™","Obsolete","Power Transistor Driver","1","5000Vrms","10kV/µs","DC","500mA, 600mA","5µs, 5µs","200ns, 100ns","1.1V","25mA","5.4V ~ 13V","-20°C ~ 80°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","UR"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Digital%20Signal%20Processing.pdf,-,8281720000-ND,8281720000,Weidmüller,OPTOISO PLUGGABLE MODULE,0,0,"Obsolete","0","5","Bulk","-","Obsolete","Pluggable","1","-","-","DC","-","-","-","-","-","21.6V ~ 26.4V","-","DIN RAIL Socket","Module","Module","-"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HCPL-3000.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,516-1118-5-ND,HCPL-3000,Broadcom Limited,OPTOISO 5KV GATE DRVR BIPOL 8DIP,0,0,"Obsolete","0","2950","Tube","-","Obsolete","Power Transistor Driver","1","5000Vrms","10kV/µs","DC","500mA, 600mA","5µs, 5µs","200ns, 100ns","1.1V","25mA","5.4V ~ 13V","-20°C ~ 80°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","UR"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/PC942J00000F.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,425-2211-5-ND,PC942J00000F,Sharp Microelectronics,OPTOISO 5KV OPIC 8DIP,0,0,"Obsolete","0","1000","Tube","OPIC™","Obsolete","Power Transistor Driver","1","5000Vrms","10kV/µs","DC","500mA, 600mA","5µs, 5µs","200ns, 100ns","1.1V","25mA","5.4V ~ 13V","-20°C ~ 80°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","UR"
//media.digikey.com/pdf/Data%20Sheets/NEC%20PDFs/PS9634.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,PS9634-A-ND,PS9634-A,CEL,OPTOISO 5KV FOR IGBT DRIVER 8DIP,0,0,"Obsolete","0","100","Tube","-","Obsolete","Power Transistor Driver","1","5000Vrms","1kV/µs","DC","500mA, 800mA","5µs, 5µs","-","1.1V","30mA","5.4V ~ 15V","-20°C ~ 80°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","-"
//media.digikey.com/pdf/Data%20Sheets/NEC%20PDFs/PS9634.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,PS9634L-A-ND,PS9634L-A,CEL,OPTOISO 5KV FOR IGBT DVR 8SMD GW,0,0,"Obsolete","0","50","Bulk","-","Obsolete","Power Transistor Driver","1","5000Vrms","1kV/µs","DC","500mA, 800mA","5µs, 5µs","-","1.1V","30mA","5.4V ~ 15V","-20°C ~ 80°C","Surface Mount","8-SMD, Gull Wing","8-SMD Gull Wing","-"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HCPL-3000.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,516-1670-5-ND,HCPL-3000-000E,Broadcom Limited,OPTOISO 5KV GATE DRVR BIPOL 8DIP,0,0,"Obsolete","0","2950","Tube","-","Obsolete","Power Transistor Driver","1","5000Vrms","10kV/µs","DC","500mA, 600mA","5µs, 5µs","200ns, 100ns","1.1V","25mA","5.4V ~ 13V","-20°C ~ 80°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","UR"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HCPL-3000.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,HCPL-3000-500E-ND,HCPL-3000-500E,Broadcom Limited,OPTOISO 5KV BIPOLAR 8SMD GW,0,0,"Obsolete","0","3000","Tape & Reel (TR)","-","Obsolete","Power Transistor Driver","1","5000Vrms","10kV/µs","DC","500mA, 600mA","5µs, 5µs","200ns, 100ns","1.1V","25mA","5.4V ~ 13V","-20°C ~ 80°C","Surface Mount","8-SMD, Gull Wing","8-SMD Gull Wing","UR"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HCPL-3000.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,HCPL-3000-300E-ND,HCPL-3000-300E,Broadcom Limited,OPTOISO 5KV BIPOLAR 8SMD GW,0,0,"Obsolete","0","2900","Tube","-","Obsolete","Power Transistor Driver","1","5000Vrms","10kV/µs","DC","500mA, 600mA","5µs, 5µs","200ns, 100ns","1.1V","25mA","5.4V ~ 13V","-20°C ~ 80°C","Surface Mount","8-SMD, Gull Wing","8-SMD Gull Wing","UR"
