Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Sensitivity","Data Rate (Max)","Modulation or Protocol","Applications","Current - Receiving","Data Interface","Memory Size","Antenna Connector","Features","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
http://ww1.microchip.com/downloads/en/DeviceDoc/micrf010.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751.jpg,576-1962-5-ND,MICRF010YM,Microchip Technology,RF RX ASK/OOK 300-440MHZ 8SOIC,334,0,"2.56000","0","1","Tube","QwikRadio®","Active","300MHz ~ 440MHz","-104dBm","2kbps","ASK, OOK","RKE","2.9mA","PCB, Surface Mount","-","PCB, Surface Mount","Automatic Tuning","4.75V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/Si4355.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/20-VFQFN%20Exposed%20Pad.jpg,336-2270-5-ND,SI4355-B1A-FM,Silicon Labs,RF RX FSK/GFSK 283-350MHZ 20QFN,636,0,"3.08000","0","1","Tray","EZRadio®","Active","283MHz ~ 350MHz, 425MHz ~ 525MHz, 850MHz ~ 960MHz","-116dBm","500kbps","FSK, GFSK, OOK","General Purpose","10mA","PCB, Surface Mount","-","PCB, Surface Mount","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX1470.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,MAX1470EUI+-ND,MAX1470EUI+,Maxim Integrated,RF RECEIVER ASK 315MHZ 28TSSOP,312,3550,"4.23000","0","1","Tube","-","Active","315MHz","-115dBm","-","ASK","ISM, Garage Door Openers, RKE","5.5mA","PCB, Surface Mount","-","PCB, Surface Mount","-","3V ~ 3.6V","-40°C ~ 85°C","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://datasheets.maximintegrated.com/en/ds/MAX2120.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0140;TI;28.jpg,MAX2120CTI+-ND,MAX2120CTI+,Maxim Integrated,RF RCVR 925MHZ-2.175GHZ 28TQFN,190,660,"4.34000","0","1","Tube","-","Active","925MHz ~ 2.175GHz","-","-","-","DVB, DSS","100mA","PCB, Surface Mount","-","PCB, Surface Mount","-","3.13V ~ 3.47V","0°C ~ 70°C","28-WFQFN Exposed Pad","28-TQFN (5x5)"
https://datasheets.maximintegrated.com/en/ds/MAX7034.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,MAX7034AUI+-ND,MAX7034AUI+,Maxim Integrated,RF RX ASK 300MHZ-450MHZ 28TSSOP,388,0,"4.56000","0","1","Tube","-","Active","300MHz ~ 450MHz","-114dBm","33kbps","ASK","Garage Openers, ISM, RKE, Security Alarms","7.2mA","PCB, Surface Mount","-","PCB, Surface Mount","-","4.5V ~ 5.5V","-40°C ~ 125°C","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://datasheets.maximintegrated.com/en/ds/MAX7033.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,MAX7033EUI+-ND,MAX7033EUI+,Maxim Integrated,RF RX ASK 315MHZ/433MHZ 28TSSOP,550,0,"4.68000","0","1","Tube","-","Active","315MHz, 433MHz","-114dBm","33kbps","ASK","Automotive RKE, Remote Controls, Wireless Sensors","5.2mA","PCB, Surface Mount","-","PCB, Surface Mount","-","3V ~ 3.6V","-40°C ~ 105°C","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si4330.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-1629-ND,SI4330-B1-FM,Silicon Labs,RF RX FSK/GFSK 240-960MHZ 20QFN,1210,0,"6.64000","0","1","Tray","EZRadioPRO®","Not For New Designs","240MHz ~ 960MHz","-121dBm","256kbps","FSK, GFSK, OOK","Remote Control, RKE, Security Systems","18.5mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (4x4)"
http://www.linear.com/docs/2437,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1641;GN;24.jpg,LT5500EGN#PBF-ND,LT5500EGN#PBF,Linear Technology/Analog Devices,RF RECEIVER 1.8GHZ-2.7GHZ 24SSOP,219,330,"7.75000","0","1","Tube","-","Active","1.8GHz ~ 2.7GHz","-","-","-","HS Wireless LAN, Wireless Local Loop","23mA","PCB, Surface Mount","-","PCB, Surface Mount","-","1.8V ~ 5.25V","-40°C ~ 85°C","24-SSOP (0.154"", 3.90mm Width)","24-SSOP"
https://datasheets.maximintegrated.com/en/ds/MAX2112.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0140;TI;28.jpg,MAX2112CTI+-ND,MAX2112CTI+,Maxim Integrated,RF RCVR 925MHZ-2.175GHZ 28TQFN,119,720,"8.39000","0","1","Tray","-","Active","925MHz ~ 2.175GHz","-","-","-","Digital TV, CATV, Set Top Boxes","100mA","PCB, Surface Mount","-","PCB, Surface Mount","-","3.13V ~ 3.47V","0°C ~ 70°C","28-WFQFN Exposed Pad","28-TQFN (5x5)"
https://www.silabs.com/documents/public/data-sheets/Si4702-03-C19.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.60-3x3;M;20.jpg,336-1739-ND,SI4703-C19-GM,Silicon Labs,RF RCVR FM 76MHZ-108MHZ 20QFN,354,0,"13.42000","0","1","Tray","-","Active","76MHz ~ 108MHz","-","-","FM","General Purpose","14.4mA","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 5.5V","-20°C ~ 85°C","20-UFQFN Exposed Pad","20-QFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si4704-05-D50.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.60-3x3;M;20.jpg,336-2525-ND,SI4705-D50-GM,Silicon Labs,RF RCVR FM 64MHZ-108MHZ 20QFN,323,0,"13.42000","0","1","Tray","-","Active","64MHz ~ 108MHz","-","-","FM","General Purpose","-","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 5.5V","-20°C ~ 85°C","20-UFQFN Exposed Pad","20-QFN (3x3)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si4730-31-34-35-D60.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.60-3x3;M;20.jpg,336-2561-ND,SI4730-D60-GM,Silicon Labs,RF RX AM/FM 520KHZ-1.71MHZ 20QFN,319,0,"13.42000","0","1","Tray","-","Active","520kHz ~ 1.71MHz, 64MHz ~ 108MHz","-","-","AM, FM","General Purpose","-","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 5.5V","-20°C ~ 85°C","20-UFQFN Exposed Pad","20-QFN (3x3)"
https://www.infineon.com/dgdl/Infineon-TDA5211-DS-v02_00-EN.pdf?fileId=5546d4625debb399015e286e57243caf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5211XUMA1TR-ND,TDA5211XUMA1,Infineon Technologies,RF RX ASK/FSK 310-350MHZ 28TSSOP,3000,0,"1.04504","0","3000","Tape & Reel (TR)","-","Active","310MHz ~ 350MHz","-113dBm","100kbps","ASK, FSK","Alarm Systems, Communication Systems","7.5mA","PCB, Surface Mount","-","PCB, Surface Mount","-","5V","-40°C ~ 105°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.infineon.com/dgdl/Infineon-TDA5211-DS-v02_00-EN.pdf?fileId=5546d4625debb399015e286e57243caf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5211XUMA1CT-ND,TDA5211XUMA1,Infineon Technologies,RF RX ASK/FSK 310-350MHZ 28TSSOP,5658,0,"2.52000","0","1","Cut Tape (CT)","-","Active","310MHz ~ 350MHz","-113dBm","100kbps","ASK, FSK","Alarm Systems, Communication Systems","7.5mA","PCB, Surface Mount","-","PCB, Surface Mount","-","5V","-40°C ~ 105°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.infineon.com/dgdl/Infineon-TDA5211-DS-v02_00-EN.pdf?fileId=5546d4625debb399015e286e57243caf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5211XUMA1DKR-ND,TDA5211XUMA1,Infineon Technologies,RF RX ASK/FSK 310-350MHZ 28TSSOP,5658,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","310MHz ~ 350MHz","-113dBm","100kbps","ASK, FSK","Alarm Systems, Communication Systems","7.5mA","PCB, Surface Mount","-","PCB, Surface Mount","-","5V","-40°C ~ 105°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.infineon.com/dgdl/Infineon-TDA5220-DS-v01_01-EN.pdf?fileId=5546d4625debb399015e2876af313cef,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5220XUMA1TR-ND,TDA5220XUMA1,Infineon Technologies,RF RX ASK/FSK 810-870MHZ 28TSSOP,6000,0,"1.08540","0","3000","Tape & Reel (TR)","-","Active","810MHz ~ 870MHz, 400MHz ~ 440MHz","-110dBm","100kbps","ASK, FSK","RKE, Remote Control Systems","5.9mA","PCB, Surface Mount","-","PCB, Surface Mount","-","4.5V ~ 5.5V","-40°C ~ 105°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.infineon.com/dgdl/Infineon-TDA5220-DS-v01_01-EN.pdf?fileId=5546d4625debb399015e2876af313cef,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5220XUMA1CT-ND,TDA5220XUMA1,Infineon Technologies,RF RX ASK/FSK 810-870MHZ 28TSSOP,6920,0,"2.62000","0","1","Cut Tape (CT)","-","Active","810MHz ~ 870MHz, 400MHz ~ 440MHz","-110dBm","100kbps","ASK, FSK","RKE, Remote Control Systems","5.9mA","PCB, Surface Mount","-","PCB, Surface Mount","-","4.5V ~ 5.5V","-40°C ~ 105°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.infineon.com/dgdl/Infineon-TDA5220-DS-v01_01-EN.pdf?fileId=5546d4625debb399015e2876af313cef,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5220XUMA1DKR-ND,TDA5220XUMA1,Infineon Technologies,RF RX ASK/FSK 810-870MHZ 28TSSOP,6920,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","810MHz ~ 870MHz, 400MHz ~ 440MHz","-110dBm","100kbps","ASK, FSK","RKE, Remote Control Systems","5.9mA","PCB, Surface Mount","-","PCB, Surface Mount","-","4.5V ~ 5.5V","-40°C ~ 105°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.infineon.com/dgdl/Infineon-TDA5201-DS-v01_06-EN.pdf?fileId=5546d4625debb399015e286e5c233cb3,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5201XUMA1TR-ND,TDA5201XUMA1,Infineon Technologies,RF RX ASK 310MHZ-350MHZ 28TSSOP,6000,0,"1.08581","0","3000","Tape & Reel (TR)","-","Active","310MHz ~ 350MHz","-107dBm","-","ASK","Alarm Systems, Communication Systems","4.8mA","PCB, Surface Mount","-","PCB, Surface Mount","-","4.5V ~ 5.5V","-40°C ~ 85°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.infineon.com/dgdl/Infineon-TDA5201-DS-v01_06-EN.pdf?fileId=5546d4625debb399015e286e5c233cb3,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5201XUMA1CT-ND,TDA5201XUMA1,Infineon Technologies,RF RX ASK 310MHZ-350MHZ 28TSSOP,8168,0,"2.62000","0","1","Cut Tape (CT)","-","Active","310MHz ~ 350MHz","-107dBm","-","ASK","Alarm Systems, Communication Systems","4.8mA","PCB, Surface Mount","-","PCB, Surface Mount","-","4.5V ~ 5.5V","-40°C ~ 85°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.infineon.com/dgdl/Infineon-TDA5201-DS-v01_06-EN.pdf?fileId=5546d4625debb399015e286e5c233cb3,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,TDA5201XUMA1DKR-ND,TDA5201XUMA1,Infineon Technologies,RF RX ASK 310MHZ-350MHZ 28TSSOP,8168,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","310MHz ~ 350MHz","-107dBm","-","ASK","Alarm Systems, Communication Systems","4.8mA","PCB, Surface Mount","-","PCB, Surface Mount","-","4.5V ~ 5.5V","-40°C ~ 85°C","28-TSSOP (0.173"", 4.40mm Width)","PG-TSSOP-28"
https://www.melexis.com/-/media/files/documents/datasheets/th71101-datasheet-melexis.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/32-LQFP.jpg,TH71101ENE-CAA-000-RETR-ND,TH71101ENE-CAA-000-RE,Melexis Technologies NV,RF RX ASK/FSK 300-450MHZ 32LQFP,2000,0,"2.17814","0","2000","Tape & Reel (TR)","-","Active","300MHz ~ 450MHz","-113dBm","260kbps","ASK, FSK","Alarm and Security Systems, RKE, TPMS","8.2mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","2.3V ~ 5.5V","-40°C ~ 85°C","32-LQFP","32-LQFP (7x7)"
https://www.melexis.com/-/media/files/documents/datasheets/th71101-datasheet-melexis.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/32-LQFP.jpg,TH71101ENE-CAA-000-RECT-ND,TH71101ENE-CAA-000-RE,Melexis Technologies NV,RF RX ASK/FSK 300-450MHZ 32LQFP,3668,0,"4.67000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 450MHz","-113dBm","260kbps","ASK, FSK","Alarm and Security Systems, RKE, TPMS","8.2mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","2.3V ~ 5.5V","-40°C ~ 85°C","32-LQFP","32-LQFP (7x7)"
https://www.melexis.com/-/media/files/documents/datasheets/th71101-datasheet-melexis.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/32-LQFP.jpg,TH71101ENE-CAA-000-REDKR-ND,TH71101ENE-CAA-000-RE,Melexis Technologies NV,RF RX ASK/FSK 300-450MHZ 32LQFP,3668,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 450MHz","-113dBm","260kbps","ASK, FSK","Alarm and Security Systems, RKE, TPMS","8.2mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","2.3V ~ 5.5V","-40°C ~ 85°C","32-LQFP","32-LQFP (7x7)"
https://datasheets.maximintegrated.com/en/ds/MAX1473.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,MAX1473EUI+TTR-ND,MAX1473EUI+T,Maxim Integrated,RF RX ASK 300MHZ-450MHZ 28TSSOP,2500,0,"2.83290","0","2500","Tape & Reel (TR)","-","Active","300MHz ~ 450MHz","-114dBm","100kbps","ASK","RKE, Telemetering, Security Technology","5.8mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","3.3V, 5V","-40°C ~ 85°C","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://datasheets.maximintegrated.com/en/ds/MAX1473.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,MAX1473EUI+TCT-ND,MAX1473EUI+T,Maxim Integrated,RF RX ASK 300MHZ-450MHZ 28TSSOP,4902,0,"6.26000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 450MHz","-114dBm","100kbps","ASK","RKE, Telemetering, Security Technology","5.8mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","3.3V, 5V","-40°C ~ 85°C","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://datasheets.maximintegrated.com/en/ds/MAX1473.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,MAX1473EUI+TDKR-ND,MAX1473EUI+T,Maxim Integrated,RF RX ASK 300MHZ-450MHZ 28TSSOP,4902,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 450MHz","-114dBm","100kbps","ASK","RKE, Telemetering, Security Technology","5.8mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","3.3V, 5V","-40°C ~ 85°C","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
//media.digikey.com/pdf/Data%20Sheets/Melexis%20PDFs/MLX71121_Rev_012.pdf,//media.digikey.com/Renders/Melexis%20Renders/413;32QFN-1-5x5;QF;32.jpg,MLX71121KLQ-AAA-000-TU-ND,MLX71121KLQ-AAA-000-TU,Melexis Technologies NV,RF RX FSK/OOK 300-930MHZ 32QFN,753,0,"3.81000","0","1","Tube","-","Active","300MHz ~ 930MHz","-112dBm","100kbps","FSK, OOK","General Purpose","11.1mA","-","-","-","-","2.1V ~ 5.5V","-40°C ~ 125°C","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.silabs.com/documents/public/data-sheets/Si4313.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-1980-5-ND,SI4313-B1-FM,Silicon Labs,RF RX FSK/GFSK 240-960MHZ 20QFN,301,0,"4.03000","0","1","Tray","EZRadio®","Not For New Designs","240MHz ~ 960MHz","-118dBm","128kbps","FSK, GFSK, OOK","Data Logging, Health Monitors, Remote Control, Weather Station","18.5mA","PCB, Surface Mount","-","PCB, Surface Mount","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (4x4)"
https://www.melexis.com/-/media/files/documents/datasheets/mlx71120-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/413;32QFN-1-5x5;QF;32.jpg,MLX71120KLQ-AAA-000-TU-ND,MLX71120KLQ-AAA-000-TU,Melexis Technologies NV,RF RCVR ASK/FM 300-930MHZ 32QFN,932,0,"4.50000","0","1","Tube","-","Active","300MHz ~ 930MHz","-114dBm","100kbps","ASK, FM, FSK","General Remote Control, Garage Opener, RKE","8.1mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","2.1V ~ 5.5V","-40°C ~ 125°C","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://datasheets.maximintegrated.com/en/ds/MAX1473.pdf,//media.digikey.com/renders/Maxim%20Renders/32-TQFN_21-0140L.jpg,MAX1473ETJ+-ND,MAX1473ETJ+,Maxim Integrated,RF RCVR ASK 300MHZ-450MHZ 32TQFN,168,300,"4.51000","0","1","Tube","-","Active","300MHz ~ 450MHz","-114dBm","100kbps","ASK","RKE, Telemetering, Security Technology","5.8mA","PCB, Surface Mount","-","PCB, Surface Mount","RSSI Equipped","3.3V, 5V","-40°C ~ 85°C","32-WFQFN Exposed Pad","32-TQFN-EP (5x5)"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX2135A_Web.pdf,//media.digikey.com/Renders/Maxim%20Renders/56-TQFN%2021-0144.jpg,MAX2135AETN/V+TTR-ND,MAX2135AETN/V+T,Maxim Integrated,IC TUNER DIVERS SDB/DVB-T 56TQFN,5000,7500,"5.91565","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","General Purpose","70mA","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 3.47V","-40°C ~ 85°C","56-WFQFN Exposed Pad","56-TQFN (7x7)"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX2135A_Web.pdf,//media.digikey.com/Renders/Maxim%20Renders/56-TQFN%2021-0144.jpg,MAX2135AETN/V+TCT-ND,MAX2135AETN/V+T,Maxim Integrated,IC TUNER DIVERS SDB/DVB-T 56TQFN,5000,7509,"10.03000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","General Purpose","70mA","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 3.47V","-40°C ~ 85°C","56-WFQFN Exposed Pad","56-TQFN (7x7)"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX2135A_Web.pdf,//media.digikey.com/Renders/Maxim%20Renders/56-TQFN%2021-0144.jpg,MAX2135AETN/V+TDKR-ND,MAX2135AETN/V+T,Maxim Integrated,IC TUNER DIVERS SDB/DVB-T 56TQFN,5000,7509,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","General Purpose","70mA","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 3.47V","-40°C ~ 85°C","56-WFQFN Exposed Pad","56-TQFN (7x7)"
https://datasheets.maximintegrated.com/en/ds/MAX1471.pdf,//media.digikey.com/renders/Maxim%20Renders/32-TQFN_21-0140L.jpg,MAX1471ATJ+-ND,MAX1471ATJ+,Maxim Integrated,RF RX ASK/FSK 315/434MHZ 32TQFN,121,0,"7.20000","0","1","Tube","-","Active","315MHz, 434MHz","-114dBm","-","ASK, FSK","ISM, Garage Door Openers, RKE","7mA","PCB, Surface Mount","-","PCB, Surface Mount","-","3.3V, 5V","-40°C ~ 125°C","32-WFQFN Exposed Pad","32-TQFN-EP (5x5)"
-,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.60-3x3;M;20.jpg,336-2563-ND,SI4730-D62-GM,Silicon Labs,RF RX AM/FM 520KHZ-1.71MHZ 20QFN,607,0,"13.42000","0","1","Tray","-","Active","520kHz ~ 1.71MHz, 64MHz ~ 108MHz","-","-","AM, FM","General Purpose","-","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 5.5V","-20°C ~ 85°C","20-UFQFN Exposed Pad","20-QFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si4706-D50.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.60-3x3;M;20.jpg,336-2526-ND,SI4706-D50-GM,Silicon Labs,RF RX RBDS/RDS 76-108MHZ 20QFN,398,0,"13.42000","0","1","Tray","-","Active","76MHz ~ 108MHz","-","-","RBDS/RDS","General Purpose","8.5mA","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 5.5V","-20°C ~ 85°C","20-UFQFN Exposed Pad","20-QFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si4355.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/20-VFQFN%20Exposed%20Pad.jpg,336-4141-2-ND,SI4355-B1A-FMR,Silicon Labs,RF RX FSK/GFSK 283-350MHZ 20QFN,2500,0,"1.46300","0","2500","Tape & Reel (TR)","EZRadio®","Active","283MHz ~ 350MHz, 425MHz ~ 525MHz, 850MHz ~ 960MHz","-116dBm","500kbps","FSK, GFSK, OOK","General Purpose","10mA","PCB, Surface Mount","-","PCB, Surface Mount","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si4355.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/20-VFQFN%20Exposed%20Pad.jpg,336-4141-1-ND,SI4355-B1A-FMR,Silicon Labs,RF RX FSK/GFSK 283-350MHZ 20QFN,3922,0,"3.30000","0","1","Cut Tape (CT)","EZRadio®","Active","283MHz ~ 350MHz, 425MHz ~ 525MHz, 850MHz ~ 960MHz","-116dBm","500kbps","FSK, GFSK, OOK","General Purpose","10mA","PCB, Surface Mount","-","PCB, Surface Mount","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si4355.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/20-VFQFN%20Exposed%20Pad.jpg,336-4141-6-ND,SI4355-B1A-FMR,Silicon Labs,RF RX FSK/GFSK 283-350MHZ 20QFN,3922,0,"Digi-Reel","0","1","Digi-Reel®","EZRadio®","Active","283MHz ~ 350MHz, 425MHz ~ 525MHz, 850MHz ~ 960MHz","-116dBm","500kbps","FSK, GFSK, OOK","General Purpose","10mA","PCB, Surface Mount","-","PCB, Surface Mount","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (3x3)"
"//media.digikey.com/PDF/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4708,09-B.pdf",-,336-5743-ND,SI4708-B-GM,Silicon Labs,RF RCVR FM 76MHZ-108MHZ 16QFN,298,0,"1.66000","0","1","Tube","-","Active","76MHz ~ 108MHz","-","-","FM","General Purpose","16mA","PCB, Surface Mount","-","PCB, Surface Mount","-","2.7V ~ 5.5V","-20°C ~ 85°C","16-UFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580163,//media.digikey.com/Renders/Micrel%20Renders/16-QSOP.jpg,576-4897-2-ND,MICRF229YQS-TR,Microchip Technology,RF RCVR ISM 433.92MHZ 16QSOP,2500,0,"1.72010","0","2500","Tape & Reel (TR)","-","Active","433.92MHz","-112dBm","20kbps","ISM","General Purpose","6mA","-","-","On-Board, Trace","-","3.5V ~ 5.5V","-40°C ~ 105°C","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580179,//media.digikey.com/Renders/Micrel%20Renders/16-QSOP.jpg,576-4902-2-ND,MICRF230YQS-T5,Microchip Technology,RF RCVR ISM 433.92MHZ 16QSOP,500,0,"1.72010","0","500","Tape & Reel (TR)","-","Active","433.92MHz","-112dBm","20kbps","ISM","General Purpose","6mA","-","-","On-Board, Trace","-","3.5V ~ 5.5V","-40°C ~ 105°C","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580179,//media.digikey.com/Renders/Micrel%20Renders/16-QSOP.jpg,576-4902-1-ND,MICRF230YQS-T5,Microchip Technology,RF RCVR ISM 433.92MHZ 16QSOP,1000,0,"2.07000","0","1","Cut Tape (CT)","-","Active","433.92MHz","-112dBm","20kbps","ISM","General Purpose","6mA","-","-","On-Board, Trace","-","3.5V ~ 5.5V","-40°C ~ 105°C","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580179,//media.digikey.com/Renders/Micrel%20Renders/16-QSOP.jpg,576-4902-6-ND,MICRF230YQS-T5,Microchip Technology,RF RCVR ISM 433.92MHZ 16QSOP,1000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","433.92MHz","-112dBm","20kbps","ISM","General Purpose","6mA","-","-","On-Board, Trace","-","3.5V ~ 5.5V","-40°C ~ 105°C","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
