Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","Frequency","RF Type","Secondary Attributes","Package / Case","Supplier Device Package"
https://www.infineon.com/dgdl/BGT24MTR12_v3.pdf?folderId=db3a30431f848401011fcbf2ab4c04c4&fileId=db3a304339dcf4b10139df108e75025b,//media.digikey.com/Photos/Infineon%20Photos/448;-P%5EPG-VQFN-32-9;-;-32.jpg,BGT24MTR12E6327XUMA1CT-ND,BGT24MTR12E6327XUMA1,Infineon Technologies,IC MMIC 24GHZ TWIN IQ RX 32QFN,10690,0,"15.47000","0","1","Cut Tape (CT)","-","Active","Transceiver","24GHz ~ 24.25GHz","General Purpose","-","32-PowerVFQFN","32-VQFN (5.5x4.5)"
https://www.infineon.com/dgdl/BGT24MTR12_v3.pdf?folderId=db3a30431f848401011fcbf2ab4c04c4&fileId=db3a304339dcf4b10139df108e75025b,//media.digikey.com/Photos/Infineon%20Photos/448;-P%5EPG-VQFN-32-9;-;-32.jpg,BGT24MTR12E6327XUMA1DKR-ND,BGT24MTR12E6327XUMA1,Infineon Technologies,IC MMIC 24GHZ TWIN IQ RX 32QFN,10690,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Transceiver","24GHz ~ 24.25GHz","General Purpose","-","32-PowerVFQFN","32-VQFN (5.5x4.5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc432.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-3437-ND,HMC432,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,197,597,"10.11020","0","50","Strip","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 2","SOT-23-6","SOT-26"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc433.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-3553-ND,HMC433,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,101,530,"12.02000","0","1","Strip","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 4","SOT-23-6","SOT-26"
http://www.linear.com/docs/2035,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1663varCB;FE;20.jpg,LT5514EFE#PBF-ND,LT5514EFE#PBF,Linear Technology/Analog Devices,IC IF AMP/ADC DRVR PROG 20TSSOP,158,1258,"12.60000","0","1","Tube","-","Active","Amplifier/ADC Driver","LF ~ 850MHz","-","Max Output 21dBm","20-TSSOP (0.173"", 4.40mm Width) Exposed Pad","20-TSSOP-EP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc429.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3606-2-ND,HMC429LP4ETR,Analog Devices Inc.,IC MMIC VCO BUFFER AMP 24-QFN,500,0,"13.00880","0","500","Tape & Reel (TR)","-","Active","VCO, Buffer Amp","4.45GHz ~ 5GHz","General Purpose","-","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc429.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3606-1-ND,HMC429LP4ETR,Analog Devices Inc.,IC MMIC VCO BUFFER AMP 24-QFN,559,0,"20.49000","0","1","Cut Tape (CT)","-","Active","VCO, Buffer Amp","4.45GHz ~ 5GHz","General Purpose","-","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc429.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3606-6-ND,HMC429LP4ETR,Analog Devices Inc.,IC MMIC VCO BUFFER AMP 24-QFN,559,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","VCO, Buffer Amp","4.45GHz ~ 5GHz","General Purpose","-","24-VFQFN Exposed Pad","24-QFN (4x4)"
http://cdn.macom.com/datasheets/MADRCC0006.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/8-SOIC(3.90mm%20Width).jpg,1465-1688-ND,MADRCC0006,M/A-Com Technology Solutions,DRIVER SMT ASIC,152,0,"13.76000","0","1","Tube","-","Active","Driver","-","-","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6518.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-32-13;CP;32.jpg,ADRF6518ACPZ-R7TR-ND,ADRF6518ACPZ-R7,Analog Devices Inc.,IC AMP VGA 300MHZ DUAL 32LFCSP,1500,7500,"15.69035","0","1500","Tape & Reel (TR)","-","Active","Programmable Filter, VGA","0Hz ~ 1.1GHz","General Purpose","-","32-WFQFN Exposed Pad, CSP","32-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6518.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-32-13;CP;32.jpg,ADRF6518ACPZ-R7CT-ND,ADRF6518ACPZ-R7,Analog Devices Inc.,IC AMP VGA 300MHZ DUAL 32LFCSP,1509,7500,"23.99000","0","1","Cut Tape (CT)","-","Active","Programmable Filter, VGA","0Hz ~ 1.1GHz","General Purpose","-","32-WFQFN Exposed Pad, CSP","32-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6518.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-32-13;CP;32.jpg,ADRF6518ACPZ-R7DKR-ND,ADRF6518ACPZ-R7,Analog Devices Inc.,IC AMP VGA 300MHZ DUAL 32LFCSP,1509,7500,"Digi-Reel","0","1","Digi-Reel®","-","Active","Programmable Filter, VGA","0Hz ~ 1.1GHz","General Purpose","-","32-WFQFN Exposed Pad, CSP","32-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc493.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-VFQFN%20Exposed%20Pad.jpg,1127-3515-2-ND,HMC493LP3ETR,Analog Devices Inc.,IC DIVIDER X4 PRESCALER 16-QFN,500,4500,"18.78842","0","500","Tape & Reel (TR)","-","Active","Divide-by-4","0Hz ~ 18GHz","VSAT","-","16-VFQFN Exposed Pad","-"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc493.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-VFQFN%20Exposed%20Pad.jpg,1127-3515-1-ND,HMC493LP3ETR,Analog Devices Inc.,IC DIVIDER X4 PRESCALER 16-QFN,604,4500,"27.06000","0","1","Cut Tape (CT)","-","Active","Divide-by-4","0Hz ~ 18GHz","VSAT","-","16-VFQFN Exposed Pad","-"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc493.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-VFQFN%20Exposed%20Pad.jpg,1127-3515-6-ND,HMC493LP3ETR,Analog Devices Inc.,IC DIVIDER X4 PRESCALER 16-QFN,604,4500,"Digi-Reel","0","1","Digi-Reel®","-","Active","Divide-by-4","0Hz ~ 18GHz","VSAT","-","16-VFQFN Exposed Pad","-"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc429.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1384-ND,HMC429LP4E,Analog Devices Inc.,IC MMIC VCO BUFFER AMP 24-QFN,312,0,"19.51000","0","1","Strip","-","Active","VCO, Buffer Amp","4.45GHz ~ 5GHz","General Purpose","-","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc362.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/DGN-8-MSOP%20Exp%20Pad%20Pkg.jpg,1127-2944-ND,HMC362S8GE,Analog Devices Inc.,IC DIVIDER DC-12GHZ BY-4 8SMD,236,235,"19.99000","0","1","Strip","-","Active","Divide-by-4","0Hz ~ 12GHz","VSAT","-","8-SOIC (0.154"", 3.90mm Width) Exposed Pad","8-SMT"
http://www.ampleon.com/documents/data-sheet/BLP25RFE001.pdf,//media.digikey.com/Renders/Ampleon%20USA/1603;SOT993-3;;28.jpg,1603-1162-ND,BLP25RFE001E,Ampleon USA Inc.,BLP25RFE001/SOT993/TRAYBDP,194,0,"20.57000","0","1","Tray","-","Active","Divide-by-2","433MHz ~ 434.8MHz, 902MHz ~ 928MHz, 2.4GHz ~ 2.4835GHz","ISM","SPI Interface","28-VFQFN Exposed Pad","28-HVQFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc466.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1404-ND,HMC466LP4E,Analog Devices Inc.,IC MMIC AMP VCO BUFFER 24-QFN,169,150,"22.00000","0","1","Strip","-","Active","VCO, Buffer Amp","6.1GHz ~ 6.72GHz","VSAT","-","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc437.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-1386-2-ND,HMC437MS8GETR,Analog Devices Inc.,IC DIVIDER X3 HBT LN 8-MSOP,500,0,"24.73390","0","500","Tape & Reel (TR)","-","Active","Frequency Divider","0Hz ~ 7GHz","WLAN","Divide by 3","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSG"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc437.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-1386-1-ND,HMC437MS8GETR,Analog Devices Inc.,IC DIVIDER X3 HBT LN 8-MSOP,556,0,"37.51000","0","1","Cut Tape (CT)","-","Active","Frequency Divider","0Hz ~ 7GHz","WLAN","Divide by 3","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSG"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc437.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-1386-6-ND,HMC437MS8GETR,Analog Devices Inc.,IC DIVIDER X3 HBT LN 8-MSOP,556,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frequency Divider","0Hz ~ 7GHz","WLAN","Divide by 3","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSG"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc942.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1624-ND,HMC942LP4E,Analog Devices Inc.,IC MULTIPLIER X2 ACTIVE 24-QFN,329,187,"34.37000","0","1","Strip","-","Active","Frequency Multiplier","25GHz ~ 31GHz","General Purpose","Active Frequency Multiplier","24-VFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc368.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1030-2-ND,HMC368LP4ETR,Analog Devices Inc.,IC FREQ DOUBLER 9-16GHZ 24QFN,500,1500,"38.27062","0","500","Tape & Reel (TR)","-","Active","Amplifier, Doubler","9GHz ~ 16GHz","General Purpose","-","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc368.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1030-1-ND,HMC368LP4ETR,Analog Devices Inc.,IC FREQ DOUBLER 9-16GHZ 24QFN,889,1500,"55.90000","0","1","Cut Tape (CT)","-","Active","Amplifier, Doubler","9GHz ~ 16GHz","General Purpose","-","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc368.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1030-6-ND,HMC368LP4ETR,Analog Devices Inc.,IC FREQ DOUBLER 9-16GHZ 24QFN,889,1500,"Digi-Reel","0","1","Digi-Reel®","-","Active","Amplifier, Doubler","9GHz ~ 16GHz","General Purpose","-","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc561.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3488-2-ND,HMC561LP3ETR,Analog Devices Inc.,IC MULTIPLIER X2 BB FREQ 16-QFN,1500,0,"38.28406","0","500","Tape & Reel (TR)","-","Active","Frequency Multiplier","8GHz ~ 21GHz","General Purpose","Active Frequency Multiplier","16-VFQFN Exposed Pad","16-SMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc561.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3488-1-ND,HMC561LP3ETR,Analog Devices Inc.,IC MULTIPLIER X2 BB FREQ 16-QFN,1627,0,"53.07000","0","1","Cut Tape (CT)","-","Active","Frequency Multiplier","8GHz ~ 21GHz","General Purpose","Active Frequency Multiplier","16-VFQFN Exposed Pad","16-SMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc561.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3488-6-ND,HMC561LP3ETR,Analog Devices Inc.,IC MULTIPLIER X2 BB FREQ 16-QFN,1627,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frequency Multiplier","8GHz ~ 21GHz","General Purpose","Active Frequency Multiplier","16-VFQFN Exposed Pad","16-SMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc579.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC579.jpg,1127-2625-ND,HMC579-SX,Analog Devices Inc.,IC MULTI X2 ACTIVE DIE,62,346,"105.81000","0","2","Tray","-","Active","Frequency Multiplier","32GHz ~ 46GHz","Radar","-","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc649a.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/28-VQFN-EP.jpg,1127-3210-ND,HMC649ALP6E,Analog Devices Inc.,IC PHASE SHIFTER 6-BIT 28QFN,27,50,"117.95000","0","1","Strip","-","Active","Phase Shifter","3GHz ~ 6GHz","Radar","-","28-VQFN Exposed Pad","28-QFN (6x6)"
http://cdn.macom.com/datasheets/FD25H_FD25HC_SFD25H.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/SFD25H.jpg,1465-1686-ND,SFD25H,M/A-Com Technology Solutions,DOUBLER FREQUENCY,29,0,"118.39000","0","1","Bulk","-","Active","Frequency Doubler","4.8GHz","-","-","6-SMD, Flat Leads","SMD"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc361g8.pdf,"//media.digikey.com/Photos/Analog%20Devices%20Photos/8-SOIC%200.173in,%204.40mm%20width.JPG",1127-3476-ND,HMC361G8,Analog Devices Inc.,IC FREQ DIVIDER DC-10GHZ,55,0,"152.60000","0","1","Strip","-","Active","Divide-by-2","10MHz ~ 13GHz","VSAT, DBS","-","8-SOIC (0.173"", 4.40mm Width)","8-SMT"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2605EUT+TTR-ND,MAX2605EUT+T,Maxim Integrated,IC VCO IF W/DIFF OUT SOT23-6,2500,0,"0.96000","0","2500","Tape & Reel (TR)","-","Active","VCO","45MHz ~ 70MHz","Cellular, GPS, ISM","Differential Output","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2605EUT+TCT-ND,MAX2605EUT+T,Maxim Integrated,IC VCO IF W/DIFF OUT SOT23-6,4480,0,"2.16000","0","1","Cut Tape (CT)","-","Active","VCO","45MHz ~ 70MHz","Cellular, GPS, ISM","Differential Output","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2605EUT+TDKR-ND,MAX2605EUT+T,Maxim Integrated,IC VCO IF W/DIFF OUT SOT23-6,4480,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","VCO","45MHz ~ 70MHz","Cellular, GPS, ISM","Differential Output","SOT-23-6","SOT-23-6"
http://www.skyworksinc.com/uploads/documents/SE5012T_202395B.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1379-2-ND,SE5012T-R,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ 16QFN,24000,0,"1.03140","0","3000","Tape & Reel (TR)","SiGe","Active","Front End","4.9GHz ~ 5.85GHz","802.11a/g/n","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SE5012T_202395B.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1379-1-ND,SE5012T-R,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ 16QFN,25884,0,"2.49000","0","1","Cut Tape (CT)","SiGe","Active","Front End","4.9GHz ~ 5.85GHz","802.11a/g/n","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SE5012T_202395B.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1379-6-ND,SE5012T-R,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ 16QFN,25884,0,"Digi-Reel","0","1","Digi-Reel®","SiGe","Active","Front End","4.9GHz ~ 5.85GHz","802.11a/g/n","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX2605-MAX2609.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2609EUT+T-ND,MAX2609EUT+T,Maxim Integrated,IC VCO IF W/DIFF OUT SOT23-6,4935,0,"2.16000","0","1","Strip","-","Active","VCO","500MHz ~ 650MHz","Cellular, GPS, ISM","Differential Output","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2750-MAX2752.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX2752EUA+-ND,MAX2752EUA+,Maxim Integrated,IC OSC VOLT CNTRL 8-UMAX,192,300,"3.48000","0","1","Tube","MAX2752","Active","VCO","2.025GHz ~ 2.165GHz","ISM","On-Chip Tank Circuit","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
https://datasheets.maximintegrated.com/en/ds/MAX2750-MAX2752.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX2751EUA+-ND,MAX2751EUA+,Maxim Integrated,IC OSC VOLT CNTRL 8-UMAX,128,0,"3.48000","0","1","Tube","MAX2751","Active","VCO","2.12GHz ~ 2.26GHz","ISM","On-Chip Tank Circuit","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
http://www.linear.com/docs/19118,//media.digikey.com/Renders/Linear%20Tech%20Renders/20%20QFN%2005-08-1720.jpg,LTC4558EUD#PBF-ND,LTC4558EUD#PBF,Linear Technology/Analog Devices,IC SIM/SMART CARD PS 20-QFN,265,5203,"3.75000","0","1","Tube","-","Active","Power Management, Signal Level Translation","-","Cellular, 3G, GSM","SIM and Smart Card Interface","20-WFQFN Exposed Pad","20-QFN (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX2622-MAX2624.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX2623EUA+-ND,MAX2623EUA+,Maxim Integrated,IC SELF-CONTAINED VCO 8-MSOP,155,0,"6.69000","0","1","Tube","-","Active","VCO","885MHz ~ 950MHz","ISM","On-Chip 50Ohm Output Match","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
http://cdn.macom.com/datasheets/MADR-010410.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MADR-010410-TR0500.jpg,1465-1329-2-ND,MADR-010410-TR0500,M/A-Com Technology Solutions,DRIVER 6 CNTRL ENABLE AMP CNTRL,2500,6500,"7.01400","0","500","Tape & Reel (TR)","-","Active","Driver","-","General Purpose","6-Bit","40-VFQFN Exposed Pad","40-QFN (5x5)"
http://cdn.macom.com/datasheets/MADR-010410.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MADR-010410-TR0500.jpg,1465-1329-1-ND,MADR-010410-TR0500,M/A-Com Technology Solutions,DRIVER 6 CNTRL ENABLE AMP CNTRL,2950,6500,"11.05000","0","1","Cut Tape (CT)","-","Active","Driver","-","General Purpose","6-Bit","40-VFQFN Exposed Pad","40-QFN (5x5)"
http://cdn.macom.com/datasheets/MADR-010410.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MADR-010410-TR0500.jpg,1465-1329-6-ND,MADR-010410-TR0500,M/A-Com Technology Solutions,DRIVER 6 CNTRL ENABLE AMP CNTRL,2950,6500,"Digi-Reel","0","1","Digi-Reel®","-","Active","Driver","-","General Purpose","6-Bit","40-VFQFN Exposed Pad","40-QFN (5x5)"
http://cdn.macom.com/datasheets/MADR-009269.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/8-SOIC(3.90mm%20Width).jpg,1465-1070-ND,MADR-009269-000100,M/A-Com Technology Solutions,OUTLINE FET AND PIN DRIVER.,339,9900,"10.08000","0","1","Tube","-","Active","Driver","-","General Purpose","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc361s8g.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;8SOIC-EP-3.9;;8.jpg,1127-1027-2-ND,HMC361S8GETR,Analog Devices Inc.,IC FREQ DIVIDER DC-10GHZ 8SOIC,500,0,"10.18080","0","500","Tape & Reel (TR)","-","Active","Prescaler","0Hz ~ 10GHz","General Purpose","Divide by 2","8-SOIC (0.154"", 3.90mm Width) Exposed Pad","8-SMT"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc361s8g.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;8SOIC-EP-3.9;;8.jpg,1127-1027-1-ND,HMC361S8GETR,Analog Devices Inc.,IC FREQ DIVIDER DC-10GHZ 8SOIC,866,0,"16.03000","0","1","Cut Tape (CT)","-","Active","Prescaler","0Hz ~ 10GHz","General Purpose","Divide by 2","8-SOIC (0.154"", 3.90mm Width) Exposed Pad","8-SMT"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc361s8g.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;8SOIC-EP-3.9;;8.jpg,1127-1027-6-ND,HMC361S8GETR,Analog Devices Inc.,IC FREQ DIVIDER DC-10GHZ 8SOIC,866,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Prescaler","0Hz ~ 10GHz","General Purpose","Divide by 2","8-SOIC (0.154"", 3.90mm Width) Exposed Pad","8-SMT"
http://cdn.macom.com/datasheets/MADR-010410.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MADR-010410-000100.jpg,1465-1073-ND,MADR-010410-000100,M/A-Com Technology Solutions,DRIVER 6 CNTRL ENABLE AMP CNTRL,261,300,"10.52000","0","1","Bulk","-","Active","Driver","-","General Purpose","-","40-VFQFN Exposed Pad","40-QFN (5x5)"
http://cdn.macom.com/datasheets/MADR-009269.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/8-SOIC(3.90mm%20Width).jpg,1465-1071-ND,MADR-009269-000DIE,M/A-Com Technology Solutions,FET AND PIN DRIVER SINGLE,300,8800,"11.00800","0","100","Bulk","-","Active","Driver","-","-","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC434-EP.pdf,//media.digikey.com/renders/Analog%20Devices%20Renders/SOT-23-6%20PKG.jpg,1127-3688-2-ND,HMC434SRJZ-EP-R7,Analog Devices Inc.,EP INGAP HBT DIVIDE-BY-8,2500,7000,"11.52562","0","500","Tape & Reel (TR)","-","Active","Prescaler","-","WLAN","-","SOT-23-6","SOT-23-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC434-EP.pdf,//media.digikey.com/renders/Analog%20Devices%20Renders/SOT-23-6%20PKG.jpg,1127-3688-1-ND,HMC434SRJZ-EP-R7,Analog Devices Inc.,EP INGAP HBT DIVIDE-BY-8,2960,7000,"17.19000","0","1","Cut Tape (CT)","-","Active","Prescaler","-","WLAN","-","SOT-23-6","SOT-23-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC434-EP.pdf,//media.digikey.com/renders/Analog%20Devices%20Renders/SOT-23-6%20PKG.jpg,1127-3688-6-ND,HMC434SRJZ-EP-R7,Analog Devices Inc.,EP INGAP HBT DIVIDE-BY-8,2960,7000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Prescaler","-","WLAN","-","SOT-23-6","SOT-23-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc434.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-3544-ND,HMC434,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,200,268,"12.13000","0","1","Bulk","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 8","SOT-23-6","SOT-26"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc365.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC365.jpg,1127-3522-ND,HMC365,Analog Devices Inc.,IC FREQ DIVID DC-10GHZ DIE,150,3950,"29.73040","0","50","Tray","-","Active","Divide-by-4","0Hz ~ 13GHz","VSAT","-","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc695.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1531-ND,HMC695LP4E,Analog Devices Inc.,IC MULTIPLIER ACTIVE X4 24-QFN,950,125,"36.16000","0","1","Strip","-","Active","Frequency Multiplier","11.4GHz ~ 13.2GHz","General Purpose","Active Frequency Multiplier","24-VFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc582.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-1466-ND,HMC582LP5E,Analog Devices Inc.,IC MMIC VCO HBT BIPOLAR 32-QFN,164,131,"38.64000","0","1","Strip","-","Active","VCO","11.1GHz ~ 12.4GHz","General Purpose","Triple Outputs (Divide by 2, Divide by 4, Standard)","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc444.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1802-ND,HMC444LP4E,Analog Devices Inc.,IC MULTIPLIER X8 ACTIVE 24SMD,33,203,"95.52000","0","1","Strip","-","Active","Multiplier","9.9GHz ~ 11.2GHz","Radar","-","24-VFQFN Exposed Pad","24-SMT (4x4)"
