Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Frequency","For Use With/Related Products","Supplied Contents"
https://mangoh.io/uploaded-documents/Reference/mangOH%20Red/Discover/Hardware%20User%20Guide/mangOH_Red_User_Guide.pdf,//media.digikey.com/Photos/Talon-Communications/MANGOHRED_WP760.jpg,1788-1012-ND,MANGOHRED_WP7601-1,"Talon Communications, Inc.",EVAL BOARD MANGOH RED WP7601-1,67,0,"139.00000","0","1","AirPrime®","Active","Cellular Development Platform","-","WP7601-1, Sierra Wireless SIM Card","Board(s), Cable(s), Accessories"
http://www.yuden.co.jp/to/b0061,//media.digikey.com/Photos/Taiyo%20Yuden%20Photos/EKSHSNZWZ.jpg,587-5647-ND,EKSHSNZWZ,Taiyo Yuden,EYSHSNZWZ BLUETOOTH 5 EVAL KIT,29,0,"148.75000","0","1","-","Active","Transceiver; Bluetooth® 5","2.4GHz","EYSHSNZWZ","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/BlueGiga%20PDFs/DKBLE_UG_V1.0.pdf,//media.digikey.com/Photos/BlueGiga%20Technologies%20Inc/DKBLE.jpg,1446-1040-ND,DKBLE,Silicon Labs,DEV KIT BLUETOOTH SMART LR MOD,64,0,"150.00000","0","1","-","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","BLE112, BLE113, BLE121LR","Board(s)"
http://www.ti.com/lit/ug/swru321b/swru321b.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/SMARTRF06EBK.jpg,296-37052-ND,SMARTRF06EBK,Texas Instruments,EVALUATION BOARD FOR CC2538,25,66,"154.72000","0","1","SmartRF®","Active","Transceiver; 802.15.4 (ZigBee®)","2.4GHz","CC2538","Board(s)"
https://www.nordicsemi.com/-/media/DocLib/Other/User_Guides/nRF91DKUserGuidev07pdf.pdf,//media.digikey.com/Photos/Nordic%20Semiconductor%20ASA/MFG_NRF9160-DK.jpg,NRF9160-DK-ND,NRF9160-DK,Nordic Semiconductor ASA,NRF9160 DEVELOPMENT KIT,313,0,"155.00000","0","1","-","Active","Transceiver","700MHz ~ 2.2GHz","nRF9160","Board(s)"
https://nimbelink.com/Documentation/Development_Kits/NL-SWDK/30159_NL-SWDK_ProductBrief.pdf,//media.digikey.com/Photos/NimbeLink/NL-SWDK.JPG,1477-1019-ND,NL-SWDK,"NimbeLink, LLC",SKYWIRE DEVELOPMENT KIT,316,0,"164.00000","0","1","Skywire™","Active","Cellular Development Platform","-","-","Board(s), Cable(s), Power Supply, Accessories"
https://nimbelink.com/Documentation/Development_Kits/NL-AB-BBBC/30149_NL-AB-BBBC_DataSheet.pdf,//media.digikey.com/photos/NimbeLink/NL-AB-BBBC.jpg,1477-1014-ND,NL-AB-BBBC,"NimbeLink, LLC",KIT DEV BEAGLEBONE TO IOT,104,0,"164.00000","0","1","Skywire™","Active","Cellular Development Platform","-","BeagleBone Boards","Board(s)"
https://storage.sbg1.cloud.ovh.net/v1/AUTH_669d7dfced0b44518cb186841d7cbd75/staging_docs/att14426432-1709-SIGFOX-DATASHEET-SDR%20dongle.pdf,//media.digikey.com/Photos/Sigfox/MFG_SDR-DONGLE_View-1.jpg,1895-1000-ND,SDR DONGLE,Sigfox,SIGFOX SDR DONGLE,124,0,"168.75000","0","1","Sigfox","Active","Transceiver","865MHz ~ 870MHz, 902MHz ~ 928MHz","-","Board(s), Cable(s), Accessories"
https://www.u-blox.com/sites/default/files/products/documents/EVK-7-8-M8_ProductSummary_%28UBX-13005308%29.pdf,//media.digikey.com/Photos/U-Blox%20America/MFG_EVK-M8N.JPG,672-1056-ND,EVK-M8N-0,U-Blox America Inc.,U-BLOX M8 GNSS EVALUATION KIT FO,89,0,"179.00000","0","1","-","Active","GNSS (Beidou, GLONASS, GPS)","-","LEA-M8S, MAX-M8Q, MAX-M8W, NEO-M8N, NEO-M8Q","Board(s), Cable(s)"
https://developer.acconeer.com/download/xc112-product-brief-pdf/,//media.digikey.com/Photos/Acconeer/MFG_XC112_Front.jpg,1891-1004-ND,XC112,Acconeer AB,CONNECTOR BOARD FOR XR112,81,0,"198.94000","0","1","-","Active","Transceiver","60GHz","A111, XR112","Board(s)"
https://developer.acconeer.com/download/xc111-product-brief-pdf/,//media.digikey.com/Photos/Acconeer/MFG_XC111.jpg,1891-1002-ND,XC111,Acconeer AB,CONNECTOR BOARD FOR XR111,38,0,"198.94000","0","1","-","Active","Transceiver","60GHz","A111, XR111","Board(s)"
https://www.digi.com/pdf/ds_xbee3-cellular-cat1.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_XK3-C-xx-UT-x.jpg,602-2212-ND,XK3-C-A1-UT-U,Digi International,XBEE3 CELLULAR LTE CAT 1 KIT,43,0,"199.00000","0","1","XBee3™","Active","Cellular Development Platform","-","XBee3","Board(s)"
https://www.digi.com/pdf/ds-xbee-xbeepro-sx-modules.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/XK9X-DMS-0.jpg,602-1886-ND,XK9X-DMS-0,Digi International,XBEE SX 900MHZ RF MODULE DEV KIT,31,0,"199.00000","0","1","XBee®","Active","Transceiver, XBee","900MHz","XBee® Modules","Board(s)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC347ALP3E.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/EV1HMC347ALP3.JPG,EV1HMC347ALP3-ND,EV1HMC347ALP3,Analog Devices Inc.,BOARD EVAL SWITCH SPDT HMC347,31,167,"226.11000","0","1","-","Active","Switch, SPDT","0Hz ~ 14GHz","HMC347ALP3E","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/ADRV1CRR-BOB_Web.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/ADRV1CRR-BOB.jpg,ADRV1CRR-BOB-ND,ADRV1CRR-BOB,Analog Devices Inc.,SDR MODULE CARRIER/BREAK OUT BOA,27,0,"242.40000","0","1","-","Active","Transceiver","-","ADRV9361, ADRV9364","Board(s), Accessories"
https://www.u-blox.com/sites/default/files/products/documents/EVK-M8T_UserGuide_%28UBX-14041540%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_EVK_M8x.jpg,672-1033-ND,EVK-M8T-0,U-Blox America Inc.,U-BLOX M8 TIMING GNSS EVALUATION,67,0,"249.00000","0","1","-","Active","GNSS (Beidou, GLONASS, GPS)","-","LEA-M8T, NEO-M8T","Board(s), Cable(s)"
https://www.u-blox.com/sites/default/files/C099-F9P-AppBoard_ProductSummary_%28UBX-18022364%29.pdf,//media.digikey.com/Photos/U-Blox%20America/C099-F9P-2.jpg,672-1110-ND,C099-F9P-2,U-Blox America Inc.,C099-F9P APPLICATION BOARD PACKA,52,0,"249.00000","0","1","-","Active","GNSS","-","ZED-F9P","Board(s), Cable(s)"
https://www.u-blox.com/sites/default/files/EVK-M8U_UserGuide_%28UBX-15023994%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_EVK_M8x.jpg,672-1032-ND,EVK-M8U-0,U-Blox America Inc.,"U-BLOX M8 EVALUATION KIT, UDR WI",43,0,"249.00000","0","1","-","Active","GNSS (Beidou, GLONASS, GPS)","-","EVA-M8E, NEO-M8U","Board(s), Cable(s)"
https://www.digi.com/pdf/connectcore-for-imx6ul-development-kit.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_CC-WMX6UL-KIT.jpg,602-1972-ND,CC-WMX6UL-KIT,Digi International,CONNECTCORE I.MX6UL DEV KIT,29,0,"249.00000","0","1","ConnectCore® 6UL","Active","Transceiver; 802.11 a/b/g/n/ac (Wi-Fi, WiFi, WLAN), Bluetooth® Smart Ready 4.x Dual Mode","2.4GHz, 5GHz","i.MX 6UltraLite","Board(s), Cable(s), Power Supply, Accessories"
-,//media.digikey.com/photos/Sierra-Wireless/WP-DEV-KIT_6000656.jpg,1645-1034-ND,WP DEV KIT_6000656,Sierra Wireless,"INCL. MANGOH GREEN, CELLULAR & G",39,0,"252.50000","0","1","AirPrime®","Active","Cellular Development Platform","-","WP","Board(s)"
https://www.decawave.com/wp-content/uploads/2019/01/MDEK1001_Product_Brief-1.1.pdf,//media.digikey.com/Photos/Decawave%20Limited/MFG_MDEK1001.jpg,1479-1006-ND,MDEK1001,Decawave Limited,12PACK DWM1001 KIT-NO BATTERIES,202,0,"299.00000","0","1","-","Active","Transceiver; 802.15.4 (UWB), Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz, 6.5GHz","DWM1001","Board(s), Cable(s), Accessories"
https://www.qualcomm.com/documents/csrmesh-development-kit,//media.digikey.com/Photos/CSR%20PLC%20Photos/MFG_DK-CSR1010-10184-1A.jpg,DK-CSR1010-10184-1B-ND,DK-CSR1010-10184-1B,Qualcomm,DEV KIT MESH LIGHT BOARD/PROGRAM,51,0,"299.00000","0","1","CSRmesh™, µEnergy™","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","CSR1010","Board(s), Cable(s), Accessories"
http://www.limemicro.com/download/Myriad-RF%20Development%20Kit_1.0r4.pdf,//media.digikey.com/Photos/Lime%20Microsystems/MFG_L0036-MyriadRF1.jpg,1434-1001-ND,MYRIADRF-1,Lime Microsystems Ltd,EVAL BOARD FOR LMS6002D,30,0,"299.00000","0","1","-","Active","Cellular Development Platform","300MHz ~ 3.5GHz","LMS6002D","Board(s)"
http://www.ti.com/lit/pdf/swru518,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_IWR1443BOOST.jpg,296-52309-ND,IWR1443BOOST,Texas Instruments,DEVELOPMENT DATA ACQUISITION,58,0,"310.48000","0","1","-","Active","Transceiver","-","IWR1443","Board(s), Cable(s), Accessories"
https://github.com/mossmann/hackrf/wiki/HackRF-One,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/WRL-13001.jpg,1568-1245-ND,WRL-13001,SparkFun Electronics,HACKRF ONE,55,0,"315.00000","0","1","-","Active","Transceiver","1MHz ~ 6GHz","-","Board(s), Cable(s)"
http://www.psemi.com/pdf/eval_kit/manual/pe44820evk.pdf,//media.digikey.com/photos/Peregrine%20Semiconductor/EK44820-01.jpg,1046-1145-ND,EK44820-02,pSemi,KIT EVALUATION FOR PE44820,27,0,"365.00000","0","1","UltraCMOS®","Active","Phase Shifter","1.7GHz ~ 2.2GHz","PE44820","Board(s)"
-,//media.digikey.com/Photos/CSR%20PLC%20Photos/DK-8600-10145-1A.jpg,DK-8600-10145-1A-ND,DK-8600-10145-1A,Qualcomm,KIT DEV CSR8600,49,0,"370.00000","0","1","-","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","CSR8600","Board(s)"
https://www.silabs.com/documents/public/data-sheets/zgm130s-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SLWSTK6050A.jpg,336-5895-ND,SLWSTK6050A,Silicon Labs,Z-WAVE 700 MESH STARTER KIT,124,0,"379.00000","0","1","Z-Wave®","Active","Transceiver, Z-Wave","-","-","Board(s)"
https://www.digi.com/pdf/ds_connectcore6.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_CC-WMX6-KIT.jpg,602-1409-ND,CC-WMX6-KIT,Digi International,KIT DEV CONNECTCORE 6 FOR I.MX6,52,0,"389.00000","0","1","ConnectCore® 6","Active","Transceiver; 802.11 a/b/g/n (Wi-Fi, WiFi, WLAN), Bluetooth® Smart Ready 4.x Dual Mode","2.4GHz","i.MX 6","Board(s), Cable(s), Power Supply, Accessories"
https://www.u-blox.com/sites/default/files/C94-M8P-AppBoard_UserGuide_%28UBX-15031066%29.pdf,//media.digikey.com/photos/U-Blox%20America/C94-M8P.jpg,672-1035-ND,C94-M8P,U-Blox America Inc.,NEO-M8P APPLICATION BOARD,104,0,"399.00000","0","1","-","Active","GNSS","-","NEO-M8P","Board(s), Cable(s)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD9364.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/AD-FMCOMMS4-EBZ.jpg,AD-FMCOMMS4-EBZ-ND,AD-FMCOMMS4-EBZ,Analog Devices Inc.,EVAL BOARD SOFTWARE DEFINE RADIO,71,247,"420.72000","0","1","-","Active","Transceiver","56MHz ~ 6GHz","AD9364","Board(s)"
-,//media.digikey.com/photos/Silicon%20Labs%20Photos/SLWSTK6000B.jpg,336-3937-ND,SLWSTK6000B,Silicon Labs,EFR32MG12 2.4GHZ MESH KIT,169,0,"450.00000","0","1","Mighty Gecko","Active","Transceiver; 802.15.4 (Thread, ZigBee®)","2.4GHz","EFR32MG12","Board(s)"
http://www.linear.com/docs/55386,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2158A.JPG,DC2158A-ND,DC2158A,Linear Technology/Analog Devices,DEMO BOARD FOR LTC5596,33,119,"450.00000","0","1","-","Active","Power Detector","100MHz ~ 40GHz","LTC5596","Board(s)"
-,//media.digikey.com/Photos/Sierra-Wireless/6000620.jpg,1645-1011-ND,HL DEV KIT_6000620,Sierra Wireless,KIT HL SERIES NO MODULE,50,0,"483.59000","0","1","AirPrime®","Active","Cellular Development Platform","-","HL","Board(s)"
-,//media.digikey.com/photos/Sigma%20Designs/ACC-DEVPLATP03A.jpg,703-1053-ND,ACC-DEVPLATP03A,Silicon Labs,PROGRAMMER Z-WAVE ZDP03A,30,0,"498.00000","0","1","-","Active","-","-","-","Board(s)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC8410.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EV1HMC8410LP2F.JPG,1127-3349-ND,EV1HMC8410LP2F,Analog Devices Inc.,EVALUATION PCB ASSEMBLY,28,90,"632.66000","0","1","-","Active","Amplifier","10MHz ~ 10GHz","HMC8410LP2FE","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/AD-FMCOMMS3-EBZ_Web.PDF,//media.digikey.com/Photos/Analog%20Devices%20Photos/AD-FMCOMMS3-EBZ.jpg,AD-FMCOMMS3-EBZ-ND,AD-FMCOMMS3-EBZ,Analog Devices Inc.,EVAL BOARD SOFTWARE DEFINE RADIO,79,112,"790.83000","0","1","-","Active","Transceiver","70MHz ~ 6GHz","AD9361","Board(s)"
-,//media.digikey.com/Photos/Sigma%20Designs/RBK-ZW500DEV-CON2.jpg,703-1133-ND,RBK-ZW500DEV-CON2,Silicon Labs,DEV KIT FOR Z-WAVE 500SERIES,36,0,"960.00000","0","1","-","Active","Transceiver, Z-Wave","-","Z-Wave","Board(s)"
https://wiki.analog.com/resources/eval/user-guides/mykonos/quickstart,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_ADRV9371-W%5EPCBZ.jpg,ADRV9371-W/PCBZ-ND,ADRV9371-W/PCBZ,Analog Devices Inc.,"WIDE TUNING RANGE 300MHZ-6HGZ, O",37,116,"1443.04000","0","1","-","Active","Transceiver","300MHz ~ 6GHz","AD9371, AD9528, ADP5054","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Zensys%20PDFs/RBK-ZW500DEV-EMB_Web.pdf,//media.digikey.com/Photos/Sigma%20Designs/RBK-ZW500DEV-EMB.JPG,703-1126-ND,RBK-ZW500DEV-EMB2,Silicon Labs,DEV KIT FOR Z-WAVE 500SERIES,27,0,"1920.00000","0","1","Z-Wave®","Active","Transceiver, Z-Wave","-","Z-Wave","4 Boards, 3 Regional Kits (US, EU, JP), Cables, Power Supplies, Accessories"
https://www.espressif.com/sites/default/files/documentation/ESP8266-DevKitC_getting_started_guide__EN.pdf,//media.digikey.com/Photos/Espressif%20Systems/ESP8266-DEVKITC-02U-F-VIEW-A.jpg,1965-1002-ND,ESP8266-DEVKITC-02U-F,Espressif Systems,ESP-WROOM-02U EVAL BOARD,185,0,"8.00000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","ESP8266","Board(s)"
https://www.espressif.com/sites/default/files/documentation/ESP8266-DevKitC_getting_started_guide__EN.pdf,//media.digikey.com/Photos/Espressif%20Systems/ESP8266-DEVKITC-02D-F-VIEW-A.jpg,1965-1001-ND,ESP8266-DEVKITC-02D-F,Espressif Systems,ESP-WROOM-02D EVAL BOARD,160,0,"8.00000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","ESP8266","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2471_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2471.jpg,1528-1223-ND,2471,Adafruit Industries LLC,ESP8266 HUZZAH BREAKOUT BOARD,307,0,"9.95000","0","1","Huzzah","Active","Transceiver; 802.11 b/g (Wi-Fi, WiFi, WLAN)","2.4GHz","ESP8266","Board(s)"
http://www.cypress.com/file/231026/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/CY8CKIT-143A-%28front%29.jpg,428-3428-ND,CY8CKIT-143A,Cypress Semiconductor Corp,DEV KIT PSOC 4 BLUETOOTH 4.2 BLE,171,0,"14.96000","0","1","PSoC® 4 BLE","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","PSoC® 4 BLE","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-feather-huzzah-esp8266.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2821.jpg,1528-1530-ND,2821,Adafruit Industries LLC,ESP8266 FEATHER HUZZAH LOOSE HDR,363,0,"16.95000","0","1","Huzzah","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","ESP8266","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/WRL-13711_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/WRL-13711.JPG,1568-1270-ND,WRL-13711,SparkFun Electronics,ESP8266 THING DEV BOARD,136,0,"16.95000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","ESP8266","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ESP8266_Thing_Hookup_Guide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_WRL-13231.jpg,1568-1117-ND,WRL-13231,SparkFun Electronics,ESP8266 THING,130,0,"16.95000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","ESP8266","Board(s)"
https://learn.adafruit.com/downloads/pdf/introducing-the-adafruit-bluefruit-le-uart-friend.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2479.jpg,1528-1350-ND,2479,Adafruit Industries LLC,BOARD BLUEFRUIT LE UART BT BLE,612,0,"17.50000","0","1","-","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","MDBT40","Board(s)"
http://labs.mediatek.com/fileMedia/download/87c801b5-d1e6-4227-9a29-b5421f2955ac,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_102110018.jpg,1597-1274-ND,102110018,"Seeed Technology Co., Ltd",LINKIT SMART 7688,755,0,"17.72000","0","1","MediaTek","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","MT7688","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/WRL-13804_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_WRL-13804.jpg,1568-1647-ND,WRL-13804,SparkFun Electronics,ESP8266 THING DEV BOARD W/HEADER,116,0,"17.95000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","ESP8266","Board(s)"
https://docs.particle.io/datasheets/photon-(wifi)/photon-datasheet/,"//media.digikey.com/Photos/Particle%20Industries,%20Inc/MFG_PHNTRAYH.jpg",1878-1005-ND,PHNTRAYH,"Particle Industries, Inc.",PHOTON WITH HEADERS IN TRAYS,136,0,"19.48000","0","1","WICED","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","BCM43362, STM32F205","Board(s)"
https://docs.particle.io/datasheets/photon-(wifi)/photon-datasheet/,"//media.digikey.com/Photos/Particle%20Industries,%20Inc/MFG_PHNTRAYNOH.jpg",1878-1006-ND,PHNTRAYNOH,"Particle Industries, Inc.",PHOTON WITHOUT HEADERS IN TRAYS,153,0,"19.71000","0","1","WICED","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","BCM43362, STM32F205","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-huzzah32-esp32-feather.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3405.jpg,1528-2181-ND,3405,Adafruit Industries LLC,HUZZAH32 ESP32 FEATHER LOOSE HDR,212,0,"19.95000","0","1","Huzzah32","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN), Bluetooth® Smart Ready 4.x Dual Mode","2.4GHz","ESP32","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-rfm69hcw-and-rfm96-rfm95-rfm98-lora-packet-padio-breakouts.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3072.jpg,1528-1667-ND,3072,Adafruit Industries LLC,RFM95W LORA RADIO TRANSCEIVER BR,176,0,"19.95000","0","1","-","Active","Transceiver; LoRa®","868MHz, 915MHz","RFM95W","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/bluefruit-nrf52-feather-learning-guide.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3406.jpg,1528-2095-ND,3406,Adafruit Industries LLC,FEATHER NRF52 BLUEFRUIT LE - NRF,755,0,"24.95000","0","1","-","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","nRF52832","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3176_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/3176.jpg,1528-1711-ND,3176,Adafruit Industries LLC,FEATHER M0 RFM69 868MHZ 915MHZ,213,0,"24.95000","0","1","-","Active","Transceiver","868MHz, 915MHz","ATSAMD21G18, RFM69HCW","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Electric%20IMP%20PDFs/imp003_Breakout_Web.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_IMP003-BREAKOUT.jpg,490-14054-ND,IMP003-BREAKOUT,Murata Electronics North America,IMP003 DEVELOPMENT KIT,140,0,"29.93000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","LBWA1ZV1CD","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-feather-32u4-bluefruit-le.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2829.jpg,1528-1517-ND,2829,Adafruit Industries LLC,FEATHER 32U4 BLUEFRUIT LOOSE HDR,150,0,"29.95000","0","1","-","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","ATmega32U4, nRF51822","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-feather-m0-bluefruit-le.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2995.jpg,1528-1562-ND,2995,Adafruit Industries LLC,FEATHER M0 BLUEFRUIT LE,148,0,"29.95000","0","1","-","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","ATSAMD21G18","Board(s)"
http://www.ti.com/lit/ug/swru478b/swru478b.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LAUNCHXL-CC1350-4.JPG,296-47068-ND,LAUNCHXL-CC1350-4,Texas Instruments,LAUNCHPAD APPLICATION,117,355,"30.11000","0","1","SimpleLink™","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","CC1350","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/ABX00023.pdf,//media.digikey.com/Photos/Arduino/MFG_ABX00023.jpg,1050-1162-ND,ABX00023,Arduino,ARDUINO MKR WIFI 1010,114,0,"33.90000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","NINA-W10","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-feather-m0-radio-with-lora-radio-module.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3178_A.jpg,1528-1705-ND,3178,Adafruit Industries LLC,FEATHER M0 LORA BRD RFM95 900MHZ,164,0,"34.95000","0","1","-","Active","Transceiver; LoRa®","900MHz","ATSAMD21G18, RFM95W","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3079_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3079.jpg,1528-1661-ND,3079,Adafruit Industries LLC,ADAFRUIT FEATHER 32U4 RFM96W LOR,152,0,"34.95000","0","1","-","Active","Transceiver; LoRa®","433MHz","ATmega32U4, RFM96W","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3078_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3078.jpg,1528-1660-ND,3078,Adafruit Industries LLC,ADAFRUIT FEATHER 32U4 RFM95W LOR,144,0,"34.95000","0","1","-","Active","Transceiver; LoRa®","900MHz","ATmega32U4, RFM95W","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Particle%20PDFs/Argon_Kit_Web.pdf,-,1878-1025-ND,ARGNKIT,"Particle Industries, Inc.",ARGON KIT,216,0,"35.28000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN), Bluetooth® 5","2.4GHz","nRF52840","Board(s), Cable(s), Accessories"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/746_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_746.jpg,1528-1153-ND,746,Adafruit Industries LLC,GPS BREAKOUT 66CH W/10HZ UPDATES,812,0,"39.95000","0","1","-","Active","GPS","1575.42MHz","MTK3339","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/EFR32FG12.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SLWRB4253A.jpg,336-3935-ND,SLWRB4253A,Silicon Labs,EFR32FG12 2400/915 MHZ BOARD,111,0,"46.25000","0","1","Flex Gecko","Active","Transceiver","915MHz, 2.4GHz","EFR32FG12","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Particle%20PDFs/Boron_LTE_Web.pdf,-,1878-1023-ND,BRN402,"Particle Industries, Inc.",BORON LTE,434,0,"49.28000","0","1","-","Active","Cellular Development Platform","-","nRF52840, SARA R410","Board(s)"
-,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_CYW920706WCDEVAL.jpg,428-4297-ND,CYW920706WCDEVAL,Cypress Semiconductor Corp,EVAL CYW20706 WICED,27,0,"65.60000","0","1","-","Active","Transceiver; Bluetooth® Smart Ready 4.x Dual Mode","2.4GHz","CYW20706","Board(s), Cable(s)"
http://www.yuden.co.jp/to/b0069,//media.digikey.com/Photos/Taiyo%20Yuden%20Photos/EBSHCNZWZ.JPG,587-5977-ND,EBSHCNZWZ,Taiyo Yuden,EVAL BOARD FOR EYSHCNZWZ,46,0,"67.11000","0","1","-","Active","Transceiver; Bluetooth® 5","2.4GHz","EYSHCNZWZ","Board(s)"
