Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Frequency","Features","Package / Case","Supplier Device Package"
http://www.skyworksinc.com/uploads/documents/SKY66110_11_203184K.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-.90-3x3.3;-;-20.jpg,863-1801-2-ND,SKY66110-11,Skyworks Solutions Inc.,BLE FEM COMMON T&R PA/RX BYPASS,4500,0,"0.68985","0","4500","Tape & Reel (TR)","-","Active","Bluetooth","2.4GHz","-","20-SMD Module","20-MCM (3x3.3)"
http://www.skyworksinc.com/uploads/documents/SKY66110_11_203184K.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-.90-3x3.3;-;-20.jpg,863-1801-1-ND,SKY66110-11,Skyworks Solutions Inc.,BLE FEM COMMON T&R PA/RX BYPASS,5807,0,"1.92000","0","1","Cut Tape (CT)","-","Active","Bluetooth","2.4GHz","-","20-SMD Module","20-MCM (3x3.3)"
http://www.skyworksinc.com/uploads/documents/SKY66110_11_203184K.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-.90-3x3.3;-;-20.jpg,863-1801-6-ND,SKY66110-11,Skyworks Solutions Inc.,BLE FEM COMMON T&R PA/RX BYPASS,5807,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth","2.4GHz","-","20-SMD Module","20-MCM (3x3.3)"
http://www.skyworksinc.com/uploads/documents/SE2611T_202404B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE2614BT-R.JPG,863-1372-2-ND,SE2611T-R,Skyworks Solutions Inc.,IC FRONT END MOD 2.4GHZ 20QFN,18000,0,"1.10565","0","3000","Tape & Reel (TR)","SiGe","Active","802.11b/g/n","2.4GHz ~ 2.5GHz","-","20-UFQFN Exposed Pad","20-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SE2611T_202404B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE2614BT-R.JPG,863-1372-1-ND,SE2611T-R,Skyworks Solutions Inc.,IC FRONT END MOD 2.4GHZ 20QFN,19064,0,"2.67000","0","1","Cut Tape (CT)","SiGe","Active","802.11b/g/n","2.4GHz ~ 2.5GHz","-","20-UFQFN Exposed Pad","20-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SE2611T_202404B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE2614BT-R.JPG,863-1372-6-ND,SE2611T-R,Skyworks Solutions Inc.,IC FRONT END MOD 2.4GHZ 20QFN,19064,0,"Digi-Reel","0","1","Digi-Reel®","SiGe","Active","802.11b/g/n","2.4GHz ~ 2.5GHz","-","20-UFQFN Exposed Pad","20-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY66100_11_201829E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_16-PowerVQFN.jpg,863-1799-2-ND,SKY66100-11,Skyworks Solutions Inc.,169-170MHZ 4X4 FEM,3000,0,"1.43773","0","3000","Tape & Reel (TR)","-","Active","ISM","170MHz","-","16-SMD Module","16-MCM (4x4)"
http://www.skyworksinc.com/uploads/documents/SKY66100_11_201829E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_16-PowerVQFN.jpg,863-1799-1-ND,SKY66100-11,Skyworks Solutions Inc.,169-170MHZ 4X4 FEM,4341,0,"3.18000","0","1","Cut Tape (CT)","-","Active","ISM","170MHz","-","16-SMD Module","16-MCM (4x4)"
http://www.skyworksinc.com/uploads/documents/SKY66100_11_201829E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_16-PowerVQFN.jpg,863-1799-6-ND,SKY66100-11,Skyworks Solutions Inc.,169-170MHZ 4X4 FEM,4341,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","ISM","170MHz","-","16-SMD Module","16-MCM (4x4)"
http://www.skyworksinc.com/uploads/documents/200939H.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65337-11.jpg,863-1074-2-ND,SKY65336-11,Skyworks Solutions Inc.,IC FEM TRANS/RCV 2.4GHZ 28-MCM,5000,0,"2.01628","0","2500","Tape & Reel (TR)","-","Active","ISM","2.4GHz","-","28-SMD Module","28-MCM (8x8)"
http://www.skyworksinc.com/uploads/documents/200939H.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65337-11.jpg,863-1074-1-ND,SKY65336-11,Skyworks Solutions Inc.,IC FEM TRANS/RCV 2.4GHZ 28-MCM,7472,0,"4.46000","0","1","Cut Tape (CT)","-","Active","ISM","2.4GHz","-","28-SMD Module","28-MCM (8x8)"
http://www.skyworksinc.com/uploads/documents/200939H.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65337-11.jpg,863-1074-6-ND,SKY65336-11,Skyworks Solutions Inc.,IC FEM TRANS/RCV 2.4GHZ 28-MCM,7472,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","ISM","2.4GHz","-","28-SMD Module","28-MCM (8x8)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2592,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-37473-2-ND,CC2592RGVT,Texas Instruments,IC RF 2.4 GHZ RANGE EXTENDER,1250,0,"2.24592","0","250","Tape & Reel (TR)","-","Active","ISM","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2592,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-37473-1-ND,CC2592RGVT,Texas Instruments,IC RF 2.4 GHZ RANGE EXTENDER,1497,0,"3.57000","0","1","Cut Tape (CT)","-","Active","ISM","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2592,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-37473-6-ND,CC2592RGVT,Texas Instruments,IC RF 2.4 GHZ RANGE EXTENDER,1497,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","ISM","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.skyworksinc.com/uploads/rfx/RFX8422S_DataSheet.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1840-2-ND,RFX8422S,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,2500,0,"0.37940","0","2500","Tape & Reel (TR)","-","Active","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/rfx/RFX8422S_DataSheet.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1840-1-ND,RFX8422S,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,4956,0,"1.00000","0","1","Cut Tape (CT)","-","Active","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/rfx/RFX8422S_DataSheet.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1840-6-ND,RFX8422S,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,4956,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/SKY66109_11_203034G.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-1,05-3x4;-;-20.jpg",863-1800-2-ND,SKY66109-11,Skyworks Solutions Inc.,"20 DBM 802.15.4 FEM WITH PA, LNA",4500,0,"1.25685","0","4500","Tape & Reel (TR)","-","Active","Zigbee®","2.4GHz","-","20-PowerTFQFN","20-MCM (3x4)"
http://www.skyworksinc.com/uploads/documents/SKY66109_11_203034G.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-1,05-3x4;-;-20.jpg",863-1800-1-ND,SKY66109-11,Skyworks Solutions Inc.,"20 DBM 802.15.4 FEM WITH PA, LNA",6437,0,"3.03000","0","1","Cut Tape (CT)","-","Active","Zigbee®","2.4GHz","-","20-PowerTFQFN","20-MCM (3x4)"
http://www.skyworksinc.com/uploads/documents/SKY66109_11_203034G.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-1,05-3x4;-;-20.jpg",863-1800-6-ND,SKY66109-11,Skyworks Solutions Inc.,"20 DBM 802.15.4 FEM WITH PA, LNA",6437,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Zigbee®","2.4GHz","-","20-PowerTFQFN","20-MCM (3x4)"
http://www.skyworksinc.com/uploads/documents/201181F.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65135-21.jpg,863-1342-2-ND,SKY65344-21,Skyworks Solutions Inc.,IC FRONT END 2.4-2.5GHZ 20-MCM,3000,0,"2.00165","0","3000","Tape & Reel (TR)","-","Active","802.15.4, Zigbee®","2.4GHz ~ 2.5GHz","SPDT","20-LQFN Exposed Pad","20-MCM (6x6)"
http://www.skyworksinc.com/uploads/documents/201181F.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65135-21.jpg,863-1342-1-ND,SKY65344-21,Skyworks Solutions Inc.,IC FRONT END 2.4-2.5GHZ 20-MCM,6315,0,"4.11000","0","1","Cut Tape (CT)","-","Active","802.15.4, Zigbee®","2.4GHz ~ 2.5GHz","SPDT","20-LQFN Exposed Pad","20-MCM (6x6)"
http://www.skyworksinc.com/uploads/documents/201181F.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65135-21.jpg,863-1342-6-ND,SKY65344-21,Skyworks Solutions Inc.,IC FRONT END 2.4-2.5GHZ 20-MCM,6315,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.15.4, Zigbee®","2.4GHz ~ 2.5GHz","SPDT","20-LQFN Exposed Pad","20-MCM (6x6)"
http://www.skyworksinc.com/uploads/documents/SKY85314_11_204336A_PS.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-16QFN-,45-2,5X2,5;-;-16.jpg",863-1963-2-ND,SKY85314-11,Skyworks Solutions Inc.,2.4GHZ 64QAM PA+SW+LNA FEM IN 2.,9000,0,"0.60200","0","3000","Tape & Reel (TR)","-","Active","802.11b/g/n, WLAN","902MHz ~ 931MHz","SPDT","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/SKY85314_11_204336A_PS.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-16QFN-,45-2,5X2,5;-;-16.jpg",863-1963-1-ND,SKY85314-11,Skyworks Solutions Inc.,2.4GHZ 64QAM PA+SW+LNA FEM IN 2.,9745,0,"1.58000","0","1","Cut Tape (CT)","-","Active","802.11b/g/n, WLAN","902MHz ~ 931MHz","SPDT","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/SKY85314_11_204336A_PS.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-16QFN-,45-2,5X2,5;-;-16.jpg",863-1963-6-ND,SKY85314-11,Skyworks Solutions Inc.,2.4GHZ 64QAM PA+SW+LNA FEM IN 2.,9745,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11b/g/n, WLAN","902MHz ~ 931MHz","SPDT","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/SKY66421_11_204008E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;16MCM-.80-3x3;;16.jpg,863-2029-2-ND,SKY66421-11,Skyworks Solutions Inc.,860 TO 930MHZ RF FEM,8000,0,"1.00620","0","8000","Tape & Reel (TR)","-","Active","General Purpose","860MHz ~ 930MHz","-","16-SMD Module","16-MCM (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY66421_11_204008E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;16MCM-.80-3x3;;16.jpg,863-2029-1-ND,SKY66421-11,Skyworks Solutions Inc.,860 TO 930MHZ RF FEM,8000,0,"2.52000","0","1","Cut Tape (CT)","-","Active","General Purpose","860MHz ~ 930MHz","-","16-SMD Module","16-MCM (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY66421_11_204008E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;16MCM-.80-3x3;;16.jpg,863-2029-6-ND,SKY66421-11,Skyworks Solutions Inc.,860 TO 930MHZ RF FEM,8000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","General Purpose","860MHz ~ 930MHz","-","16-SMD Module","16-MCM (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY85712_11_202911F.pdf,-,863-2041-2-ND,SKY85712-11,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,3000,0,"1.03140","0","3000","Tape & Reel (TR)","-","Active","802.11ac, WLAN","5.15GHz ~ 5.85GHz","SPDT","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY85712_11_202911F.pdf,-,863-2041-1-ND,SKY85712-11,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,3000,0,"2.49000","0","1","Cut Tape (CT)","-","Active","802.11ac, WLAN","5.15GHz ~ 5.85GHz","SPDT","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY85712_11_202911F.pdf,-,863-2041-6-ND,SKY85712-11,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,3000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11ac, WLAN","5.15GHz ~ 5.85GHz","SPDT","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en558189,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-TSSOP.jpg,MCP2035-I/ST-ND,MCP2035-I/ST,Microchip Technology,IC AFE TRANSPONDER 14TSSOP,278,0,"1.62000","0","1","Tube","-","Active","General Purpose","125kHz","10kbps","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en025374,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-SOIC.jpg,MCP2030-I/SL-ND,MCP2030-I/SL,Microchip Technology,IC KEYLESS ENTRY AFE 14SOIC,275,0,"2.28000","0","1","Tube","-","Active","General Purpose","125kHz","10kbps","14-SOIC (0.154"", 3.90mm Width)","14-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en025374,"//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;%20C04-005;%20P,%20PD;%2014.jpg",MCP2030-I/P-ND,MCP2030-I/P,Microchip Technology,IC KEYLESS ENTRY AFE 14DIP,200,0,"2.49000","0","1","Tube","-","Active","General Purpose","125kHz","10kbps","14-DIP (0.300"", 7.62mm)","14-PDIP"
http://www.skyworksinc.com/uploads/documents/RFX8051B_204383A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1836-2-ND,RFX8051B,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,2500,0,"0.42280","0","2500","Tape & Reel (TR)","-","Last Time Buy","802.11a/n/ac","5.15GHz ~ 5.85GHz","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/RFX8051B_204383A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1836-1-ND,RFX8051B,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,697,0,"1.11000","0","1","Cut Tape (CT)","-","Last Time Buy","802.11a/n/ac","5.15GHz ~ 5.85GHz","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/RFX8051B_204383A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1836-6-ND,RFX8051B,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Last Time Buy","802.11a/n/ac","5.15GHz ~ 5.85GHz","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/RFX8422_204386A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1839-2-ND,RFX8422,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/RFX8422_204386A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1839-1-ND,RFX8422,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,2490,0,"0.72000","0","1","Cut Tape (CT)","-","Obsolete","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/RFX8422_204386A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1839-6-ND,RFX8422,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,2490,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/RFX8050_204381A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1833-2-ND,RFX8050,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,0,0,"0.39900","0","5000","Tape & Reel (TR)","-","Last Time Buy","802.11a/n/ac","4.9GHz ~ 5.85GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/RFX8050_204381A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1833-1-ND,RFX8050,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,1861,0,"1.10000","0","1","Cut Tape (CT)","-","Last Time Buy","802.11a/n/ac","4.9GHz ~ 5.85GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/RFX8050_204381A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1833-6-ND,RFX8050,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Last Time Buy","802.11a/n/ac","4.9GHz ~ 5.85GHz","-","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/RFX8055_204385A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1838-2-ND,RFX8055,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,0,0,"0.40166","0","5000","Tape & Reel (TR)","-","Last Time Buy","802.11a/n/ac","5.1GHz ~ 5.9GHz","-","16-XFQFN Exposed Pad","16-QFN (2.3x2.3)"
http://www.skyworksinc.com/uploads/documents/RFX8055_204385A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1838-1-ND,RFX8055,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,2379,0,"1.11000","0","1","Cut Tape (CT)","-","Last Time Buy","802.11a/n/ac","5.1GHz ~ 5.9GHz","-","16-XFQFN Exposed Pad","16-QFN (2.3x2.3)"
http://www.skyworksinc.com/uploads/documents/RFX8055_204385A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1838-6-ND,RFX8055,Skyworks Solutions Inc.,IC FRONT END MOD 5GHZ WLAN 16QFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Last Time Buy","802.11a/n/ac","5.1GHz ~ 5.9GHz","-","16-XFQFN Exposed Pad","16-QFN (2.3x2.3)"
http://www.skyworksinc.com/uploads/documents/RFX8425_204388A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1841-2-ND,RFX8425,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,0,0,"0.40166","0","5000","Tape & Reel (TR)","-","Last Time Buy","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.3x2.3)"
http://www.skyworksinc.com/uploads/documents/RFX8425_204388A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1841-1-ND,RFX8425,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,2379,0,"1.11000","0","1","Cut Tape (CT)","-","Last Time Buy","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.3x2.3)"
http://www.skyworksinc.com/uploads/documents/RFX8425_204388A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1841-6-ND,RFX8425,Skyworks Solutions Inc.,IC FRONT END MOD BLE/WLAN 16QFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Last Time Buy","Bluetooth, WLAN","2.4GHz ~ 2.5GHz","-","16-XFQFN Exposed Pad","16-QFN (2.3x2.3)"
//media.digikey.com/pdf/Data%20Sheets/Infineon%20PDFs/BGM681L11.pdf,//media.digikey.com/Renders/Infineon%20Renders/10-UFDFN%20Exposed%20Pad.jpg,BGM681L11E6327XTTR-ND,BGM681L11E6327XT,Infineon Technologies,IC GPS FRONT-END 3.6V TSLP11-1,5000,0,"1.54097","0","5000","Tape & Reel (TR)","-","Obsolete","GPS","1575MHz","-","10-UFDFN Exposed Pad","TSLP-11"
//media.digikey.com/pdf/Data%20Sheets/Infineon%20PDFs/BGM681L11.pdf,//media.digikey.com/Renders/Infineon%20Renders/10-UFDFN%20Exposed%20Pad.jpg,BGM681L11E6327XTCT-ND,BGM681L11E6327XT,Infineon Technologies,IC GPS FRONT-END 3.6V TSLP11-1,9752,0,"3.55000","0","1","Cut Tape (CT)","-","Obsolete","GPS","1575MHz","-","10-UFDFN Exposed Pad","TSLP-11"
//media.digikey.com/pdf/Data%20Sheets/Infineon%20PDFs/BGM681L11.pdf,//media.digikey.com/Renders/Infineon%20Renders/10-UFDFN%20Exposed%20Pad.jpg,BGM681L11E6327XTDKR-ND,BGM681L11E6327XT,Infineon Technologies,IC GPS FRONT-END 3.6V TSLP11-1,9752,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","GPS","1575MHz","-","10-UFDFN Exposed Pad","TSLP-11"
http://www.skyworksinc.com/uploads/documents/SKY85325_11_204337A_PS.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-16QFN-,45-2,5X2,5;-;-16.jpg",863-1948-2-ND,SKY85325-11,Skyworks Solutions Inc.,2.4GHZ 256QAM PA+SW+LNA FEM IN 2,0,0,"0.64372","0","6000","Tape & Reel (TR)","-","Active","802.11b/g/n, WLAN","902MHz ~ 931MHz","SPDT","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/SKY85325_11_204337A_PS.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-16QFN-,45-2,5X2,5;-;-16.jpg",863-1948-1-ND,SKY85325-11,Skyworks Solutions Inc.,2.4GHZ 256QAM PA+SW+LNA FEM IN 2,2670,0,"1.58000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","802.11b/g/n, WLAN","902MHz ~ 931MHz","SPDT","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/SKY85325_11_204337A_PS.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-16QFN-,45-2,5X2,5;-;-16.jpg",863-1948-6-ND,SKY85325-11,Skyworks Solutions Inc.,2.4GHZ 256QAM PA+SW+LNA FEM IN 2,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","802.11b/g/n, WLAN","902MHz ~ 931MHz","SPDT","16-XFQFN Exposed Pad","16-QFN (2.5x2.5)"
http://www.skyworksinc.com/uploads/documents/SKY66111_11_203199F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-.90-3x3.3;-;-20.jpg,863-1802-2-ND,SKY66111-11,Skyworks Solutions Inc.,IC FEM BLE 2.4GHZ 20MCM,0,0,"0.68985","0","4500","Tape & Reel (TR)","-","Active","Bluetooth","2.4GHz","-","20-SMD Module","20-MCM (3x3.3)"
http://www.skyworksinc.com/uploads/documents/SKY66111_11_203199F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-.90-3x3.3;-;-20.jpg,863-1802-1-ND,SKY66111-11,Skyworks Solutions Inc.,IC FEM BLE 2.4GHZ 20MCM,3471,0,"1.69000","0","1","Cut Tape (CT)","-","Active","Bluetooth","2.4GHz","-","20-SMD Module","20-MCM (3x3.3)"
http://www.skyworksinc.com/uploads/documents/SKY66111_11_203199F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-20MCM-.90-3x3.3;-;-20.jpg,863-1802-6-ND,SKY66111-11,Skyworks Solutions Inc.,IC FEM BLE 2.4GHZ 20MCM,3471,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth","2.4GHz","-","20-SMD Module","20-MCM (3x3.3)"
http://www.skyworksinc.com/uploads/documents/SKY66113_11_203670F.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_SKY66113-11.jpg,863-1890-2-ND,SKY66113-11,Skyworks Solutions Inc.,CONNECTED HOME BLE+ZIGBEE RX FEM,0,0,"0.64540","0","3000","Tape & Reel (TR)","-","Active","Bluetooth, Zigbee®","2.4GHz","-","16-WFQFN Exposed Pad","16-MCM (2.4x2.4)"
http://www.skyworksinc.com/uploads/documents/SKY66113_11_203670F.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_SKY66113-11.jpg,863-1890-1-ND,SKY66113-11,Skyworks Solutions Inc.,CONNECTED HOME BLE+ZIGBEE RX FEM,2935,0,"1.69000","0","1","Cut Tape (CT)","-","Active","Bluetooth, Zigbee®","2.4GHz","-","16-WFQFN Exposed Pad","16-MCM (2.4x2.4)"
