Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Family/Standard","Protocol","Modulation","Frequency","Data Rate","Power - Output","Sensitivity","Serial Interfaces","Antenna Type","Utilized IC / Part","Memory Size","Voltage - Supply","Current - Receiving","Current - Transmitting","Mounting Type","Operating Temperature","Package / Case"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/ZM5304_Br.pdf,//media.digikey.com/Photos/Sigma%20Designs/ZM5304AE-CME3R.jpg,703-1074-6-ND,ZM5304AE-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,5818,0,"Digi-Reel","0","1","Digi-Reel®","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","868MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","SD3503","-","2.3V ~ 3.6V","33mA","36mA","Surface Mount","-","Module"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/ZM5304_Br.pdf,//media.digikey.com/Photos/Sigma%20Designs/ZM5304AU-CME3R.jpg,703-1075-2-ND,ZM5304AU-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,3000,0,"7.62756","0","500","Tape & Reel (TR)","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","908MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","SD3503","-","2.3V ~ 3.6V","33mA","36mA","Surface Mount","-","Module"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/ZM5304_Br.pdf,//media.digikey.com/Photos/Sigma%20Designs/ZM5304AU-CME3R.jpg,703-1075-1-ND,ZM5304AU-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,3316,0,"8.24000","0","1","Cut Tape (CT)","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","908MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","SD3503","-","2.3V ~ 3.6V","33mA","36mA","Surface Mount","-","Module"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/ZM5304_Br.pdf,//media.digikey.com/Photos/Sigma%20Designs/ZM5304AU-CME3R.jpg,703-1075-6-ND,ZM5304AU-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,3316,0,"Digi-Reel","0","1","Digi-Reel®","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","908MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","SD3503","-","2.3V ~ 3.6V","33mA","36mA","Surface Mount","-","Module"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/BGM11_Datasheet_Preliminary.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_BGM11s-chip.jpg,336-4041-ND,BGM11S22F256GA-V2,Silicon Labs,BLUETOOTH 4.X SIP MODULE +8DBM W,1984,0,"7.77000","0","1","Tray","Blue Gecko","Active","Bluetooth","Bluetooth v4.2","GFSK","2.4GHz","1Mbps","3dBm","-90dBm","I²C, SPI, UART","Integrated, Chip","EFR32BG","256kB Flash, 32kB RAM","1.85V ~ 3.8V","8.7mA","8.2mA","Surface Mount","-40°C ~ 85°C","Module"
http://go.rigado.com/R41Z-Data-Sheet,//media.digikey.com/Photos/Rigado%20LLC/MFG_R41Z-TA-R.jpg,1604-1013-2-ND,R41Z-TA-R,"Rigado, Inc.",MOD BLE 4.2 NXP KW41Z SOC,16000,0,"7.84700","0","1000","Tape & Reel (TR)","-","Active","802.15.4, Bluetooth","Bluetooth v4.2, Thread","GFSK, O-QPSK","2.4GHz","1Mbps","3.5dBm","-100dBm","I²C, SPI, UART","Integrated, Trace","KW41Z","512kB Flash, 128kB RAM","1.7V ~ 3.6V","16.2mA","14.2mA","Surface Mount","-40°C ~ 105°C","Module"
http://go.rigado.com/R41Z-Data-Sheet,//media.digikey.com/Photos/Rigado%20LLC/MFG_R41Z-TA-R.jpg,1604-1013-1-ND,R41Z-TA-R,"Rigado, Inc.",MOD BLE 4.2 NXP KW41Z SOC,16907,0,"13.01000","0","1","Cut Tape (CT)","-","Active","802.15.4, Bluetooth","Bluetooth v4.2, Thread","GFSK, O-QPSK","2.4GHz","1Mbps","3.5dBm","-100dBm","I²C, SPI, UART","Integrated, Trace","KW41Z","512kB Flash, 128kB RAM","1.7V ~ 3.6V","16.2mA","14.2mA","Surface Mount","-40°C ~ 105°C","Module"
http://go.rigado.com/R41Z-Data-Sheet,//media.digikey.com/Photos/Rigado%20LLC/MFG_R41Z-TA-R.jpg,1604-1013-6-ND,R41Z-TA-R,"Rigado, Inc.",MOD BLE 4.2 NXP KW41Z SOC,16907,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.15.4, Bluetooth","Bluetooth v4.2, Thread","GFSK, O-QPSK","2.4GHz","1Mbps","3.5dBm","-100dBm","I²C, SPI, UART","Integrated, Trace","KW41Z","512kB Flash, 128kB RAM","1.7V ~ 3.6V","16.2mA","14.2mA","Surface Mount","-40°C ~ 105°C","Module"
//media.digikey.com/pdf/Data%20Sheets/Radiocrafts%20PDFs/RC11xx-RC232.pdf,//media.digikey.com/Photos/Radiocrafts/RC1140-MBUS3.JPG,1783-1031-2-ND,RC1140-RC232,Radiocrafts AS,LOW COST - GENERAL PURPOSE 433-4,2000,0,"7.88517","0","1000","Tape & Reel (TR)","-","Active","-","-","-","433MHz ~ 434MHz","100Kbps","10dBm","-110dBm","UART","Antenna Not Included, Castellation","-","-","2V ~ 3.6V","24mA","35mA","Surface Mount","-40°C ~ 85°C","Module"
//media.digikey.com/pdf/Data%20Sheets/Radiocrafts%20PDFs/RC11xx-RC232.pdf,//media.digikey.com/Photos/Radiocrafts/RC1140-MBUS3.JPG,1783-1031-1-ND,RC1140-RC232,Radiocrafts AS,LOW COST - GENERAL PURPOSE 433-4,2491,0,"13.07000","0","1","Cut Tape (CT)","-","Active","-","-","-","433MHz ~ 434MHz","100Kbps","10dBm","-110dBm","UART","Antenna Not Included, Castellation","-","-","2V ~ 3.6V","24mA","35mA","Surface Mount","-40°C ~ 85°C","Module"
https://www.insightsip.com/fichiers_insightsip/pdf/ble/ISP1507/isp_ble_DS1507.pdf,//media.digikey.com/Photos/Insight-SIP/ISP1507-AX-RS-primary.jpg,1786-1002-2-ND,ISP1507-AX-RS,Insight SIP,ISP1507 BLEANTNFC MODULE WITH AN,500,0,"7.98000","0","500","Tape & Reel (TR)","-","Active","Bluetooth","Bluetooth v5.0","-","2.4GHz","1Mbps","4dBm","-96dBm","ADC, I²C, SPI, UART","Integrated, Trace","nRF52832","512kB Flash, 64kB RAM","1.7V ~ 3.6V","6.5mA","7.1mA","Surface Mount","-40°C ~ 85°C","Module"
https://www.insightsip.com/fichiers_insightsip/pdf/ble/ISP1507/isp_ble_DS1507.pdf,//media.digikey.com/Photos/Insight-SIP/ISP1507-AX-RS-primary.jpg,1786-1002-1-ND,ISP1507-AX-RS,Insight SIP,ISP1507 BLEANTNFC MODULE WITH AN,1169,0,"12.57000","0","1","Cut Tape (CT)","-","Active","Bluetooth","Bluetooth v5.0","-","2.4GHz","1Mbps","4dBm","-96dBm","ADC, I²C, SPI, UART","Integrated, Trace","nRF52832","512kB Flash, 64kB RAM","1.7V ~ 3.6V","6.5mA","7.1mA","Surface Mount","-40°C ~ 85°C","Module"
https://www.insightsip.com/fichiers_insightsip/pdf/ble/ISP1507/isp_ble_DS1507.pdf,//media.digikey.com/Photos/Insight-SIP/ISP1507-AX-RS-primary.jpg,1786-1002-6-ND,ISP1507-AX-RS,Insight SIP,ISP1507 BLEANTNFC MODULE WITH AN,1169,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth","Bluetooth v5.0","-","2.4GHz","1Mbps","4dBm","-96dBm","ADC, I²C, SPI, UART","Integrated, Trace","nRF52832","512kB Flash, 64kB RAM","1.7V ~ 3.6V","6.5mA","7.1mA","Surface Mount","-40°C ~ 85°C","Module"
https://www.silabs.com/documents/login/data-sheets/bgm13p-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_BGM13P.jpg,336-4283-ND,BGM13P22F512GE-V2,Silicon Labs,BLUETOOTH 5.0 MODULE,310,0,"7.98000","0","1","Strip","Blue Gecko","Active","Bluetooth","Bluetooth v5.0","GFSK","2.4GHz","-","8dBm","-","I²C, I²S, SPI, UART","Antenna Not Included, U.FL","EFR32BG","512kB Flash, 64kB RAM","-","9.8mA","9.5mA","Surface Mount","-","Module"
https://www.silabs.com/documents/login/data-sheets/bgm13p-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_BGM13P.jpg,336-4282-ND,BGM13P22F512GA-V2,Silicon Labs,BLUETOOTH 5.0 MODULE,150,0,"7.98000","0","1","Strip","Blue Gecko","Active","Bluetooth","Bluetooth v5.0","GFSK","2.4GHz","-","8dBm","-","I²C, I²S, SPI, UART","Integrated, Chip","EFR32BG","512kB Flash, 64kB RAM","-","9.8mA","9.5mA","Surface Mount","-","Module"
//media.digikey.com/pdf/Data%20Sheets/BlueGiga%20PDFs/BT111.pdf,//media.digikey.com/Photos/BlueGiga%20Technologies%20Inc/BT111-A.JPG,1446-1029-2-ND,BT111-A-HCI,Silicon Labs,RF TXRX MOD BLUETOOTH CHIP ANT,1000,0,"8.02297","0","1000","Tape & Reel (TR)","-","Active","Bluetooth","Bluetooth v4.0","-","2.4GHz","-","8dBm","-89dBm","SPI, UART, USB","Integrated, Chip","CSR8510","-","1.7V ~ 3.6V","-","-","Surface Mount","-30°C ~ 85°C","41-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/BlueGiga%20PDFs/BT111.pdf,//media.digikey.com/Photos/BlueGiga%20Technologies%20Inc/BT111-A.JPG,1446-1029-1-ND,BT111-A-HCI,Silicon Labs,RF TXRX MOD BLUETOOTH CHIP ANT,2306,0,"9.13000","0","1","Cut Tape (CT)","-","Active","Bluetooth","Bluetooth v4.0","-","2.4GHz","-","8dBm","-89dBm","SPI, UART, USB","Integrated, Chip","CSR8510","-","1.7V ~ 3.6V","-","-","Surface Mount","-30°C ~ 85°C","41-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/BlueGiga%20PDFs/BT111.pdf,//media.digikey.com/Photos/BlueGiga%20Technologies%20Inc/BT111-A.JPG,1446-1029-6-ND,BT111-A-HCI,Silicon Labs,RF TXRX MOD BLUETOOTH CHIP ANT,2306,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth","Bluetooth v4.0","-","2.4GHz","-","8dBm","-89dBm","SPI, UART, USB","Integrated, Chip","CSR8510","-","1.7V ~ 3.6V","-","-","Surface Mount","-30°C ~ 85°C","41-SMD Module"
https://www.silabs.com/documents/login/data-sheets/bgm13s-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_BGM13S.jpg,336-5581-ND,BGM13S22F512GA-V2,Silicon Labs,EFR32BG13 BLUETOOTH 5.0 SIP MODU,224,0,"8.07000","0","1","-","Blue Gecko","Active","Bluetooth","Bluetooth v5.0","GFSK","2.4GHz","2Mbps","8dBm","-90.2dBm","I²C, I²S, IrDA, SPI, UART","Integrated, Chip","EFR32BG13","512kB Flash, 64kB RAM","1.8V ~ 3.8V","10.5mA","8.9mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en594386,//media.digikey.com/Photos/Atmel%20Photos/ATWINC1500-MR210PB.jpg,ATWINC1500-MR210PB-ND,ATWINC1500-MR210PB,Microchip Technology,RF TXRX MODULE WIFI TRACE ANT,3597,0,"8.08000","0","1","Tray","-","Active","WiFi","802.11b/g/n","16-QAM, 64-QAM, BPSK, CCK, DBPSK, DQPSK, OFDM, QPSK","2.4GHz","72.2Mbps","18.5dBm","-95dBm","I²C, SPI, UART","Integrated, Trace","-","4MB Flash, 128kB RAM","2.7V ~ 3.6V","61mA","265mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en594386,//media.digikey.com/Photos/Microchip%20Tech%20Photos/ATWINC1510-MR210PBxx.JPG,ATWINC1500-MR210PB1944-ND,ATWINC1500-MR210PB1944,Microchip Technology,SMARTCONNECT ATWINC1500B-MU-T MO,1108,0,"8.08000","0","1","Tray","-","Active","WiFi","802.11b/g/n","16-QAM, 64-QAM, BPSK, CCK, DBPSK, DQPSK, OFDM, QPSK","2.4GHz","72.2Mbps","18.5dBm","-95dBm","I²C, SPI, UART","Integrated, Trace","-","4MB Flash, 128kB RAM","2.7V ~ 3.6V","61mA","265mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en594386,-,ATWINC1500-MR210UB1954-ND,ATWINC1500-MR210UB1954,Microchip Technology,MODULE,559,0,"8.08000","0","1","-","SmartConnect","Active","WiFi","802.11b/g/n","16-QAM, 64-QAM, BPSK, CCK, DBPSK, DQPSK, OFDM, QPSK","2.4GHz","72.2Mbps","18.5dBm","-95dBm","I²C, SPI, UART","Integrated, Chip + U.FL","ATWINC1500","4MB Flash, 128kB RAM","2.7V ~ 3.6V","61mA","265mA","Surface Mount","-40°C ~ 85°C","28-SMD Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en594386,//media.digikey.com/Photos/Microchip%20Tech%20Photos/ATWINC1500-MR210PB1952.jpg,ATWINC1500-MR210PB1952-ND,ATWINC1500-MR210PB1952,Microchip Technology,SMARTCONNECT ATWINC1500B-MU-T MO,522,0,"8.08000","0","1","Tray","-","Active","WiFi","802.11b/g/n","16-QAM, 64-QAM, BPSK, CCK, DBPSK, DQPSK, OFDM, QPSK","2.4GHz","72.2Mbps","18.5dBm","-95dBm","I²C, SPI, UART","Integrated, Trace","-","4MB Flash, 128kB RAM","2.7V ~ 3.6V","61mA","265mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en594386,-,ATWINC1500-MR210PB1954-ND,ATWINC1500-MR210PB1954,Microchip Technology,MODULE,108,0,"8.08000","0","1","-","SmartConnect","Active","WiFi","802.11b/g/n","16-QAM, 64-QAM, BPSK, CCK, DBPSK, DQPSK, OFDM, QPSK","2.4GHz","72.2Mbps","18.5dBm","-95dBm","I²C, SPI, UART","Integrated, Trace","ATWINC1500","4MB Flash, 128kB RAM","2.7V ~ 3.6V","61mA","265mA","Surface Mount","-40°C ~ 85°C","28-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/BlueGiga%20PDFs/BLE121LR_V1.2.pdf,//media.digikey.com/Photos/BlueGiga%20Technologies%20Inc/BLE121LR-A-M256K-V1.jpg,1446-1039-2-ND,BLE121LR-A-M256K,Silicon Labs,RF TXRX MOD BLUETOOTH CHIP ANT,6000,0,"8.15290","0","1000","Tape & Reel (TR)","-","Active","Bluetooth","Bluetooth v4.0","-","2.4GHz","2Mbps","8dBm","-98dBm","I²C, SPI, UART","Integrated, Chip","CC2541","256kB Flash,  8kB SRAM","2V ~ 3.6V","28mA ~ 33mA","25mA ~ 39mA","Surface Mount","-40°C ~ 85°C","Module"
//media.digikey.com/pdf/Data%20Sheets/BlueGiga%20PDFs/BLE121LR_V1.2.pdf,//media.digikey.com/Photos/BlueGiga%20Technologies%20Inc/BLE121LR-A-M256K-V1.jpg,1446-1039-1-ND,BLE121LR-A-M256K,Silicon Labs,RF TXRX MOD BLUETOOTH CHIP ANT,6232,0,"13.49000","0","1","Cut Tape (CT)","-","Active","Bluetooth","Bluetooth v4.0","-","2.4GHz","2Mbps","8dBm","-98dBm","I²C, SPI, UART","Integrated, Chip","CC2541","256kB Flash,  8kB SRAM","2V ~ 3.6V","28mA ~ 33mA","25mA ~ 39mA","Surface Mount","-40°C ~ 85°C","Module"
//media.digikey.com/pdf/Data%20Sheets/BlueGiga%20PDFs/BLE121LR_V1.2.pdf,//media.digikey.com/Photos/BlueGiga%20Technologies%20Inc/BLE121LR-A-M256K-V1.jpg,1446-1039-6-ND,BLE121LR-A-M256K,Silicon Labs,RF TXRX MOD BLUETOOTH CHIP ANT,6232,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth","Bluetooth v4.0","-","2.4GHz","2Mbps","8dBm","-98dBm","I²C, SPI, UART","Integrated, Chip","CC2541","256kB Flash,  8kB SRAM","2V ~ 3.6V","28mA ~ 33mA","25mA ~ 39mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en551559,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MRF89XAM8A-I%5ERM.JPG,MRF89XAM8A-I/RM-ND,MRF89XAM8A-I/RM,Microchip Technology,RF TXRX MOD ISM<1GHZ TRACE ANT,219,0,"8.19000","0","1","Tray","-","Active","General ISM < 1GHz","-","FSK, OOK","868MHz","40kbps","12.5dBm","-113dBm","SPI","Integrated, Trace","-","-","2.1V ~ 3.6V","3mA","16mA ~ 25mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en594386,-,ATWINC1510-MR210UB1954-ND,ATWINC1510-MR210UB1954,Microchip Technology,MODULE,1032,0,"8.57000","0","1","-","SmartConnect","Active","WiFi","802.11b/g/n","16-QAM, 64-QAM, BPSK, CCK, DBPSK, DQPSK, OFDM, QPSK","2.4GHz","72.2Mbps","18.5dBm","-95dBm","I²C, SPI, UART","Integrated, Chip + U.FL","ATWINC1500","8MB Flash, 128kB RAM","2.7V ~ 3.6V","61mA","265mA","Surface Mount","-40°C ~ 85°C","28-SMD Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en594386,//media.digikey.com/photos/Atmel%20Photos/ATWINC1510-MR210UB.JPG,ATWINC1510-MR210UB-ND,ATWINC1510-MR210UB,Microchip Technology,RF TXRX MODULE WIFI U.FL ANT,981,0,"8.57000","0","1","Tray","-","Active","WiFi","802.11b/g/n","16-QAM, 64-QAM, BPSK, CCK, DBPSK, DQPSK, OFDM, QPSK","2.4GHz","72.2Mbps","19.5dBm","-98dBm","I²C, SPI, UART","Antenna Not Included, U.FL","-","8MB Flash, 128kB RAM","3V ~ 4.2V","52.5mA ~ 70.1mA","132mA ~ 294mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.cypress.com/file/140791/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/CYBLE-022001-00.jpg,428-3408-2-ND,CYBLE-022001-00,Cypress Semiconductor Corp,RF TXRX MOD BLUETOOTH CHIP ANT,16500,0,"8.61000","0","500","Tape & Reel (TR)","EZ-BLE™ PRoC™","Active","Bluetooth","Bluetooth v4.1","-","2.4GHz","1Mbps","3dBm","-91dBm","I²C, SPI, UART","Integrated, Chip","-","128kB Flash, 16kB SRAM","1.8V ~ 4.5V","16.4mA","15.6mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.cypress.com/file/140791/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/CYBLE-022001-00.jpg,428-3408-1-ND,CYBLE-022001-00,Cypress Semiconductor Corp,RF TXRX MOD BLUETOOTH CHIP ANT,16851,0,"13.56000","0","1","Cut Tape (CT)","EZ-BLE™ PRoC™","Active","Bluetooth","Bluetooth v4.1","-","2.4GHz","1Mbps","3dBm","-91dBm","I²C, SPI, UART","Integrated, Chip","-","128kB Flash, 16kB SRAM","1.8V ~ 4.5V","16.4mA","15.6mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.cypress.com/file/140791/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/CYBLE-022001-00.jpg,428-3408-6-ND,CYBLE-022001-00,Cypress Semiconductor Corp,RF TXRX MOD BLUETOOTH CHIP ANT,16851,0,"Digi-Reel","0","1","Digi-Reel®","EZ-BLE™ PRoC™","Active","Bluetooth","Bluetooth v4.1","-","2.4GHz","1Mbps","3dBm","-91dBm","I²C, SPI, UART","Integrated, Chip","-","128kB Flash, 16kB SRAM","1.8V ~ 4.5V","16.4mA","15.6mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.yuden.co.jp/to/b0060,//media.digikey.com/Photos/Taiyo%20Yuden%20Photos/EYSHSNZWZ.JPG,587-5646-2-ND,EYSHSNZWZ,Taiyo Yuden,"BLUETOOTH LOW ENERGY 5.0 MODULE,",2000,0,"8.73375","0","2000","Tape & Reel (TR)","EYSHSN","Active","Bluetooth","Bluetooth v5.0","-","2.4GHz","1Mbps","4dBm","-94dBm","UART","Integrated, Trace","nRF52832","512kB Flash, 64kB RAM","1.7V ~ 3.6V","5.4mA ~ 11.7mA","16mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.yuden.co.jp/to/b0060,//media.digikey.com/Photos/Taiyo%20Yuden%20Photos/EYSHSNZWZ.JPG,587-5646-1-ND,EYSHSNZWZ,Taiyo Yuden,"BLUETOOTH LOW ENERGY 5.0 MODULE,",2606,0,"15.10000","0","1","Cut Tape (CT)","EYSHSN","Active","Bluetooth","Bluetooth v5.0","-","2.4GHz","1Mbps","4dBm","-94dBm","UART","Integrated, Trace","nRF52832","512kB Flash, 64kB RAM","1.7V ~ 3.6V","5.4mA ~ 11.7mA","16mA","Surface Mount","-40°C ~ 85°C","Module"
http://www.yuden.co.jp/to/b0060,//media.digikey.com/Photos/Taiyo%20Yuden%20Photos/EYSHSNZWZ.JPG,587-5646-6-ND,EYSHSNZWZ,Taiyo Yuden,"BLUETOOTH LOW ENERGY 5.0 MODULE,",2606,0,"Digi-Reel","0","1","Digi-Reel®","EYSHSN","Active","Bluetooth","Bluetooth v5.0","-","2.4GHz","1Mbps","4dBm","-94dBm","UART","Integrated, Trace","nRF52832","512kB Flash, 64kB RAM","1.7V ~ 3.6V","5.4mA ~ 11.7mA","16mA","Surface Mount","-40°C ~ 85°C","Module"
http://go.rigado.com/BMD-200-Data-Sheet,//media.digikey.com/Photos/Rigado%20LLC/MFG_BMD-200.jpg,1604-1003-2-ND,BMD-200-A-R,"Rigado, Inc.",RF TXRX MOD BLUETOOTH CHIP ANT,4000,0,"8.75140","0","1000","Tape & Reel (TR)","-","Not For New Designs","Bluetooth","Bluetooth v4.1","GFSK","2.4GHz","2Mbps","4dBm","-93dBm","I²C, SPI, UART","Integrated, Chip","nRF51822","256kB Flash, 16kB RAM","1.8V ~ 3.6V","12.6mA ~ 13.4mA","8mA ~ 16mA","Surface Mount","-25°C ~ 75°C","26-SMD Module"
http://go.rigado.com/BMD-200-Data-Sheet,//media.digikey.com/Photos/Rigado%20LLC/MFG_BMD-200.jpg,1604-1003-1-ND,BMD-200-A-R,"Rigado, Inc.",RF TXRX MOD BLUETOOTH CHIP ANT,4021,0,"14.51000","0","1","Cut Tape (CT)","-","Not For New Designs","Bluetooth","Bluetooth v4.1","GFSK","2.4GHz","2Mbps","4dBm","-93dBm","I²C, SPI, UART","Integrated, Chip","nRF51822","256kB Flash, 16kB RAM","1.8V ~ 3.6V","12.6mA ~ 13.4mA","8mA ~ 16mA","Surface Mount","-25°C ~ 75°C","26-SMD Module"
http://go.rigado.com/BMD-200-Data-Sheet,//media.digikey.com/Photos/Rigado%20LLC/MFG_BMD-200.jpg,1604-1003-6-ND,BMD-200-A-R,"Rigado, Inc.",RF TXRX MOD BLUETOOTH CHIP ANT,4021,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","Bluetooth","Bluetooth v4.1","GFSK","2.4GHz","2Mbps","4dBm","-93dBm","I²C, SPI, UART","Integrated, Chip","nRF51822","256kB Flash, 16kB RAM","1.8V ~ 3.6V","12.6mA ~ 13.4mA","8mA ~ 16mA","Surface Mount","-25°C ~ 75°C","26-SMD Module"
https://connectivity-staging.s3.us-east-2.amazonaws.com/2019-03/CS-DS-BL654%20v1_8.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_451-00001.jpg,451-00001TR-ND,451-00001,Laird - Wireless & Thermal Systems,BL654 BT5 / 802.15.4 / NFC MOD,1000,0,"8.78750","0","1000","Tape & Reel (TR)","BL654","Active","802.15.4, Bluetooth","Bluetooth v5.0, Thread","-","2.4GHz","2Mbps","8dBm","-95dBm","I²C, I²S, PWM, SPI, UART, USB","Integrated, Trace","-","-","1.7V ~ 3.6V","5.4mA","14.1mA","Surface Mount","-40°C ~ 85°C","72-SMD Module"
https://connectivity-staging.s3.us-east-2.amazonaws.com/2019-03/CS-DS-BL654%20v1_8.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_451-00001.jpg,451-00001CT-ND,451-00001,Laird - Wireless & Thermal Systems,BL654 BT5 / 802.15.4 / NFC MOD,1059,0,"9.55000","0","1","Cut Tape (CT)","BL654","Active","802.15.4, Bluetooth","Bluetooth v5.0, Thread","-","2.4GHz","2Mbps","8dBm","-95dBm","I²C, I²S, PWM, SPI, UART, USB","Integrated, Trace","-","-","1.7V ~ 3.6V","5.4mA","14.1mA","Surface Mount","-40°C ~ 85°C","72-SMD Module"
https://connectivity-staging.s3.us-east-2.amazonaws.com/2019-03/CS-DS-BL654%20v1_8.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_451-00001.jpg,451-00001DKR-ND,451-00001,Laird - Wireless & Thermal Systems,BL654 BT5 / 802.15.4 / NFC MOD,1059,0,"Digi-Reel","0","1","Digi-Reel®","BL654","Active","802.15.4, Bluetooth","Bluetooth v5.0, Thread","-","2.4GHz","2Mbps","8dBm","-95dBm","I²C, I²S, PWM, SPI, UART, USB","Integrated, Trace","-","-","1.7V ~ 3.6V","5.4mA","14.1mA","Surface Mount","-40°C ~ 85°C","72-SMD Module"
https://connectivity-staging.s3.us-east-2.amazonaws.com/2019-03/330-0100.pdf,//media.digikey.com/Photos/LS%20Research%20LLC/450-0104.jpg,450-0104-ND,450-0104,Laird - Wireless & Thermal Systems,RF TXRX MODULE BLUETOOTH,0,0,"8.92000","0","1","Tray","TiWi-uB2","Active","Bluetooth","Bluetooth v4.0 Dual Mode","DPSK, DQPSK, FHSS, GFSK","2.4GHz","3.9Mbps","10dBm","-94dBm","UART","Antenna Not Included","CC2564","-","2.2V ~ 4.8V","44.5mA","38.5mA ~ 39.2mA","Surface Mount","-30°C ~ 85°C","Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en570043,//media.digikey.com/Photos/Microchip%20Tech%20Photos/RN4020-V%5ERM120.jpg,RN4020-V/RM120-ND,RN4020-V/RM120,Microchip Technology,RF TXRX MOD BLUETOOTH TRACE ANT,4872,0,"9.09000","0","1","Tray","-","Active","Bluetooth","Bluetooth v4.1","GFSK","2.4GHz","1Mbps","7.5dBm","-92.5dBm","AIO, PIO, SPI, UART","Integrated, Trace","-","64kB Flash","3V ~ 3.6V","16mA","16mA","Surface Mount","-30°C ~ 85°C","Module"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en570043,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MFG_RN4020-V-RM123.jpg,RN4020-V/RM123-ND,RN4020-V/RM123,Microchip Technology,RF TXRX MOD BLUETOOTH TRACE ANT,3411,0,"9.09000","0","1","Tray","-","Active","Bluetooth","Bluetooth v4.1","GFSK","2.4GHz","1Mbps","7.5dBm","-92.5dBm","AIO, PIO, SPI, UART","Integrated, Trace","-","64kB Flash","1.8V ~ 3.6V","16mA","16mA","Surface Mount","-30°C ~ 85°C","Module"
