Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","RF Family/Standard","Protocol","Modulation","Frequency","Data Rate (Max)","Power - Output","Sensitivity","Memory Size","Serial Interfaces","GPIO","Voltage - Supply","Current - Receiving","Current - Transmitting","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2540,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-27922-1-ND,CC2540F256RHAT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 40VFQFN,5642,0,"4.77000","0","1","Cut Tape (CT)","-","Active","TxRx + MCU","Bluetooth","Bluetooth v4.0","GFSK","2.4GHz","1Mbps","4dBm","-93dBm","256kB Flash, 8kB SRAM","SPI, USART, USB","21","2V ~ 3.6V","19.6mA ~ 22.1mA","21.1mA ~ 31.6mA","-40°C ~ 85°C","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2540,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-27922-6-ND,CC2540F256RHAT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 40VFQFN,5642,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx + MCU","Bluetooth","Bluetooth v4.0","GFSK","2.4GHz","1Mbps","4dBm","-93dBm","256kB Flash, 8kB SRAM","SPI, USART, USB","21","2V ~ 3.6V","19.6mA ~ 22.1mA","21.1mA ~ 31.6mA","-40°C ~ 85°C","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)"
"//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4464,63,61,60.pdf",//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,SI4464-B1B-FMRTR-ND,SI4464-B1B-FMR,Silicon Labs,IC RF TXRX+MCU ISM<1GHZ 20VFQFN,5000,0,"3.03973","0","2500","Tape & Reel (TR)","-","Active","TxRx + MCU","General ISM < 1GHz","-","4GFSK, GFSK, GMSK, OOK","119MHz ~ 1.05GHz","1Mbps","20dBm (Max)","-126dBm","-","SPI","4","1.8V ~ 3.6V","10.7mA ~ 13.7mA","70mA ~ 85mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)"
"//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4464,63,61,60.pdf",//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,SI4464-B1B-FMRCT-ND,SI4464-B1B-FMR,Silicon Labs,IC RF TXRX+MCU ISM<1GHZ 20VFQFN,5245,0,"3.59000","0","1","Cut Tape (CT)","-","Active","TxRx + MCU","General ISM < 1GHz","-","4GFSK, GFSK, GMSK, OOK","119MHz ~ 1.05GHz","1Mbps","20dBm (Max)","-126dBm","-","SPI","4","1.8V ~ 3.6V","10.7mA ~ 13.7mA","70mA ~ 85mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)"
"//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4464,63,61,60.pdf",//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,SI4464-B1B-FMRDKR-ND,SI4464-B1B-FMR,Silicon Labs,IC RF TXRX+MCU ISM<1GHZ 20VFQFN,5245,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx + MCU","General ISM < 1GHz","-","4GFSK, GFSK, GMSK, OOK","119MHz ~ 1.05GHz","1Mbps","20dBm (Max)","-126dBm","-","SPI","4","1.8V ~ 3.6V","10.7mA ~ 13.7mA","70mA ~ 85mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1101.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGP-20-PQFP%20Pkg.jpg,296-44372-2-ND,CC1101RGPT,Texas Instruments,IC RF TXRX ISM<1GHZ 20VFQFN,2750,0,"3.09320","0","250","Tape & Reel (TR)","-","Active","TxRx Only","General ISM < 1GHz","-","2FSK, 4FSK, ASK, GFSK, MSK, OOK","300MHz ~ 348MHz, 387MHz ~ 464MHz, 779MHz ~ 928MHz","600kbps","12dBm","-116dBm","-","SPI","-","1.8V ~ 3.6V","14.3mA ~ 17.1mA","12.3mA ~ 34.2mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1101.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGP-20-PQFP%20Pkg.jpg,296-44372-1-ND,CC1101RGPT,Texas Instruments,IC RF TXRX ISM<1GHZ 20VFQFN,3000,0,"4.92000","0","1","Cut Tape (CT)","-","Active","TxRx Only","General ISM < 1GHz","-","2FSK, 4FSK, ASK, GFSK, MSK, OOK","300MHz ~ 348MHz, 387MHz ~ 464MHz, 779MHz ~ 928MHz","600kbps","12dBm","-116dBm","-","SPI","-","1.8V ~ 3.6V","14.3mA ~ 17.1mA","12.3mA ~ 34.2mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1101.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGP-20-PQFP%20Pkg.jpg,296-44372-6-ND,CC1101RGPT,Texas Instruments,IC RF TXRX ISM<1GHZ 20VFQFN,3000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx Only","General ISM < 1GHz","-","2FSK, 4FSK, ASK, GFSK, MSK, OOK","300MHz ~ 348MHz, 387MHz ~ 464MHz, 779MHz ~ 928MHz","600kbps","12dBm","-116dBm","-","SPI","-","1.8V ~ 3.6V","14.3mA ~ 17.1mA","12.3mA ~ 34.2mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590203,//media.digikey.com/Renders/Atmel%20Renders/313;32QN2;;32.jpg,AT86RF233-ZU-ND,AT86RF233-ZU,Microchip Technology,IC RF TXRX+MCU 802.15.4 32VFQFN,6362,0,"3.10000","0","1","Tray","-","Active","TxRx + MCU","802.15.4, General ISM > 1GHz","6LoWPAN, Zigbee®","O-QPSK","2.4GHz","2Mbps","4dBm","-101dBm","128B SRAM","SPI","-","1.8V ~ 3.6V","11.3mA ~ 11.8mA","7.2mA ~ 13.8mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590743,//media.digikey.com/Renders/Atmel%20Renders/313;32QN2;;32.jpg,AT86RF231-ZU-ND,AT86RF231-ZU,Microchip Technology,IC RF TXRX+MCU 802.15.4 32VFQFN,2210,0,"3.10000","0","1","Tray","-","Active","TxRx + MCU","802.15.4, General ISM > 1GHz","6LoWPAN, WirelessHART™, Zigbee®","O-QPSK","2.4GHz","2Mbps","3dBm","-101dBm","128B SRAM","SPI","-","1.8V ~ 3.6V","10.3mA ~ 12.3mA","7.4mA ~ 14mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1100_Nov.1_2008_ds.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/RTK-20-PQFP%20Pkg.jpg,296-19583-2-ND,CC1100RTKR,Texas Instruments,IC RF TXRX ISM<1GHZ 20VFQFN,3000,0,"3.11619","0","3000","Tape & Reel (TR)","-","Not For New Designs","TxRx Only","General ISM < 1GHz","-","2FSK, ASK, GFSK, MSK, OOK","300MHz ~ 348MHz, 400MHz ~ 464MHz, 800MHz ~ 928MHz","500kBaud","10dBm","-111dBm","-","SPI","-","1.8V ~ 3.6V","13.9mA ~ 15.9mA","12.3mA ~ 31.1mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-VQFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1100_Nov.1_2008_ds.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/RTK-20-PQFP%20Pkg.jpg,296-19583-1-ND,CC1100RTKR,Texas Instruments,IC RF TXRX ISM<1GHZ 20VFQFN,5872,0,"6.89000","0","1","Cut Tape (CT)","-","Not For New Designs","TxRx Only","General ISM < 1GHz","-","2FSK, ASK, GFSK, MSK, OOK","300MHz ~ 348MHz, 400MHz ~ 464MHz, 800MHz ~ 928MHz","500kBaud","10dBm","-111dBm","-","SPI","-","1.8V ~ 3.6V","13.9mA ~ 15.9mA","12.3mA ~ 31.1mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-VQFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1100_Nov.1_2008_ds.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/RTK-20-PQFP%20Pkg.jpg,296-19583-6-ND,CC1100RTKR,Texas Instruments,IC RF TXRX ISM<1GHZ 20VFQFN,5872,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","TxRx Only","General ISM < 1GHz","-","2FSK, ASK, GFSK, MSK, OOK","300MHz ~ 348MHz, 400MHz ~ 464MHz, 800MHz ~ 928MHz","500kBaud","10dBm","-111dBm","-","SPI","-","1.8V ~ 3.6V","13.9mA ~ 15.9mA","12.3mA ~ 31.1mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-VQFN (4x4)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590345,//media.digikey.com/Renders/Atmel%20Renders/313;32QN2;;32.jpg,AT86RF212B-ZURTR-ND,AT86RF212B-ZUR,Microchip Technology,IC RF TXRX+MCU 802.15.4 32VFQFN,5000,0,"3.20588","0","5000","Tape & Reel (TR)","-","Active","TxRx + MCU","802.15.4, General ISM < 1GHz","6LoWPAN, Zigbee®","BPSK, O-QPSK","769MHz ~ 935MHz","1Mbps","10dBm","-110dBm","128B SRAM","SPI","-","1.8V ~ 3.6V","8.7mA ~ 9.2mA","9.5mA ~ 26.5mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590345,//media.digikey.com/Renders/Atmel%20Renders/313;32QN2;;32.jpg,AT86RF212B-ZURCT-ND,AT86RF212B-ZUR,Microchip Technology,IC RF TXRX+MCU 802.15.4 32VFQFN,6865,0,"3.51000","0","1","Cut Tape (CT)","-","Active","TxRx + MCU","802.15.4, General ISM < 1GHz","6LoWPAN, Zigbee®","BPSK, O-QPSK","769MHz ~ 935MHz","1Mbps","10dBm","-110dBm","128B SRAM","SPI","-","1.8V ~ 3.6V","8.7mA ~ 9.2mA","9.5mA ~ 26.5mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590345,//media.digikey.com/Renders/Atmel%20Renders/313;32QN2;;32.jpg,AT86RF212B-ZURDKR-ND,AT86RF212B-ZUR,Microchip Technology,IC RF TXRX+MCU 802.15.4 32VFQFN,6865,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx + MCU","802.15.4, General ISM < 1GHz","6LoWPAN, Zigbee®","BPSK, O-QPSK","769MHz ~ 935MHz","1Mbps","10dBm","-110dBm","128B SRAM","SPI","-","1.8V ~ 3.6V","8.7mA ~ 9.2mA","9.5mA ~ 26.5mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc430f5133,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27418-2-ND,CC430F5133IRGZR,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 48VFQFN,12500,0,"3.21860","0","2500","Tape & Reel (TR)","-","Active","TxRx + MCU","General ISM < 1GHz","-","2FSK, 2GFSK, ASK, MSK, OOK","300MHz ~ 348MHz, 389MHz ~ 464MHz, 779MHz ~ 928MHz","500kBaud","13dBm","-117dBm","8kB Flash, 2kB SRAM","I²C, IrDA, JTAG, SPI, UART","30","2V ~ 3.6V","15mA ~ 18.5mA","15mA ~ 36mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc430f5133,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27418-1-ND,CC430F5133IRGZR,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 48VFQFN,15976,0,"6.10000","0","1","Cut Tape (CT)","-","Active","TxRx + MCU","General ISM < 1GHz","-","2FSK, 2GFSK, ASK, MSK, OOK","300MHz ~ 348MHz, 389MHz ~ 464MHz, 779MHz ~ 928MHz","500kBaud","13dBm","-117dBm","8kB Flash, 2kB SRAM","I²C, IrDA, JTAG, SPI, UART","30","2V ~ 3.6V","15mA ~ 18.5mA","15mA ~ 36mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc430f5133,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27418-6-ND,CC430F5133IRGZR,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 48VFQFN,15976,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx + MCU","General ISM < 1GHz","-","2FSK, 2GFSK, ASK, MSK, OOK","300MHz ~ 348MHz, 389MHz ~ 464MHz, 779MHz ~ 928MHz","500kBaud","13dBm","-117dBm","8kB Flash, 2kB SRAM","I²C, IrDA, JTAG, SPI, UART","30","2V ~ 3.6V","15mA ~ 18.5mA","15mA ~ 36mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-41981-2-ND,CC2640F128RHBT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,15250,0,"3.27080","0","250","Tape & Reel (TR)","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.1","DSSS, O-QPSK, GFSK","2.4GHz","1Mbps","5dBm","-97dBm","128kB Flash, 28kB SRAM","I²C, I²S, JTAG, SPI, UART","15","1.8V ~ 3.8V","5.9mA ~ 6.1mA","6.1mA ~ 9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-41981-1-ND,CC2640F128RHBT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,15343,0,"5.20000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.1","DSSS, O-QPSK, GFSK","2.4GHz","1Mbps","5dBm","-97dBm","128kB Flash, 28kB SRAM","I²C, I²S, JTAG, SPI, UART","15","1.8V ~ 3.8V","5.9mA ~ 6.1mA","6.1mA ~ 9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-41981-6-ND,CC2640F128RHBT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,15393,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.1","DSSS, O-QPSK, GFSK","2.4GHz","1Mbps","5dBm","-97dBm","128kB Flash, 28kB SRAM","I²C, I²S, JTAG, SPI, UART","15","1.8V ~ 3.8V","5.9mA ~ 6.1mA","6.1mA ~ 9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1310,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-45029-2-ND,CC1310F128RHBR,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 32VFQFN,3000,0,"3.27712","0","3000","Tape & Reel (TR)","SimpleLink™","Active","TxRx + MCU","General ISM < 1GHz","-","DSSS, GFSK","300MHz ~ 930MHz","50kbps","14dBm","-124dBm","128kB Flash, 20kB RAM","I²C, I²S, JTAG, SPI, UART","15","1.8V ~ 3.8V","5.5mA","12.9mA ~ 22.6mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1310,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-45029-1-ND,CC1310F128RHBR,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 32VFQFN,9684,0,"6.21000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","General ISM < 1GHz","-","DSSS, GFSK","300MHz ~ 930MHz","50kbps","14dBm","-124dBm","128kB Flash, 20kB RAM","I²C, I²S, JTAG, SPI, UART","15","1.8V ~ 3.8V","5.5mA","12.9mA ~ 22.6mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1310,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-45029-6-ND,CC1310F128RHBR,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 32VFQFN,9684,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","General ISM < 1GHz","-","DSSS, GFSK","300MHz ~ 930MHz","50kbps","14dBm","-124dBm","128kB Flash, 20kB RAM","I²C, I²S, JTAG, SPI, UART","15","1.8V ~ 3.8V","5.5mA","12.9mA ~ 22.6mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1120,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-38009-2-ND,CC1120RHBT,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 32VFQFN,1000,0,"3.35404","0","250","Tape & Reel (TR)","-","Active","TxRx + MCU","General ISM < 1GHz","-","2FSK, 2GFSK, 4FSK, 4GFSK, MSK, OOK","164MHz ~ 192MHz, 274MHz ~ 320MHz, 410MHz ~ 480MHz, 820MHz ~ 960MHz","200kbps","16dBm","-127dBm","4kB ROM, 256B RAM","SPI","4","2V ~ 3.6V","17mA ~ 23mA","32mA ~ 54mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1120,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-38009-1-ND,CC1120RHBT,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 32VFQFN,1131,0,"5.33000","0","1","Cut Tape (CT)","-","Active","TxRx + MCU","General ISM < 1GHz","-","2FSK, 2GFSK, 4FSK, 4GFSK, MSK, OOK","164MHz ~ 192MHz, 274MHz ~ 320MHz, 410MHz ~ 480MHz, 820MHz ~ 960MHz","200kbps","16dBm","-127dBm","4kB ROM, 256B RAM","SPI","4","2V ~ 3.6V","17mA ~ 23mA","32mA ~ 54mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1120,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-38009-6-ND,CC1120RHBT,Texas Instruments,IC RF TXRX+MCU ISM<1GHZ 32VFQFN,1131,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx + MCU","General ISM < 1GHz","-","2FSK, 2GFSK, 4FSK, 4GFSK, MSK, OOK","164MHz ~ 192MHz, 274MHz ~ 320MHz, 410MHz ~ 480MHz, 820MHz ~ 960MHz","200kbps","16dBm","-127dBm","4kB ROM, 256B RAM","SPI","4","2V ~ 3.6V","17mA ~ 23mA","32mA ~ 54mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
https://www.nordicsemi.com/-/media/DocLib/Other/Product_Spec/nRF24L01PPSv10.pdf,//media.digikey.com/Renders/Nordic%20Semiconductor%20ASA/20-VFQFN%20Exposed%20Pad.jpg,1490-1019-ND,NRF24L01P-T,Nordic Semiconductor ASA,IC RF TXRX ISM>1GHZ 20VFQFN,4024,0,"3.36000","0","1","Tray","-","Active","TxRx Only","General ISM > 1GHZ","-","GFSK","2.4GHz","2Mbps","0dBm","-94dBm","-","SPI","-","1.9V ~ 3.6V","12.6mA ~ 13.5mA","7mA ~ 11.3mA","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-45196-2-ND,CC2640R2FRHBT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,3750,0,"3.37072","0","250","Tape & Reel (TR)","SimpleLink™","Active","TxRx + MCU","Bluetooth","-","GFSK","2.4GHz","2Mbps","5dBm","-97dBm","128kB Flash, 20kB RAM","I²C, I²S, SPI, UART","15","1.8V ~ 3.8V","5.9mA","9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-45196-1-ND,CC2640R2FRHBT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,3952,0,"5.36000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","Bluetooth","-","GFSK","2.4GHz","2Mbps","5dBm","-97dBm","128kB Flash, 20kB RAM","I²C, I²S, SPI, UART","15","1.8V ~ 3.8V","5.9mA","9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-45196-6-ND,CC2640R2FRHBT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,3952,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","Bluetooth","-","GFSK","2.4GHz","2Mbps","5dBm","-97dBm","128kB Flash, 20kB RAM","I²C, I²S, SPI, UART","15","1.8V ~ 3.8V","5.9mA","9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-45197-2-ND,CC2640R2FRSMT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,2750,0,"3.37072","0","250","Tape & Reel (TR)","SimpleLink™","Active","TxRx + MCU","Bluetooth","-","FSK","2.4GHz","2Mbps","5dBm","-97dBm","128kB Flash, 20kB RAM","I²C, I²S, SPI, UART","10","1.8V ~ 3.8V","5.9mA","9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-45197-1-ND,CC2640R2FRSMT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,3056,0,"5.36000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","Bluetooth","-","FSK","2.4GHz","2Mbps","5dBm","-97dBm","128kB Flash, 20kB RAM","I²C, I²S, SPI, UART","10","1.8V ~ 3.8V","5.9mA","9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-45197-6-ND,CC2640R2FRSMT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,3056,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","Bluetooth","-","FSK","2.4GHz","2Mbps","5dBm","-97dBm","128kB Flash, 20kB RAM","I²C, I²S, SPI, UART","10","1.8V ~ 3.8V","5.9mA","9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)"
