Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency","Standards","Interface","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-13915-ND,PN7462AUHN/C300E,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 64HVQFN,1573,0,"9.59000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000, MIFARE, NFC","I²C, SPI, UART, USB","1.65V ~ 3.6V","-40°C ~ 85°C (TA)","64-VFQFN Exposed Pad","64-HVQFN (9x9)"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/32-SOIC_7.5mmWidth.jpg,"MFRC53001T/0FE,518-ND","MFRC53001T/0FE,518",NXP USA Inc.,IC RFID READER 13.56MHZ 32SO,0,0,"8.73664","0","1000","Tape & Reel (TR)","MIFARE®","Active","RFID Reader","13.56MHz","ISO 14443, MIFARE","SPI","3.3V ~ 5V","-40°C ~ 150°C","32-SOIC (0.295"", 7.50mm Width)","32-SO"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/32-SOIC_7.5mmWidth.jpg,568-2223-5-ND,"MFRC53001T/0FE,112",NXP USA Inc.,IC RFID READER 13.56MHZ 32SO,1822,0,"15.17000","0","1","Tube","MIFARE®","Active","RFID Reader","13.56MHz","ISO 14443, MIFARE","SPI","3.3V ~ 5V","-40°C ~ 150°C","32-SOIC (0.295"", 7.50mm Width)","32-SO"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NT3H1101_NT3H1201_DS.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/8-TSSOP_SOT505-2%20Pkg.jpg,568-12488-2-ND,NT3H1201W0FTTJ,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 8TSSOP,2500,0,"0.56318","0","2500","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443","I²C","1.7V ~ 3.6V","-40°C ~ 95°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NT3H1101_NT3H1201_DS.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/8-TSSOP_SOT505-2%20Pkg.jpg,568-12488-1-ND,NT3H1201W0FTTJ,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 8TSSOP,2760,0,"1.48000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443","I²C","1.7V ~ 3.6V","-40°C ~ 95°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NT3H1101_NT3H1201_DS.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/8-TSSOP_SOT505-2%20Pkg.jpg,568-12488-6-ND,NT3H1201W0FTTJ,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 8TSSOP,2760,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443","I²C","1.7V ~ 3.6V","-40°C ~ 95°C","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+SC+4+CBE7001+MN63Y1208+8+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/16-VFQFN.jpg,MN63Y1208-E1TR-ND,MN63Y1208-E1,Panasonic Electronic Components,IC RFID READR/TRAN 13.56MZ 16QFN,2000,0,"1.23107","0","2000","Tape & Reel (TR)","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443","UART","1.7V ~ 3.6V","-20°C ~ 85°C","16-VFQFN","16-QFN (4.2x3.2)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+SC+4+CBE7001+MN63Y1208+8+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/16-VFQFN.jpg,MN63Y1208-E1CT-ND,MN63Y1208-E1,Panasonic Electronic Components,IC RFID READR/TRAN 13.56MZ 16QFN,3970,0,"2.97000","0","1","Cut Tape (CT)","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443","UART","1.7V ~ 3.6V","-20°C ~ 85°C","16-VFQFN","16-QFN (4.2x3.2)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+SC+4+CBE7001+MN63Y1208+8+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/16-VFQFN.jpg,MN63Y1208-E1DKR-ND,MN63Y1208-E1,Panasonic Electronic Components,IC RFID READR/TRAN 13.56MZ 16QFN,3970,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443","UART","1.7V ~ 3.6V","-20°C ~ 85°C","16-VFQFN","16-QFN (4.2x3.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf7963a,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-43624-2-ND,TRF7963ARHBR,Texas Instruments,IC RFID READER 13.56MHZ 32VQFN,3000,0,"1.87264","0","3000","Tape & Reel (TR)","-","Active","RFID Reader","13.56MHz","ISO 14443","SPI","2.7V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf7963a,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-43624-1-ND,TRF7963ARHBR,Texas Instruments,IC RFID READER 13.56MHZ 32VQFN,3000,0,"4.14000","0","1","Cut Tape (CT)","-","Active","RFID Reader","13.56MHz","ISO 14443","SPI","2.7V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-VQFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf7963a,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-43624-6-ND,TRF7963ARHBR,Texas Instruments,IC RFID READER 13.56MHZ 32VQFN,3000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader","13.56MHz","ISO 14443","SPI","2.7V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-VQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/RX95HF.pdf,//media.digikey.com/photos/STMicro%20Photos/RX95HF-VMD5T.JPG,497-14924-2-ND,RX95HF-VMD5T,STMicroelectronics,IC RFID RDR/TRN 13.56MZ 32VFQFPN,3000,0,"1.99500","0","3000","Tape & Reel (TR)","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443","-","2.7V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-VFQFPN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/RX95HF.pdf,//media.digikey.com/photos/STMicro%20Photos/RX95HF-VMD5T.JPG,497-14924-1-ND,RX95HF-VMD5T,STMicroelectronics,IC RFID RDR/TRN 13.56MZ 32VFQFPN,3123,0,"4.41000","0","1","Cut Tape (CT)","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443","-","2.7V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-VFQFPN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/RX95HF.pdf,//media.digikey.com/photos/STMicro%20Photos/RX95HF-VMD5T.JPG,497-14924-6-ND,RX95HF-VMD5T,STMicroelectronics,IC RFID RDR/TRN 13.56MZ 32VFQFPN,3123,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443","-","2.7V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-VFQFPN (5x5)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590007,//media.digikey.com/Renders/Atmel%20Renders/36ML1-QFN.jpg,AT88RF1354-ZU-ND,AT88RF1354-ZU,Microchip Technology,IC RFID READER 13.56MHZ 36QFN,131,0,"2.03000","0","1","Tray","-","Active","RFID Reader","13.56MHz","ISO 14443","SPI","3V ~ 3.6V","-40°C ~ 85°C","36-VFQFN Exposed Pad","36-QFN-EP (6x6)"
https://www.nxp.com/docs/en/data-sheet/SLRC610.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-11531-ND,"SLRC61002HN,151",NXP USA Inc.,IC RFID READER 13.56MHZ 32HVQFN,1172,0,"4.93000","0","1","Tray","-","Active","RFID Reader","13.56MHz","ISO 15693, ISO 18000-3","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/PN7120.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/49-VFBGA.jpg,568-12425-ND,PN7120A0EV/C10801E,NXP USA Inc.,IC RFID READER 13.56MHZ 49VFBGA,502,0,"6.13000","0","1","Tray","-","Active","RFID Reader","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000, MIFARE, NFC","I²C","1.65V ~ 3.6V","-30°C ~ 85°C (TA)","49-VFBGA","49-VFBGA (4x4.3)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PN512.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-8610-ND,"PN5120A0HN1/C1,151",NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 32HVQFN,236,0,"6.46000","0","1","Tray","MIFARE®","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","I²C, SPI, UART","2.5V ~ 3.6V","-40°C ~ 90°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/nxp/data-sheets/PN5331B3HN.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-8612-ND,"PN5331B3HN/C270,55",NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 40HVQFN,2027,0,"11.85000","0","1","Tray","MIFARE®","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","-","2.5V ~ 3.6V","-30°C ~ 85°C","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.onsemi.com/pub/Collateral/N24RF16-D.PDF,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,N24RF16DTPT3GOSTR-ND,N24RF16DTPT3G,ON Semiconductor,IC RFID TRANSP 13.56MHZ 8TSSOP,3000,9000,"1.14750","0","3000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 105°C (TA)","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
https://www.onsemi.com/pub/Collateral/N24RF16-D.PDF,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,N24RF16DTPT3GOSCT-ND,N24RF16DTPT3G,ON Semiconductor,IC RFID TRANSP 13.56MHZ 8TSSOP,3000,9000,"2.77000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 105°C (TA)","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
https://www.onsemi.com/pub/Collateral/N24RF16-D.PDF,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP.JPG,N24RF16DTPT3GOSDKR-ND,N24RF16DTPT3G,ON Semiconductor,IC RFID TRANSP 13.56MHZ 8TSSOP,3000,9000,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3, NFC","I²C","1.8V ~ 5.5V","-40°C ~ 105°C (TA)","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
https://www.digikey.com/en/resources/development-tools/product-selector,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-11929-2-ND,"PCF7991AT/1081/M,1",NXP USA Inc.,IC RFID TRANSP 4-16MHZ 14SO,2500,0,"1.26834","0","2500","Tape & Reel (TR)","-","Active","RFID Transponder","4MHz ~ 16MHz","-","-","4.5V ~ 5.5V","-40°C ~ 85°C","14-SOIC (0.154"", 3.90mm Width)","14-SO"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-11929-1-ND,"PCF7991AT/1081/M,1",NXP USA Inc.,IC RFID TRANSP 4-16MHZ 14SO,5762,0,"3.02000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","4MHz ~ 16MHz","-","-","4.5V ~ 5.5V","-40°C ~ 85°C","14-SOIC (0.154"", 3.90mm Width)","14-SO"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-11929-6-ND,"PCF7991AT/1081/M,1",NXP USA Inc.,IC RFID TRANSP 4-16MHZ 14SO,5762,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","4MHz ~ 16MHz","-","-","4.5V ~ 5.5V","-40°C ~ 85°C","14-SOIC (0.154"", 3.90mm Width)","14-SO"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en025374,"//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;%20C04-005;%20P,%20PD;%2014.jpg",MCP2030A-I/P-ND,MCP2030A-I/P,Microchip Technology,IC PEPS/TPMS 125KHZ 14DIP,177,0,"2.49000","0","1","Tube","-","Active","Passive Entry/Start, TPMS","125kHz","-","SPI","2V ~ 3.6V","-40°C ~ 85°C","14-DIP (0.300"", 7.62mm)","14-PDIP"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90109-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90109EDC-AAA-000-TU-ND,MLX90109EDC-AAA-000-TU,Melexis Technologies NV,IC RFID READER 125KHZ 8SOIC,735,0,"4.79000","0","1","Tube","-","Active","RFID Reader","125kHz","-","-","3.1V ~ 5.5V","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/SLRC400.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/32-SOIC_7.5mmWidth.jpg,568-1124-5-ND,"SLRC40001T/OFE,112",NXP USA Inc.,IC RFID READER 13.56MHZ 32SO,1187,0,"10.74000","0","1","Tube","I-Code","Active","RFID Reader","13.56MHz","ISO 15693","SPI","3V ~ 5.5V","-25°C ~ 85°C","32-SOIC (0.295"", 7.50mm Width)","32-SO"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/MFRC500.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/32-SOIC_7.5mmWidth.jpg,568-2222-5-ND,"MFRC50001T/0FE,112",NXP USA Inc.,IC RFID READER 13.56MHZ 32SO,720,0,"12.50000","0","1","Tube","MIFARE®","Active","RFID Reader","13.56MHz","ISO 14443, MIFARE","SPI","5V","-40°C ~ 150°C","32-SOIC (0.295"", 7.50mm Width)","32-SO"
https://www.nxp.com/docs/en/data-sheet/PRH601.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/100-LQFP.jpg,568-11532-ND,"PRH601HL/C1,557",NXP USA Inc.,IC RFID RDR 125KZ/13.56MZ 100QFP,845,0,"12.77000","0","1","Tray","HITAG® 1","Active","RFID Reader","125kHz, 13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 70°C","100-LQFP","100-LQFP (14x14)"
https://www.nxp.com/docs/en/data-sheet/NTAG213_215_216.pdf,-,568-14882-ND,NT2H1311G0DUDZ,NXP USA Inc.,IC RFID TRANSP 13.56MHZ DIE,78856,0,"0.09310","0","78856","Bulk","-","Active","RFID Transponder","13.56MHz","ISO 14443","-","-","-25°C ~ 70°C","Die","Die"
https://www.nxp.com/docs/en/data-sheet/SL3ICS1002_1202.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-13681-2-ND,"SL3S1202FTB1,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ 3XSON,5000,0,"0.12216","0","5000","Tape & Reel (TR)","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","EPC, ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
https://www.nxp.com/docs/en/data-sheet/SL3ICS1002_1202.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-13681-1-ND,"SL3S1202FTB1,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ 3XSON,9945,0,"0.34000","0","1","Cut Tape (CT)","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","EPC, ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
https://www.nxp.com/docs/en/data-sheet/SL3ICS1002_1202.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-13681-6-ND,"SL3S1202FTB1,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ 3XSON,9945,0,"Digi-Reel","0","1","Digi-Reel®","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","EPC, ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
https://www.nxp.com/docs/en/data-sheet/MF0ICU2_SDS.pdf,-,568-14881-ND,"MF0ICU2001DUD,005",NXP USA Inc.,MIFARE ULTRALIGHT SGL FCC,0,0,"0.14031","0","57222","-","MIFARE® Ultralight","Active","RFID Reader","13.56MHz","ISO 14443, MIFARE","-","-","25°C ~ 70°C (TA)","Die","Wafer"
https://www.nxp.com/docs/en/data-sheet/SL3S1214.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_XSON6_SOT1115.jpg,568-14508-2-ND,SL3S1214FTB0/1X,NXP USA Inc.,IC RFID TRANSP 860-960MHZ 6XSON,0,0,"0.10826","0","5000","Tape & Reel (TR)","U-Code","Active","RFID Transponder","860MHz ~ 960MHz","EPC","-","-","-40°C ~ 85°C (TA)","6-XFDFN","6-XSON (1.45x1.00)"
https://www.nxp.com/docs/en/data-sheet/SL3S1214.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_XSON6_SOT1115.jpg,568-14508-1-ND,SL3S1214FTB0/1X,NXP USA Inc.,IC RFID TRANSP 860-960MHZ 6XSON,4780,0,"0.30000","0","1","Cut Tape (CT)","U-Code","Active","RFID Transponder","860MHz ~ 960MHz","EPC","-","-","-40°C ~ 85°C (TA)","6-XFDFN","6-XSON (1.45x1.00)"
https://www.nxp.com/docs/en/data-sheet/SL3S1214.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_XSON6_SOT1115.jpg,568-14508-6-ND,SL3S1214FTB0/1X,NXP USA Inc.,IC RFID TRANSP 860-960MHZ 6XSON,4780,0,"Digi-Reel","0","1","Digi-Reel®","U-Code","Active","RFID Transponder","860MHz ~ 960MHz","EPC","-","-","-40°C ~ 85°C (TA)","6-XFDFN","6-XSON (1.45x1.00)"
https://www.nxp.com/docs/en/data-sheet/SL3S1204.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/6-XSON_SOT886%20Pkg.jpg,568-13501-2-ND,SL3S1204FTB0/1X,NXP USA Inc.,IC UCODE SMART 860-960MHZ XSON6,0,0,"0.10826","0","5000","Tape & Reel (TR)","-","Active","-","860MHz ~ 960MHz","EPC, ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","6-XFDFN","6-XSON, SOT886 (1.45x1)"
https://www.nxp.com/docs/en/data-sheet/SL3S1204.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/6-XSON_SOT886%20Pkg.jpg,568-13501-1-ND,SL3S1204FTB0/1X,NXP USA Inc.,IC UCODE SMART 860-960MHZ XSON6,4479,0,"0.30000","0","1","Cut Tape (CT)","-","Active","-","860MHz ~ 960MHz","EPC, ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","6-XFDFN","6-XSON, SOT886 (1.45x1)"
https://www.nxp.com/docs/en/data-sheet/SL3S1204.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/6-XSON_SOT886%20Pkg.jpg,568-13501-6-ND,SL3S1204FTB0/1X,NXP USA Inc.,IC UCODE SMART 860-960MHZ XSON6,4479,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","860MHz ~ 960MHz","EPC, ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","6-XFDFN","6-XSON, SOT886 (1.45x1)"
https://www.nxp.com/docs/en/data-sheet/SL3S1203_1213.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/6-XSON_SOT886%20Pkg.jpg,568-14499-2-ND,"SL3S1203FTB0,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ XSON6,0,0,"0.11660","0","5000","Tape & Reel (TR)","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","ISO 18000-6, EPC","-","1.8V","-40°C ~ 85°C","6-XFDFN","6-XSON, SOT886 (1.45x1)"
https://www.nxp.com/docs/en/data-sheet/SL3S1203_1213.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/6-XSON_SOT886%20Pkg.jpg,568-14499-1-ND,"SL3S1203FTB0,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ XSON6,4880,0,"0.32000","0","1","Cut Tape (CT)","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","ISO 18000-6, EPC","-","1.8V","-40°C ~ 85°C","6-XFDFN","6-XSON, SOT886 (1.45x1)"
https://www.nxp.com/docs/en/data-sheet/SL3S1203_1213.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/6-XSON_SOT886%20Pkg.jpg,568-14499-6-ND,"SL3S1203FTB0,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ XSON6,4880,0,"Digi-Reel","0","1","Digi-Reel®","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","ISO 18000-6, EPC","-","1.8V","-40°C ~ 85°C","6-XFDFN","6-XSON, SOT886 (1.45x1)"
https://www.nxp.com/docs/en/data-sheet/SL3ICS1002_1202.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-12622-2-ND,"SL3S1002FTB1,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ 3XSON,0,0,"0.13781","0","5000","Tape & Reel (TR)","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
https://www.nxp.com/docs/en/data-sheet/SL3ICS1002_1202.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-12622-1-ND,"SL3S1002FTB1,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ 3XSON,4367,0,"0.38000","0","1","Cut Tape (CT)","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
https://www.nxp.com/docs/en/data-sheet/SL3ICS1002_1202.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-12622-6-ND,"SL3S1002FTB1,115",NXP USA Inc.,IC RFID TRANSP 840-960MHZ 3XSON,4367,0,"Digi-Reel","0","1","Digi-Reel®","U-Code","Active","RFID Transponder","840MHz ~ 960MHz","ISO 15693, ISO 18000-6","-","-","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
https://www.nxp.com/docs/en/data-sheet/SL2S5002_SL2S5102.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-15201-2-ND,"SL2S5002FTB,115",NXP USA Inc.,IC RFID TRANSP 13.56MHZ 3XSON,0,0,"0.15362","0","5000","Tape & Reel (TR)","I-Code","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3","-","1.5V ~ 1.7V","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
https://www.nxp.com/docs/en/data-sheet/SL2S5002_SL2S5102.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-15201-1-ND,"SL2S5002FTB,115",NXP USA Inc.,IC RFID TRANSP 13.56MHZ 3XSON,4618,0,"0.42000","0","1","Cut Tape (CT)","I-Code","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3","-","1.5V ~ 1.7V","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
https://www.nxp.com/docs/en/data-sheet/SL2S5002_SL2S5102.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-15201-6-ND,"SL2S5002FTB,115",NXP USA Inc.,IC RFID TRANSP 13.56MHZ 3XSON,4618,0,"Digi-Reel","0","1","Digi-Reel®","I-Code","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3","-","1.5V ~ 1.7V","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/74/20/c5/ca/b8/a1/41/e3/DM00167716/files/DM00167716.pdf/jcr:content/translations/en.DM00167716.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;A0UK;;5.jpg,497-18730-2-ND,ST25TV02K-AD6H3,STMicroelectronics,MEMORY,0,0,"0.15960","0","5000","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/74/20/c5/ca/b8/a1/41/e3/DM00167716/files/DM00167716.pdf/jcr:content/translations/en.DM00167716.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;A0UK;;5.jpg,497-18730-1-ND,ST25TV02K-AD6H3,STMicroelectronics,MEMORY,4935,0,"0.44000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","-","-"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/74/20/c5/ca/b8/a1/41/e3/DM00167716/files/DM00167716.pdf/jcr:content/translations/en.DM00167716.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;A0UK;;5.jpg,497-18730-6-ND,ST25TV02K-AD6H3,STMicroelectronics,MEMORY,4935,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","-","-"
https://www.nxp.com/docs/en/data-sheet/SL2S2002_SL2S2102.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-12031-2-ND,"SL2S2002FTB,115",NXP USA Inc.,IC RFID TRANSP 13.56MHZ 3XSON,0,0,"0.15771","0","5000","Tape & Reel (TR)","I-Code","Active","RFID Transponder","13.56MHz","ISO 15693, ISO 18000-3","-","1.5V ~ 1.7V","-40°C ~ 85°C","3-XDFN","3-XSON (1x1.45)"
