Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Topology","Circuit","Frequency Range","Isolation","Insertion Loss","Test Frequency","P1dB","IIP3","Features","Impedance","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
http://www.psemi.com/pdf/datasheets/pe42820ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN%20Exposed%20Pad.jpg,1046-1104-1-ND,PE42820MLBA-X,pSemi,IC RF SWITCH SPDT 2.7GHZ 32QFN,11037,0,"26.64000","0","1","Cut Tape (CT)","UltraCMOS®, HaRP™","Active","General Purpose","Reflective","SPDT","30MHz ~ 2.7GHz","24dB","0.7dB","2.7GHz","-","81dBm","-","50Ohm","2.3V ~ 5.5V","-40°C ~ 85°C","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.psemi.com/pdf/datasheets/pe42820ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN%20Exposed%20Pad.jpg,1046-1104-6-ND,PE42820MLBA-X,pSemi,IC RF SWITCH SPDT 2.7GHZ 32QFN,11037,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®, HaRP™","Active","General Purpose","Reflective","SPDT","30MHz ~ 2.7GHz","24dB","0.7dB","2.7GHz","-","81dBm","-","50Ohm","2.3V ~ 5.5V","-40°C ~ 85°C","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.psemi.com/pdf/datasheets/pe42821ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN%20Exposed%20Pad.jpg,1046-1105-2-ND,PE42821MLBA-X,pSemi,IC RF SWITCH SPDT 2.7GHZ 32QFN,1000,0,"18.62004","0","500","Tape & Reel (TR)","UltraCMOS®, HaRP™","Active","General Purpose","Reflective","SPDT","100MHz ~ 2.7GHz","24dB","0.8dB","2.7GHz","-","76dBm","-","50Ohm","2.3V ~ 5.5V","-40°C ~ 85°C","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.psemi.com/pdf/datasheets/pe42821ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN%20Exposed%20Pad.jpg,1046-1105-1-ND,PE42821MLBA-X,pSemi,IC RF SWITCH SPDT 2.7GHZ 32QFN,1164,0,"26.64000","0","1","Cut Tape (CT)","UltraCMOS®, HaRP™","Active","General Purpose","Reflective","SPDT","100MHz ~ 2.7GHz","24dB","0.8dB","2.7GHz","-","76dBm","-","50Ohm","2.3V ~ 5.5V","-40°C ~ 85°C","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.psemi.com/pdf/datasheets/pe42821ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN%20Exposed%20Pad.jpg,1046-1105-6-ND,PE42821MLBA-X,pSemi,IC RF SWITCH SPDT 2.7GHZ 32QFN,1164,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®, HaRP™","Active","General Purpose","Reflective","SPDT","100MHz ~ 2.7GHz","24dB","0.8dB","2.7GHz","-","76dBm","-","50Ohm","2.3V ~ 5.5V","-40°C ~ 85°C","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc322a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1847-2-ND,HMC322ALP4ETR,Analog Devices Inc.,IC RF SWITCH SP8T 24QFN,500,0,"19.20656","0","500","Tape & Reel (TR)","-","Active","General Purpose","-","SP8T","DC ~ 8GHz","35dB","2.5dB","8GHz","26dBm","40dBm","-","50Ohm","-4.2V ~ -5V","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc322a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1847-1-ND,HMC322ALP4ETR,Analog Devices Inc.,IC RF SWITCH SP8T 24QFN,780,0,"27.67000","0","1","Cut Tape (CT)","-","Active","General Purpose","-","SP8T","DC ~ 8GHz","35dB","2.5dB","8GHz","26dBm","40dBm","-","50Ohm","-4.2V ~ -5V","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc322a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1847-6-ND,HMC322ALP4ETR,Analog Devices Inc.,IC RF SWITCH SP8T 24QFN,780,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","General Purpose","-","SP8T","DC ~ 8GHz","35dB","2.5dB","8GHz","26dBm","40dBm","-","50Ohm","-4.2V ~ -5V","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
http://www.psemi.com/pdf/datasheets/pe42020ds.pdf,//media.digikey.com/Photos/Peregrine%20Semiconductor/MFG_PE42020%20package%20photo.jpg,1046-1126-2-ND,PE42020A-X,pSemi,IC RF SWITCH SPDT 8GHZ 20QFN,500,0,"21.00000","0","500","Tape & Reel (TR)","UltraCMOS®","Active","-","Absorptive","SPDT","0Hz ~ 8GHz","42dB","1.1dB","6GHz","38dBm","62dBm","-","50Ohm","10V ~ 17V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (4x4)"
http://www.psemi.com/pdf/datasheets/pe42020ds.pdf,//media.digikey.com/Photos/Peregrine%20Semiconductor/MFG_PE42020%20package%20photo.jpg,1046-1126-1-ND,PE42020A-X,pSemi,IC RF SWITCH SPDT 8GHZ 20QFN,1315,0,"30.04000","0","1","Cut Tape (CT)","UltraCMOS®","Active","-","Absorptive","SPDT","0Hz ~ 8GHz","42dB","1.1dB","6GHz","38dBm","62dBm","-","50Ohm","10V ~ 17V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (4x4)"
http://www.psemi.com/pdf/datasheets/pe42020ds.pdf,//media.digikey.com/Photos/Peregrine%20Semiconductor/MFG_PE42020%20package%20photo.jpg,1046-1126-6-ND,PE42020A-X,pSemi,IC RF SWITCH SPDT 8GHZ 20QFN,1315,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®","Active","-","Absorptive","SPDT","0Hz ~ 8GHz","42dB","1.1dB","6GHz","38dBm","62dBm","-","50Ohm","10V ~ 17V","-40°C ~ 85°C","20-VFQFN Exposed Pad","20-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc321a.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,1127-3742-2-ND,HMC321ALP4ETR,Analog Devices Inc.,IC RF SWITCH SP8T 8GHZ 24LFCSP,7000,0,"22.02052","0","500","Tape & Reel (TR)","-","Active","-","Absorptive","SP8T","0Hz ~ 8GHz","25dB","2.7dB","8GHz","12dBm","40dBm","-","50Ohm","5V","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-LFCSP (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc321a.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,1127-3742-1-ND,HMC321ALP4ETR,Analog Devices Inc.,IC RF SWITCH SP8T 8GHZ 24LFCSP,7230,0,"32.76000","0","1","Cut Tape (CT)","-","Active","-","Absorptive","SP8T","0Hz ~ 8GHz","25dB","2.7dB","8GHz","12dBm","40dBm","-","50Ohm","5V","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-LFCSP (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc321a.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,1127-3742-6-ND,HMC321ALP4ETR,Analog Devices Inc.,IC RF SWITCH SP8T 8GHZ 24LFCSP,7230,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","Absorptive","SP8T","0Hz ~ 8GHz","25dB","2.7dB","8GHz","12dBm","40dBm","-","50Ohm","5V","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-LFCSP (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF5040.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,ADRF5040BCPZ-ND,ADRF5040BCPZ,Analog Devices Inc.,IC RF SWITCH SP4T 12GHZ 24LFCSP,463,1080,"22.61000","0","1","Strip","-","Active","VSAT","Absorptive","SP4T","9kHz ~ 12GHz","34dB","0.8dB","8GHz","37dBm","53dBm","-","50Ohm","3.3V","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-LFCSP (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF5130.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,ADRF5130BCPZ-ND,ADRF5130BCPZ,Analog Devices Inc.,IC RF SWITCH SPDT 3.5GHZ 24CSP,361,2852,"25.56000","0","1","Strip","-","Active","-","Reflective","SPDT","700MHz ~ 3.5GHz","50dB","0.6dB","2GHz","-","65dBm","-","50Ohm","5V","-40°C ~ 105°C","24-VFQFN Exposed Pad","24-LFCSP (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc345a.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3088-ND,HMC345ALP3E,Analog Devices Inc.,IC RF SWITCH SP4T 8GHZ 16QFN,311,0,"25.66000","0","1","Strip","-","Active","-","Absorptive","SP4T","0Hz ~ 8GHz","33dB","2.4dB","8GHz","28dBm","43dBm","-","50Ohm","5V","-40°C ~ 85°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc322a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-2879-ND,HMC322ALP4E,Analog Devices Inc.,IC RF SWITCH SP8T 8GHZ 24QFN,504,92,"27.14000","0","1","Strip","-","Active","-","Absorptive","SP8T","0Hz ~ 8GHz","40dB","2.5dB","6GHz, 8GHz","26dBm","40dBm","-","50Ohm","-","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
http://cdn.macom.com/datasheets/MA4AGSW4.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/MA4AGSW4.jpg,1465-1022-ND,MA4AGSW4,M/A-Com Technology Solutions,IC RF SWITCH SP4T 50GHZ DIE,225,0,"28.03320","0","25","Bulk","-","Active","General Purpose","Reflective","SP4T","50MHz ~ 50GHz","32dB","0.3dB","50GHz","-","-","-","-","-","-55°C ~ 125°C","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc321a.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,1127-3601-ND,HMC321ALP4E,Analog Devices Inc.,IC RF SWITCH SP8T 8GHZ 24LFCSP,2086,0,"31.81000","0","1","Strip","-","Active","-","Absorptive","SP8T","0Hz ~ 8GHz","25dB","2.7dB","8GHz","12dBm","40dBm","-","50Ohm","5V","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-LFCSP (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1084.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/24-TFQFN%2520Exposed%2520Pad.jpg,1127-1673-ND,HMC1084LC4,Analog Devices Inc.,IC RF SWITCH SP4T 30GHZ 24SMT,652,246,"38.48000","0","1","Strip","-","Active","General Purpose","Reflective","SP4T","23GHz ~ 30GHz","26dB","3.3dB","30GHz","-","43dBm","-","50Ohm","-","-55°C ~ 85°C","24-TFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc232a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3581-2-ND,HMC232ALP4ETR,Analog Devices Inc.,IC RF SWITCH SPDT 12GHZ 24QFN,500,0,"42.91844","0","500","Tape & Reel (TR)","-","Active","Radar","Absorptive","SPDT","0Hz ~ 12GHz","50dB","1.5dB","6GHz","-","48dBm","-","50Ohm","-","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc232a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3581-1-ND,HMC232ALP4ETR,Analog Devices Inc.,IC RF SWITCH SPDT 12GHZ 24QFN,1182,0,"62.68000","0","1","Cut Tape (CT)","-","Active","Radar","Absorptive","SPDT","0Hz ~ 12GHz","50dB","1.5dB","6GHz","-","48dBm","-","50Ohm","-","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc232a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3581-6-ND,HMC232ALP4ETR,Analog Devices Inc.,IC RF SWITCH SPDT 12GHZ 24QFN,1182,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Radar","Absorptive","SPDT","0Hz ~ 12GHz","50dB","1.5dB","6GHz","-","48dBm","-","50Ohm","-","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC427ALP3E.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-QFN%20Exp%20Pad.jpg,1127-3580-ND,HMC427ALP3E,Analog Devices Inc.,IC TRANSFER SWITCH 8GHZ 16QFN,169,0,"44.23000","0","1","Strip","*","Active","VSAT","Absorptive","-","0 ~ 8GHz","43dB","1.5dB","6GHz","26dBm","43dBm","-","50Ohm","5V","-40°C ~ 85°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADGM1004.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-4;CP;24.jpg,ADGM1004JCPZ-RL7TR-ND,ADGM1004JCPZ-RL7,Analog Devices Inc.,IC RF SWITCH SP4T 24LFCSP,1000,0,"53.75069","0","1000","Tape & Reel (TR)","-","Active","General Purpose","-","SP4T","0Hz ~ 13GHz","19dB","0.63dB","6GHz","-","67dBm","-","50Ohm","3.1V ~ 3.3V","0°C ~ 85°C","24-LFQFN Exposed Pad, CSP","24-LFCSP (5x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADGM1004.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-4;CP;24.jpg,ADGM1004JCPZ-RL7CT-ND,ADGM1004JCPZ-RL7,Analog Devices Inc.,IC RF SWITCH SP4T 24LFCSP,1281,0,"80.33000","0","1","Cut Tape (CT)","-","Active","General Purpose","-","SP4T","0Hz ~ 13GHz","19dB","0.63dB","6GHz","-","67dBm","-","50Ohm","3.1V ~ 3.3V","0°C ~ 85°C","24-LFQFN Exposed Pad, CSP","24-LFCSP (5x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADGM1004.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-4;CP;24.jpg,ADGM1004JCPZ-RL7DKR-ND,ADGM1004JCPZ-RL7,Analog Devices Inc.,IC RF SWITCH SP4T 24LFCSP,1281,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","General Purpose","-","SP4T","0Hz ~ 13GHz","19dB","0.63dB","6GHz","-","67dBm","-","50Ohm","3.1V ~ 3.3V","0°C ~ 85°C","24-LFQFN Exposed Pad, CSP","24-LFCSP (5x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC547ALP3E.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3665-2-ND,HMC547ALP3ETR,Analog Devices Inc.,IC RF SWITCH SPDT 20GHZ 16QFN,2000,0,"57.84250","0","500","Tape & Reel (TR)","-","Active","VSAT","Absorptive","SPDT","0Hz ~ 20GHz","38dB","2dB","20GHz","23dBm","45dBm (min)","-","50Ohm","-","-40°C ~ 85°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC547ALP3E.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3665-1-ND,HMC547ALP3ETR,Analog Devices Inc.,IC RF SWITCH SPDT 20GHZ 16QFN,2232,0,"84.48000","0","1","Cut Tape (CT)","-","Active","VSAT","Absorptive","SPDT","0Hz ~ 20GHz","38dB","2dB","20GHz","23dBm","45dBm (min)","-","50Ohm","-","-40°C ~ 85°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC547ALP3E.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3665-6-ND,HMC547ALP3ETR,Analog Devices Inc.,IC RF SWITCH SPDT 20GHZ 16QFN,2232,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","VSAT","Absorptive","SPDT","0Hz ~ 20GHz","38dB","2dB","20GHz","23dBm","45dBm (min)","-","50Ohm","-","-40°C ~ 85°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc232a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-2855-ND,HMC232ALP4E,Analog Devices Inc.,IC RF SWITCH SPDT 12GHZ 24QFN,548,0,"59.70000","0","1","Strip","-","Active","Radar","Absorptive","SPDT","0Hz ~ 12GHz","50dB","1.5dB","6GHz","-","48dBm","-","50Ohm","-","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF5021.pdf,"//media.digikey.com/Renders/Analog%20Devices%20Renders/20-LGA,Exposed-Pad.jpg",ADRF5021BCCZN-R7TR-ND,ADRF5021BCCZN-R7,Analog Devices Inc.,IC RF SWITCH SPDT 30GHZ 20LGA,1000,500,"74.69658","0","500","Tape & Reel (TR)","-","Active","VSAT","Absorptive","SPDT","9kHz ~ 30GHz","60dB","2dB","30GHz","28dBm","52dBm","-","50Ohm","3.3V","-40°C ~ 85°C","20-WFLGA Exposed Pad","20-LGA (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF5021.pdf,"//media.digikey.com/Renders/Analog%20Devices%20Renders/20-LGA,Exposed-Pad.jpg",ADRF5021BCCZN-R7CT-ND,ADRF5021BCCZN-R7,Analog Devices Inc.,IC RF SWITCH SPDT 30GHZ 20LGA,1835,500,"103.57000","0","1","Cut Tape (CT)","-","Active","VSAT","Absorptive","SPDT","9kHz ~ 30GHz","60dB","2dB","30GHz","28dBm","52dBm","-","50Ohm","3.3V","-40°C ~ 85°C","20-WFLGA Exposed Pad","20-LGA (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF5021.pdf,"//media.digikey.com/Renders/Analog%20Devices%20Renders/20-LGA,Exposed-Pad.jpg",ADRF5021BCCZN-R7DKR-ND,ADRF5021BCCZN-R7,Analog Devices Inc.,IC RF SWITCH SPDT 30GHZ 20LGA,1835,500,"Digi-Reel","0","1","Digi-Reel®","-","Active","VSAT","Absorptive","SPDT","9kHz ~ 30GHz","60dB","2dB","30GHz","28dBm","52dBm","-","50Ohm","3.3V","-40°C ~ 85°C","20-WFLGA Exposed Pad","20-LGA (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC347ALP3E.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3632-ND,HMC347ALP3E,Analog Devices Inc.,IC RF SWITCH SPDT 14GHZ 16QFN,839,4926,"76.48000","0","1","Strip","-","Active","VSAT","Absorptive","SPDT","0Hz ~ 14GHz","38dB","1.9dB","14GHz","23dBm","43dBm","-","50Ohm","-","-55°C ~ 85°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC547ALP3E.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3634-ND,HMC547ALP3E,Analog Devices Inc.,IC RF SWITCH SPDT 20GHZ 16QFN,1017,0,"80.46000","0","1","Strip","-","Active","VSAT","Absorptive","SPDT","0Hz ~ 20GHz","38dB","2dB","20GHz","23dBm","45dBm (min)","-","50Ohm","-","-40°C ~ 85°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc253alc4.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/24-TFQFN%20Exposed%20Pad.jpg,1127-3058-ND,HMC253ALC4,Analog Devices Inc.,IC RF SWITCH SP8T 3.5GHZ 24CSMT,150,403,"83.47000","0","1","Strip","-","Active","WiMax","Absorptive","SP8T","0Hz ~ 3.5GHz","43dB","1.1dB","2GHz","24dBm","43dBm","-","50Ohm","5V","-40°C ~ 85°C","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc547Alc3.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-LFCSP.jpg,1127-3604-ND,HMC547ALC3,Analog Devices Inc.,IC RF SWITCH SPDT 28GHZ 16SMT,220,832,"91.20000","0","1","Strip","-","Active","VSAT","Absorptive","SPDT","0Hz ~ 28GHz","34dB","2.4dB","28GHz","23dBm","46dBm","-","50Ohm","-","-40°C ~ 85°C","16-VFQFN Exposed Pad","16-SMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF5021.pdf,"//media.digikey.com/Renders/Analog%20Devices%20Renders/20-LGA,Exposed-Pad.jpg",ADRF5021BCCZN-ND,ADRF5021BCCZN,Analog Devices Inc.,IC RF SWITCH SPDT 30GHZ 20LGA,580,60,"100.55000","0","1","Strip","-","Active","VSAT","Absorptive","SPDT","9kHz ~ 30GHz","60dB","2dB","30GHz","28dBm","52dBm","-","50Ohm","3.3V","-40°C ~ 85°C","20-WFLGA Exposed Pad","20-LGA (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/adrf5024.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/505-12-LGA.JPG,ADRF5024BCCZN-ND,ADRF5024BCCZN,Analog Devices Inc.,IC RF SWITCH SPDT 40GHZ 12LGA,148,0,"115.86000","0","1","Strip","-","Active","General Purpose","Reflective","SPDT","100MHz ~ 44GHz","35dB","1.7dB","44GHz","27.5dBm","50dBm","-","50Ohm","3.15V ~ 3.45V","-40°C ~ 105°C","12-VFLGA","12-LGA (2.25x2.25)"
https://www.analog.com/media/en/technical-documentation/data-sheets/adrf5045.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_ADRF5045.jpg,ADRF5045BCCZN-ND,ADRF5045BCCZN,Analog Devices Inc.,IC RF SWITCH SP4T 30GHZ 24LGA,0,0,"120.67000","0","1","Strip","-","Active","General Purpose","Absorptive","SP4T","9kHz ~ 30GHz","45dB","2.4dB","30GHz","28dBm","50dBm","-","50Ohm","3.15V ~ 3.45V","-40°C ~ 85°C (TC)","24-VFLGA Exposed Pad","24-LGA (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/adrf5025.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/505-12-LGA.JPG,ADRF5025BCCZN-ND,ADRF5025BCCZN,Analog Devices Inc.,IC RF SWITCH SPDT 40GHZ 12LGA,275,1008,"121.66000","0","1","Strip","-","Active","General Purpose","Reflective","SPDT","9kHz ~ 44GHz","35dB","1.6dB","44GHz","27.5dBm","50dBm","-","50Ohm","3.15V ~ 3.45V","-40°C ~ 105°C","12-VFLGA","12-LGA (2.25x2.25)"
http://www.skyworksinc.com/uploads/documents/SKY13587_378LF_203489D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,863-1825-2-ND,SKY13587-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,9000,0,"0.20995","0","3000","Tape & Reel (TR)","-","Active","802.11a/b/g/n","Reflective","SPDT","20MHz ~ 6GHz","26dB","0.5dB","6GHz","-","46dBm","-","50Ohm","1.8V ~ 5V","-40°C ~ 105°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13587_378LF_203489D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,863-1825-1-ND,SKY13587-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,10044,0,"0.61000","0","1","Cut Tape (CT)","-","Active","802.11a/b/g/n","Reflective","SPDT","20MHz ~ 6GHz","26dB","0.5dB","6GHz","-","46dBm","-","50Ohm","1.8V ~ 5V","-40°C ~ 105°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13587_378LF_203489D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,863-1825-6-ND,SKY13587-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,10044,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11a/b/g/n","Reflective","SPDT","20MHz ~ 6GHz","26dB","0.5dB","6GHz","-","46dBm","-","50Ohm","1.8V ~ 5V","-40°C ~ 105°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
https://www.infineon.com/dgdl/Infineon-BGS12PN10-DS-v01_00-EN.pdf?fileId=5546d46256fb43b30157565d296541b1,//media.digikey.com/Renders/Infineon%20Renders/448;PPG-TSNP-10-1;;10.jpg,BGS12PN10E6327XTSA1TR-ND,BGS12PN10E6327XTSA1,Infineon Technologies,IC RF SWITCH SPDT 6GHZ TSNP10-1,7500,0,"0.21492","0","7500","Tape & Reel (TR)","-","Active","-","-","SPDT","500MHz ~ 6GHz","20dB","0.6dB","6GHz","-","-","-","50Ohm","1.8V ~ 3.6V","-30°C ~ 85°C","10-XFQFN","PG-TSNP-10-1"
https://www.infineon.com/dgdl/Infineon-BGS12PN10-DS-v01_00-EN.pdf?fileId=5546d46256fb43b30157565d296541b1,//media.digikey.com/Renders/Infineon%20Renders/448;PPG-TSNP-10-1;;10.jpg,BGS12PN10E6327XTSA1CT-ND,BGS12PN10E6327XTSA1,Infineon Technologies,IC RF SWITCH SPDT 6GHZ TSNP10-1,13074,0,"0.61000","0","1","Cut Tape (CT)","-","Active","-","-","SPDT","500MHz ~ 6GHz","20dB","0.6dB","6GHz","-","-","-","50Ohm","1.8V ~ 3.6V","-30°C ~ 85°C","10-XFQFN","PG-TSNP-10-1"
https://www.infineon.com/dgdl/Infineon-BGS12PN10-DS-v01_00-EN.pdf?fileId=5546d46256fb43b30157565d296541b1,//media.digikey.com/Renders/Infineon%20Renders/448;PPG-TSNP-10-1;;10.jpg,BGS12PN10E6327XTSA1DKR-ND,BGS12PN10E6327XTSA1,Infineon Technologies,IC RF SWITCH SPDT 6GHZ TSNP10-1,13074,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","SPDT","500MHz ~ 6GHz","20dB","0.6dB","6GHz","-","-","-","50Ohm","1.8V ~ 3.6V","-30°C ~ 85°C","10-XFQFN","PG-TSNP-10-1"
