Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit Type","Resistance (Ohms)","Tolerance","Number of Resistors","Resistor Matching Ratio","Resistor-Ratio-Drift","Number of Pins","Power Per Element","Temperature Coefficient","Operating Temperature","Applications","Mounting Type","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)"
http://www.yageo.com/documents/recent/PYu-YC248_51_RoHS_L_2.pdf,"//media.digikey.com/Renders/Yageo%20Renders/YC248-1606,-Convex,-Long-Side-Terminals.jpg",YC248J-100CT-ND,YC248-JR-07100RL,Yageo,RES ARRAY 8 RES 100 OHM 1606,228490,0,"0.32000","0","1","Cut Tape (CT)","YC248","Active","Isolated","100","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 155°C","DDRAM, SDRAM","Surface Mount","1606, Convex, Long Side Terminals","-","0.157"" L x 0.063"" W (4.00mm x 1.60mm)","0.022"" (0.55mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB-0502-Package-8-Pin-.jpg,Y6103TR-ND,EXB-18V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0502,60000,0,"0.03878","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","10k","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0502 (1406 Metric), Long Side Terminals","0502","0.055"" L x 0.024"" W (1.40mm x 0.60mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB-0502-Package-8-Pin-.jpg,Y6103CT-ND,EXB-18V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0502,65654,0,"0.37000","0","1","Cut Tape (CT)","EXB","Active","Isolated","10k","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0502 (1406 Metric), Long Side Terminals","0502","0.055"" L x 0.024"" W (1.40mm x 0.60mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB-0502-Package-8-Pin-.jpg,Y6103DKR-ND,EXB-18V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0502,65654,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","10k","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0502 (1406 Metric), Long Side Terminals","0502","0.055"" L x 0.024"" W (1.40mm x 0.60mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB-0502-Package-8-Pin-.jpg,Y6220TR-ND,EXB-18V220JX,Panasonic Electronic Components,RES ARRAY 4 RES 22 OHM 0502,40000,0,"0.03878","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","22","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0502 (1406 Metric), Long Side Terminals","0502","0.055"" L x 0.024"" W (1.40mm x 0.60mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB-0502-Package-8-Pin-.jpg,Y6220CT-ND,EXB-18V220JX,Panasonic Electronic Components,RES ARRAY 4 RES 22 OHM 0502,56398,0,"0.37000","0","1","Cut Tape (CT)","EXB","Active","Isolated","22","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0502 (1406 Metric), Long Side Terminals","0502","0.055"" L x 0.024"" W (1.40mm x 0.60mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB-0502-Package-8-Pin-.jpg,Y6220DKR-ND,EXB-18V220JX,Panasonic Electronic Components,RES ARRAY 4 RES 22 OHM 0502,56398,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","22","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0502 (1406 Metric), Long Side Terminals","0502","0.055"" L x 0.024"" W (1.40mm x 0.60mm)","0.018"" (0.45mm)"
"//media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/YC102-358,TC122-164_Series_DS.pdf",//media.digikey.com/Renders/Yageo%20Renders/YC124.jpg,YC124F-49.9TR-ND,YC124-FR-0749R9L,Yageo,RES ARRAY 4 RES 49.9 OHM 0804,250000,0,"0.03923","0","10000","Tape & Reel (TR)","YC124","Active","Isolated","49.9","±1%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 155°C","DDRAM, SDRAM","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
"//media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/YC102-358,TC122-164_Series_DS.pdf",//media.digikey.com/Renders/Yageo%20Renders/YC124.jpg,YC124F-49.9CT-ND,YC124-FR-0749R9L,Yageo,RES ARRAY 4 RES 49.9 OHM 0804,263714,0,"0.40000","0","1","Cut Tape (CT)","YC124","Active","Isolated","49.9","±1%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 155°C","DDRAM, SDRAM","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
"//media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/YC102-358,TC122-164_Series_DS.pdf",//media.digikey.com/Renders/Yageo%20Renders/YC124.jpg,YC124F-49.9DKR-ND,YC124-FR-0749R9L,Yageo,RES ARRAY 4 RES 49.9 OHM 0804,263714,0,"Digi-Reel","0","1","Digi-Reel®","YC124","Active","Isolated","49.9","±1%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 155°C","DDRAM, SDRAM","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
http://www.vishay.com/docs/31043/cra04s.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/Vishay%20-%20CRA04S-8.jpg,CRA4S8100KATR-ND,CRA04S083100KFTD,Vishay Dale,RES ARRAY 4 RES 100K OHM 0804,150000,0,"0.04379","0","10000","Tape & Reel (TR)","CRA04","Last Time Buy","Isolated","100k","±1%","4","-","-","8","62.5mW","±100ppm/°C","-55°C ~ 155°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
http://www.vishay.com/docs/31043/cra04s.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/Vishay%20-%20CRA04S-8.jpg,CRA4S8100KACT-ND,CRA04S083100KFTD,Vishay Dale,RES ARRAY 4 RES 100K OHM 0804,161587,0,"0.43000","0","1","Cut Tape (CT)","CRA04","Last Time Buy","Isolated","100k","±1%","4","-","-","8","62.5mW","±100ppm/°C","-55°C ~ 155°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
http://www.vishay.com/docs/31043/cra04s.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/Vishay%20-%20CRA04S-8.jpg,CRA4S8100KADKR-ND,CRA04S083100KFTD,Vishay Dale,RES ARRAY 4 RES 100K OHM 0804,161587,0,"Digi-Reel","0","1","Digi-Reel®","CRA04","Last Time Buy","Isolated","100k","±1%","4","-","-","8","62.5mW","±100ppm/°C","-55°C ~ 155°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
http://www.vishay.com/docs/31043/cra04s.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/Vishay%20-%20CRA04S-8.jpg,CRA4S810.0KATR-ND,CRA04S08310K0FTD,Vishay Dale,RES ARRAY 4 RES 10K OHM 0804,100000,0,"0.04379","0","10000","Tape & Reel (TR)","CRA04","Last Time Buy","Isolated","10k","±1%","4","-","-","8","62.5mW","±100ppm/°C","-55°C ~ 155°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
http://www.vishay.com/docs/31043/cra04s.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/Vishay%20-%20CRA04S-8.jpg,CRA4S810.0KACT-ND,CRA04S08310K0FTD,Vishay Dale,RES ARRAY 4 RES 10K OHM 0804,105164,0,"0.43000","0","1","Cut Tape (CT)","CRA04","Last Time Buy","Isolated","10k","±1%","4","-","-","8","62.5mW","±100ppm/°C","-55°C ~ 155°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
http://www.vishay.com/docs/31043/cra04s.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/Vishay%20-%20CRA04S-8.jpg,CRA4S810.0KADKR-ND,CRA04S08310K0FTD,Vishay Dale,RES ARRAY 4 RES 10K OHM 0804,105164,0,"Digi-Reel","0","1","Digi-Reel®","CRA04","Last Time Buy","Isolated","10k","±1%","4","-","-","8","62.5mW","±100ppm/°C","-55°C ~ 155°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/746X101103JP.JPG,746X101103JPTR-ND,746X101103JP,CTS Resistor Products,RES ARRAY 8 RES 10K OHM 1206,195000,0,"0.04836","0","5000","Tape & Reel (TR)","746","Active","Bussed","10k","±5%","8","-","-","10","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/746X101103JP.JPG,746X101103JPCT-ND,746X101103JP,CTS Resistor Products,RES ARRAY 8 RES 10K OHM 1206,198578,0,"0.45000","0","1","Cut Tape (CT)","746","Active","Bussed","10k","±5%","8","-","-","10","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/746X101103JP.JPG,746X101103JPDKR-ND,746X101103JP,CTS Resistor Products,RES ARRAY 8 RES 10K OHM 1206,198578,0,"Digi-Reel","0","1","Digi-Reel®","746","Active","Bussed","10k","±5%","8","-","-","10","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744C083472JPTR.JPG,744C083472JPTR-ND,744C083472JP,CTS Resistor Products,RES ARRAY 4 RES 4.7K OHM 2012,84000,0,"0.06840","0","4000","Tape & Reel (TR)","744","Active","Isolated","4.7k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744C083472JPTR.JPG,744C083472JPCT-ND,744C083472JP,CTS Resistor Products,RES ARRAY 4 RES 4.7K OHM 2012,85245,0,"0.45000","0","1","Cut Tape (CT)","744","Active","Isolated","4.7k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744C083472JPTR.JPG,744C083472JPDKR-ND,744C083472JP,CTS Resistor Products,RES ARRAY 4 RES 4.7K OHM 2012,85245,0,"Digi-Reel","0","1","Digi-Reel®","744","Active","Isolated","4.7k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083103jptr.JPG,744C083103JPTR-ND,744C083103JP,CTS Resistor Products,RES ARRAY 4 RES 10K OHM 2012,72000,0,"0.06840","0","4000","Tape & Reel (TR)","744","Active","Isolated","10k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083103jptr.JPG,744C083103JPCT-ND,744C083103JP,CTS Resistor Products,RES ARRAY 4 RES 10K OHM 2012,75678,0,"0.45000","0","1","Cut Tape (CT)","744","Active","Isolated","10k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083103jptr.JPG,744C083103JPDKR-ND,744C083103JP,CTS Resistor Products,RES ARRAY 4 RES 10K OHM 2012,75678,0,"Digi-Reel","0","1","Digi-Reel®","744","Active","Isolated","10k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083222jptr.JPG,744C083222JPTR-ND,744C083222JP,CTS Resistor Products,RES ARRAY 4 RES 2.2K OHM 2012,68000,0,"0.06840","0","4000","Tape & Reel (TR)","744","Active","Isolated","2.2k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083222jptr.JPG,744C083222JPCT-ND,744C083222JP,CTS Resistor Products,RES ARRAY 4 RES 2.2K OHM 2012,72598,0,"0.45000","0","1","Cut Tape (CT)","744","Active","Isolated","2.2k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083222jptr.JPG,744C083222JPDKR-ND,744C083222JP,CTS Resistor Products,RES ARRAY 4 RES 2.2K OHM 2012,72598,0,"Digi-Reel","0","1","Digi-Reel®","744","Active","Isolated","2.2k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083102jptr.JPG,744C083102JPTR-ND,744C083102JP,CTS Resistor Products,RES ARRAY 4 RES 1K OHM 2012,60000,0,"0.06840","0","4000","Tape & Reel (TR)","744","Active","Isolated","1k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083102jptr.JPG,744C083102JPCT-ND,744C083102JP,CTS Resistor Products,RES ARRAY 4 RES 1K OHM 2012,60598,0,"0.45000","0","1","Cut Tape (CT)","744","Active","Isolated","1k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/744c083102jptr.JPG,744C083102JPDKR-ND,744C083102JP,CTS Resistor Products,RES ARRAY 4 RES 1K OHM 2012,60598,0,"Digi-Reel","0","1","Digi-Reel®","744","Active","Isolated","1k","±5%","4","-","-","8","125mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2012, Concave, Long Side Terminals","1206","0.200"" L x 0.126"" W (5.08mm x 3.20mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X163%20SERIES.jpg,741X163220JPTR-ND,741X163220JP,CTS Resistor Products,RES ARRAY 8 RES 22 OHM 1506,300000,0,"0.06872","0","5000","Tape & Reel (TR)","741","Active","Isolated","22","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1506, Convex, Long Side Terminals","-","0.156"" L x 0.063"" W (3.95mm x 1.60mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X163%20SERIES.jpg,741X163220JPCT-ND,741X163220JP,CTS Resistor Products,RES ARRAY 8 RES 22 OHM 1506,304181,0,"0.50000","0","1","Cut Tape (CT)","741","Active","Isolated","22","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1506, Convex, Long Side Terminals","-","0.156"" L x 0.063"" W (3.95mm x 1.60mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X163%20SERIES.jpg,741X163220JPDKR-ND,741X163220JP,CTS Resistor Products,RES ARRAY 8 RES 22 OHM 1506,304181,0,"Digi-Reel","0","1","Digi-Reel®","741","Active","Isolated","22","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1506, Convex, Long Side Terminals","-","0.156"" L x 0.063"" W (3.95mm x 1.60mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X163%20SERIES.jpg,741X163330JPTR-ND,741X163330JP,CTS Resistor Products,RES ARRAY 8 RES 33 OHM 1506,155000,0,"0.06872","0","5000","Tape & Reel (TR)","741","Active","Isolated","33","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1506, Convex, Long Side Terminals","-","0.156"" L x 0.063"" W (3.95mm x 1.60mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X163%20SERIES.jpg,741X163330JPCT-ND,741X163330JP,CTS Resistor Products,RES ARRAY 8 RES 33 OHM 1506,163239,0,"0.50000","0","1","Cut Tape (CT)","741","Active","Isolated","33","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1506, Convex, Long Side Terminals","-","0.156"" L x 0.063"" W (3.95mm x 1.60mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X163%20SERIES.jpg,741X163330JPDKR-ND,741X163330JP,CTS Resistor Products,RES ARRAY 8 RES 33 OHM 1506,163239,0,"Digi-Reel","0","1","Digi-Reel®","741","Active","Isolated","33","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","1506, Convex, Long Side Terminals","-","0.156"" L x 0.063"" W (3.95mm x 1.60mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/743C083103JPTR.JPG,743C083103JPTR-ND,743C083103JP,CTS Resistor Products,RES ARRAY 4 RES 10K OHM 2008,288000,0,"0.06999","0","4000","Tape & Reel (TR)","743","Active","Isolated","10k","±5%","4","-","-","8","100mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2008, Concave, Long Side Terminals","0805","0.200"" L x 0.079"" W (5.08mm x 2.00mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/743C083103JPTR.JPG,743C083103JPCT-ND,743C083103JP,CTS Resistor Products,RES ARRAY 4 RES 10K OHM 2008,293022,0,"0.46000","0","1","Cut Tape (CT)","743","Active","Isolated","10k","±5%","4","-","-","8","100mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2008, Concave, Long Side Terminals","0805","0.200"" L x 0.079"" W (5.08mm x 2.00mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/743C083103JPTR.JPG,743C083103JPDKR-ND,743C083103JP,CTS Resistor Products,RES ARRAY 4 RES 10K OHM 2008,293022,0,"Digi-Reel","0","1","Digi-Reel®","743","Active","Isolated","10k","±5%","4","-","-","8","100mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2008, Concave, Long Side Terminals","0805","0.200"" L x 0.079"" W (5.08mm x 2.00mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/743C083472JPTR.JPG,743C083472JPTR-ND,743C083472JP,CTS Resistor Products,RES ARRAY 4 RES 4.7K OHM 2008,72000,0,"0.06999","0","4000","Tape & Reel (TR)","743","Active","Isolated","4.7k","±5%","4","-","-","8","100mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2008, Concave, Long Side Terminals","0805","0.200"" L x 0.079"" W (5.08mm x 2.00mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/743C083472JPTR.JPG,743C083472JPCT-ND,743C083472JP,CTS Resistor Products,RES ARRAY 4 RES 4.7K OHM 2008,74469,0,"0.46000","0","1","Cut Tape (CT)","743","Active","Isolated","4.7k","±5%","4","-","-","8","100mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2008, Concave, Long Side Terminals","0805","0.200"" L x 0.079"" W (5.08mm x 2.00mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/743C083472JPTR.JPG,743C083472JPDKR-ND,743C083472JP,CTS Resistor Products,RES ARRAY 4 RES 4.7K OHM 2008,74469,0,"Digi-Reel","0","1","Digi-Reel®","743","Active","Isolated","4.7k","±5%","4","-","-","8","100mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2008, Concave, Long Side Terminals","0805","0.200"" L x 0.079"" W (5.08mm x 2.00mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,"//media.digikey.com/Renders/CTS%20Electronic%20Renders/2506,%20Concave,%20Long%20Side%20Terminals.jpg",742C163103JPTR-ND,742C163103JP,CTS Resistor Products,RES ARRAY 8 RES 10K OHM 2506,236000,0,"0.09226","0","4000","Tape & Reel (TR)","742","Active","Isolated","10k","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2506, Concave, Long Side Terminals","0603","0.252"" L x 0.063"" W (6.40mm x 1.60mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,"//media.digikey.com/Renders/CTS%20Electronic%20Renders/2506,%20Concave,%20Long%20Side%20Terminals.jpg",742C163103JPCT-ND,742C163103JP,CTS Resistor Products,RES ARRAY 8 RES 10K OHM 2506,241729,0,"0.61000","0","1","Cut Tape (CT)","742","Active","Isolated","10k","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2506, Concave, Long Side Terminals","0603","0.252"" L x 0.063"" W (6.40mm x 1.60mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,"//media.digikey.com/Renders/CTS%20Electronic%20Renders/2506,%20Concave,%20Long%20Side%20Terminals.jpg",742C163103JPDKR-ND,742C163103JP,CTS Resistor Products,RES ARRAY 8 RES 10K OHM 2506,241729,0,"Digi-Reel","0","1","Digi-Reel®","742","Active","Isolated","10k","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2506, Concave, Long Side Terminals","0603","0.252"" L x 0.063"" W (6.40mm x 1.60mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,"//media.digikey.com/Renders/CTS%20Electronic%20Renders/2506,%20Concave,%20Long%20Side%20Terminals.jpg",742C163220JPTR-ND,742C163220JP,CTS Resistor Products,RES ARRAY 8 RES 22 OHM 2506,204000,0,"0.09226","0","4000","Tape & Reel (TR)","742","Active","Isolated","22","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2506, Concave, Long Side Terminals","0603","0.252"" L x 0.063"" W (6.40mm x 1.60mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,"//media.digikey.com/Renders/CTS%20Electronic%20Renders/2506,%20Concave,%20Long%20Side%20Terminals.jpg",742C163220JPCT-ND,742C163220JP,CTS Resistor Products,RES ARRAY 8 RES 22 OHM 2506,205457,0,"0.61000","0","1","Cut Tape (CT)","742","Active","Isolated","22","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2506, Concave, Long Side Terminals","0603","0.252"" L x 0.063"" W (6.40mm x 1.60mm)","0.028"" (0.70mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,"//media.digikey.com/Renders/CTS%20Electronic%20Renders/2506,%20Concave,%20Long%20Side%20Terminals.jpg",742C163220JPDKR-ND,742C163220JP,CTS Resistor Products,RES ARRAY 8 RES 22 OHM 2506,205457,0,"Digi-Reel","0","1","Digi-Reel®","742","Active","Isolated","22","±5%","8","-","-","16","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","2506, Concave, Long Side Terminals","0603","0.252"" L x 0.063"" W (6.40mm x 1.60mm)","0.028"" (0.70mm)"
