Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance (Ohms)","Tolerance","Power (Watts)","Built in Switch","Number of Turns","Taper","Number of Gangs","Adjustment Type","Temperature Coefficient","Rotation","Resistive Material","Termination Style","Actuator Type","Actuator Length","Actuator Diameter","Bushing Thread","Mounting Type"
https://www.bourns.com/docs/Product-Datasheets/pda24.pdf,//media.digikey.com/Photos/Bourns%20Photos/PDA241-SRT%20Series.JPG,PDA241-SRT00-504A2-ND,PDA241-SRT00-504A2,Bourns Inc.,POT 500K OHM 1/4W CARBON LOG,557,0,"3.84000","0","1","Bulk","Pro Audio PDA24","Active","500k","±15%","0.25W, 1/4W","None","1","Logarithmic","1","User Defined","-","300°","Carbon","Solder Lug","Knurled and Slotted","0.748"" (19.00mm)","0.236"" (6.00mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/pda24.pdf,//media.digikey.com/Photos/Bourns%20Photos/PDA241.JPG,PDA241-HRT02-253B0-ND,PDA241-HRT02-253B0,Bourns Inc.,POT 25K OHM 1/2W CARBON LINEAR,543,0,"3.84000","0","1","Bulk","Pro Audio PDA24","Active","25k","±15%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Round","0.748"" (19.00mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3360.pdf,//media.digikey.com/Photos/Bourns%20Photos/3360Y-1.JPG,3360Y-1-503LF-ND,3360Y-1-503LF,Bourns Inc.,POT 50K OHM 1/4W PLASTIC LINEAR,515,0,"3.84000","0","1","Tube","3360","Active","50k","±20%","0.25W, 1/4W","None","1","Linear","1","Top Adjustment","±1000ppm/°C","310°","Conductive Plastic","PC Pins","Slotted","0.500"" (12.70mm)","0.093"" (2.36mm)","1/4-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/pda24.pdf,//media.digikey.com/Photos/Bourns%20Photos/PDA24.JPG,PDA241-HRT02-504A2-ND,PDA241-HRT02-504A2,Bourns Inc.,POT 500K OHM 1/4W CARBON LOG,366,0,"3.84000","0","1","Bulk","Pro Audio PDA24","Active","500k","±15%","0.25W, 1/4W","None","1","Logarithmic","1","User Defined","-","300°","Carbon","Solder Lug","Round","0.748"" (19.00mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/pda24.pdf,//media.digikey.com/Photos/Bourns%20Photos/PDA241.JPG,PDA241-HRT02-103B0-ND,PDA241-HRT02-103B0,Bourns Inc.,POT 10K OHM 1/2W CARBON LINEAR,162,0,"3.84000","0","1","Bulk","Pro Audio PDA24","Active","10k","±15%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Round","0.748"" (19.00mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single%20Turn.jpg,CT3064-ND,450T328F104A1A1,CTS Electrocomponents,POT 100K OHM 1/2W CARBON LINEAR,2495,0,"3.86000","0","1","Bulk","450","Active","100k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,"//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single,%20with%20Switch.jpg",CT3050-ND,450T328S102A1A1,CTS Electrocomponents,POT 1K OHM 1/2W CARBON LINEAR,1037,0,"3.86000","0","1","Bulk","450","Active","1k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,"//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single,%20with%20Switch.jpg",CT3052-ND,450T328S103A1A1,CTS Electrocomponents,POT 10K OHM 1/2W CARBON LINEAR,661,0,"3.86000","0","1","Bulk","450","Active","10k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single%20Turn.jpg,CT3060-ND,450T328F102A1A1,CTS Electrocomponents,POT 1K OHM 1/2W CARBON LINEAR,655,0,"3.86000","0","1","Bulk","450","Active","1k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single%20Turn.jpg,CT3062-ND,450T328F103A1A1,CTS Electrocomponents,POT 10K OHM 1/2W CARBON LINEAR,612,0,"3.86000","0","1","Bulk","450","Active","10k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,"//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single,%20with%20Switch.jpg",CT3054-ND,450T328S104A1A1,CTS Electrocomponents,POT 100K OHM 1/2W CARBON LINEAR,566,0,"3.86000","0","1","Bulk","450","Active","100k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single%20Turn.jpg,CT3061-ND,450T328F502A1A1,CTS Electrocomponents,POT 5K OHM 1/2W CARBON LINEAR,321,0,"3.86000","0","1","Bulk","450","Active","5k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/PRS11S.pdf,//media.digikey.com/Photos/Bourns%20Photos/PRS11S-N20K-103B1.JPG,PRS11S-N20K-103B1-ND,PRS11S-N20K-103B1,Bourns Inc.,POT 10K OHM 1/20W CARBON LINEAR,913,0,"4.00000","0","1","Tube","Pro Audio PRS11S","Active","10k","±20%","0.05W, 1/20W","None","1","Linear","1","Top Adjustment","-","300°","Carbon","Gull Wing","Knurled and Slotted","0.787"" (20.00mm)","0.236"" (6.00mm)","-","Surface Mount"
https://www.bourns.com/docs/Product-Datasheets/pda24.pdf,//media.digikey.com/Photos/Bourns%20Photos/PDA241-SRT0x-504B0.JPG,PDA241-SRT01-504B0-ND,PDA241-SRT01-504B0,Bourns Inc.,POT 500K OHM 1/2W CARBON LINEAR,715,0,"4.03000","0","1","Bulk","Pro Audio PDA24","Active","500k","±15%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Knurled and Slotted","0.748"" (19.00mm)","0.236"" (6.00mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/Photos/CTS%20Photos/270X232A253B1A1.jpg,CT2206-ND,270X232A253B1A1,CTS Electrocomponents,POT 25K OHM 1/4W CARBON LINEAR,685,0,"4.23000","0","1","Bulk","270","Active","25k","±20%","0.25W, 1/4W","None","1","Linear","1","Side Adjustment","-","300°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/Photos/CTS%20Photos/270X232A253B1A1.jpg,CT2205-ND,270X232A103B1A1,CTS Electrocomponents,POT 10K OHM 1/4W CARBON LINEAR,597,0,"4.23000","0","1","Bulk","270","Active","10k","±20%","0.25W, 1/4W","None","1","Linear","1","Side Adjustment","-","300°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/Photos/CTS%20Photos/270X232A104B1A1.jpg,CT2208-ND,270X232A104B1A1,CTS Electrocomponents,POT 100K OHM 1/4W CARBON LINEAR,353,0,"4.23000","0","1","Bulk","270","Active","100k","±20%","0.25W, 1/4W","None","1","Linear","1","Side Adjustment","-","300°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/Photos/CTS%20Photos/270X232A102B1A1.JPG,CT2202-ND,270X232A102B1A1,CTS Electrocomponents,POT 1K OHM 1/4W CARBON LINEAR,335,0,"4.23000","0","1","Bulk","270","Active","1k","±20%","0.25W, 1/4W","None","1","Linear","1","Side Adjustment","-","300°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/Photos/CTS%20Photos/270X232A501B1A1.jpg,CT2207-ND,270X232A503B1A1,CTS Electrocomponents,POT 50K OHM 1/4W CARBON LINEAR,197,0,"4.23000","0","1","Bulk","270","Active","50k","±20%","0.25W, 1/4W","None","1","Linear","1","Side Adjustment","-","300°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/photos/CTS%20Photos/270%20SERIES%20SINGLE.jpg,CT2244-ND,270X232A105B2A1,CTS Electrocomponents,POT 1M OHM 1/5W CARBON LOG,397,0,"4.33000","0","1","Bulk","270","Active","1M","±20%","0.2W, 1/5W","None","1","Logarithmic","1","Side Adjustment","-","300°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/P260_261.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/P260P-D1AS2AB10K.jpg,987-1665-ND,P260P-D1AS2AB10K,TT Electronics/BI,POT 10K OHM 1/2W PLASTIC LINEAR,743,0,"4.42000","0","1","Tray","P260","Active","10k","±10%","0.5W, 1/2W","None","1","Linear","1","Side Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.630"" (16.00mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/P260_261.pdf,//media.digikey.com/photos/TT%20Electronics%20BI/P260P-D1BS3CB100K.jpg,987-1331-ND,P260P-D1BS3CB100K,TT Electronics/BI,POT 100K OHM 1/2W PLASTIC LINEAR,1156,0,"4.86000","0","1","Tray","P260","Active","100k","±10%","0.5W, 1/2W","None","1","Linear","1","Side Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.787"" (20.00mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/P260_261.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/P260T-D1BS3CB100K.jpg,987-1335-ND,P260T-D1BS3CB100K,TT Electronics/BI,POT 100K OHM 1/2W PLASTIC LINEAR,566,0,"5.01000","0","1","Tray","P260","Active","100k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.787"" (20.00mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/Photos/CTS%20Photos/270X232A502B1B1.jpg,CT2226-ND,270X232A502B1B1,CTS Electrocomponents,POT 5K OHM 1/4W CARBON LINEAR,1658,0,"5.10000","0","1","Bulk","270","Active","5k","±20%","0.25W, 1/4W","Rotary, SPST","1","Linear","1","Side Adjustment","-","315°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/Photos/CTS%20Photos/270X232A103B1B1.jpg,CT2227-ND,270X232A103B1B1,CTS Electrocomponents,POT 10K OHM 1/4W CARBON LINEAR,698,0,"5.10000","0","1","Bulk","270","Active","10k","±20%","0.25W, 1/4W","Rotary, SPST","1","Linear","1","Side Adjustment","-","315°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/Photos/CTS%20Photos/270X232A504B1B1.jpg,CT2232-ND,270X232A504B1B1,CTS Electrocomponents,POT 500K OHM 1/5W CARBON LINEAR,177,0,"5.10000","0","1","Bulk","270","Active","500k","±20%","0.2W, 1/5W","Rotary, SPST","1","Linear","1","Side Adjustment","-","315°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/PDB183-GTR.pdf,//media.digikey.com/photos/Bourns%20Photos/PDB183-GTR01-504A2.jpg,PDB183-GTR01-254A2-ND,PDB183-GTR01-254A2,Bourns Inc.,POT 250K OHM 1/10W CARBON LOG,1258,0,"5.13000","0","1","Bulk","Pro Audio PDB183-GTR","Active","250k","±20%","0.1W, 1/10W","Push-Pull, DPDT","1","Logarithmic","1","User Defined","-","300°","Carbon","Solder Lug","Knurled and Slotted","0.748"" (19.00mm)","0.236"" (6.00mm)","3/8","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/PDB183-GTR.pdf,//media.digikey.com/photos/Bourns%20Photos/PDB183-GTR01-504A2.jpg,PDB183-GTR01-504A2-ND,PDB183-GTR01-504A2,Bourns Inc.,POT 500K OHM 1/10W CARBON LOG,365,0,"5.13000","0","1","Bulk","Pro Audio PDB183-GTR","Active","500k","±20%","0.1W, 1/10W","Push-Pull, DPDT","1","Logarithmic","1","User Defined","-","300°","Carbon","Solder Lug","Knurled and Slotted","0.748"" (19.00mm)","0.236"" (6.00mm)","3/8","Panel Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1623760&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1624130-1.JPG,A105766-ND,23ESA103MMF50NF,TE Connectivity Passive Product,POT 10K OHM 0.4W CARBON LINEAR,1225,0,"5.14000","0","1","Bulk","23, Citec","Active","10k","±20%","0.4W","None","1","Linear","1","User Defined","5%","300°","Carbon","Solder Lug","Flatted","1.969"" (50.00mm)","0.250"" (6.35mm)","3/8","Panel Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1624144&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1624130-1.JPG,A105785-ND,23ESA473MMF50NF,TE Connectivity Passive Product,POT 47K OHM 0.4W CARBON LINEAR,534,0,"5.14000","0","1","Bulk","23, Citec","Active","47k","±20%","0.4W","None","1","Linear","1","User Defined","5%","300°","Carbon","Solder Lug","Flatted","1.969"" (50.00mm)","0.250"" (6.35mm)","3/8","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/270.pdf,//media.digikey.com/photos/CTS%20Photos/270%20SERIES%20SWITCH.jpg,CT2216-ND,270X232A103B2B1,CTS Electrocomponents,POT 10K OHM 1/4W CARBON LOG,1915,0,"5.17000","0","1","Bulk","270","Active","10k","±20%","0.25W, 1/4W","Rotary, SPST","1","Logarithmic","1","Side Adjustment","-","315°","Carbon","PC Pins, Board Locks","Round","1.000"" (25.40mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450T328S%20Series.jpg,CT3046-ND,450T328S502A1C1,CTS Electrocomponents,POT 5K OHM 1/2W CARBON LINEAR,1150,0,"5.20000","0","1","Bulk","450","Active","5k","±10%","0.5W, 1/2W","Rotary, SPST","1","Linear","1","User Defined","-","320°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450T328S%20Series.jpg,CT3049-ND,450T328S104A1C1,CTS Electrocomponents,POT 100K OHM 1/2W CARBON LINEAR,1028,0,"5.20000","0","1","Bulk","450","Active","100k","±10%","0.5W, 1/2W","Rotary, SPST","1","Linear","1","User Defined","-","320°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single%20Turn.jpg,CT3055-ND,450T328F102A1C1,CTS Electrocomponents,POT 1K OHM 1/2W CARBON LINEAR,875,0,"5.20000","0","1","Bulk","450","Active","1k","±10%","0.5W, 1/2W","Rotary, SPST","1","Linear","1","User Defined","-","320°","Carbon","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single%20Turn.jpg,CT3056-ND,450T328F502A1C1,CTS Electrocomponents,POT 5K OHM 1/2W CARBON LINEAR,793,0,"5.20000","0","1","Bulk","450","Active","5k","±10%","0.5W, 1/2W","Rotary, SPST","1","Linear","1","User Defined","-","320°","Carbon","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450T328S%20Series.jpg,CT3048-ND,450T328S503A1C1,CTS Electrocomponents,POT 50K OHM 1/2W CARBON LINEAR,657,0,"5.20000","0","1","Bulk","450","Active","50k","±10%","0.5W, 1/2W","Rotary, SPST","1","Linear","1","User Defined","-","320°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single%20Turn.jpg,CT3059-ND,450T328F104A1C1,CTS Electrocomponents,POT 100K OHM 1/2W CARBON LINEAR,382,0,"5.20000","0","1","Bulk","450","Active","100k","±10%","0.5W, 1/2W","Rotary, SPST","1","Linear","1","User Defined","-","320°","Carbon","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,//media.digikey.com/Photos/CTS%20Photos/450T328S%20Series.jpg,CT3047-ND,450T328S103A1C1,CTS Electrocomponents,POT 10K OHM 1/2W CARBON LINEAR,111,0,"5.20000","0","1","Bulk","450","Active","10k","±10%","0.5W, 1/2W","Rotary, SPST","1","Linear","1","User Defined","-","320°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.236"" (6.00mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/2015/11/26.pdf,//media.digikey.com/Photos/CTS%20Photos/026TB32R101B1A1.jpg,CT2151-ND,026TB32R100B1A1,CTS Electrocomponents,POT 10 OHM 5W WIREWOUND LINEAR,1149,0,"5.29000","0","1","Bulk","026","Active","10","±20%","5W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Round","1.000"" (25.40mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/2015/11/26.pdf,//media.digikey.com/Photos/CTS%20Photos/026TB32R101B1A1.jpg,CT2152-ND,026TB32R250B1A1,CTS Electrocomponents,POT 25 OHM 5W WIREWOUND LINEAR,960,0,"5.29000","0","1","Bulk","026","Active","25","±20%","5W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Round","1.000"" (25.40mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/2015/11/26.pdf,//media.digikey.com/Photos/CTS%20Photos/026TB32R101B1A1.jpg,CT2150-ND,026TB32R5A0B1A1,CTS Electrocomponents,POT 5 OHM 5W WIREWOUND LINEAR,870,0,"5.29000","0","1","Bulk","026","Active","5","±20%","5W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Round","1.000"" (25.40mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/2015/11/26.pdf,//media.digikey.com/Photos/CTS%20Photos/026TB32R101B1A1.jpg,CT2157-ND,026TB32R102B1A1,CTS Electrocomponents,POT 1K OHM 5W WIREWOUND LINEAR,822,0,"5.29000","0","1","Bulk","026","Active","1k","±20%","5W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Round","1.000"" (25.40mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/2015/11/26.pdf,//media.digikey.com/Photos/CTS%20Photos/026TB32R101B1A1.jpg,CT2155-ND,026TB32R251B1A1,CTS Electrocomponents,POT 250 OHM 5W WIREWOUND LINEAR,675,0,"5.29000","0","1","Bulk","026","Active","250","±20%","5W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Round","1.000"" (25.40mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/2015/11/26.pdf,//media.digikey.com/Photos/CTS%20Photos/026TB32R101B1A1.jpg,CT2156-ND,026TB32R501B1A1,CTS Electrocomponents,POT 500 OHM 5W WIREWOUND LINEAR,573,0,"5.29000","0","1","Bulk","026","Active","500","±20%","5W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Round","1.000"" (25.40mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/2015/11/26.pdf,//media.digikey.com/Photos/CTS%20Photos/026TB32R101B1A1.jpg,CT2160-ND,026TB32R253B1A1,CTS Electrocomponents,POT 25K OHM 5W WIREWOUND LINEAR,329,0,"5.29000","0","1","Bulk","026","Active","25k","±20%","5W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Round","1.000"" (25.40mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/2015/11/26.pdf,//media.digikey.com/Photos/CTS%20Photos/026TB32R101B1A1.jpg,CT2153-ND,026TB32R500B1A1,CTS Electrocomponents,POT 50 OHM 5W WIREWOUND LINEAR,178,0,"5.29000","0","1","Bulk","026","Active","50","±20%","5W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Round","1.000"" (25.40mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/slimline.pdf,//media.digikey.com/Photos/Bourns%20Photos/PCW1J-B24-BAB.jpg,PCW1J-B24-BAB103L-ND,PCW1J-B24-BAB103L,Bourns Inc.,POT 10K OHM 3/4W PLASTIC LINEAR,626,0,"5.37000","0","1","Tray","PC-Slimline","Active","10k","±20%","0.75W, 3/4W","None","1","Linear","1","Top Adjustment","±1000ppm/°C","300°","Conductive Plastic","PC Pins","Slotted","0.750"" (19.05mm)","0.250"" (6.35mm)","M9 x 0.75","Panel Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1624161&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1624130-1.JPG,A105791-ND,23ESB473MMF50NF,TE Connectivity Passive Product,POT 47K OHM 1/5W CARBON LOG,527,0,"5.56000","0","1","Bulk","23, Citec","Active","47k","±20%","0.2W, 1/5W","None","1","Logarithmic","1","User Defined","5%","300°","Carbon","Solder Lug","Flatted","1.969"" (50.00mm)","0.250"" (6.35mm)","3/8","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/91_95.pdf,//media.digikey.com/photos/Bourns%20Photos/91%20SERIES.jpg,91A1A-B28-B13L-ND,91A1A-B28-B13L,Bourns Inc.,POT 5K OHM 1W PLASTIC LINEAR,1398,0,"5.91000","0","1","Bulk","91","Active","5k","±20%","1W","None","1","Linear","1","Side Adjustment","±1000ppm/°C","300°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/91_95.pdf,//media.digikey.com/Photos/Bourns%20Photos/91A1A-B28-B22L.JPG,91A1A-B28-B22L-ND,91A1A-B28-B22L,Bourns Inc.,POT 250K OHM 1W PLASTIC LINEAR,504,0,"5.91000","0","1","Bulk","91","Active","250k","±20%","1W","None","1","Linear","1","Side Adjustment","±1000ppm/°C","300°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/91_95.pdf,//media.digikey.com/Photos/Bourns%20Photos/91A1A-B28-B17L.jpg,91A1A-B28-B17L-ND,91A1A-B28-B17L,Bourns Inc.,POT 25K OHM 1W PLASTIC LINEAR,488,0,"5.91000","0","1","Bulk","91","Active","25k","±20%","1W","None","1","Linear","1","Side Adjustment","±1000ppm/°C","300°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/91_95.pdf,//media.digikey.com/photos/Bourns%20Photos/91A1A-B28-A10L.jpg,91A1A-B28-A10L-ND,91A1A-B28-A10L,Bourns Inc.,POT 1K OHM 2W CERMET LINEAR,301,0,"5.91000","0","1","Bulk","91","Active","1k","±10%","2W","None","1","Linear","1","Side Adjustment","±150ppm/°C","300°","Cermet","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/91_95.pdf,//media.digikey.com/Photos/Bourns%20Photos/91A1A-B24.jpg,91A1A-B24-B10L-ND,91A1A-B24-B10L,Bourns Inc.,POT 1K OHM 1W PLASTIC LINEAR,291,0,"5.91000","0","1","Bulk","91","Active","1k","±20%","1W","None","1","Linear","1","Side Adjustment","±1000ppm/°C","300°","Conductive Plastic","PC Pins","Slotted","0.750"" (19.05mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/91_95.pdf,//media.digikey.com/Photos/Bourns%20Photos/91A1A-B28.jpg,91A1A-B28-A22L-ND,91A1A-B28-A22L,Bourns Inc.,POT 250K OHM 2W CERMET LINEAR,208,0,"5.91000","0","1","Bulk","91","Active","250k","±10%","2W","None","1","Linear","1","Side Adjustment","±150ppm/°C","300°","Cermet","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/91_95.pdf,//media.digikey.com/Photos/Bourns%20Photos/91A1A-B28.jpg,91A1A-B28-A15L-ND,91A1A-B28-A15L,Bourns Inc.,POT 10K OHM 2W CERMET LINEAR,207,0,"5.91000","0","1","Bulk","91","Active","10k","±10%","2W","None","1","Linear","1","Side Adjustment","±150ppm/°C","300°","Cermet","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
