Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance","Power (Watts)","Tolerance","Adjustment Type","Fader Type","Travel Range","Size / Dimension","Mounting Type"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2010CIB503-ND,PTA3043-2010CIB503,Bourns Inc.,SLIDE POT 50K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","50 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2010CPB503-ND,PTA3043-2010CPB503,Bourns Inc.,SLIDE POT 50K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","50 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2015DPB202-ND,PTA3043-2015DPB202,Bourns Inc.,SLIDE POT 2K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","2 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2015DPB504-ND,PTA3043-2015DPB504,Bourns Inc.,SLIDE POT 500K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","500 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2010CIB102-ND,PTA4543-2010CIB102,Bourns Inc.,SLIDE POT 1K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","1 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2010CIB502-ND,PTA4543-2010CIB502,Bourns Inc.,SLIDE POT 5K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","5 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2010CPB103-ND,PTA4543-2010CPB103,Bourns Inc.,SLIDE POT 10K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","10 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2015CPA103-ND,PTA4543-2015CPA103,Bourns Inc.,SLIDE POT 10KOHM 0.125W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","10 kOhms","0.125W, 1/8W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2015CPB102-ND,PTA4543-2015CPB102,Bourns Inc.,SLIDE POT 1K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","1 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2015CPB202-ND,PTA4543-2015CPB202,Bourns Inc.,SLIDE POT 2K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","2 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2015DPB202-ND,PTA4543-2015DPB202,Bourns Inc.,SLIDE POT 2K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","2 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2010CIA502-ND,PTA3043-2010CIA502,Bourns Inc.,SLIDE POT 5K OHM 0.1W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","5 kOhms","0.1W, 1/10W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2010CIB502-ND,PTA3043-2010CIB502,Bourns Inc.,SLIDE POT 5K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","5 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2010CPB103-ND,PTA3043-2010CPB103,Bourns Inc.,SLIDE POT 10K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2015CPB502-ND,PTA3043-2015CPB502,Bourns Inc.,SLIDE POT 5K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","5 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2010DPB102-ND,PTA4543-2010DPB102,Bourns Inc.,SLIDE POT 1K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","1 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2010DPB202-ND,PTA4543-2010DPB202,Bourns Inc.,SLIDE POT 2K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","2 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2015CPB503-ND,PTA4543-2015CPB503,Bourns Inc.,SLIDE POT 50K OHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","50 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA4543-2015CPB104-ND,PTA4543-2015CPB104,Bourns Inc.,SLIDE POT 100KOHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","100 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA4543-2015DPA504-ND,PTA4543-2015DPA504,Bourns Inc.,SLIDE POT 500K OHM 0.125W TOP,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","500 kOhms","0.125W, 1/8W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA3043-2015CIB503-ND,PTA3043-2015CIB503,Bourns Inc.,SLIDE POT 50K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","50 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA3043-2015DPA103-ND,PTA3043-2015DPA103,Bourns Inc.,SLIDE POT 10K OHM 0.1W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","10 kOhms","0.1W, 1/10W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA3043-2015DPA104-ND,PTA3043-2015DPA104,Bourns Inc.,SLIDE POT 100K OHM 0.1W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","100 kOhms","0.1W, 1/10W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA3043-2015DPA504-ND,PTA3043-2015DPA504,Bourns Inc.,SLIDE POT 500K OHM 0.1W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","500 kOhms","0.1W, 1/10W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA3043-2015DPB104-ND,PTA3043-2015DPB104,Bourns Inc.,SLIDE POT 100K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","100 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA4543-2010CIB104-ND,PTA4543-2010CIB104,Bourns Inc.,SLIDE POT 100KOHM 0.25W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","100 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA4543-2015CPA503-ND,PTA4543-2015CPA503,Bourns Inc.,SLIDE POT 50KOHM 0.125W TOP 45MM,0,0,"0.81400","0","1000","Tray","Pro Audio PTA","Active","50 kOhms","0.125W, 1/8W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PC3BR20K-ND,PS30-10PC3BR20K,TT Electronics/BI,SLIDE POT 20K OHM 0.2W TOP 30MM,0,0,"0.81400","0","1080","-","PSxx","Active","20 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10MC4BR10K-ND,PS30-10MC4BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.2W TOP 30MM,0,0,"0.83600","0","810","-","PSxx","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PA1BR10K-ND,PS30-10PA1BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.2W TOP 30MM,0,0,"0.83600","0","810","-","PSxx","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PB10AR10K-ND,PS30-10PB10AR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.1W TOP 30MM,0,0,"0.83600","0","810","-","PSxx","Active","10 kOhms","0.1W, 1/10W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PB1AR10K-ND,PS30-10PB1AR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.1W TOP 30MM,0,0,"0.83600","0","810","-","PSxx","Active","10 kOhms","0.1W, 1/10W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PC1BR100K-ND,PS30-10PC1BR100K,TT Electronics/BI,SLIDE POT 100K OHM 0.2W TOP 30MM,0,0,"0.83600","0","810","-","PSxx","Active","100 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PC3BR1K-ND,PS30-10PC3BR1K,TT Electronics/BI,SLIDE POT 1K OHM 0.2W TOP 30MM,0,0,"0.83600","0","810","-","PSxx","Active","1 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PC1BR10K-ND,PS30-10PC1BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.2W TOP 30MM,0,0,"0.83600","0","810","Tray","PSxx","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS20-11MC15B10K-ND,PS20-11MC15B10K,TT Electronics/BI,SLIDE POT 10K OHM 0.1W TOP 20MM,0,0,"0.84000","0","690","-","PSxx","Active","10 kOhms","0.1W, 1/10W","±20%","Top","Standard","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.256"" H (35.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS20-11MC3BR10K-ND,PS20-11MC3BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.1W TOP 20MM,0,0,"0.84000","0","690","-","PSxx","Active","10 kOhms","0.1W, 1/10W","±20%","Top","Standard","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.256"" H (35.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS20M-0PB1FAR500-ND,PS20M-0PB1FAR500,TT Electronics/BI,SLIDE POT 500OHM 0.025W TOP 20MM,0,0,"0.84000","0","720","-","PSxxM","Active","500 Ohms","0.025W, 1/40W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.276"" H (35.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS20M-0PB1FAR500N-ND,PS20M-0PB1FAR500N,TT Electronics/BI,SLIDE POT 500OHM 0.025W TOP 20MM,0,0,"0.84000","0","720","-","PSxxM","Active","500 Ohms","0.025W, 1/40W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.276"" H (35.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS20M-0PC1FBR100K-ND,PS20M-0PC1FBR100K,TT Electronics/BI,SLIDE POT 100KOHM 0.05W TOP 20MM,0,0,"0.84000","0","720","-","PSxxM","Active","100 kOhms","0.05W, 1/20W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.276"" H (35.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS20M-0PC1FR100K-ND,PS20M-0PC1FR100K,TT Electronics/BI,SLIDE POT 100KOHM 0.05W TOP 20MM,0,0,"0.84000","0","720","-","PSxxM","Active","100 kOhms","0.05W, 1/20W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.276"" H (35.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PB10BR1K-ND,PS30-10PB10BR1K,TT Electronics/BI,SLIDE POT 1K OHM 0.2W TOP 30MM,0,0,"0.85500","0","810","-","PSxx","Active","1 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA1544-2010CIA104-ND,PTA1544-2010CIA104,Bourns Inc.,SLIDE POT 100K OHM 0.015W TOP,0,0,"0.86950","0","1000","Tray","Pro Audio PTA","Active","100 kOhms","0.015W","±20%","Top","Dual","15mm","Rectangular - 1.181"" L x 0.354"" W x 0.256"" H (30.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA1544-2015CIA103-ND,PTA1544-2015CIA103,Bourns Inc.,SLIDE POT 10KOHM 0.015W TOP 15MM,0,0,"0.86950","0","1000","Tray","Pro Audio PTA","Active","10 kOhms","0.015W","±20%","Top","Dual","15mm","Rectangular - 1.181"" L x 0.354"" W x 0.256"" H (30.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,-,PTA1544-2015CPA104-ND,PTA1544-2015CPA104,Bourns Inc.,SLIDE POT 100K OHM 0.015W TOP,0,0,"0.86950","0","1000","Tray","Pro Audio PTA","Active","100 kOhms","0.015W","±20%","Top","Dual","15mm","Rectangular - 1.181"" L x 0.354"" W x 0.256"" H (30.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2035MM.JPG,PTA2044-2015CPB103-ND,PTA2044-2015CPB103,Bourns Inc.,SLIDE POT 10K OHM 0.05W TOP 20MM,0,0,"0.86950","0","1000","Tray","Pro Audio PTA","Active","10 kOhms","0.05W, 1/20W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.256"" H (35.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10PC3BR10K-ND,PS30-10PC3BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.2W TOP 30MM,0,0,"0.87400","0","810","-","PSxx","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS45M-0MC1BR5K-ND,PS45M-0MC1BR5K,TT Electronics/BI,SLIDE POT 5K OHM 0.125W TOP 45MM,0,0,"0.87400","0","780","-","PSxxM","Active","5 kOhms","0.125W, 1/8W","±20%","Top","Dual","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.276"" H (60.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS20-11MC2BR10K-ND,PS20-11MC2BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.1W TOP 20MM,0,0,"0.88000","0","690","-","PSxx","Active","10 kOhms","0.1W, 1/10W","±20%","Top","Standard","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.256"" H (35.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS20-11MC2BR50K-ND,PS20-11MC2BR50K,TT Electronics/BI,SLIDE POT 50K OHM 0.1W TOP 20MM,0,0,"0.88000","0","690","-","PSxx","Active","50 kOhms","0.1W, 1/10W","±20%","Top","Standard","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.256"" H (35.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS20-20MC2BR50K-ND,PS20-20MC2BR50K,TT Electronics/BI,SLIDE POT 50K OHM 0.05W TOP 20MM,0,0,"0.88000","0","690","-","PSxx","Active","50 kOhms","0.05W, 1/20W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.256"" H (35.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS20M-0MC1BR10K-ND,PS20M-0MC1BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.05W TOP 20MM,0,0,"0.88000","0","720","-","PSxxM","Active","10 kOhms","0.05W, 1/20W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.276"" H (35.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS20M-0MC1LR10K-ND,PS20M-0MC1LR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.05W TOP 20MM,0,0,"0.88000","0","720","-","PSxxM","Active","10 kOhms","0.05W, 1/20W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.276"" H (35.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS20M-0MC2FBR10K-ND,PS20M-0MC2FBR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.05W TOP 20MM,0,0,"0.88000","0","720","-","PSxxM","Active","10 kOhms","0.05W, 1/20W","±20%","Top","Dual","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.276"" H (35.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10MC1BR100K-ND,PS30-10MC1BR100K,TT Electronics/BI,SLIDE POT 100K OHM 0.2W TOP 30MM,0,0,"0.89300","0","810","-","PSxx","Active","100 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxx.pdf,-,PS30-10MC1BR10K-ND,PS30-10MC1BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.2W TOP 30MM,0,0,"0.89300","0","810","-","PSxx","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,-,PS30M-0MC1FAR20KN-ND,PS30M-0MC1FAR20KN,TT Electronics/BI,SLIDE POT 20K OHM 0.05W TOP 30MM,0,0,"0.89300","0","810","-","PSxxM","Active","20 kOhms","0.05W, 1/20W","±20%","Top","Dual","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.276"" H (45.00mm x 9.00mm x 7.00mm)","Through Hole"
